Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: UPC,Prime Eligible (Buy Box),Parent ASIN,Brand,Product Codes: EAN,PID,Black_list
"Brooks Women's Adrenaline ASR 14 Running Shoe, Black/Ebony/Pickled Beet, 7.5 US",5805535,5805535,$150.20 ,1,$150.20 ,$233.75 ,$150.20 ,A16HZ3J3WEU71V,1,B01N8XZICV,1.9034E+11,no,B0D2XMJ5YN,Brooks,1.9034E+11,16585544728129379086,V
Brooks Men's Signal 3 Running Shoe - Ebony/Black/Metallic Black - 10.5 Medium,513115,504004,,,$163.16 ,$163.16 ,$113.10 ,A24V851RG6UNB7,1,B091XL28C5,1.95394E+11,no,B08Z439YDW,Brooks,1.95394E+11,16579539988179365083,V
Brooks Men's Levitate 4 Running Shoe - Navy/Grey/White - 12.5,342163,262029,,,$169.45 ,$182.74 ,$169.49 ,A1PF2RJVZ25QD4,2,B083R7NSCR,1.90341E+11,no,B089TGQFFN,Brooks,1.90341E+11,1655488707754761764,V
Brooks Men's Cascadia 16 Trail Running Shoe - Eclipse/Marina/Chalk - 9 Medium,12383,12746,$113.15 ,2,$113.15 ,$139.79 ,$134.19 ,-,1,B0BJ4NW3TC,1.95394E+11,no,B08QTT8QL8,Brooks,1.95394E+11,16553272780637050473,V
Brooks Women's Ghost 15 Neutral Running Shoe - Oyster/Alloy/White - 8 Wide,49,70,,,$199.10 ,$199.10 ,$189.97 ,A1MLP04OASBI2Z,1,B09RS2P8DF,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,16548010458084735625,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 8 Wide,49,71,,,$209.95 ,$209.95 ,$189.21 ,A2MZQYRHH6G2FX,1,B0C2MPLTXJ,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,16547552121805523385,V
Brooks Draft Hybrid Glove,,1495324,,,,$88.88 ,$77.72 ,-,,B09BQNZ1RF,1.90341E+11,yes,B09BNNH69W,Brooks,1.90341E+11,16533967135911844915,V
Brooks Men’s Trace 2 Neutral Running Shoe - Red/White/Navy - 8 Medium,1316,1526,,,$119.67 ,$177.79 ,$113.10 ,A248DAB5QCMJ5H,1,B0BHKWTWLZ,1.95394E+11,no,B09MGCP4QP,Brooks,1.95394E+11,16511330934695828286,V
Brooks Mens Ravenna 11 Running Shoe - Grey/Cherry/Mazarine - D - 8.5,839418,806187,$160.85 ,4,$149.90 ,$160.69 ,$160.85 ,A1X0CC3AK3RGZJ,1,B07VVR77JX,1.90341E+11,no,B08144BGML,Brooks,1.90341E+11,16472776688774173393,V
Brooks Distance Tank 2.0 Black Cheetah SM (US Women's 4-6),1034311,1286414,,,$50.22 ,$50.22 ,$58.19 ,A1QH0GIGON2008,1,B0BRWGSZFP,1.95394E+11,yes,B0CP31D43G,Brooks,1.95394E+11,16458835853466250811,V
Brooks Women's Ghost 15 Neutral Running Shoe - Peacoat/Pink/Open Air - 6.5 Medium,49,73,,,,$234.00 ,,-,,B0BHXTCLLS,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,16445363183685229002,V
Brooks Catamount Women's Trail Running Shoe - Alloy/Pink/Black - 7,201518,194566,$154.59 ,1,$154.59 ,$248.00 ,,-,0,B08QTXZCRW,1.90341E+11,yes,B08Q5DWK6Y,Brooks,1.90341E+11,16386074983572010518,V
Brooks Men’s Launch 9 Neutral Running Shoe - Black/Pink/Yellow - 14 Medium,9927,8403,$70.38 ,1,$70.38 ,$143.96 ,$70.39 ,AZ3EGFUU23A8C,1,B0B762DNCX,1.95394E+11,no,B09MGC9QPY,Brooks,1.95394E+11,16374674327573426125,V
Brooks Women's Ghost 15 Neutral Running Shoe - Spa Blue/Neo Pink/Copper - 13 Medium,48,70,,,$220.00 ,$250.72 ,$214.08 ,A1PF2RJVZ25QD4,1,B09RRMBYYW,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,16353871096619520637,V
Brooks Men's Dyad 11 Running Shoe - Grey/Black/White - 10 X-Wide,12116,13488,$109.95 ,14,$109.95 ,$129.95 ,$107.30 ,A1BNXE6U3W2NOH,2,B0BJ4KPF96,1.95394E+11,yes,B081T965SK,Brooks,1.95394E+11,16331992423078113281,V
Brooks Men's Levitate 5 Neutral Running Shoe - Black/Ebony/Grey - 10.5 Medium,223161,171038,,,,$169.00 ,$159.99 ,-,,B08LP9737T,1.90341E+11,yes,B09MVB1489,Brooks,1.90341E+11,16328570010453725020,V
Brooks Men's Levitate 4 Running Shoe - Grey/Oyster/Blue - 12.5,320503,250669,,,$165.97 ,$165.97 ,$180.92 ,A3MM37OCN70BL,1,B083R7DW5G,1.90341E+11,no,B089TGQFFN,Brooks,1.90341E+11,16323827166561476780,V
Brooks Men's Hyperion Tempo Road Running Shoe - Black/Kayaking/Green Gecko - 8.5 Medium,19695,17041,,,$200.00 ,$229.00 ,$200.00 ,A1PF2RJVZ25QD4,1,B094MWB6FQ,1.95394E+11,yes,B089TMDYL2,Brooks,1.95394E+11,16295534234804272658,V
Brooks Men's Ghost 15 Neutral Running Shoe - Nightlife/Black/Ebony - 8.5 Medium,109,191,$113.99 ,2,$113.99 ,$219.00 ,$126.53 ,-,3,B0BHXWG6S4,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,16277518791357624986,V
Brooks Men's Ghost 15 Neutral Running Shoe - White/Black - 9 Medium,110,191,,,$135.07 ,$139.95 ,$145.23 ,A2HGWKGRZLYH2G,4,B09RRV8VV8,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,16275153651015891554,V
Brooks Men's Ghost 15 Neutral Running Shoe - Titan/White/Peacoat - 9 Medium,109,192,,,$155.16 ,$155.30 ,$156.02 ,-,3,B0BHXSNNTH,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,16239788729678375093,V
Brooks Women's Ghost 15 Neutral Running Shoe - Pink Glo/Blue/Fuchsia - 7.5 Medium,48,70,$119.95 ,11,$119.95 ,$207.21 ,$153.56 ,AZ3EGFUU23A8C,2,B0BHXSWVHQ,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,16216711173522820939,V
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Oyster/Primer - 7 Medium,110,193,$119.95 ,2,$119.95 ,$139.95 ,$114.97 ,AZ3EGFUU23A8C,1,B0BHXSWVHC,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,16216677099263447516,V
"Women's Brooks High Point 3"" 2-in-1 Short",1531975,2391649,,,$102.00 ,$149.92 ,$117.35 ,A1NJ43D030CMWO,4,B0BN1MKBWM,1.95394E+11,no,B0BMLX26KT,Brooks,1.95394E+11,16210113333877620478,V
"Brooks Women's Underwire Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Navy - 40 C",183915,193422,$42.95 ,1,$36.95 ,$70.00 ,$42.95 ,ACNNIJ7GNQDF9,2,B08R7T2JT3,1.9034E+11,no,B08R7WYXH2,Brooks,1.9034E+11,16203471916731471002,V
Brooks Women's Addiction GTS 15 Supportive Running Shoe - Black/Ebony/Mauvewood - 9 Narrow,22585,22708,,2,,$139.95 ,$138.94 ,-,3,B08QXSZSFQ,1.90341E+11,no,B0CRXM6PXZ,Brooks,1.90341E+11,16170274040220596000,V
Brooks Mens Ravenna 11 Running Shoe - Grey/Cherry/Mazarine - D - 8,858098,835349,$160.85 ,4,$149.90 ,$160.83 ,$160.85 ,A1X0CC3AK3RGZJ,1,B07VXWLXXJ,1.90341E+11,no,B08144BGML,Brooks,1.90341E+11,16166427083305987640,V
Women's Brooks Method 3/4 Tight,673369,589089,$55.00 ,1,$55.00 ,$103.95 ,$55.00 ,AKO29ZEZHEGNU,1,B0B1YD9BR2,1.95394E+11,no,B09L73C31L,Brooks,1.95394E+11,16150818854466986713,V
Brooks Women’s Levitate 6 Neutral Running Shoe - Black/Blackened Pearl/White - 7 Medium,13091,13093,$102.95 ,,$102.95 ,$177.79 ,$175.79 ,A1B43WMIJ58I3U,2,B0BJ4DM3QT,1.95394E+11,yes,B0BHDSW31Q,Brooks,1.95394E+11,16143246909364955723,V
Brooks Men's Levitate 5 Neutral Running Shoe - White/Bluebird/Black - 12.5 Medium,233919,170875,,,$189.98 ,$290.84 ,$189.98 ,A1PF2RJVZ25QD4,1,B09MVBRDFS,1.95394E+11,yes,B09MVB1489,Brooks,1.95394E+11,16133177318297995939,V
"Brooks Women's Crossback 2.0 Sports Bra for Running, Workouts & Sports - Black - 30 DD/E",66666,71639,,,$91.06 ,$99.99 ,$99.49 ,A3KPHGJZVOLD1G,1,B09HSWHBTJ,1.95394E+11,no,B0CS9XG36X,Brooks,1.95394E+11,16117255134935559574,V
Brooks Women's Revel 5 Neutral Running Shoe - White/Black - 6.5,43097,32896,,,$139.96 ,$184.46 ,$139.96 ,AI4NE7R6I8P4A,2,B08R12Z422,1.90341E+11,no,B08R146ZLD,Brooks,1.90341E+11,1607973857744286814,V
Brooks Women’s Launch 9 Neutral Running Shoe - Black/Ebony/Purple - 6,10342,6874,,,$109.99 ,$189.00 ,$125.66 ,AZ3XNKNN838E9,2,B09MGBV92L,1.95394E+11,no,B09MGCQM9B,Brooks,1.95394E+11,16078063034271303083,V
"Women's Brooks Method 8"" Short Tight",412826,743180,$39.99 ,1,$39.99 ,$134.69 ,$67.55 ,AYK3CAZAKKXWG,1,B0BMLGZKB6,1.95394E+11,no,B09L73WFB8,Brooks,1.95394E+11,16035181638524292959,V
Brooks Women's Ghost 15 Neutral Running Shoe - Grey/Coconut/Fuchsia - 8 Medium,49,70,$153.05 ,2,$145.10 ,$192.50 ,$166.58 ,AF4GO035LHAA2,2,B0CBQSNKFS,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,16028200293363089661,V
Brooks Men's Ghost 14 Neutral Running Shoe - Black/Black/Ebony - 12 Wide,10966,7258,,,,$235.10 ,,-,,B08QV4P32T,1.90341E+11,yes,B0C699QDPJ,Brooks,1.90341E+11,16025183360966899258,V
Brooks Women’s Launch 9 Neutral Running Shoe - Citrus/Coral/Black - 6 Medium,10578,7015,,,,$139.99 ,$108.99 ,-,,B0B76541P3,1.95394E+11,yes,B09MGCQM9B,Brooks,1.95394E+11,15999040162684536877,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 7 Medium,49,71,$151.37 ,3,$136.42 ,$144.00 ,$150.26 ,A2HGWKGRZLYH2G,5,B09RRWY2PC,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,15966466067696072740,V
Brooks Men's Catamount 2 Trail Running Shoe - Rooibos/Biscuit/Peacoat - 14 Medium,128944,110890,$170.00 ,1,$160.02 ,$175.79 ,$171.84 ,A20DWJ220BE4A3,3,B0BJ51YBWC,1.95394E+11,no,B0BJ4P7557,Brooks,1.95394E+11,15956066364318158801,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 7.5 Wide,48,70,,,$139.00 ,$151.49 ,$145.99 ,AF4GO035LHAA2,2,B09RRXYBRM,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,15939845134035573285,V
Brooks Women’s Trace 2 Neutral Running Shoe - Pale Peach/Tangerine/White - 5 Medium,1189,923,$113.15 ,1,$113.15 ,$165.65 ,$113.15 ,A1MLP04OASBI2Z,1,B0BJ4VKHVD,1.95394E+11,no,B09MGDQVQT,Brooks,1.95394E+11,15921007676396984770,V
Brooks Levitate GTS 5 Women's Supportive Running Shoe - Grey/Lavender/Baton Rouge - 7,336528,316187,,,$183.18 ,$183.18 ,$183.18 ,A1PF2RJVZ25QD4,1,B08LQV55BY,1.90341E+11,yes,B0B41GFJM9,Brooks,1.90341E+11,15914060934729348318,V
Brooks Women's Ghost 14 Neutral Running Shoe - Black/Black/Ebony - 9.5 Narrow,11973,7982,,,$220.00 ,$235.10 ,$217.94 ,A1PF2RJVZ25QD4,1,B08QV4NBPV,1.95394E+11,no,B0BCQT2247,Brooks,1.95394E+11,15911572463016311659,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Blue Iris/Rhapsody - 8.5 Medium,84,71,,,$139.99 ,$163.09 ,$154.05 ,A114I0OUP3FTFB,2,B0BHKNCBN8,1.95394E+11,no,B0C62SXDLR,Brooks,1.95394E+11,159023194978837813,V
Brooks Men’s Aurora Neutral Running Shoe - White/Alloy/Black - 10.5 Medium,261314,178817,$177.79 ,1,$177.79 ,$304.40 ,$189.82 ,-,3,B0BJ41G4CW,1.95394E+11,no,B091NYNZL5,Brooks,1.95394E+11,1589141074282237423,V
"Brooks Tempo Knit In Crew Cream/Feast Mode LG-XL (US Men's Shoe 9-13, Women's Shoe 10-14)",780593,667157,,,$28.82 ,$39.72 ,$41.49 ,A1QH0GIGON2008,6,B09GVHYRMM,1.90341E+11,no,B091N4C8QY,Brooks,1.90341E+11,15860540714255785194,V
Brooks Mens Addiction Walker Walking Shoe - Black - B - 9.0,1133614,1202777,,,$229.99 ,$339.99 ,$229.99 ,A38E5BJHKJK0JT,1,B0012HQZ40,8.83439E+11,no,B0012HR2I8,Brooks,8.83439E+11,15844882435218425201,V
Brooks Levitate GTS 5 Women's Supportive Running Shoe - Grey/Lavender/Baton Rouge - 11,350907,329945,,,$183.18 ,$183.18 ,$183.18 ,A1PF2RJVZ25QD4,1,B08LR1SP92,1.90341E+11,yes,B0B41GFJM9,Brooks,1.90341E+11,15843950406013533398,V
"Women's Brooks Moment 5"" Short",482941,521273,,,$45.00 ,$45.00 ,$51.00 ,ACNNIJ7GNQDF9,1,B09ZSJ9B98,1.95394E+11,yes,B0B6D815M1,Brooks,1.95394E+11,15841092745728428612,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Cobalt/Mauve - 9 Medium,84,71,,,,$199.99 ,$168.51 ,-,,B09MZNCC97,1.95394E+11,yes,B0C62SXDLR,Brooks,1.95394E+11,15823371595301863383,V
Brooks Distance Tank 2.0 Run Wild LG (US Women's 12-14),1097697,1333402,,,,$46.10 ,$49.73 ,-,,B0C3B1JJ1K,1.95394E+11,yes,B0CP31D43G,Brooks,1.95394E+11,15821465984118003019,V
Brooks Women's Hyperion Tempo Road Running Shoe - Blue/Aqua/Nightlife - 7 Medium,10910,9572,,,$173.44 ,$173.44 ,$171.91 ,-,1,B08LMLV8PP,1.90341E+11,yes,B089TMQRTF,Brooks,1.90341E+11,15821335219495569689,V
Brooks Women's Glycerin GTS 20 Supportive Running Shoe - Black/Bellflower/Fiesta - 7.5 Medium,4019,4222,,,$137.99 ,$275.86 ,$147.98 ,A114I0OUP3FTFB,1,B096YMT4JF,1.95394E+11,yes,B0BMZMYKQ1,Brooks,1.95394E+11,15789189109032535013,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 8.5 Wide,49,71,,,$190.10 ,$199.99 ,$177.66 ,A3KPHGJZVOLD1G,2,B09RRX4L98,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,15767113306554561892,V
Brooks Method 3/4 Tights Black SM (US Women's 4-6),627053,534759,,,$84.00 ,$116.77 ,$60.24 ,ACNNIJ7GNQDF9,3,B09L6WV9GF,1.95394E+11,no,B09L73C31L,Brooks,1.95394E+11,15766918287155426008,V
Brooks Women’s Revel 6 Neutral Running Shoe - White/Black/Alloy - 8 Medium,6265,6634,,,$149.99 ,$199.00 ,$142.17 ,A3BSCZERD91AOE,1,B0BHL6WF26,1.95394E+11,yes,B09RS824DF,Brooks,1.95394E+11,15723063878818945220,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Alloy/Blue/Green - 13 Wide,82,70,$118.33 ,1,$105.99 ,$213.48 ,$140.34 ,-,1,B098L84TSF,1.95394E+11,no,B0C62SXDLR,Brooks,1.95394E+11,15717753463084851298,V
Brooks Women's Levitate 5 Neutral Running Shoe - Black/Grey/White - 8 Medium,178673,141216,,,,$192.49 ,,-,,B08LQ1VS55,1.90341E+11,yes,B0B41982ZR,Brooks,1.90341E+11,1570948821789147877,V
Brooks Womens Glycerin 18 Running Shoe - Nocturne/Coral/White - B - 7,372658,344129,,,$159.99 ,$276.05 ,$184.69 ,A1L771VVVO0RJK,2,B082DPGQK6,1.90341E+11,no,B083KBMM7R,Brooks,1.90341E+11,15708846746084351869,V
Brooks Men's Levitate 5 Neutral Running Shoe - Grey/Peacoat/Flame - 11.5 Medium,230402,171628,,,$183.18 ,$183.18 ,$113.72 ,A1PF2RJVZ25QD4,1,B09B2YVJ4W,1.95394E+11,no,B09MVB1489,Brooks,1.95394E+11,15708799995299811999,V
Brooks Men's Ghost 14 Neutral Running Shoe - Red/Tomato/Black - 10.5 Medium,10967,7259,,,$155.99 ,$209.99 ,$170.12 ,AZ3XNKNN838E9,1,B095QY1CSH,1.95394E+11,yes,B0C699QDPJ,Brooks,1.95394E+11,15696214468612709765,V
Brooks Women’s Glycerin StealthFit 20 Neutral Running Shoe - White/Black/Cream - 8 Medium,9662,11393,,,,$248.99 ,$174.77 ,-,,B09MGCLBN4,1.95394E+11,yes,B09MGG45K7,Brooks,1.95394E+11,15691759590739368543,V
"Brooks Dare Scoopback Women’s Run Bra for High Impact Running, Workouts and Sports with Maximum Support - Blue Bolt/Navy - 30C/D",251641,279001,$39.00 ,1,$39.00 ,$140.00 ,$39.00 ,AKO29ZEZHEGNU,2,B08R7Y5BN7,1.9034E+11,no,B07VLJ4NTS,Brooks,1.9034E+11,15687963409593178200,V
Brooks Women's Ghost 14 Neutral Running Shoe - White/Purple/Coral - 10.5 Medium,11887,7993,,,$149.99 ,$199.99 ,$139.81 ,-,1,B08QVK394K,1.90341E+11,no,B0BCQT2247,Brooks,1.90341E+11,15677752029176065673,V
Brooks Women's Cascadia 16 Trail Running Shoe - Black/Ebony/Yucca - 5 Medium,20899,18249,$101.64 ,1,$89.99 ,$129.95 ,$122.24 ,A24V851RG6UNB7,1,B08QV66TD1,1.90341E+11,no,B0C6P37QZL,Brooks,1.90341E+11,1565980140448963654,V
Brooks Men's Levitate 4 Running Shoe - Navy/Grey/White - 8.5,323398,255440,$144.95 ,1,$130.00 ,$184.99 ,$143.92 ,AGCBFSJ4B9UIH,2,B083R76FVW,1.90341E+11,no,B089TGQFFN,Brooks,1.90341E+11,15652892093302127334,V
Brooks Men’s Adrenaline GTS 23 Supportive Running Shoe - Black/Ebony/Liberty - 10 Medium,552,702,,,$181.86 ,$184.99 ,$184.37 ,-,2,B0CD1FTKZQ,1.95394E+11,no,B0BJ7TY28X,Brooks,1.95394E+11,15615704693278381623,V
"Brooks Women's Scoopback 2.0 Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Jamberry - 36 C/D",104340,107354,,,$119.75 ,$119.75 ,$119.75 ,A1MLP04OASBI2Z,1,B09HSW3Q2K,1.95394E+11,yes,B09HSXKMVW,Brooks,1.95394E+11,15615216246647108984,V
Brooks Men's Hyperion Tempo Road Running Shoe - Black/Silver/White - 10.5 Medium,19492,16848,,,$150.89 ,$226.69 ,$164.89 ,A2KIK4O1UAB78O,1,B087VW94ST,1.90341E+11,yes,B089TMDYL2,Brooks,1.90341E+11,15604069136378996060,V
Brooks Mens Ricochet Running Shoe - Greystone/Grey/Navy - D - 9.0,795285,698403,$115.00 ,4,$100.05 ,$226.48 ,$114.97 ,A37O10H9A68ATR,2,B07D3YP397,1.9034E+11,no,B07VXB3MPB,Brooks,1.9034E+11,15595521421146587889,V
Brooks Women’s Hyperion GTS Supportive Running Shoe - Pink Glo/Green/Black - 8.5 Medium,262892,257298,$109.95 ,1,$109.95 ,$252.27 ,$152.64 ,A1BNXE6U3W2NOH,2,B0BMT3T91N,1.95394E+11,no,B0BMTPGD3N,Brooks,1.95394E+11,15592943703335827808,V
Brooks Men's Ghost 14 Neutral Running Shoe - Black/Pearl/Nightlife - 10.5 Medium,10770,7180,,,$142.37 ,$166.27 ,$159.55 ,AP3VA1GJZM3EQ,1,B095QTD6CF,1.95394E+11,yes,B0C699QDPJ,Brooks,1.95394E+11,15573856961870665551,V
Brooks Men’s Cascadia 16 GTX Waterproof Trail Running Shoe - Black/Ebony/Cinnabar - 8 Medium,223518,190805,$94.95 ,3,$94.95 ,$260.50 ,$88.52 ,AZ3EGFUU23A8C,2,B097DZV6P8,1.90341E+11,no,B0C6JS76PG,Brooks,1.90341E+11,15560509378841509440,V
Brooks Women’s Trace 2 Neutral Running Shoe - Purple Impression/Black/Pink - 10.5 Medium,1131,871,,,$118.00 ,$118.00 ,$113.96 ,A2650U6VN1Z6TA,1,B09MGF3NPT,1.95394E+11,yes,B09MGDQVQT,Brooks,1.95394E+11,1551768466816798190,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Black/Ebony - 6 Medium,84,71,,,$134.99 ,$198.33 ,$129.03 ,A325BWLW9IYYOY,3,B08QV9B11K,1.90341E+11,no,B0C62SXDLR,Brooks,1.90341E+11,15464870241540385110,V
Brooks Range 2 Black/White/Vivid Blue 6 B (M),1485359,1282658,$74.98 ,1,$65.99 ,$147.63 ,$80.01 ,AZ3XNKNN838E9,1,B098MCTTR3,1.90341E+11,no,B0992GY312,Brooks,1.90341E+11,1546076898920803806,V
Brooks Womens Adrenaline GTS 20 Running Shoe - Black/Grey - B - 8.5,367906,328679,$157.42 ,2,$149.92 ,$241.64 ,$157.42 ,A2L08LAS8PARNC,1,B07MBGWJP2,1.90341E+11,no,B07WWPNL2W,Brooks,1.90341E+11,15454442985841889441,V
Brooks Men's Adrenaline GTS 22 Supportive Running Shoe - Orange/Pearl/High Rise - 8 Medium,714,483,,,$170.00 ,$198.39 ,$163.91 ,A2F3F8BB3QYULR,1,B0BHKVSVCF,1.95394E+11,no,B08QTW6QFH,Brooks,1.95394E+11,15416006792336771424,V
Brooks Men’s Divide 3 Trail Running Shoe - Alloy/Titan/Nightlife - 8.5 Medium,397044,319030,,,,$179.69 ,,-,,B09MGB7BQK,1.95394E+11,yes,B09MGDRJYF,Brooks,1.95394E+11,15406018353689248574,V
"Brooks Women's Dare High-Neck Bra, Deep Sea/Lime, S",1381260,1176498,$32.99 ,1,$29.00 ,$65.00 ,$32.99 ,A1LCTVHPPHIRX6,2,B083GS9T7W,1.9034E+11,no,B07VRVB92G,Brooks,1.9034E+11,15405069684628241518,V
Brooks Men’s Trace 2 Neutral Running Shoe - Black/Alloy/Sulphur - 10.5 Medium,1321,1470,,,$90.99 ,$141.03 ,$102.59 ,AZ3XNKNN838E9,1,B0BJ44TD8X,1.95394E+11,yes,B09MGCP4QP,Brooks,1.95394E+11,1537934486527740740,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Cobalt/Mauve - 8.5 Medium,83,71,,,,$199.00 ,$163.51 ,-,,B09MZM91P6,1.95394E+11,yes,B0C62SXDLR,Brooks,1.95394E+11,15297065285171320367,V
Brooks Women's Levitate 5 Neutral Running Shoe - Blue/Porcelain/Pink - 9.5 Medium,174120,140764,,,$183.18 ,$219.99 ,$183.18 ,A1PF2RJVZ25QD4,1,B09B2XD7YP,1.95394E+11,yes,B0B41982ZR,Brooks,1.95394E+11,152390477282847305,V
Brooks Men's Ghost 14 Neutral Running Shoe - Black/Black/Ebony - 9.5 X-Wide,10769,7214,,,,$222.40 ,,-,,B08QV7Z9X8,1.90341E+11,yes,B0C699QDPJ,Brooks,1.90341E+11,15237721623105187464,V
Brooks Men's Levitate 4 Running Shoe - Red/Cherry Tomato/White - 9.5,151474,138366,$149.95 ,3,$149.95 ,$197.33 ,$149.95 ,A1R2LN4EZ9SAP8,1,B086T5XCRV,1.90341E+11,no,B08CBRPLFS,Brooks,1.90341E+11,15220039124248751688,V
Brooks Men's Ghost 15 Neutral Running Shoe - WhisperWhite/Eclipse/Nightlife - 13 Medium,6797,32026,,,,$230.62 ,$157.08 ,-,,B0BHXVR746,1.95394E+11,yes,B0CX312SL3,Brooks,1.95394E+11,15201093537366441110,V
Brooks Men's Adrenaline GTS 21 Running Shoe - Blackened Pearl/Black/Grey - 11.5 Wide,88203,103564,,,$137.18 ,$230.00 ,$152.72 ,A3B5VE59OGHYB3,1,B086T7LRK5,1.90341E+11,no,B08Q5LFX6Z,Brooks,1.90341E+11,15199597155019871247,V
Brooks Women's Hyperion Tempo Road Running Shoe - Coral/Cosmo/Phantom - 12 Medium,11096,9846,$89.94 ,1,$89.94 ,$213.49 ,$89.94 ,AZ3EGFUU23A8C,1,B0BJ4R5JGC,1.95394E+11,no,B089TMQRTF,Brooks,1.95394E+11,15188975127249102308,V
Brooks Women’s Launch 9 Neutral Running Shoe - Blue/Peacoat/Yellow - 9,10355,6874,,,$138.91 ,$159.99 ,$138.91 ,-,1,B09RRQW8MV,1.95394E+11,yes,B09MGCQM9B,Brooks,1.95394E+11,15104722259408806270,V
Brooks Women's Levitate 5 Neutral Running Shoe - Ebony/Black/Lilac - 9 Medium,183523,143207,,,$189.98 ,$204.00 ,$189.98 ,A1PF2RJVZ25QD4,1,B09B2Y5SHL,1.95394E+11,yes,B0B41982ZR,Brooks,1.95394E+11,15087252997518821706,V
"Brooks Men's Sherpa 7"" 2-in-1 Short, Black, X-Large",1386556,1355778,,,$72.00 ,$131.49 ,$79.38 ,A1ZJW9GWSYIH9Q,1,B071ZBV3D5,1.9034E+11,no,B01N2B566Q,Brooks,1.9034E+11,15066240407330229565,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 10.5 Medium,49,70,,,$169.00 ,$169.00 ,$138.52 ,A2650U6VN1Z6TA,2,B09RRTLPS3,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,15065552511166570993,V
Brooks Men's Ghost 15 Neutral Running Shoe - Illusion/White - 10.5 Medium,109,191,,,$192.50 ,$192.50 ,$192.50 ,A1MLP04OASBI2Z,1,B0BHXSNM79,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,15057978176070002077,V
Brooks Method 7/8 Tights Black MD (US Women's 8-10),1333380,1145430,$90.00 ,1,$90.00 ,$142.99 ,$90.00 ,ACNNIJ7GNQDF9,3,B09MBV6ZFK,1.95394E+11,no,B09L732VC3,Brooks,1.95394E+11,15043020957897939884,V
Brooks Men's Ghost 15 Neutral Running Shoe - Alloy/Oyster/Black - 9.5 Wide,110,191,$109.95 ,9,$109.95 ,$139.95 ,$109.95 ,A2QQU7OX13PAHF,5,B09RRZMS9W,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,15037928102777400038,V
Brooks Women’s Launch 9 Neutral Running Shoe - Lilac/Cobalt/Silver - 7,10526,7021,,,$124.99 ,$155.49 ,$136.92 ,AZ3XNKNN838E9,1,B09MGCZGBS,1.95394E+11,yes,B09MGCQM9B,Brooks,1.95394E+11,15036669481768771014,V
Brooks Men's Adrenaline GTS 22 Supportive Running Shoe - Black/Blue/Nightlife - 9 Medium,705,480,$122.87 ,3,$107.92 ,$199.99 ,$122.52 ,A1WTOJSJJF8L89,3,B09MJSW5CG,1.95394E+11,no,B08QTW6QFH,Brooks,1.95394E+11,15016780881746766032,V
Brooks Men's Ghost 15 Neutral Running Shoe - Flintstone/Peacoat/Oak - 11.5 Wide,110,191,,,$146.92 ,$146.92 ,$113.19 ,A31AXZ2ONSA7MG,3,B09RRS8L5B,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,15011948851677457779,V
