Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: UPC,Prime Eligible (Buy Box),Parent ASIN,Brand,Product Codes: EAN,PID,Black_list
Brooks Men's Cascadia 16 Trail Running Shoe - Eclipse/Marina/Chalk - 10.5 Medium,12443,12672,$108.19 ,4,$108.19 ,$164.20 ,$128.14 ,AP3VA1GJZM3EQ,1,B0BJ4QZ3ZY,1.95394E+11,no,B08QTT8QL8,Brooks,1.95394E+11,4419557169470296123,V
Brooks Ghost Midweight Tab 2-Pack Running Socks Oxford/Asphalt & Asphalt/Black Size Medium,1808681,1717479,$37.95 ,2,$30.00 ,$104.38 ,$40.57 ,AF4GO035LHAA2,5,B07S4DCT41,026218219898,no,B07FQV7P3F,Brooks,026218219898,4399732780046641649,V
Brooks Men's Glycerin 20 Neutral Running Shoe - Black/Black/Ebony - 7.5 Medium,1839,2101,,,$220.00 ,$226.71 ,$220.00 ,A1PF2RJVZ25QD4,1,B0971MBR7G,1.95394E+11,yes,B0B4195SVR,Brooks,1.95394E+11,4361649312474493960,V
Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 7 Medium,49,71,,,$149.99 ,$236.62 ,$191.27 ,A3KPHGJZVOLD1G,3,B0BHXSWWRF,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,4350149454801473209,V
Brooks Women's Ghost 14 Neutral Running Shoe - Black/Black/Ebony - 11.5 Medium,12199,8124,,,$198.33 ,$261.55 ,$198.33 ,A1PF2RJVZ25QD4,1,B08QV7SHP6,1.90341E+11,yes,B0BCQT2247,Brooks,1.90341E+11,4348985629023845731,V
Brooks Unisex Hyperion Elite 4 Neutral Running Shoe for Men & Women - Illusion Blue/Coral/Orange - 8.5 Medium,385787,278054,,,$313.01 ,$489.09 ,$403.72 ,-,1,B0CGZ19LT9,1.95394E+11,yes,B0CGZ4SLZ3,Brooks,1.95394E+11,4337478517568933986,V
Brooks Women’s Cascadia 16 GTX Waterproof Trail Running Shoe - Black/Blackened Pearl/Coral - 11.5 Medium,49988,50070,$94.95 ,7,$94.95 ,$275.71 ,$87.02 ,AZ3EGFUU23A8C,1,B097F2P9QP,1.90341E+11,no,B0C55Q77WC,Brooks,1.90341E+11,429438296717593294,V
Brooks Men's Adrenaline GTS 21 Running Shoe - Grey/Tradewinds/Deep Cobalt - 11.5,90624,101542,,,$189.99 ,$219.99 ,$189.99 ,A38E5BJHKJK0JT,1,B086T5WYN9,1.90341E+11,no,B08Q5LFX6Z,Brooks,1.90341E+11,4250443987941013114,V
Brooks Women's Glycerin 20 Neutral Running Shoe - White/Grey/Peach - 7.5 Medium,590,701,,,$185.00 ,$276.50 ,$186.25 ,A3EIGCPU1KE970,2,B0BHL5BKRF,1.95394E+11,yes,B0CCYD3D49,Brooks,1.95394E+11,4249615406941587240,V
Brooks Men's Signal 3 Running Shoe - Peacoat/Shocking Orange/White - 10 Medium,516326,529696,,,$129.99 ,$162.40 ,$129.99 ,A3CI8WWVFXEW74,1,B091XQNXQP,1.95394E+11,yes,B08Z439YDW,Brooks,1.95394E+11,423385259734617685,V
Brooks Men’s Revel 6 Neutral Running Shoe - White/Khaki - 9 Medium,7000,7174,,,$134.80 ,$134.80 ,$134.55 ,A31AXZ2ONSA7MG,7,B0BYTL2BPL,1.95394E+11,yes,B09RRKWYM1,Brooks,1.95394E+11,4224213991883953781,V
"Brooks Womens Method 5"" Short Tights Steel XL (US 16-18) 5",995693,981145,$79.07 ,1,$75.12 ,$120.36 ,$109.75 ,A1B43WMIJ58I3U,3,B08VD8V4RG,1.90341E+11,no,B08NW2VPJX,Brooks,1.90341E+11,4217969311894675067,V
Brooks Men's Ghost 14 Neutral Running Shoe - White/Black/Amparo - 12 Medium,10796,7125,,,$159.00 ,$249.99 ,$159.00 ,A182QILL8P68YQ,1,B09N9WX1ZL,1.95394E+11,no,B0C699QDPJ,Brooks,1.95394E+11,4217531524347103890,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 7 Medium,49,71,,,$199.10 ,$199.10 ,$154.11 ,A1MLP04OASBI2Z,2,B09RRYS9TS,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,420428655447126579,V
Brooks QW-K v4,,,$119.95 ,,$119.95 ,$183.00 ,,-,0,B089QLF4XR,1.90341E+11,yes,,Brooks,1.90341E+11,4149592201589170283,V
Brooks Dyad 10 Purple/Pink/Grey 6 B (M),1362565,1289480,$129.95 ,1,$129.95 ,$320.11 ,$129.95 ,A37SV2HWXLWXSO,1,B077KCMLKX,1.9034E+11,no,B07DWGMVMK,Brooks,1.9034E+11,4145412880178852879,V
Brooks Men's Dyad 11 Running Shoe - Grey/Black/White - 10.5 X-Wide,12020,13337,,,$199.10 ,$250.56 ,$206.09 ,A1MLP04OASBI2Z,1,B0BJ4HGYYP,1.95394E+11,yes,B081T965SK,Brooks,1.95394E+11,4127872919063310218,V
Brooks Men's Ghost 13 Running Shoe - Blue/Red/White - 11 Medium,150680,139757,,,,$316.87 ,,-,,B086T6BQK2,1.90341E+11,no,B08CBRPLFS,Brooks,1.90341E+11,4092076066584163053,V
Brooks Men's Levitate 5 Neutral Running Shoe - Grey/Blackened Pearl/Black - 10.5 Medium,221069,170871,,,$166.75 ,$166.75 ,$166.75 ,AARE9XK4E62SZ,1,B08LPZNXJY,1.90341E+11,yes,B09MVB1489,Brooks,1.90341E+11,4074627172774454664,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 6.5 Wide,48,71,,,$135.20 ,$199.99 ,$155.61 ,A2HGWKGRZLYH2G,8,B09RRRVXZ5,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,4045521514461386547,V
Brooks Women's Ghost 14 Neutral Running Shoe - Black/Pink/Yucca - 7.5 Medium,11988,8016,,,$139.99 ,$199.99 ,$153.71 ,A114I0OUP3FTFB,4,B08QVDDZC2,1.90341E+11,no,B0BCQT2247,Brooks,1.90341E+11,403257264871380233,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Black/Ebony - 8 Medium,83,71,,,$139.99 ,$194.99 ,$136.38 ,A114I0OUP3FTFB,1,B08QVG4FP9,1.90341E+11,yes,B0C62SXDLR,Brooks,1.90341E+11,4017116059474576807,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Purple/Dutch Blue/Lilac - 10 Medium,83,71,,,$169.75 ,$209.99 ,$108.67 ,A1MLP04OASBI2Z,1,B09MZMHZWP,1.95394E+11,yes,B0C62SXDLR,Brooks,1.95394E+11,4017116059474576807,V
Brooks Men's Ghost 15 Neutral Running Shoe - Alloy/Oyster/Black - 14 X-Wide,110,192,,,$213.81 ,$243.34 ,$210.51 ,A1MLP04OASBI2Z,2,B09RRXDSLV,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,3996919718072002888,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Rose/Peacoat/Kentucky Blue - 5.5 Medium,83,70,,,,$205.99 ,$97.66 ,-,,B09RRWLWVL,1.95394E+11,no,B0C62SXDLR,Brooks,1.95394E+11,3981404981282623359,V
"Brooks Women's Scoopback 2.0 Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Copper/Run Raisin/Ice Blue - 38 DD/E",115168,117620,,,,$133.75 ,$55.00 ,-,,B0B1YDW4TZ,1.95394E+11,no,B09HSXKMVW,Brooks,1.95394E+11,3939421398457237241,V
Brooks Women's Glycerin 20 Neutral Running Shoe - Pink/Yellow/White - 9 Medium,594,707,,,$155.66 ,$192.50 ,$135.47 ,A2I4KIISCXKZBK,1,B0BHKQVNZS,1.95394E+11,yes,B0CCYD3D49,Brooks,1.95394E+11,3869323193936918525,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Easter/Province/White - 5 Medium,84,71,$116.39 ,1,$116.39 ,$202.77 ,$116.39 ,ALHH7WTNBWV52,1,B09MZMBJ8F,1.95394E+11,no,B0C62SXDLR,Brooks,1.95394E+11,3867612598357760655,V
Brooks Mens Ravenna 11 Running Shoe - Ebony/Black/Stellar - D - 12,838596,793940,$83.17 ,5,$83.17 ,$181.70 ,$134.87 ,A16HZ3J3WEU71V,1,B07W2Y7GMH,1.90341E+11,no,B08144BGML,Brooks,1.90341E+11,3865896252390954416,V
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 13 X-Wide,110,191,,,$147.48 ,$243.29 ,$146.95 ,A3A8U7NR8EYN0G,1,B09RRPGC1D,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,3857716714372228908,V
Brooks Beast '20 Black/Ebony/Grey 9.5,6639,6289,,,,$298.68 ,$174.64 ,-,,B07VFX6YLM,1.90341E+11,yes,B0816STSBB,Brooks,1.90341E+11,3855664408033958720,V
Brooks Women's Levitate 5 Neutral Running Shoe - White/Navy Blue/Yucca - 11 Medium,171818,138881,,,$189.98 ,$189.98 ,$189.98 ,A1PF2RJVZ25QD4,1,B08LP94VMN,1.90341E+11,yes,B0B41982ZR,Brooks,1.90341E+11,3847727500542235205,V
"Women's Brooks Method 5"" Short Tight",10233372,9963423,$60.00 ,1,$60.00 ,$60.00 ,$60.00 ,ACNNIJ7GNQDF9,3,B09MBV367N,1.95394E+11,no,,Brooks,1.95394E+11,3803507871319679987,V
Brooks Men's Ghost 15 Neutral Running Shoe - Titan/White/Peacoat - 12 Medium,109,191,$141.85 ,,$117.11 ,$139.95 ,$117.53 ,A3PJ4JNP8ESTAF,5,B0BHXS2957,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,3793252996550898983,V
Brooks Women’s Anthem 5 Neutral Running Shoe - White/Silver/Lilac - 7 Medium,90101,59909,,,$88.12 ,$160.45 ,$90.57 ,A3A8U7NR8EYN0G,3,B0B1HWQ7FN,1.95394E+11,no,B09ZF2336L,Brooks,1.95394E+11,3764858574236705427,V
"Women's Brooks Method 5"" Short Tight",702273,818743,$43.00 ,1,$43.00 ,$53.96 ,$57.73 ,AKO29ZEZHEGNU,2,B0B1YCVG23,1.95394E+11,no,B09L72K7CG,Brooks,1.95394E+11,371256247209533213,V
Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 8.5 Medium,49,71,,,$145.99 ,$236.62 ,$194.21 ,A3KPHGJZVOLD1G,3,B0BHXRNNSG,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,3679526611916500638,V
Brooks Women's Ghost 15 Neutral Running Shoe - Ebony/Open Air/Lilac Rose - 7 Medium,49,71,,,$192.50 ,$199.00 ,$124.11 ,A1MLP04OASBI2Z,1,B0BHXT7933,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,3678456393105768545,V
Brooks Men's Caldera 5 Trail Running Shoe - Red/Black/Nightlife - 11.5,694165,599806,$108.98 ,2,$99.99 ,$168.20 ,$115.67 ,AZ3XNKNN838E9,1,B08QVH4TJS,1.90341E+11,no,B08QVY2SHC,Brooks,1.90341E+11,3673366812467328415,V
Brooks Dare Racerback 2.0 Women’s Run Bra - Asphalt - 32DD,71582,104774,$74.99 ,135,$74.99 ,$108.99 ,$74.99 ,A3NWHXTQ4EBCZS,5,B09HSWF8HY,1.95394E+11,no,B0CLBNY9QK,Brooks,1.95394E+11,3641953792705205339,V
"Brooks Women's Convertible Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Heliotrope/Magenta - 40 D",62821,55760,$49.00 ,1,$49.00 ,$99.99 ,$49.00 ,AKO29ZEZHEGNU,1,B08R7Z5362,1.9034E+11,no,B08R7YZSF6,Brooks,1.9034E+11,3630067111051037134,V
Men's Brooks Podium Short Sleeve,,,$27.99 ,,$23.99 ,$27.99 ,,-,1,B07MVNXGY1,7.62053E+11,no,,Brooks,7.62053E+11,3604119069229081968,V
Brooks Women's Cascadia 15 Trail Running Shoe - Black/Ebony/Coral Cloud - 6 Medium,113614,1867536,,,$186.96 ,$199.98 ,$186.96 ,A37SV2HWXLWXSO,1,B083R7QDZC,1.90341E+11,no,B07DWMD434,Brooks,1.90341E+11,3595913302711623083,V
"Brooks Women's Zip 2.0 Sports Bra for Running, Workouts & Sports - Run Raisin/Ice Blue/Copper - 32 A/B",379396,519497,$55.00 ,1,$55.00 ,$133.75 ,$55.00 ,AKO29ZEZHEGNU,1,B0B6KVCLMP,1.95394E+11,no,B09HRHGJQY,Brooks,1.95394E+11,3586330058379123006,V
Brooks Women's Hyperion Tempo Road Running Shoe - Blue/Phantom/Cosmo - 7 Medium,10951,9589,,,,$189.99 ,$84.95 ,-,,B0BJ4C3WH6,1.95394E+11,yes,B089TMQRTF,Brooks,1.95394E+11,3568978771324822639,V
Brooks Women’s Anthem 6 Neutral Running Shoe - Coconut/Portabella/Iris - 7 Medium,23362,14031,,,$99.09 ,$108.58 ,$115.05 ,A1L771VVVO0RJK,6,B0CN33HDJX,1.95394E+11,yes,B0CRFVY9HR,Brooks,1.95394E+11,3561664607266560838,V
Brooks Womens Ghost 11 Running Shoe - Black/Pink/Aqua - D - 5.5,118956,118318,$129.99 ,2,$129.99 ,$213.94 ,$129.99 ,A1QSP1EOX4Y7UQ,1,B07D3YSKQY,1.9034E+11,no,B07DWMD434,Brooks,1.9034E+11,3555329698062710337,V
Brooks Men’s Trace 2 Neutral Running Shoe - Sulphur/Crown Blue/Blue - 10 Medium,1312,1507,,,$99.81 ,$108.97 ,$112.76 ,A2HGWKGRZLYH2G,1,B0BJ551ZC7,1.95394E+11,yes,B09MGCP4QP,Brooks,1.95394E+11,3541357713507611530,V
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Kentucky Blue/Peacoat/Pink - 12 Medium,82,70,$109.95 ,3,$109.95 ,$170.01 ,$109.94 ,AZ3EGFUU23A8C,1,B09RR26BX9,1.95394E+11,no,B0C62SXDLR,Brooks,1.95394E+11,3512075655321343999,V
Brooks Women's Ghost 15 Neutral Running Shoe - Oyster/Alloy/White - 6 Medium,49,71,,,$151.85 ,$243.34 ,$154.22 ,A3KPHGJZVOLD1G,2,B09RS278Q4,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,3503792792514836775,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Ebony/Sharp Green - 10 Medium,49,71,,,,$255.00 ,,-,,B0BHXS4VX2,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,3492502307726594172,V
Brooks Womens Bedlam Running Shoe - Pink/Black/White - B - 9.5,937061,742757,$139.88 ,3,$124.43 ,$292.96 ,$133.73 ,A3MM37OCN70BL,2,B077MMT8MK,1.9034E+11,no,B08JRX29YK,Brooks,1.9034E+11,3467320145054538389,V
Brooks Women's Glycerin GTS 20 Supportive Running Shoe - Black/Black/Ebony - 9.5 Medium,4100,4239,,,$170.00 ,$319.90 ,$182.47 ,AZ3XNKNN838E9,2,B0BHKVVSVM,1.95394E+11,no,B0BMZMYKQ1,Brooks,1.95394E+11,3435015963880157864,V
Brooks Women’s Trace 2 Neutral Running Shoe - Peacoat/Blue/Pink - 9 Medium,1137,867,$69.70 ,,$69.70 ,$118.40 ,$108.59 ,AP3VA1GJZM3EQ,1,B09RRP23G5,1.95394E+11,yes,B09MGDQVQT,Brooks,1.95394E+11,3422750542943505961,V
Brooks Women’s Revel 6 Neutral Running Shoe - White/Green/Red - 6 Medium,6241,6600,,,$119.00 ,$154.99 ,$145.20 ,A2I4KIISCXKZBK,2,B0BHKH4LKM,1.95394E+11,no,B09RS824DF,Brooks,1.95394E+11,3419646457456951774,V
Brooks Women's Levitate 5 Neutral Running Shoe - Grey/Oyster/Blackened Pearl - 11 Medium,172221,138291,$119.50 ,2,$110.00 ,$149.95 ,$146.15 ,A1YSV4FL7WKBZC,1,B08LP8Z3RK,1.90341E+11,no,B0B41982ZR,Brooks,1.90341E+11,3377321743155429938,V
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Oyster/Primer - 9 Medium,110,192,$119.95 ,,$119.95 ,$241.55 ,$186.39 ,A3B5VE59OGHYB3,1,B0BHXTFMD4,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,3171793850344170709,V
Brooks Women's Ghost 15 Neutral Running Shoe - White/Crystal Grey/Glass - 7 Medium,49,71,,,$128.09 ,$194.99 ,$127.29 ,A3BFU0BWA0Z70A,4,B0BHXVYKY8,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,3164198275332660105,V
"Brooks Hot Chili Beans, 15.5 Ounce",,,,,$7.99 ,$13.87 ,$15.63 ,A1AESNH3KSF5QA,1,B0052T6TWC,023000965056,no,,Brooks,023000965056,3164065833859863239,V
Brooks Womens Adrenaline GTS 20 Running Shoe - Blue/Navy/Coral - B - 5,372108,340290,,,,$266.00 ,,-,,B07VZR1T2F,1.90341E+11,no,B07WWPNL2W,Brooks,1.90341E+11,3126730116172709501,V
Brooks Men’s Anthem 5 Neutral Running Shoe - White/Black/Ebony - 10.5 Medium,145694,76055,,,$87.38 ,$147.65 ,$114.24 ,A3B5VE59OGHYB3,2,B0B1HWZYZR,1.95394E+11,yes,B09ZF2ZBPJ,Brooks,1.95394E+11,3107210215261039013,V
Brooks Women's Adrenaline GTS 21 Supportive Running Shoe - Black/Black/Ebony - 11 Medium,89693,889250,,,$159.92 ,$222.45 ,$167.42 ,A2L08LAS8PARNC,1,B086T7LRK8,1.90341E+11,no,B08Q5LFX6Z,Brooks,1.90341E+11,3093044082653838996,V
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/Blue - 9.5 Medium,110,192,$109.95 ,26,$109.95 ,$243.34 ,$129.42 ,A2QQU7OX13PAHF,7,B09RRR59MJ,1.95394E+11,no,B09RRZXQHS,Brooks,1.95394E+11,308776545262543132,V
Brooks Women's Catamount 2 Trail Running Shoe - Peacoat/Pink/Biscuit - 8.5 Medium,139792,112521,$109.95 ,1,$109.95 ,$169.95 ,$111.14 ,A18ZE2YLJAWUC4,2,B0BJ4SSQTS,1.95394E+11,no,B0BJ4GSKQC,Brooks,1.95394E+11,3018890465185778795,V
"Women's Brooks Method 8"" Short Tight",760781,627540,$43.95 ,1,$37.95 ,$48.00 ,$43.95 ,ACNNIJ7GNQDF9,2,B0B1YCDGYV,1.95394E+11,no,,Brooks,1.95394E+11,301130735729176527,V
"Brooks Women's Zip 2.0 Sports Bra for Running, Workouts & Sports - Violet Dash - 32 C/D",165846,165516,$43.31 ,1,$42.99 ,$149.49 ,$42.99 ,A1LCTVHPPHIRX6,2,B09HRJ1ZPZ,1.95394E+11,no,B09HRHGJQY,Brooks,1.95394E+11,3005740173875203808,V
"Brooks Women's Underwire Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Navy - 38 F",209489,204324,$49.50 ,3,$49.50 ,$153.63 ,$49.50 ,AKO29ZEZHEGNU,1,B08R7XK817,1.9034E+11,no,B08R7WYXH2,Brooks,1.9034E+11,2998209042951199592,V
Brooks Mens Levitate 3 Running Shoe - Black/Ebony/Silver - D - 14.0,847556,852410,,,$180.05 ,$267.38 ,$192.58 ,A171ZK31NPGFR3,1,B07VQKBQXP,1.90341E+11,no,B07RYVG388,Brooks,1.90341E+11,2987624410321060347,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 6.5 Medium,49,71,$150.55 ,3,$135.60 ,$178.00 ,$156.17 ,A2HGWKGRZLYH2G,6,B09RRQVLP1,1.95394E+11,no,B0CKKBPDKF,Brooks,1.95394E+11,2984563290579911417,V
"Brooks Women's Strappy Sports Bra for Running, Workouts & Sports - Jamberry - 34 A/B",492021,540682,$49.47 ,1,$49.47 ,$92.27 ,$49.47 ,AKO29ZEZHEGNU,1,B09MBVBWMJ,1.95394E+11,no,B09L746VQG,Brooks,1.95394E+11,2975799632373929522,V
Brooks Men's Cascadia 16 Trail Running Shoe - Zinnia/Eclipse/Nomad - 8 Medium,12492,12738,,,$169.74 ,$181.68 ,$169.59 ,-,3,B0BJ4RWHTZ,1.95394E+11,yes,B08QTT8QL8,Brooks,1.95394E+11,2972287247337388814,V
Brooks Men’s Revel 6 Neutral Running Shoe - White/Khaki - 8 Medium,6792,7139,,,$134.80 ,$159.22 ,$134.60 ,A31AXZ2ONSA7MG,7,B0BYTHWDKY,1.95394E+11,yes,B09RRKWYM1,Brooks,1.95394E+11,2942980122548876296,V
Brooks Men's Cascadia 16 Trail Running Shoe - Oyster Mushroom/Alloy/Orange - 7.5 Medium,12465,12826,$123.65 ,2,$111.59 ,$228.59 ,$143.70 ,-,2,B08QV1KPHZ,1.90341E+11,no,B08QTT8QL8,Brooks,1.90341E+11,2928169776662006435,V
Brooks Women's Ghost 14 Neutral Running Shoe - Peacoat/Blissful Blue/Fuchsia - 7 Medium,11877,7910,,,$149.99 ,$209.00 ,$159.09 ,A114I0OUP3FTFB,1,B09N9YP5XD,1.95394E+11,yes,B0BCQT2247,Brooks,1.95394E+11,2912873257942940218,V
Brooks Women’s Levitate 6 Neutral Running Shoe - Peacoat/Pink Lady/Lilac Rose - 10 Medium,13357,13115,,,$174.21 ,$289.69 ,$175.85 ,AP3VA1GJZM3EQ,1,B0BJ4Z13S9,1.95394E+11,yes,B0BHDSW31Q,Brooks,1.95394E+11,2904485722998978522,V
Brooks Women's Levitate 5 Neutral Running Shoe - Grey/Oyster/Blackened Pearl - 5 Medium,176145,139758,,,$189.98 ,$189.98 ,$189.98 ,A1PF2RJVZ25QD4,1,B08LP85X9B,1.90341E+11,no,B0B41982ZR,Brooks,1.90341E+11,2885767842383944729,V
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 9 Wide,49,71,,,$199.10 ,$199.99 ,$154.87 ,A1MLP04OASBI2Z,1,B09RRRPKFP,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,287379056306608622,V
Brooks Women's Levitate 5 Neutral Running Shoe - Black/Grey/White - 10.5 Medium,178775,141211,,,$169.72 ,$189.98 ,$169.72 ,A1MLP04OASBI2Z,2,B08LP74LMY,1.90341E+11,no,B0B41982ZR,Brooks,1.90341E+11,2867114417330557567,V
Brooks Shakeout Pants Black LG (US 12-14),1507878,1687443,,,$131.53 ,$139.99 ,$131.53 ,A1MLP04OASBI2Z,1,B08PKHWQ4F,1.90341E+11,no,B08NW6C5T8,Brooks,1.90341E+11,285403976390833809,V
Brooks Men’s Levitate Stealthfit 6 Neutral Running Shoe - Black/Grey/Oyster - 14 Medium,42124,39370,$128.57 ,2,$119.58 ,$149.95 ,$128.32 ,-,3,B0BHKD1S49,1.95394E+11,no,B0BHDSYN7W,Brooks,1.95394E+11,2850080185139498344,V
Brooks Men's Glycerin GTS 20 Supportive Running Shoe - Blue Depths/Palace Blue/Orange - 13 Wide,5051,5214,,,$177.79 ,$177.79 ,$110.20 ,-,1,B096YX5WHS,1.95394E+11,yes,B0B3ZZXRKF,Brooks,1.95394E+11,2824598291085007531,V
Brooks Women's Glycerin 20 Neutral Running Shoe - Snow White/Blush/Cosmic Sky - 6.5 Medium,590,704,,,$169.00 ,$195.34 ,$169.00 ,AARE9XK4E62SZ,1,B0BYX33HH3,1.95394E+11,yes,B0CCYD3D49,Brooks,1.95394E+11,2822039558950970015,V
Brooks Women’s Levitate 6 Neutral Running Shoe - Aruba Blue/Yellow - 8.5 Medium,13300,13167,,,,$226.42 ,$174.77 ,-,,B0BJ4J48TL,1.95394E+11,no,B0BHDSW31Q,Brooks,1.95394E+11,2811914231416841264,V
"Brooks Women's Method 5 Inch Short Tight, 221523, Jamberry, M",,,$44.00 ,1,$44.00 ,$83.16 ,$44.00 ,AKO29ZEZHEGNU,1,B09MBVKH1V,1.95394E+11,no,,Brooks,1.95394E+11,2810435994741101551,V
Brooks Women's Glycerin 19 Neutral Running Shoe - Black/Ombre/Metallic - 5,135175,109043,,,$164.79 ,$180.91 ,$153.19 ,A2E1VN4OEXE0LB,2,B08LMXB8GG,1.90341E+11,no,B08Q5HVFLG,Brooks,1.90341E+11,27862796216057704,V
Brooks Men's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Grey/Sunflower - 12 Medium,711,481,,,,$185.16 ,$99.59 ,-,,B09RR13BF6,1.95394E+11,no,B08QTW6QFH,Brooks,1.95394E+11,277581090504967166,V
Brooks Men's Cascadia 16 Trail Running Shoe - Zinnia/Eclipse/Nomad - 9 Medium,12567,12779,$110.90 ,2,$110.90 ,$181.68 ,$135.13 ,-,4,B0BJ4TWMB5,1.95394E+11,no,B08QTT8QL8,Brooks,1.95394E+11,2766224496059064842,V
Brooks Men's Ghost 15 Neutral Running Shoe - Alloy/Oyster/Black - 15 X-Wide,110,192,,,$209.95 ,$243.28 ,$205.66 ,A2MZQYRHH6G2FX,1,B09RRXCSKQ,1.95394E+11,yes,B09RRZXQHS,Brooks,1.95394E+11,2759711540306206946,V
Brooks Men’s Aurora Neutral Running Shoe - White/Alloy/Black - 9.5 Medium,264635,180657,,,$271.25 ,$298.28 ,$243.63 ,A1MLP04OASBI2Z,3,B0BJ4GVS6C,1.95394E+11,no,B091NYNZL5,Brooks,1.95394E+11,2745404331785820878,V
Brooks Men's Glycerin GTS 20 Supportive Running Shoe - Blue Depths/Palace Blue/Orange - 10.5 Wide,5043,5183,,,,$159.95 ,$117.38 ,-,,B096YM2BN3,1.95394E+11,no,B0B3ZZXRKF,Brooks,1.95394E+11,2724270707531273043,V
Brooks Women’s Launch GTS 9 Supportive Running Shoe - White/Pink/Nightlife - 10.5,49818,33922,,,$117.47 ,$159.99 ,$118.88 ,-,1,B09RRXKFQS,1.95394E+11,yes,B09MGCTQZH,Brooks,1.95394E+11,2719798952288974925,V
Brooks Women's Ghost 15 Neutral Running Shoe - Ebony/Black/Oyster - 7 Medium,49,71,$109.95 ,,$109.95 ,$199.99 ,$176.69 ,A2HGWKGRZLYH2G,3,B0BHXTGH1D,1.95394E+11,yes,B0CKKBPDKF,Brooks,1.95394E+11,2715991546616368352,V
Brooks Method 1/2 Crop Tights Black XL (US 16-18),1741307,1431967,$35.81 ,2,$27.86 ,$122.47 ,$43.98 ,AF4GO035LHAA2,1,B08PKZLRQ9,1.90341E+11,no,B08NW2RZPK,Brooks,1.90341E+11,2714444998872040411,V
Brooks Men's Revel 5 Neutral Running Shoe - White/Oyster/India Ink - 14,46235,36753,$67.18 ,,$67.18 ,$102.88 ,$115.00 ,A2HGWKGRZLYH2G,1,B08QZRQDC6,1.90341E+11,yes,B08R129F7Z,Brooks,1.90341E+11,2680322358182166174,V
Brooks Men's Ghost 14 Neutral Running Shoe - Grey/Alloy/Oyster - 9.5 Narrow,10877,7235,$80.69 ,4,$80.69 ,$222.40 ,$83.41 ,AZ3EGFUU23A8C,7,B08QTLW5HB,1.90341E+11,no,B0C699QDPJ,Brooks,1.90341E+11,2677861996196786799,V
Brooks Notch Thermal Beanie Black One Size,1253443,1145069,,,$44.56 ,$54.73 ,$48.91 ,A3IX9KRU50AS45,5,B099WJD98F,1.90341E+11,yes,B09BNMY4Z9,Brooks,1.90341E+11,2675896627127256091,V
Brooks Women’s Hyperion GTS Supportive Running Shoe - Pink Glo/Green/Black - 7.5 Medium,287075,250296,,,$186.59 ,$252.27 ,$201.54 ,A3B5VE59OGHYB3,1,B0BMTFNRHL,1.95394E+11,no,B0BMTPGD3N,Brooks,1.95394E+11,2672820904070616748,V
Brooks Men's Adrenaline GTS 22 Supportive Running Shoe - Nightlife/Black/Flame - 8.5 Medium,710,480,$122.78 ,2,$107.83 ,$177.81 ,$124.42 ,-,2,B0BHKXC2HP,1.95394E+11,no,B08QTW6QFH,Brooks,1.95394E+11,2651410874144587217,V
