Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Curr_Listed?
Brooks Men's Glycerin GTS 20 Supportive Running Shoe - Black/Black/Ebony - 10.5 Wide,5002.0,5187.0,,,$184.40 ,$323.00 ,,,A1MLP04OASBI2Z,2.0,B096YMTJ7R,195394000000.0,195394000000.0,B0B3ZZXRKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Glycerin+GTS+20+Supportive+Running+Shoe+-+Black%2FBlack%2FEbony+-+10.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B096YMTJ7R?psc=1,"https://www.google.com/shopping/product/5924714508922186324/offers?q=195394000000.0&prds=cid:5924714508922186324,cond:1",,,,,,N,V,0
Brooks Women's Ghost 15 Neutral Running Shoe - Light Blue/Black/Yellow - 6.5 Medium,49.0,70.0,,,$192.53 ,$198.00 ,,,A1MLP04OASBI2Z,1.0,B0BHXT1Q4S,195394000000.0,195394000000.0,B0CKKBPDKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+15+Neutral+Running+Shoe+-+Light+Blue%2FBlack%2FYellow+-+6.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0BHXT1Q4S?psc=1,"https://www.google.com/shopping/product/588816992589243268/offers?q=195394000000.0&prds=cid:588816992589243268,cond:1",,,,,,N,V,0
Brooks Womens Adrenaline GTS 20 Running Shoe - Black/Grey - B - 11.0,359390.0,333295.0,$157.16 ,3.0,$149.66 ,$228.62 ,,,A2L08LAS8PARNC,1.0,B07MHP699G,190341000000.0,190341000000.0,B07WWPNL2W,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Womens+Adrenaline+GTS+20+Running+Shoe+-+Black%2FGrey+-+B+-+11.0&tbm=shop,Y,https://www.amazon.com/dp/B07MHP699G?psc=1,"https://www.google.com/shopping/product/5853123098351674535/offers?q=190341000000.0&prds=cid:5853123098351674535,cond:1",,,,,,N,V,0
Brooks Womens Glycerin 18 Running Shoe - Rose/Lilac/Mauve - B - 6.5,354633.0,349883.0,,,$189.00 ,$265.26 ,,,A2500QQP9GY6FO,1.0,B081VCXGGW,190341000000.0,190341000000.0,B083KBMM7R,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Womens+Glycerin+18+Running+Shoe+-+Rose%2FLilac%2FMauve+-+B+-+6.5&tbm=shop,Y,https://www.amazon.com/dp/B081VCXGGW?psc=1,"https://www.google.com/shopping/product/5839854298012046174/offers?q=190341000000.0&prds=cid:5839854298012046174,cond:1",,,,,,N,V,0
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 14 Wide,111.0,193.0,,,$148.78 ,$243.34 ,,,A31AXZ2ONSA7MG,4.0,B09RRSSXFW,195394000000.0,195394000000.0,B09RRZXQHS,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Ghost+15+Neutral+Running+Shoe+-+Black%2FBlack%2FEbony+-+14+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09RRSSXFW?psc=1,"https://www.google.com/shopping/product/5803380921490285535/offers?q=195394000000.0&prds=cid:5803380921490285535,cond:1",,,,,,N,V,0
Brooks Men’s Cascadia 17 Trail Running Shoe - Chateau Grey/Forged Iron - 8 Medium,42939.0,55827.0,,,$181.39 ,$181.39 ,,,-,2.0,B0CH1P7YG2,195394000000.0,195394000000.0,B0BJ7YGS9Q,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%E2%80%99s+Cascadia+17+Trail+Running+Shoe+-+Chateau+Grey%2FForged+Iron+-+8+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0CH1P7YG2?psc=1,"https://www.google.com/shopping/product/5784505719094405654/offers?q=195394000000.0&prds=cid:5784505719094405654,cond:1",,,,,,N,V,0
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 5 Medium,49.0,70.0,,,$149.91 ,$199.10 ,,,-,1.0,B09RRV7LW7,195394000000.0,195394000000.0,B0CKKBPDKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+15+Neutral+Running+Shoe+-+Black%2FBlack%2FEbony+-+5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RRV7LW7?psc=1,"https://www.google.com/shopping/product/5724535025402451065/offers?q=195394000000.0&prds=cid:5724535025402451065,cond:1",,,,,,N,V,0
Brooks Men's Ghost 15 Neutral Running Shoe - Flintstone/Peacoat/Oak - 15 Wide,110.0,191.0,,,$199.03 ,$256.30 ,,,A1MLP04OASBI2Z,1.0,B09RRQFRHW,195394000000.0,195394000000.0,B09RRZXQHS,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Ghost+15+Neutral+Running+Shoe+-+Flintstone%2FPeacoat%2FOak+-+15+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09RRQFRHW?psc=1,"https://www.google.com/shopping/product/5718999481389928810/offers?q=195394000000.0&prds=cid:5718999481389928810,cond:1",,,,,,N,V,0
Brooks Men's Adrenaline GTS 21 Running Shoe - Black/Black/Ebony - 10 Wide,86593.0,96778.0,,,$139.65 ,$315.91 ,,,A2L08LAS8PARNC,1.0,B086T6ZZVW,190341000000.0,190341000000.0,B08Q5LFX6Z,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Men%27s+Adrenaline+GTS+21+Running+Shoe+-+Black%2FBlack%2FEbony+-+10+Wide&tbm=shop,Y,https://www.amazon.com/dp/B086T6ZZVW?psc=1,"https://www.google.com/shopping/product/5705656803157095025/offers?q=190341000000.0&prds=cid:5705656803157095025,cond:1",,,,,,N,V,0
"Brooks Men's, Cascadia 16 GTX Trail Running Shoe Black/Ebony/Cinnabar 10.5 D",218431.0,188480.0,$159.98 ,18.0,$149.99 ,$260.50 ,,,A114I0OUP3FTFB,1.0,B097F2Q98G,190341000000.0,190341000000.0,B0C6JS76PG,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Men%27s%2C+Cascadia+16+GTX+Trail+Running+Shoe+Black%2FEbony%2FCinnabar+10.5+D&tbm=shop,Y,https://www.amazon.com/dp/B097F2Q98G?psc=1,"https://www.google.com/shopping/product/5701921733524518262/offers?q=190341000000.0&prds=cid:5701921733524518262,cond:1",,,,,,N,V,0
Brooks Women's Levitate 5 Neutral Running Shoe - Blue/Porcelain/Pink - 8 Medium,176627.0,140339.0,,,$183.18 ,$203.99 ,,,A1PF2RJVZ25QD4,1.0,B09B2TXC47,195394000000.0,195394000000.0,B0B41982ZR,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Levitate+5+Neutral+Running+Shoe+-+Blue%2FPorcelain%2FPink+-+8+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09B2TXC47?psc=1,"https://www.google.com/shopping/product/5676409050667869443/offers?q=195394000000.0&prds=cid:5676409050667869443,cond:1",,,,,,N,V,0
Brooks Women's Ghost 13 Running Shoe - Ice Flow/Pink/Pond - 11.5 Medium,116323.0,259744.0,,,$174.83 ,$235.87 ,,,A1PF2RJVZ25QD4,1.0,B08BWRCHTV,190341000000.0,190341000000.0,B07DWMD434,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Women%27s+Ghost+13+Running+Shoe+-+Ice+Flow%2FPink%2FPond+-+11.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08BWRCHTV?psc=1,"https://www.google.com/shopping/product/5675869137877181961/offers?q=190341000000.0&prds=cid:5675869137877181961,cond:1",,,,,,N,V,0
Brooks Men's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 8.5 Medium,111.0,192.0,,,$151.49 ,$243.28 ,,,A2E1VN4OEXE0LB,5.0,B09RRM7GD3,195394000000.0,195394000000.0,B09RRZXQHS,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Ghost+15+Neutral+Running+Shoe+-+Black%2FBlackened+Pearl%2FWhite+-+8.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RRM7GD3?psc=1,"https://www.google.com/shopping/product/5659358575813278902/offers?q=195394000000.0&prds=cid:5659358575813278902,cond:1",,,,,,N,V,0
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 8 Medium,49.0,71.0,,,$137.42 ,$156.00 ,,,-,5.0,B09RRQHQD2,195394000000.0,195394000000.0,B0CKKBPDKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+15+Neutral+Running+Shoe+-+Black%2FJacaranda%2FSalt+-+8+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RRQHQD2?psc=1,"https://www.google.com/shopping/product/5654067974249231133/offers?q=195394000000.0&prds=cid:5654067974249231133,cond:1",,,,,,N,V,0
"Brooks Dare Racerback Women’s Run Bra for High Impact Running, Workouts and Sports with Maximum Support - Asphalt - 30C",152624.0,133419.0,,,$160.94 ,$160.94 ,,,A1MLP04OASBI2Z,1.0,B07S1GMDGD,190340000000.0,190340000000.0,B07VQM8D2K,Brooks,,GB190340000000.0,https://www.google.com/search?q=190340000000.0+Brooks+Dare+Racerback+Women%E2%80%99s+Run+Bra+for+High+Impact+Running%2C+Workouts+and+Sports+with+Maximum+Support+-+Asphalt+-+30C&tbm=shop,Y,https://www.amazon.com/dp/B07S1GMDGD?psc=1,"https://www.google.com/shopping/product/5653847122629376075/offers?q=190340000000.0&prds=cid:5653847122629376075,cond:1",,,,,,N,V,0
Brooks Levitate 2 Orange/Red/Navy 8 D (M),4944312.0,4813217.0,$249.95 ,1.0,$249.95 ,$256.10 ,,,"A3PPEVRRZCBSIE, AACNLV5LRK929",3.0,B07K95W5J2,190340000000.0,190340000000.0,,Brooks,,GB190340000000.0,https://www.google.com/search?q=190340000000.0+Brooks+Levitate+2+Orange%2FRed%2FNavy+8+D+%28M%29&tbm=shop,Y,https://www.amazon.com/dp/B07K95W5J2?psc=1,"https://www.google.com/shopping/product/5605792601163199644/offers?q=190340000000.0&prds=cid:5605792601163199644,cond:1",,,,,,N,V,0
Brooks Men's Glycerin GTS 20 Supportive Running Shoe - Black/Blackened Pearl/Fiery Red - 13 Medium,5003.0,5262.0,$126.73 ,1.0,$126.73 ,$263.78 ,,,A16HZ3J3WEU71V,1.0,B096YN1HY1,195394000000.0,195394000000.0,B0B3ZZXRKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Glycerin+GTS+20+Supportive+Running+Shoe+-+Black%2FBlackened+Pearl%2FFiery+Red+-+13+Medium&tbm=shop,Y,https://www.amazon.com/dp/B096YN1HY1?psc=1,"https://www.google.com/shopping/product/5598243999150628811/offers?q=195394000000.0&prds=cid:5598243999150628811,cond:1",,,,,,N,V,0
"Women's Brooks Method 8"" Short Tight",6858342.0,6662313.0,$64.00 ,1.0,$64.00 ,$108.66 ,,,ACNNIJ7GNQDF9,3.0,B09L6YHZGD,195394000000.0,195394000000.0,,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Women%27s+Brooks+Method+8%22+Short+Tight&tbm=shop,Y,https://www.amazon.com/dp/B09L6YHZGD?psc=1,"https://www.google.com/shopping/product/5596238582274861682/offers?q=195394000000.0&prds=cid:5596238582274861682,cond:1",,,,,,N,V,0
Brooks Ghost Crew Socks I Performance Running Cushioned Socks with Arch Support for Men & Women - White/BR Crew - Large,721708.0,654833.0,,,$27.98 ,$44.46 ,,,A3MM37OCN70BL,1.0,B0C5HYX7Z8,195394000000.0,195394000000.0,B0CR77L57V,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Ghost+Crew+Socks+I+Performance+Running+Cushioned+Socks+with+Arch+Support+for+Men+%26+Women+-+White%2FBR+Crew+-+Large&tbm=shop,Y,https://www.amazon.com/dp/B0C5HYX7Z8?psc=1,"https://www.google.com/shopping/product/5570675689095557387/offers?q=195394000000.0&prds=cid:5570675689095557387,cond:1",,,,,,N,V,0
Brooks Women's Ghost 14 Neutral Running Shoe - Beetroot/Campanula/Pink - 8 Medium,12135.0,8076.0,,,$150.00 ,$239.99 ,,,AZ3XNKNN838E9,2.0,B08QV9KL6W,195394000000.0,195394000000.0,B0BCQT2247,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+14+Neutral+Running+Shoe+-+Beetroot%2FCampanula%2FPink+-+8+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08QV9KL6W?psc=1,"https://www.google.com/shopping/product/5569707316346577207/offers?q=195394000000.0&prds=cid:5569707316346577207,cond:1",,,,,,N,V,0
"Brooks Womens Chaser 5"" 2-in-1 Shorts Bluetiful/Golden Hour XL (US 16-18) 5",,,$49.95 ,,$49.95 ,$65.99 ,,,-,0.0,B09NTN4CSS,195394000000.0,195394000000.0,,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Womens+Chaser+5%22+2-in-1+Shorts+Bluetiful%2FGolden+Hour+XL+%28US+16-18%29+5&tbm=shop,Y,https://www.amazon.com/dp/B09NTN4CSS?psc=1,"https://www.google.com/shopping/product/5555064282919258199/offers?q=195394000000.0&prds=cid:5555064282919258199,cond:1",,,,,,N,V,0
"Brooks Greenlight Relaxed 11"" Shorts Black SM (US 6-8)",,,$63.00 ,1.0,$63.00 ,$122.85 ,,,A3VUH91IKCEWD,1.0,B01JGVT7V6,190340000000.0,190340000000.0,,Brooks,,GB190340000000.0,https://www.google.com/search?q=190340000000.0+Brooks+Greenlight+Relaxed+11%22+Shorts+Black+SM+%28US+6-8%29&tbm=shop,Y,https://www.amazon.com/dp/B01JGVT7V6?psc=1,"https://www.google.com/shopping/product/5503739590022035408/offers?q=190340000000.0&prds=cid:5503739590022035408,cond:1",,,,,,N,V,0
Brooks Men's Ghost 14 Neutral Running Shoe - Nightlife/Black - 10.5 Medium,10797.0,7176.0,,,$154.68 ,$219.99 ,,,A33LVAZNYM5VP8,1.0,B08QV3H913,190341000000.0,190341000000.0,B0C699QDPJ,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Men%27s+Ghost+14+Neutral+Running+Shoe+-+Nightlife%2FBlack+-+10.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08QV3H913?psc=1,"https://www.google.com/shopping/product/5495791655342641905/offers?q=190341000000.0&prds=cid:5495791655342641905,cond:1",,,,,,N,V,0
"Brooks Women's Zip 2.0 Sports Bra for Running, Workouts & Sports - Bluetiful/Golden Hour - 32 C/D",156737.0,162424.0,$45.00 ,1.0,$45.00 ,$127.04 ,,,AKO29ZEZHEGNU,2.0,B09HRJ56V4,195394000000.0,195394000000.0,B09HRHGJQY,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Zip+2.0+Sports+Bra+for+Running%2C+Workouts+%26+Sports+-+Bluetiful%2FGolden+Hour+-+32+C%2FD&tbm=shop,Y,https://www.amazon.com/dp/B09HRJ56V4?psc=1,"https://www.google.com/shopping/product/5482526470505285020/offers?q=195394000000.0&prds=cid:5482526470505285020,cond:1",,,,,,N,V,0
Brooks Men's Levitate 5 Neutral Running Shoe - Grey/Blackened Pearl/Black - 8.5 Medium,224764.0,169693.0,$108.98 ,1.0,$99.48 ,$149.95 ,,,A1YSV4FL7WKBZC,1.0,B08LP7H46Q,190341000000.0,190341000000.0,B09MVB1489,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Men%27s+Levitate+5+Neutral+Running+Shoe+-+Grey%2FBlackened+Pearl%2FBlack+-+8.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08LP7H46Q?psc=1,"https://www.google.com/shopping/product/5477916489994338152/offers?q=190341000000.0&prds=cid:5477916489994338152,cond:1",,,,,,N,V,0
"Men's Brooks Sherpa 7"" 2-in-1 Short",159674.0,272579.0,,,$96.90 ,$96.90 ,,,A1MLP04OASBI2Z,1.0,B096FH82HG,190341000000.0,190341000000.0,B08NW49RWD,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Men%27s+Brooks+Sherpa+7%22+2-in-1+Short&tbm=shop,Y,https://www.amazon.com/dp/B096FH82HG?psc=1,"https://www.google.com/shopping/product/5416782743707728640/offers?q=190341000000.0&prds=cid:5416782743707728640,cond:1",,,,,,N,V,0
Brooks Men's Ghost 15 Neutral Running Shoe - Flintstone/Peacoat/Oak - 13 Wide,109.0,191.0,,,$199.10 ,$199.10 ,,,A1MLP04OASBI2Z,1.0,B09RRQ96YZ,195394000000.0,195394000000.0,B09RRZXQHS,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%27s+Ghost+15+Neutral+Running+Shoe+-+Flintstone%2FPeacoat%2FOak+-+13+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09RRQ96YZ?psc=1,"https://www.google.com/shopping/product/5414281348409028866/offers?q=195394000000.0&prds=cid:5414281348409028866,cond:1",,,,,,N,V,0
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Kentucky Blue/Peacoat/Pink - 5 Medium,83.0,72.0,$117.84 ,1.0,$105.99 ,$170.01 ,,,-,1.0,B09RRQW854,195394000000.0,195394000000.0,B0C62SXDLR,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Adrenaline+GTS+22+Supportive+Running+Shoe+-+Kentucky+Blue%2FPeacoat%2FPink+-+5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RRQW854?psc=1,"https://www.google.com/shopping/product/5404811038344671985/offers?q=195394000000.0&prds=cid:5404811038344671985,cond:1",,,,,,N,V,0
Brooks Levitate GTS 5 Men's Supportive Running Shoe - Blue/India Ink/White - 15,337534.0,331161.0,,,$189.98 ,$189.98 ,,,A1PF2RJVZ25QD4,1.0,B08LQY1J37,190341000000.0,190341000000.0,B0B41GFJM9,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Levitate+GTS+5+Men%27s+Supportive+Running+Shoe+-+Blue%2FIndia+Ink%2FWhite+-+15&tbm=shop,Y,https://www.amazon.com/dp/B08LQY1J37?psc=1,"https://www.google.com/shopping/product/5403228886652797103/offers?q=190341000000.0&prds=cid:5403228886652797103,cond:1",,,,,,N,V,0
Brooks Women's Glycerin GTS 20 Supportive Running Shoe - Jadeite/Alaskan Blue/Ebony - 8.5 Medium,4153.0,4244.0,,,$169.99 ,$268.37 ,,,A3N6I0TBJ90H2J,1.0,B0BHKSMDD4,195394000000.0,195394000000.0,B0BMZMYKQ1,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Glycerin+GTS+20+Supportive+Running+Shoe+-+Jadeite%2FAlaskan+Blue%2FEbony+-+8.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0BHKSMDD4?psc=1,"https://www.google.com/shopping/product/5363602537477699390/offers?q=195394000000.0&prds=cid:5363602537477699390,cond:1",,,,,,N,V,0
Brooks Women’s Launch 9 Neutral Running Shoe - Blue Iris/Ebony/Green - 5.5 Medium,10300.0,6647.0,$95.27 ,2.0,$83.99 ,$198.40 ,,,A24V851RG6UNB7,1.0,B0B7647YZW,195394000000.0,195394000000.0,B09MGCQM9B,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%E2%80%99s+Launch+9+Neutral+Running+Shoe+-+Blue+Iris%2FEbony%2FGreen+-+5.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0B7647YZW?psc=1,"https://www.google.com/shopping/product/534623299563849891/offers?q=195394000000.0&prds=cid:534623299563849891,cond:1",,,,,,N,V,0
"Brooks Women's Crossback 2.0 Sports Bra for Running, Workouts & Sports - Ice Blue/Vivid Teal - 40 DD/E",64325.0,86884.0,$70.00 ,1.0,$70.00 ,$131.45 ,,,A1LCTVHPPHIRX6,1.0,B0B1YBXMLK,195394000000.0,195394000000.0,B0CS9XG36X,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Crossback+2.0+Sports+Bra+for+Running%2C+Workouts+%26+Sports+-+Ice+Blue%2FVivid+Teal+-+40+DD%2FE&tbm=shop,Y,https://www.amazon.com/dp/B0B1YBXMLK?psc=1,"https://www.google.com/shopping/product/533272700366595278/offers?q=195394000000.0&prds=cid:533272700366595278,cond:1",,,,,,N,V,0
Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 8 Medium,49.0,71.0,,,$137.66 ,$199.12 ,,,AF4GO035LHAA2,4.0,B09RS6DN7H,195394000000.0,195394000000.0,B0CKKBPDKF,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+15+Neutral+Running+Shoe+-+Black%2FBlackened+Pearl%2FWhite+-+8+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RS6DN7H?psc=1,"https://www.google.com/shopping/product/5319295336306589174/offers?q=195394000000.0&prds=cid:5319295336306589174,cond:1",,,,,,N,V,0
Brooks Women's Ghost 14 Neutral Running Shoe - Purple Impression/Dutch/Lime - 10 Medium,12048.0,8012.0,,,,$310.04 ,,,-,,B095QK6S6C,195394000000.0,195394000000.0,B0BCQT2247,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+14+Neutral+Running+Shoe+-+Purple+Impression%2FDutch%2FLime+-+10+Medium&tbm=shop,Y,https://www.amazon.com/dp/B095QK6S6C?psc=1,"https://www.google.com/shopping/product/5302006241104823936/offers?q=195394000000.0&prds=cid:5302006241104823936,cond:1",,,,,,N,V,0
Brooks Women's Glycerin 20 Neutral Running Shoe - Lilac/Silver Bullet/Pink - 10.5 Medium,590.0,706.0,,,$220.00 ,$276.50 ,,,A1PF2RJVZ25QD4,1.0,B0971LFB2F,195394000000.0,195394000000.0,B0CCYD3D49,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Glycerin+20+Neutral+Running+Shoe+-+Lilac%2FSilver+Bullet%2FPink+-+10.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0971LFB2F?psc=1,"https://www.google.com/shopping/product/5283725927381297342/offers?q=195394000000.0&prds=cid:5283725927381297342,cond:1",,,,,,N,V,0
Brooks Women's Ghost 14 Neutral Running Shoe - Blue/Ocean/Oyster - 7 Medium,11955.0,7987.0,,,$149.99 ,$180.68 ,,,A114I0OUP3FTFB,2.0,B095R3HVB8,195394000000.0,195394000000.0,B0BCQT2247,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Ghost+14+Neutral+Running+Shoe+-+Blue%2FOcean%2FOyster+-+7+Medium&tbm=shop,Y,https://www.amazon.com/dp/B095R3HVB8?psc=1,"https://www.google.com/shopping/product/5264824973545314568/offers?q=195394000000.0&prds=cid:5264824973545314568,cond:1",,,,,,N,V,0
"Brooks Women's Interlace Sports Bra for High Impact Running, Workouts & Sports with Maximum Support - Copper/Run Raisin - 40 DD/E",174902.0,200723.0,$45.00 ,1.0,$45.00 ,$109.15 ,,,AKO29ZEZHEGNU,1.0,B0B5B2T75L,195394000000.0,195394000000.0,B08R813XKT,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Interlace+Sports+Bra+for+High+Impact+Running%2C+Workouts+%26+Sports+with+Maximum+Support+-+Copper%2FRun+Raisin+-+40+DD%2FE&tbm=shop,Y,https://www.amazon.com/dp/B0B5B2T75L?psc=1,"https://www.google.com/shopping/product/5188472026622958002/offers?q=195394000000.0&prds=cid:5188472026622958002,cond:1",,,,,,N,V,0
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Blue Iris/Rhapsody - 5.5 Medium,83.0,71.0,$109.95 ,6.0,$109.95 ,$182.00 ,,,AZ3EGFUU23A8C,2.0,B0BHL2FNJH,195394000000.0,195394000000.0,B0C62SXDLR,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+Adrenaline+GTS+22+Supportive+Running+Shoe+-+Peacoat%2FBlue+Iris%2FRhapsody+-+5.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0BHL2FNJH?psc=1,"https://www.google.com/shopping/product/5056258327299954830/offers?q=195394000000.0&prds=cid:5056258327299954830,cond:1",,,,,,N,V,0
Brooks Women's Cascadia 16 Trail Running Shoe - Black/Ebony/Yucca - 5.5 Wide,20910.0,18414.0,$78.84 ,2.0,$78.84 ,$129.95 ,,,AZ3EGFUU23A8C,1.0,B08QTT4V2H,190341000000.0,190341000000.0,B0C6P37QZL,Brooks,,GB190341000000.0,https://www.google.com/search?q=190341000000.0+Brooks+Women%27s+Cascadia+16+Trail+Running+Shoe+-+Black%2FEbony%2FYucca+-+5.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B08QTT4V2H?psc=1,"https://www.google.com/shopping/product/505409410325056485/offers?q=190341000000.0&prds=cid:505409410325056485,cond:1",,,,,,N,V,0
"Brooks Women's 3 Pocket Sports Bra for Running, Workouts & Sports - Jamberry - 36 A/B",45658.0,48614.0,$45.00 ,2.0,$45.00 ,$124.81 ,,,AKO29ZEZHEGNU,1.0,B09HFSMP2D,195394000000.0,195394000000.0,B08R7ZZJ9T,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%27s+3+Pocket+Sports+Bra+for+Running%2C+Workouts+%26+Sports+-+Jamberry+-+36+A%2FB&tbm=shop,Y,https://www.amazon.com/dp/B09HFSMP2D?psc=1,"https://www.google.com/shopping/product/5018605236964440262/offers?q=195394000000.0&prds=cid:5018605236964440262,cond:1",,,,,,N,V,0
Brooks Men’s Launch 9 Neutral Running Shoe - Ebony/Oyster/Blue - 10,10827.0,7861.0,,,,$169.99 ,,,-,,B09MGCJ338,195394000000.0,195394000000.0,B09MGC9QPY,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Men%E2%80%99s+Launch+9+Neutral+Running+Shoe+-+Ebony%2FOyster%2FBlue+-+10&tbm=shop,Y,https://www.amazon.com/dp/B09MGCJ338?psc=1,"https://www.google.com/shopping/product/5009933124023225408/offers?q=195394000000.0&prds=cid:5009933124023225408,cond:1",,,,,,N,V,0
Brooks Women’s Trace 2 Neutral Running Shoe - Blue/Pink/Nightlife - 6.5 Medium,1141.0,869.0,,,,$99.95 ,,,-,,B09RRM9PR9,195394000000.0,195394000000.0,B09MGDQVQT,Brooks,,GB195394000000.0,https://www.google.com/search?q=195394000000.0+Brooks+Women%E2%80%99s+Trace+2+Neutral+Running+Shoe+-+Blue%2FPink%2FNightlife+-+6.5+Medium&tbm=shop,Y,https://www.amazon.com/dp/B09RRM9PR9?psc=1,"https://www.google.com/shopping/product/5000301609710161443/offers?q=195394000000.0&prds=cid:5000301609710161443,cond:1",,,,,,N,V,0
