Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Box Seller,Black_list,PID
"New Balance Men's 515 V3 Sneaker, Covert Green/Blacktop/White, 11",,,,,$119.00,$119.00,,,,B09Y9ZXCHQ,196432402021,196432402021,B08YXQNDVB,New Balance,,,V,5217240670175236013
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Light Aluminum/Deep Violet, 7.5 M",,,,,,$260.90,,,,B096WLR55M,195481440190,195481440190,B0B9BRT7LY,New Balance,,,V,5220640341145818692
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Blue/Helium, 12 M",,,,,$184.40,$252.29,,,,B096WLHGKV,195481442231,195481442231,B0B9BRT7LY,New Balance,,,V,5227812135596741533
"New Balance Men's Fresh Foam X Vongo V5 Running Shoe, Oxygen Blue/Laser Blue, 13 Wide",,,,,$213.81,$213.81,,,,B08PC9C9ZT,195481413576,195481413576,B08P39SP11,New Balance,,,V,5228389986296030467
"Steve Madden Women's TIAA Heeled Sandal, Black Nubuck, 8",,,,,$37.99,$105.12,,,,B09GWC731W,196361120942,196361120942,B09GWSCG15,Steve Madden,,,V,5232316397389631198
"New Balance Women's Fresh Foam Velo V3 Turf-Trainer Softball Shoe, Royal Blue/White, 9",,,,,$110.16,$111.39,,,,B09K4S416Q,196307374361,196307374361,B09K54XKQ5,New Balance,,,V,5233625265893180912
"New Balance Men's 847 V4 Walking Shoe, Black/Black, 10 X-Wide",,,$149.99,,$149.99,$268.84,,,,B0815V75VY,194389202961,194389202961,B0815XM7ZP,New Balance,,3rd Party (A3KIY9XAB84JHF),V,5235630582206973142
"Cole Haan Men's Grandpro Topspin Sneaker Loafer, British Tan/Egret, 9.5 Wide",,,$144.99,,$144.99,$160.00,,,,B0BQ63VQ7R,196414086423,196414086423,B08X3PZWSV,Cole Haan,,3rd Party (A3V1EAERQFTDJS),V,5238940381159894177
"New Balance Girls 237 V1 Lace Up Sneaker, Blue/Exuberant Pink, 7 Big Kid",,,$72.27,,$72.27,$132.99,,,,B096NCJZMR,195907466117,195907466117,B0CVMWWZXS,New Balance,,3rd Party (AB9U0R56IWRKV),V,5242916575058403701
"New Balance Men's 460 V3 Running Shoe, Navy/Team Navy, 13 X-Wide",,,,,$88.99,$122.69,,,,B08PCF5C32,195173060408,195173060408,B08PD6YL7J,New Balance,,,V,5245705314300133904
"New Balance Women's 237 V1 Sneaker, Nb Navy/Vintage Indigo/White, 7",,,,,,$79.95,,,,B0BJ7GYQD6,196941331584,196941331584,B0CZ9YXRM4,New Balance,,,V,5251565157523795426
"New Balance Women's Fresh Foam X 860 V13, Starlight/Pixel Green/Bright Lapis, 6.5",,,,,$243.85,$243.85,,,,B0BB37B6TM,196307625562,196307625562,B0CYY2LT69,New Balance,,,V,5256867919035812753
"Cole Haan Men's 2.Zerogrand Stitchlite, Ensign Blue/Microcodilehip/Oxford Blue, 9.5",,,,,$156.99,$159.99,,,,B0B52TJP9X,196414096170,196414096170,B0CT44L17V,Cole Haan,,,V,5265196643488029534
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Mercury Blue/Angora Fuzz, 11",,,,,$90.00,$113.00,,,,B0BHKQ8TB7,196652984741,196652984741,B0CLVR2J3M,New Balance,,,V,5267446728427172590
New Balance Women's Fresh Foam X 880 V13,,,,,,$139.99,,,,B0C18R8979,196432412716,196432412716,B0D1YPV4XM,New Balance,,,V,5275653830172565333
"New Balance Women's FuelCell Rebel V3 Running Shoe, Black/Aura/Vibrant Spring Glo, 5",,,,,,$139.95,,,,B096N832TP,195907783788,195907783788,B0CLHNFF6X,New Balance,,,V,5288020971999241072
"Cole Haan Women's Nantucket Penny Loafer, Natural/Chevron Gold Canvas/Gold Metallic Leather, 8",,,,,$119.07,$140.00,,,,B0CBD19PLP,196414471014,196414471014,B0C9SWQK9P,Cole Haan,,,V,5292741847855361313
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Black/Phantom, 11 W",,,,,,$243.22,,,,B096WL4Z2B,195481446451,195481446451,B0B8THVT7V,New Balance,,,V,529621660108300236
"New Balance Women's 237 V1 Sneaker, White/Grey Matter, 8.5",,,,,,$148.44,,,,B0BJ7J3X5P,196941330815,196941330815,B0CZ9YXRM4,New Balance,,,V,5311448730698449701
"New Balance Women's Fresh Foam X 1080 V12 Running Shoe, White/Arctic Fox, 9.5",4818,3397,$136.12,,$136.12,$221.06,$213.87,ANZYNJW9IIF9C,2,B09DTCWX6K,1.96E+11,196307338486,B096NKR8NM,New Balance,yes,,V,5311464607728848373
"New Balance Men's Fresh Foam 3000 V6 Turf-Trainer Baseball Shoe, Black/White, 12",,,$90.00,,$75.00,$166.01,,,,B09YBXWG3K,196307528726,196307528726,B09YC4NTX7,New Balance,,3rd Party (A1YSV4FL7WKBZC),V,5315384557259741133
"New Balance Boy's 237 V1 Lace Up Sneaker, Black/Moonbeam, 5 Wide Big Kid",,,,,$67.90,$109.09,,,,B096NLBGKQ,195907465653,195907465653,B0CVMWWZXS,New Balance,,,V,5333090484792798228
"New Balance Women's Fresh Foam Roav V2 Sneaker, Black/Sea Salt, 7",,,$89.89,,$89.89,$89.89,,,,B08MWV5VY3,195481129828,195481129828,B096NVS1L4,New Balance,,3rd Party (A10J7D29F1ZFBD),V,533697529405915739
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, White/Black, 8 X-Wide",,,,,,$159.99,,,,B09K4R9JLB,196307488266,196307488266,B096NKPSY5,New Balance,,,V,5338476118953377005
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Garnet/Pink Glo, 6.5 M",,,,,$177.79,$177.79,,,,B096WK8FJ8,195481446857,195481446857,B0B8THVT7V,New Balance,,,V,5341859734289715510
"New Balance Men's 200 V1 Slide Sandal, White, 13",,,,,$18.46,$58.59,,,,B08BNPDHHM,194768733475,194768733475,B09QSNR38P,New Balance,,,V,534350040005848381
"Cole Haan mens 2.zerogrand Stitchlite Oxford, Ombre/Marine Blue Twisted Knit, 9.5 US",,,,,$169.99,$220.87,,,,B09251DFHM,194736663469,194736663469,B0CT44L17V,Cole Haan,,,V,5359643136936937918
"Lacoste Men's Tennis Training Sport Fleece Pant with Elastic Leg Opening, Pitch Gray, 6",558937,472966,,,,$174.10,$141.75,-,,B01JH4G8BO,8.88E+11,888464048673,B01N266JRK,Lacoste,no,,V,5376044609727872676
"Cole Haan Men's Grand+ Crosscourt Sneaker, White Leather/TAN Suede, 9",,,,,$101.55,$124.56,,,,B09NZHF4S7,194736913670,194736913670,B09NZSTWQF,Cole Haan,,,V,5386159685886379058
"New Balance Men's 410 V7 Running Shoe, Black, 14",,,,,$105.00,$112.00,,,,B08P29ZSYC,195481650025,195481650025,B088PRF7P4,New Balance,,,V,5389814579371315121
"New Balance Women's 410 V8 Trail Running Shoe, Shadow Grey/Electric Indigo/Black, 10",,,,,$79.00,$139.00,,,,B0BJ85LGZR,196941220383,196941220383,B0BJ8335ZM,New Balance,,,V,539033080989264673
"New Balance Women's Fresh Foam X 860 V13, Starlight/Pixel Green/Bright Lapis, 7 Wide",,,,,,$243.85,,,,B0BB36S1BC,196307625739,196307625739,B0CYY2LT69,New Balance,,,V,539096955296612066
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/Grey, 8.5",,,,,$84.90,$139.50,,,,B093QKF8NZ,195907654576,195907654576,B096PR9JCT,New Balance,,,V,5397205325912830317
"Steve Madden Women's Partay Heeled Sandal, Bronze, 8",,,,,$137.71,$177.79,,,,B0BHJL3T1W,196829735442,196829735442,B0CFG6XYW4,Steve Madden,,,V,5410803800560131016
"THE NORTH FACE Women's Tamburello Insulated Jacket (Standard and Plus Size), TNF Black, X-Large",115754,67490,$90.00,1,$90.00,$158.05,$123.35,A89DPUELXJHRV,4,B097NGWZ2N,1.95E+11,195439118201,B09BK8TPPT,THE NORTH FACE,no,,V,5410968732299745065
"Lacoste Men's Partner Piste Sneaker, Bellflower Blue/Navy, 10",507154,391436,,,$149.19,$149.19,$149.19,ANZYNJW9IIF9C,1,B0B3Z66QK9,1.96E+11,196224125824,B07DQ6WVHJ,Lacoste,no,,V,5425258636651706506
"Cole Haan Men's Grand+ Plain Toe Oxford, British TAN Leather/Ivory, 11.5",,,,,$94.97,$157.50,,,,B09NZJ1M3B,194736915520,194736915520,B09NZ9GVFM,Cole Haan,,,V,5426391480990449222
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 12 Wide",,,,,,$99.99,,,,B093QJDHWW,195907654477,195907654477,B096PR9JCT,New Balance,,,V,542785184875357264
"Steve Madden Women's Campo Sneaker, Natural Multi, 10",,,$87.81,,$79.99,$89.95,,,,B0BXMZWRGJ,197369319192,197369319192,B0BM6F9MLG,Steve Madden,,3rd Party (A2OTE410JXLA5O),V,5438628656493589011
"New Balance Fresh Foam 650 V1 Hook & Loop Running Shoe, Magnet/Electric Indigo/Cosmic Rose, 4.5 US Unisex Big Kid",,,,,,$54.99,,,,B0BHJPK3V5,196941362809,196941362809,B0C62WSKG9,New Balance,,,V,5447092269968199295
"New Balance Men's Fresh Foam X 880 V12 Running Shoe, 9.5 Medium, Steel/Lead",,,,,$167.91,$167.91,,,,B0BD2KTQWT,196307592864,196307592864,B0BWSRDNDY,New Balance,,,V,5449204237817182759
"Tory Burch Women's Minnie Travel Ballet Flats, Meadowsweet, Pink, 6 Medium US",93652,111015,$217.94,3,$217.94,$333.14,$207.15,ANZYNJW9IIF9C,1,B0B1H4J9XY,1.96E+11,196133510056,B079B6XLCR,Tory Burch,yes,,V,5452087766306566087
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Black, 8 M US",,,,,$99.80,$166.81,,,,B08KGQZF9S,195481453664,195481453664,B0CYTGGWFJ,New Balance,,,V,5453325658412694206
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Light Aluminum/Deep Violet, 10.5 M",,,,,,$174.17,,,,B096WJKWYX,195481440251,195481440251,B0B9BRT7LY,New Balance,,,V,5453592738708430890
"Cole Haan mens Go-to Plain Toe Oxford, Dark Coffee, 10.5 US",,,$139.49,,$139.49,$280.99,,,,B0994SLTFM,194736773380,194736773380,B08SRDK7WF,Cole Haan,,3rd Party (A1BNXE6U3W2NOH),V,5464449474443137844
"New Balance Men's Fresh Foam X 1080 V13 Running Shoe, Timberwolf/Reflection, 9",,,$164.99,,$164.99,$205.73,,,,B0BJ7LBQQ7,196941076720,196941076720,B0CP2HJMSZ,New Balance,,Amazon,V,5472715432258714827
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Harbor Grey/Neon Dragonfly/Cosmic Pineapple, 11.5 Wide",,,,,,$84.99,,,,B0B3BJNLQ2,196652341766,196652341766,B096PR9JCT,New Balance,,,V,5483189037458124391
Mens New Balance Fresh Foam X 1080v12,,,,,,$256.01,,,,B0B8X4K2VX,196307488778,196307488778,B096NKPSY5,New Balance,,,V,5493219178775450056
"Steve Madden Women's Leopold Chelsea Boot, Tan Suede, 9",,,,,$69.99,$167.05,,,,B095ZRDKS1,195945600474,195945600474,B096MHWGXN,Steve Madden,,,V,5496420425916600901
"New Balance Women's 847 V4 Walking Shoe, Arctic Fox/Silver Mink/Peach Soda, 9 Wide",,,,,,$268.84,,,,B0815WMJNQ,194389088152,194389088152,B0D1KQBRCS,New Balance,,,V,5500892101017998679
"THE NORTH FACE Women's Venture 2 1/2 Zip Pants, TNF Black - Large Long",1187881,1119008,,,$178.75,$189.31,$174.32,ANZYNJW9IIF9C,1,B01GQUV2KY,1.91E+11,190541578677,B076T8NQ9N,THE NORTH FACE,no,,V,5508909453937354505
"New Balance Men's 515 V3 Sneaker, Dark Moss/Covert Green/Gold Fusion, 11",,,,,$110.00,$121.00,,,,B0BJ7H91VH,196941321165,196941321165,B08YXQNDVB,New Balance,,,V,5510692350080503294
"New Balance Women's Fresh Foam X 860 V13, Violet Shadow/Lilac Chalk/Silver Metallic, 6.5",,,,,$241.79,$243.79,,,,B0BHKNNRGR,196307626217,196307626217,B0CYY2LT69,New Balance,,,V,5520756561620989610
"New Balance Men's 928 V3 Lace-up Walking Shoe, Bone/Bone, 15 Narrow",,,,,$261.30,$282.93,,,,B01MY1Y8I7,191264661387,191264661387,B08V9P5M2J,New Balance,,,V,5520913777531844459
"New Balance Men's 200 V1 Slide Sandal, Night Tide/Pink Glo/Impulse, 6",,,$36.90,,$29.95,$34.99,,,,B08PCGQ1NS,195481581503,195481581503,B09QSNR38P,New Balance,,3rd Party (A1ZDKCDNB5PS5A),V,5523330095904069431
"New Balance Kid's Rave Run V2 Lace-up Sneaker, Black/Vibrant Pink, 3.5 Wide Big Kid",,,,,$88.87,$91.56,,,,B093QHD5HQ,195907540169,195907540169,B0CYXS57PV,New Balance,,,V,5525844369488010806
"New Balance mens 928 V3 Lace-up Walking Shoe, White Mesh, 14 Wide US",,,,,$267.22,$277.93,,,,B01NB9ARU5,191264360150,191264360150,B08V9P5M2J,New Balance,,,V,5535237550498891972
"New Balance Women's 574 V2 All Day Sneaker, Linen/Rosewood, 8.5",,,,,$113.22,$168.09,,,,B0C34GCTFW,197375549927,197375549927,B0C3539BHS,New Balance,,,V,5537891630340758348
"New Balance Men's Fresh Foam X More V4 Running Shoe, Sea Salt/Ice Blue, 7.5",,,,,,$149.99,,,,B0BJ7DRSD6,196652774694,196652774694,B0CZS3SHBH,New Balance,,,V,5538244201667357287
"New Balance Men's Fresh Foam 1080 V10 Running Shoe, Black/Steel, 9.5",,,,,,$300.84,,,,B07RNZMKKZ,193684985258,193684985258,B07RMK42HW,New Balance,,,V,5539509122143050007
"THE NORTH FACE Women's Aphrodite Motion Short (Standard and Plus Size), Goblin Blue, Large Regular",119946,178546,,,$55.86,$55.86,$48.62,ANZYNJW9IIF9C,1,B09JX4H9MW,1.93E+11,193394938773,B07XVS4BKZ,THE NORTH FACE,yes,,V,5544555949925749985
Eyeglasses Kate Spade Cailin/F 0807 Black / 00 Demo Lens,2262440,2262440,,,$259.45,$278.87,$202.12,-,1,B07JNXCCPY,7.17E+11,716736084930,,Kate Spade New York,no,,V,5546163145575041051
"Steve Madden Women's Lando Loafer, Black, 5",,,,,,$188.00,,,,B0BRNY19BB,196829796290,196829796290,B0BHXZWPBV,Steve Madden,,,V,5550284984176641928
"New Balance mens Made in US 993 Sneaker , GREY , 16 D US",1949124,1708790,,,$346.21,$356.70,,-,,B00178UTNC,8.84E+11,883905367535,B001792H5O,New Balance,no,,V,5551319248809408425
"New Balance Women's Made in US 990 V5 Sneaker, Grey/Castlerock, 8 Wide",,,,,$317.17,$457.03,,,,B0791X9FX4,192662149422,192662149422,B08986L1PD,New Balance,,,V,5555047901106145798
"New Balance Men's 515 V3 Sneaker, Covert Green/Blacktop/White, 11.5",,,,,$118.00,$119.00,,,,B09YBNG823,196432402038,196432402038,B08YXQNDVB,New Balance,,,V,5558980212313778965
"New Balance Men's Fresh Foam 880 V12 Running Shoe, White/Infinity Blue, 8 Medium",,,$124.95,,$124.95,$246.82,,,,B09RY5K25S,195907605141,195907605141,B0BWSRDNDY,New Balance,,3rd Party (A1KL6PLRNXUZAE),V,556914992252700871
"New Balance Men's FuelCell 4040 V6 Metal Baseball Shoe, Team Navy/White, 10",,,$79.98,,$79.98,$194.33,,,,B08PCDBVQ8,195481143978,195481143978,B0CLDBYVSX,New Balance,,3rd Party (ALLJVGSMAI6TI),V,5573544314386514856
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Steel/Serene Blue/Lead, 12 X-Wide",,,,,$242.28,$250.65,,,,B096N7CB1L,195907624500,195907624500,B096NKPSY5,New Balance,,,V,5580821344944984227
"New Balance Women's Fresh Foam X 880 V12 Running Shoe, Vibrant Pink/Vibrant Apricot/Night Sky, 7.5",,,,,,$260.84,,,,B09S1F427T,195907556436,195907556436,B0CMPKR5DT,New Balance,,,V,5585180768110436764
"New Balance Men's Fresh Foam 3000 V6 Turf-Trainer Baseball Shoe, Royal Blue/White, 11.5",,,,,$115.99,$150.35,,,,B09YGM9QHV,196307401197,196307401197,B09YC4NTX7,New Balance,,,V,5586789456632132031
"New Balance Men's BB550 Sneaker, White/Team Forest Green, 6.5 Medium US",,,,,,$200.00,,,,B0BHNCSTZH,195173942544,195173942544,B0C6YB46KZ,New Balance,,,V,5592108615872187962
"New Balance Women's 410 V7 Trail Running Shoe, Ocean Grey/Outerspace/Vivid Coral, 11",,,,,$62.04,$116.88,,,,B088P9BS26,195173052229,195173052229,B08P38S66Q,New Balance,,,V,5603278123727146178
"New Balance Women's 997H V1 Sneaker, Nb Navy/Scorpio, 10",,,,,$111.93,$138.09,,,,B0BJ7FTWCR,196941005768,196941005768,B07RYL5ZXM,New Balance,,,V,5607666318343709303
"Cole Haan Men's Grandpro Topspin Sneaker Loafer, Black/Silver Birch, 8",,,$134.10,,$128.10,$250.06,,,,B0BQ5WS6M7,196414085310,196414085310,B08X3PZWSV,Cole Haan,,3rd Party (A17L2J3C9PJDZ),V,5608626791224890816
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, White/Blue Chill, 9 W",,,,,,$266.21,,,,B096WJQGRY,195481466053,195481466053,B0B9BRT7LY,New Balance,,,V,5626308931015423824
New Balance Kids 480 V1 Lace-up Sneaker,,,,,$123.29,$125.29,,,,B0BJ7B4J6W,196941281414,196941281414,B0CZ48325Y,New Balance,,,V,5627721738399188476
Rouge Essentiel Silky Crème Lipstick 285 Plum Fatale,113816,130523,,,,$55.94,$55.94,-,,B07QBCQDFX,7.36E+11,736150168368,B0B7PPYCQF,Laura Mercier,no,,V,5628833639167954160
"Cole Haan Women's Piper Mule, Mtllc Linen Raffia, 9",,,,,$118.20,$181.46,,,,B0994ZNXBB,194736810283,194736810283,B0CXHT356C,Cole Haan,,,V,5629696650616550056
New Balance mens 680 V7 Running Shoe 8.5 Marine Blue/Night Sky/Hot Marigold,,,,,$89.99,$126.99,,,,B0BHJNTQFJ,196652965399,196652965399,B0CLRSJN3V,New Balance,,,V,5631827626861101500
"New Balance Men's 411 V1 Training Shoe, White/Silver Mink, 16 X-Wide",,,$70.00,,$70.00,$87.88,,,,B07PGNSP78,193684164011,193684164011,B089XCM1R8,New Balance,,3rd Party (ALNXDINFJN088),V,5637337953188515355
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Black, 6 M US",,,,,$99.80,$172.78,,,,B08KGZJXZ4,195481453626,195481453626,B0CYTGGWFJ,New Balance,,,V,5640698742393944078
"New Balance Women's 237 V1 Classic Sneaker, Black/Bleach Blue, 6",,,,,$159.68,$159.68,,,,B096NKH22N,195907763476,195907763476,B0CZ9YXRM4,New Balance,,,V,56511615351968322
"Cole Haan Women's Grandpro Topspin Sneaker, Black/Ivory/Cyber Yellow, 11",,,,,$241.76,$263.47,,,,B08X3FM9ZR,194736386337,194736386337,B0CZTP76Z9,Cole Haan,,,V,5657923921940787924
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Black, 7.5 W US",,,,,$105.05,$139.88,,,,B08KH22V24,195481453794,195481453794,B0CYTGGWFJ,New Balance,,,V,5663783435382081205
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/White, 13",,,$68.84,,$53.89,$84.99,,,,B0BHK9SRGW,196652951132,196652951132,B096PR9JCT,New Balance,,3rd Party (A3DT0VMUKYR74A),V,5671470168245644638
"Cole Haan mens 2.zerogrand Stitchlite Oxford, Ironstone/Magnet/Optic White, 16 US",,,,,,$200.00,,,,B07DRR6MCY,190595874695,190595874695,B0CT44L17V,Cole Haan,,,V,5686345068883915497
"New Balance Mens Fresh Foam Running Shoes, 880V11, Sulphur Yellow/DEEP Ocean Grey, 9",,,,,$152.04,$169.75,,,,B093ZS1P8G,195481416539,195481416539,B08T5QPWY7,New Balance,,,V,5689424020954128799
"New Balance Women's Fresh Foam X Hierro V7 Trail Running Shoe, Eclipse/Natural Indigo/Electric Teal, 7",,,$139.95,,$139.95,$213.35,,,,B09K4VZYBJ,196307335911,196307335911,B0CLP2D65F,New Balance,,3rd Party (A1Q1PHSVIGZBP8),V,5698521194664425166
"Steve Madden Women's Lando Loafer, Black Leather Fur, 6",,,,,$109.95,$152.14,,,,B0BLD55FZ6,196829686911,196829686911,B0BHXZWPBV,Steve Madden,,,V,5700472502522030241
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9.5",,,$115.67,,$107.72,$130.59,,,,B07YZRSRW9,194182875058,194182875058,B093XKL7WZ,New Balance,,3rd Party (AF4GO035LHAA2),V,5715486793933128201
"New Balance Men's FuelCell 4040 V6 Metal Baseball Shoe, Team Royal/White, 14",,,$59.99,,$59.99,$185.83,,,,B08PCBWYW5,195481143633,195481143633,B0CLDBYVSX,New Balance,,3rd Party (AKK8DX6PNBJ64),V,5719059538001165661
"New Balance Men's Fresh Foam X 1080 V13 Running Shoe, Black/Blacktop, 9",,,,,$203.34,$292.32,,,,B0BJ7MWDC8,196941074771,196941074771,B0CP2HJMSZ,New Balance,,,V,5721351656539066308
"Tory Burch Women's Minnie Travel Ballet Flats, Meadowsweet, Pink, 7.5 Medium US",94141,108988,$210.00,1,$210.00,$248.00,$208.39,-,2,B0B1H4T8BC,1.96E+11,196133510087,B079B6XLCR,Tory Burch,no,,V,57258086340340206
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Ice Blue/Night Sky/Pink Moon, 8",,,,,$76.74,$109.68,,,,B0BHKN7DHC,196652984970,196652984970,B0CLVR2J3M,New Balance,,,V,5729397507822517433
"THE NORTH FACE Montana Ski Mitten - Men's Military Olive/Tea Green, XL",2539000,3398206,,,$107.28,$126.40,$107.28,ANZYNJW9IIF9C,1,B09TPTSTTQ,1.96E+11,196013453893,,THE NORTH FACE,yes,,V,5732483675067198876
"New Balance Men's Fresh Foam X 1080 V13 Running Shoe, Timberwolf/Reflection, 11.5",,,,,$203.34,$205.73,,,,B0BJ7M4K29,196941076775,196941076775,B0CP2HJMSZ,New Balance,,,V,5740471901283878209
"New Balance Men's Fresh Foam X More V4 Running Shoe, Cobalt/Black 7 EE - Wide",,,,,,$254.92,,,,B0B8X8Q3TZ,196307418041,196307418041,B0CZS3SHBH,New Balance,,,V,5750632616175977590
"New Balance Women's Fresh Foam X Hierro V7 Trail Running Shoe, Golden Hour/Moon Shadow/Red Clay, 10",,,,,,$195.33,,,,B096NFRPLS,195907574850,195907574850,B0CLP2D65F,New Balance,,,V,575974333468596134
"New Balance Women's Made in US 990 V5 Sneaker, Grey/Castlerock, 7",,,,,$324.99,$343.82,,,,B0791WM673,192662149248,192662149248,B08986L1PD,New Balance,,,V,5759921393228567488
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Garnet/Pink Glo, 7.5 XW",,,,,$175.79,$239.85,,,,B096WKGY5G,195481447366,195481447366,B0B8THVT7V,New Balance,,,V,5763820797894303675
"New Balance Women's Fresh Foam X 860 V13, White/Light Gold Metallic/Grapefruit, 11.5 Wide",,,,,$236.69,$236.69,,,,B0BB36J3PC,196432328710,196432328710,B0CYY2LT69,New Balance,,,V,5777047020057608036
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Timberwolf/Turtledove/Mindful Grey, 12.5",,,,,$219.06,$221.06,,,,B09YBY7R1T,196432358380,196432358380,B096NKPSY5,New Balance,,,V,5781639446829419242
"THE NORTH FACE Men's Sprag 5-Pocket Pant, Meld Grey, 36 Long",140325,122957,,,$96.21,$110.85,$96.21,ANZYNJW9IIF9C,1,B09K95KF4S,7.72E+11,772204978774,B078Z3G1QK,THE NORTH FACE,no,,V,5784261840890686252
New Balance Men's Fresh Foam X 880v13 Running Shoe Phantom/Black Metallic/White 10.5 Wide,,,,,$196.39,$198.39,,,,B0BT2X8P2V,196432355686,196432355686,B0CZS6X6B3,New Balance,,,V,5786431163406668907
"New Balance Women's 520 V7 Running Shoe, Purple/Multi, 9.5",,,$75.44,,$75.44,$101.97,,,,B093QWQ9YT,195907693315,195907693315,B09TV444CJ,New Balance,,3rd Party (AKO29ZEZHEGNU),V,5791796739195360227
"New Balance Men's 412 V1 Alloy Toe Industrial Shoe, Team Navy/Team Orange, 8.5 X-Wide",,,,,$168.01,$168.01,,,,B07RLCY6T8,194182194968,194182194968,B07DK59SWN,New Balance,,,V,5797112108971946709
"New Balance Women's Fresh Foam X 880v13 Running Shoe, Blacktop/Black Metallic/Black, 10",,,,,,$139.99,,,,B0BSVGLNGD,196432448913,196432448913,B0D1YPV4XM,New Balance,,,V,5797670265721011321
New Balance WL574+ White/Grey Matter 6.5 B (M),,,,,$198.39,$198.39,,,,B0C7WL31QK,196941300115,196941300115,B0BQ1QYRV1,New Balance,,,V,5806684799055826594
"COLE HAAN Women's 2.Zerogrand Stitchlite Oxford, Ironstone Knit-Tropical Peach, 5",,,$54.97,,$54.97,$150.00,,,,B07951V315,190595786981,190595786981,B0CTFJ84FJ,Cole Haan,,3rd Party (AG670YE9WDQRF),V,581292442141013809
"New Balance Men's FuelCell 4040 V6 Metal Baseball Shoe, Black/Pebble/Bison, 8 Wide",,,,,$119.47,$154.41,,,,B094YRXZT5,195907086117,195907086117,B0CLDBYVSX,New Balance,,,V,5814971459223252466
"New Balance Men's Fresh Foam 3000 V6 Turf-Trainer Baseball Shoe, Royal Blue/White, 6.5",,,,,$115.99,$168.09,,,,B09YGFY1D8,196307401098,196307401098,B09YC4NTX7,New Balance,,,V,5820336187413609860
"New Balance Men's Fresh Foam X Hierro V7 Running Shoe, Nb Navy/Black/Bright Lapis, 13 Wide",,,$139.95,,$139.25,$139.99,,,,B09YBPVC29,196432384624,196432384624,B0CLDCBKLP,New Balance,,3rd Party (A1Q1PHSVIGZBP8),V,5829774154244471245
"Tory Burch Women's Roxanne Jelly Sandals Ivory Gold Shoes (us_footwear_size_system, adult, women, numeric, medium, numeric_6)",334474,533146,,,$219.04,$225.69,$219.04,ANZYNJW9IIF9C,1,B0BR18VLCC,1.96E+11,196133571897,B0CV6W3ZSY,Tory Burch,no,,V,5833996316147576213
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, White/Black, 12",,,,,,$198.65,,,,B09K4T847W,196307488013,196307488013,B096NKPSY5,New Balance,,,V,5837961096752210361
"New Balance Men's 515 V3 Sneaker, Castlerock/Raincloud/True Red, 11",,,$64.99,,$64.99,$74.99,,,,B0BHKVK6MQ,196941326863,196941326863,B08YXQNDVB,New Balance,,3rd Party (APMVYK5AMZ4PX),V,5841752628966628929
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, Irish Coffee/Natural Tan/Birch, 9.5",,,$164.95,,$164.95,$166.95,,,,B0BPWK8L58,196414265651,196414265651,B07X2VXQ63,Cole Haan,,3rd Party (A1C6SHUL08OHRJ),V,5844897270762304922
"New Balance 1010 - Tiago Lemos White/Green US Men's 13, Women's 14.5 Medium",,,,,$164.57,$164.57,,,,B0B318KV8Z,196307075152,196307075152,B08BBCXH47,New Balance,,,V,5853868513866427445
"New Balance Women's 237 V1 Sneaker, Driftwood/Granite, 9.5",,,,,$99.97,$148.44,,,,B0BJ7JL6DG,196941330990,196941330990,B0CZ9YXRM4,New Balance,,,V,5856721201580372772
"New Balance Men's 200 V1 Slide Sandal, Navy/Navy, 14",,,,,$47.88,$47.88,,,,B07DVHJNBG,192983407584,192983407584,B09QSNR38P,New Balance,,,V,5865328040351695402
"New Balance Boy's 990 V6 Lace-up Sneaker, Grey/Silver, 5 Big Kid",,,$129.99,,$129.99,$228.59,,,,B096NNGZ1D,195907469552,195907469552,B096NZ1RYW,New Balance,,Amazon,V,5868365424426749128
