Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Box Seller,Black_list,PID
"New Balance Men's FuelCell Propel V4 Running Shoe, White/Marine Blue/Thirty Watt, 13",,,,,$107.72,$109.95,,,,B0BJ7DHMFZ,196652861325,196652861325,B09YBHQ6MC,New Balance,,,V,14608741649935730737
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Vibrant Orange/Spring Tide/Vibrant Apricot, 7.5",,,$112.24,,$104.29,$159.99,,,,B096NFBCKW,195907629949,195907629949,B096NKPSY5,New Balance,,3rd Party (AF4GO035LHAA2),V,14610388804905829138
"New Balance FuelCell V7 Youth Turf-Trainer Baseball Shoe, Team Red/Optic White, 6.5 US Unisex Big Kid",,,$69.95,,$69.95,$69.99,,,,B0C3521LRB,196941410531,196941410531,B0BJ82GQY6,New Balance,,3rd Party (ALLJVGSMAI6TI),V,14610419824489832810
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, White/Vibrant Apricot/Vibrant Orange, 8.5",,,$134.33,,$134.33,$239.77,,,,B09RT1TKN5,195907618455,195907618455,B0B9BRT7LY,New Balance,,3rd Party (A17YS63QP15EX2),V,14637083360780000304
"New Balance Women's Fresh Foam X 1080v12, Violet Shadow, 8 M",,,,,$199.03,$199.03,,,,B0BQLNZQ5W,196307345347,196307345347,B096NKR8NM,New Balance,,,V,14641579534181524172
"New Balance Women's DynaSoft NB Nergize Mule V3 Cross Trainer, Rose Water/Sea Salt/Black, 9",,,,,$92.00,$92.99,,,,B099TR49KZ,196071871165,196071871165,B0CLK1HH3R,New Balance,,,V,14649173125368552459
"Steve Madden Women's Grace Flat Sandal, Rose Gold, 5.5 M US",,,$40.36,,$40.36,$62.98,,,,B01MR9RRVL,661812520379,661812520379,B08815LZQS,Steve Madden,,3rd Party (A3V17JP5RCORRR),V,14649836833010768082
"New Balance Women's Fresh Foam 880 V13 Running Shoe, White, 6 X-Wide",,,,,,$139.95,,,,B0BSVFFC2X,196432449972,196432449972,B0CTWDCB5Y,New Balance,,,V,14651972170465793699
"New Balance Women's 340 V1 Flip Flop, Black/Magnet, 11",,,,,,$55.94,,,,B07PL1HVYD,193684242597,193684242597,B08XYXPMFG,New Balance,,,V,14660781523860163395
"Cole Haan Men's Grand ATLANTC Oxford, Quiet Shade/Sleet Knit, 13 Wide",,,,,$158.03,$158.03,,,,B09NZGS35B,194736895587,194736895587,B09NZSS1PD,Cole Haan,,,V,14662445952847270398
"New Balance Women's 840 V5 Running Shoe, Cyclone/Eclipse/Magenta Pop, 9 Wide",,,,,$142.95,$252.90,,,,B096N79XZX,196071083483,196071083483,B08PDDRL4X,New Balance,,,V,14693729257553942279
"Steve Madden Women's Travel Flat Sandal, Black Pearl, 6",,,$39.95,,$39.95,$79.95,,,,B0932VYG7Z,195945403716,195945403716,B0856L7S4J,Steve Madden,,3rd Party (A1G9RBEK6CB71F),V,14701247244499152376
"Steve Madden Women's Possession Sneaker, Blush Rhinestone, 8",,,$99.95,,$99.95,$109.99,,,,B0B99HHM1Q,196829103364,196829103364,B0CFG8SG2Z,Steve Madden,,3rd Party (A1G9RBEK6CB71F),V,14719406763271091428
"New Balance Men's 515 V3 Sneaker, Magnet/Black/Vintage Teal, 9",,,,,$119.00,$119.00,,,,B0BJ7LQQPB,196941315300,196941315300,B08YXQNDVB,New Balance,,,V,14720783041486838026
"New Balance Men's 574 Core Sneaker, Black/White, 14",,,,,$116.47,$154.99,,,,B093QHTC6K,195907803370,195907803370,B08BN9V242,New Balance,,,V,14722344257755339361
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Light Aluminum, 11.5 M US",,,,,$98.99,$174.24,,,,B07RK1Y388,193684935864,193684935864,B096PR9JCT,New Balance,,,V,14730144093629609925
"New Balance Men's 237 V1 Sneaker, Sea Salt/Black, 8.5",,,,,$116.00,$138.49,,,,B09K4RVYLR,196307629454,196307629454,B0BHMR9X78,New Balance,,,V,14730339679439525138
"New Balance Women's Fresh Foam X 860 V13, White/Light Aluminum/Light Gold Metallic, 7",,,,,$234.62,$243.85,,,,B0BB3869KC,196307624923,196307624923,B0CYY2LT69,New Balance,,,V,14736963152193890746
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Vibrant Orange/Spring Tide/Vibrant Apricot, 10",,,$159.95,,$159.95,$320.39,,,,B096NGL1SS,195907629994,195907629994,B096NKPSY5,New Balance,,3rd Party (A1KL6PLRNXUZAE),V,14739340933503342564
"THE NORTH FACE Antora Jacket - Men's TNF Black/Porcelain Green, L",2410862,1467404,,,$168.22,$197.62,$168.22,ANZYNJW9IIF9C,1,B09JTQHM7G,6.81E+11,680975942972,,THE NORTH FACE,no,,V,14740729623340409119
"New Balance Men's 574 Greens Golf Shoe, True Black, 16",,,,,$129.44,$155.04,,,,B09C13WXQN,889993230829,889993230829,B0CMQX4RYY,New Balance,,,V,14754357016955056014
"THE NORTH FACE Men's Larimer Lace II Shoe, TNF Black/Vintage Khaki, 10.5",925890,767908,,,$167.53,$224.46,$165.03,ANZYNJW9IIF9C,1,B0BTHNWNQ6,1.96E+11,196247608748,B0BZ8YPQR8,THE NORTH FACE,yes,,V,14763714357180602335
"New Balance 440 High White/Black US Men's 10.5, Women's 12 Medium",,,$89.95,,$79.95,$89.95,,,,B0C72HF4X4,196652858783,196652858783,B08RY1PNZY,New Balance,,3rd Party (A38GCZO1Y368HR),V,14770833290368430278
"Cole Haan Women's FINDRA Pool Slide Sandal, White, 7",,,$29.95,,$29.95,$75.88,,,,B09942CWY6,194736830656,194736830656,B0CLYRBBDV,Cole Haan,,3rd Party (AG670YE9WDQRF),V,14774463399757523246
"THE NORTH FACE Women's Aphrodite Motion Bermuda Short, Lunar Slate, X-Large Long",287815,366816,,,$62.43,$109.08,$74.12,ANZYNJW9IIF9C,1,B0BHLSZGWF,1.96E+11,196248606040,B08X68NFPM,THE NORTH FACE,no,,V,1477465406072553736
"New Balance Men's Fresh Foam X 3000 V6 Metal Baseball Shoe, White/Castlerock, 5 Wide",,,,,,$109.99,,,,B09YBHV3G1,196432317370,196432317370,B0CSK8299J,New Balance,,,V,14776647897007875655
"New Balance Women's 574+ Sneakers, Shadow Grey/Rain Cloud/White, 11 Medium US",,,,,$127.63,$130.01,,,,B0B4F4J76C,196432905539,196432905539,B0BQ1QYRV1,New Balance,,,V,14788249365318322209
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Heritage Blue/Hot Marigold, 11.5",,,,,,$106.10,,,,B09YH1D8BD,196432896585,196432896585,B09K52X9QR,New Balance,,,V,14788702258910202912
"New Balance Kid's Fresh Foam Roav V1 Lace-up Sneaker, Black/Light Aluminum, 12 Little Kid",,,,,$87.00,$108.84,,,,B07TXKHBVH,193684866359,193684866359,B0BPJ3HMYP,New Balance,,,V,14798701279909068144
"New Balance Women's 410 V7 Trail Running Shoe, Ocean Grey/Outerspace/Vivid Coral, 7 Wide",,,,,$65.31,$89.20,,,,B088P9XSGB,195173052274,195173052274,B08P38S66Q,New Balance,,,V,14798746273125509164
"New Balance Women's Fresh Foam X More V4 Running Shoe, Marine Blue/Cosmic Rose, 7.5",,,,,,$188.82,,,,B0BJ7LYW1L,196652788783,196652788783,B0CN3KT3CZ,New Balance,,,V,14808523063848509933
"Steve Madden Womens Irenee Pattern Dress Sandals Beige 6.5 Medium (B,M)",,,$39.79,,$27.99,$90.25,,,,B09QCMD6GQ,196361114866,196361114866,B0CS3ZGJ4V,Steve Madden,,3rd Party (A24V851RG6UNB7),V,14822578660157257030
"New Balance mens Fresh Foam Contend Golf Shoe, Black/Grey, 9 X-Wide US",,,,,,$99.99,,,,B09C14KSWR,889993228079,889993228079,B09C1GLJHH,New Balance,,,V,1482645407432043895
"New Balance Men's Made in US 990 V5 Sneaker, Navy/Silver, 13",,,,,$319.96,$406.00,,,,B07C7SJV35,192662911258,192662911258,B07H2T76RK,New Balance,,,V,14828338470067523937
"New Balance Men's Fresh Foam 1080 V11 Running Shoe, Cyclone/Virtual Sky, 12",60899,61000,,,$213.81,$223.68,$187.23,ANZYNJW9IIF9C,1,B08BNJKTYX,1.95E+11,194768790218,B07RMK42HW,New Balance,no,,V,14840727736482778029
"New Balance Men's 574 Greens Golf Shoe, Grey/White, 11.5",,,,,$93.25,$160.19,,,,B09C156RY5,889993231185,889993231185,B0CMQX4RYY,New Balance,,,V,14845998517012386010
"New Balance Men's Fresh Foam X Hierro Mid GTX V1 Trail Running Shoe, Vintage Indigo/NB Navy/Heritage Blue, 10.5 Wide",,,,,,$159.99,,,,B09YBHW1J1,196432393244,196432393244,B09K54HHYK,New Balance,,,V,14848732454198268146
"New Balance Men's 410v8 Trail Running Shoe, Nb Navy/Arctic Grey/Nb Navy, 12 X-Wide",,,$64.95,,$64.95,$138.26,,,,B0CCF66BWQ,197376003688,197376003688,B0BJ84GK32,New Balance,,3rd Party (A1BNXE6U3W2NOH),V,14850027523579441984
"New Balance Men's 410 V8 Trail Running Shoe, Blacktop/Marine Blue/Shadow Grey, 14",,,,,$59.95,$59.95,,,,B0BHJMZGL3,196941163031,196941163031,B0BJ84GK32,New Balance,,,V,14871516358291156555
"New Balance Men's Fresh Foam X Hierro V7 Running Shoe, Purple, 10",,,$139.95,,$139.95,$139.95,,,,B09XK5FFRY,195907622933,195907622933,B0CLDCBKLP,New Balance,,3rd Party (A1Q1PHSVIGZBP8),V,14873046065089687269
"New Balance Women's Fresh Foam Arishi V3 Running Shoe, Black/Orca/Silver, 12",,,$69.95,,$69.95,$140.28,,,,B07RMN4BWH,194182180176,194182180176,B07RGTWRYX,New Balance,,3rd Party (A1Q1PHSVIGZBP8),V,14874791418618382535
"New Balance Men's Dynasoft Nitrel V5 Trail Running Shoe, Timberwolf/Pixel Green, 9.5 X-Wide",,,,,$118.00,$129.44,,,,B09H3PRGDP,196307557092,196307557092,B0BYT5397L,New Balance,,,V,14878212105230863246
"New Balance Women's 515 V3 Sneaker, Black/Mahogany, 7",,,$74.99,,$74.99,$107.99,,,,B0BHL4GT9R,196941332604,196941332604,B0B5NR1Z2V,New Balance,,3rd Party (APMVYK5AMZ4PX),V,14882654602908974623
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11.5 X-Wide",,,,,,$99.99,,,,B08D114H3M,194768210518,194768210518,B093XKL7WZ,New Balance,,,V,14884928327849368785
"New Balance Men's Fresh Foam 1080 V11 Running Shoe, Velocity Red/Team Red, 10",,,,,$219.19,$251.36,,,,B08BNFMDG6,194768788383,194768788383,B07RMK42HW,New Balance,,,V,14895428436521546551
"Cole Haan Men's 2.Zerogrand Laser Wingtip Oxford Lined, City Skyline Nubuck/Ensign Blue/Ivory, 7",,,,,$171.73,$195.79,,,,B0BFCTSMW2,196414213232,196414213232,B073P9QBK3,Cole Haan,,,V,14897805341039008642
"New Balance Men's 520 V7 Running Shoe, Black/Red, 11",,,,,$84.99,$144.01,,,,B08MWSPNY3,195481258986,195481258986,B087VDKJTZ,New Balance,,,V,14899421890582409067
"Steve Madden Women's Dina Flat Sandal (White/Leather, us_footwear_size_system, adult, women, numeric, medium, numeric_11)",,,,,$117.27,$133.87,,,,B07MXL5KFZ,824095105873,824095105873,B0B2HSX8BT,Steve Madden,,,V,1490197764269194801
"New Balance Women's Fresh Foam X 860 V13, White/Light Aluminum/Light Gold Metallic, 8 X-Wide",,,,,,$243.85,,,,B0BB35ZG8K,196307625432,196307625432,B0CYY2LT69,New Balance,,,V,14914395772639525526
"Cole Haan Men's Grand+ Crosscourt Sneaker, British TAN Leather/Ivory, 10.5",,,,,$124.58,$147.71,,,,B09NZ7K9JQ,194736916695,194736916695,B09NZSTWQF,Cole Haan,,,V,14917000964662927504
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 8 Wide",,,,,,$84.99,,,,B09XRD6W7P,196432835416,196432835416,B096PR9JCT,New Balance,,,V,14917845631491409897
"New Balance Men's 410 V8 Trail Running Shoe, Phantom/Black/Castlerock, 12 X-Wide",,,,,$86.87,$95.11,,,,B0BHKLVLRY,196941163789,196941163789,B0BJ84GK32,New Balance,,,V,14919840012723625305
"New Balance Women's Fresh Foam X 860 V13, White/Light Aluminum/Light Gold Metallic, 12 Wide",,,,,$243.85,$243.85,,,,B0BB36RYF2,196307625180,196307625180,B0CYY2LT69,New Balance,,,V,14935375252742952655
"Tory Burch Women's Miller Soft Sandals, Hot Pink, 7 Medium US",3360132,2964313,,,,$329.92,$265.94,-,,B0BB849X22,1.96E+11,196133529041,,Tory Burch,no,,V,14938203434250473025
"New Balance Women's Dynasoft Nergize V3 Cross Trainer, Black/White, 8 Wide",,,,,$69.95,$69.95,,,,B093R1JVB5,195907586174,195907586174,B0BKM7P9Z4,New Balance,,,V,14950430832711518815
"New Balance Men's Fresh Foam X More V4 Running Shoe, Nb Navy/Cosmic Pineapple/Heritage Blue, 11 Wide",,,,,,$152.92,,,,B09ZPSBTCX,196432340132,196432340132,B0CZS3SHBH,New Balance,,,V,14959277600511505356
"Cole Haan Women's Grandpro TopSpin Sneaker, Irish Coffee Nubuck, 10",,,,,,$234.99,,,,B0BQ1DRXSX,196414286175,196414286175,B0CZTP76Z9,Cole Haan,,,V,14970633303406111654
"New Balance Men's Dynasoft Nitrel V5 Trail Running Shoe, Cayenne/Black/Hot Marigold, 9.5",,,,,$119.00,$119.00,,,,B0BHKQ1RL6,196941136141,196941136141,B0BYT5397L,New Balance,,,V,14974719388205163436
New Balance Men's Fresh Foam X 880v13 Running Shoe Phantom/Black Metallic/White 14 Narrow,,,,,$181.40,$250.65,,,,B0BT2YM9XF,196432355419,196432355419,B0CZS6X6B3,New Balance,,,V,14979064226962989056
New Balance Men's Fresh Foam X 880v13 Running Shoe Phantom/Black Metallic/White 11 X-Wide,,,,,$176.79,$243.85,,,,B0BT35QTT2,196432355853,196432355853,,New Balance,,,V,14980804849740739126
"Steve Madden Women's Leopold Chelsea Boot, Chestnut Suede, 11",,,$91.65,,$77.99,$234.00,,,,B0961BRPQG,195945600573,195945600573,B096MHWGXN,Steve Madden,,3rd Party (A24V851RG6UNB7),V,1499545846049038061
"THE NORTH FACE Women's Base Camp Mini II Flip-Flop, TNF Black/TNF White, 9",117966,182238,$35.00,2,$35.00,$99.84,$45.99,A37PG8R93TO044,4,B07VL5DZC8,6.81E+11,680975411508,B084N52DSQ,THE NORTH FACE,no,,V,14998686038644383132
"Steve Madden Women's Partay Heeled Sandal, Black, 6.5",,,,,$137.71,$183.18,,,,B0C9F4WXT9,197369242759,197369242759,B0CFG6XYW4,Steve Madden,,,V,15021926237158664901
Steve Madden Lasso Boot Black Multi 1 5.5 M,,,,,$249.70,$333.98,,,,B0BHHTW691,196361802350,196361802350,B09M7YQS44,Steve Madden,,,V,15022890632698460887
"New Balance Women's Fresh Foam 880v11, Black/Black, 8 Medium",148983,141160,,,,$273.15,$191.75,-,,B08RXVLCW2,1.95E+11,194768663079,B08RY22ZM1,New Balance,no,,V,1502301559085117954
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/Serene Blue/Vibrant Orange, 15",,,,,$99.99,$125.56,,,,B09K4SNNVG,196307847728,196307847728,B096PR9JCT,New Balance,,,V,15023876330141531861
"New Balance Men's Fresh Foam Roav V1 Sneaker, Lead/Light Aluminum, 15 M US",,,,,$101.13,$144.00,,,,B07RFVZ2CV,193684934508,193684934508,B096PR9JCT,New Balance,,,V,1502936575278769891
Mens New Balance Fresh Foam X 1080v12,,,,,,$276.57,,,,B0B5X6FYVT,196307488662,196307488662,B096NKPSY5,New Balance,,,V,15034339636126671433
"New Balance Boy's 574 V1 Familiar Ground Lace-Up Sneaker, Mercury Blue/White, 6 Big Kid",,,$74.48,,$59.53,$74.99,,,,B0BJ78XPFQ,196941235615,196941235615,B09ZVGQVZ3,New Balance,,3rd Party (A3DT0VMUKYR74A),V,15035149840204831875
"New Balance Women's Fresh Foam X 880 V13, Stone Pink/Hazy Rose/Black Metallic",,,,,$183.18,$183.18,,,,B0BRKP9QBF,196432349319,196432349319,B0D1YPV4XM,New Balance,,,V,1504732553188439544
"New Balance 4040 V7 Rubber-Molded Baseball Shoe, Team Red/Optic White, 1 US Unisex Little Kid",,,,,$49.95,$49.95,,,,B0C34CSB3B,196941412689,196941412689,B0BJ83MLFN,New Balance,,,V,15051913005156449842
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 10.5 Wide",,,,,,$127.06,,,,B09XRG329X,196432835461,196432835461,B096PR9JCT,New Balance,,,V,1505232020588206657
"Cole Haan Men's Wyatt Penny Driver Driving Style Loafer, British TAN,12",,,,,,$203.93,,,,B07TTDT8PV,192004677132,192004677132,B07TVFGDCW,Cole Haan,,,V,15059074344736025458
"New Balance Women's Fresh Foam X 860 V13 Running Shoes, Black/Lead, 8 X-Wide",45451,219611,$139.95,3,$139.95,$243.85,$238.95,AUZHYMZYT39ZN,1,B0BB36Z8FY,1.96E+11,196307624138,B0CYY2LT69,New Balance,yes,,V,15062388058408591427
"New Balance Men's 574 Core Sneaker, Black/Black, 11",,,,,$100.00,$234.00,,,,B093QN6TFC,195907808580,195907808580,B08BN9V242,New Balance,,,V,15069184493501217902
"New Balance Women's Fresh Foam X Lav V2 Hard Court Tennis Shoe, Cosmic Pineapple/Cosmic Rose, 6.5",138487,136897,,,,$202.72,$202.72,-,,B09YGN2ZZ8,1.96E+11,196432941469,B08M2WXFGG,New Balance,yes,,V,15075920958794074364
"New Balance Men's 1540 V3 Running Shoe, Burgundy/Grey, 8",,,,,$306.98,$339.92,,,,B07RJ53V2T,193684556731,193684556731,B07SBTGNWK,New Balance,,,V,15082215589136230468
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Crimson/White/Silver Metallic, 8.5",,,$61.90,,$61.90,$102.49,,,,B09H3NCPD8,196307411196,196307411196,B09K52X9QR,New Balance,,3rd Party (ASH9FM32UP0PI),V,15083504657814706328
"New Balance Boy's 574 Core Lace-Up Sneaker, Grey/White, 6.5 Big Kid",,,,,$90.00,$135.94,,,,B093X4BS8R,196071020884,196071020884,B093F9MFKW,New Balance,,,V,15131004749646762375
"Steve Madden Women's Campo Sneaker, White/Grey, 8",,,,,,$89.95,,,,B0C44345JV,196829819647,196829819647,B0BM6F9MLG,Steve Madden,,,V,15135397484734478057
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Sulphur Yellow/Ocean Grey, 11 M",,,,,,$243.22,,,,B096WR1R3Z,195481438968,195481438968,B0B9BRT7LY,New Balance,,,V,15141232094074337463
"New Balance Women's Fresh Foam X 860 V13, Bright Lapis/Bright Mint/Starlight, 12",,,,,,$243.86,,,,B0BB3PGRDK,196307626972,196307626972,B0CYY2LT69,New Balance,,,V,15150981181405358818
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, Warm Stucco/Pearl Blue/Pristine, 14 Wide",,,,,,$284.58,,,,B09RVXGP2J,194736783860,194736783860,B07X2VXQ63,Cole Haan,,,V,15153082711464623288
"New Balance Boy's 237 V1 Lace Up Sneaker, Black/Moonbeam, 6 Wide Big Kid",,,,,$69.63,$109.09,,,,B096NHXTWX,195907465677,195907465677,B0CVMWWZXS,New Balance,,,V,15161666149489323942
"Cole Haan Men's Grand Evolution Shortwing Oxford, Black/Ivory, 11 Medium US",,,$149.99,,$149.99,$250.00,,,,B071D28BDJ,190595444652,190595444652,B0743YH6ZP,Cole Haan,,3rd Party (ADRHGNAK5VWYB),V,15175062550785158606
Cole Haan Grandpro Rally Laser Cut Sneaker Truffle/Syrah 13 W - Wide,,,,,$212.89,$259.83,,,,B0BR29HZ5M,196414139877,196414139877,B07X2VXQ63,Cole Haan,,,V,15179674556257334337
"New Balance Men's 300 V3 Court Sneaker, White/Navy, 13",,,,,$123.00,$129.00,,,,B096NJL5L5,195907726013,195907726013,B096NXMWPP,New Balance,,,V,15181155035682223310
"New Balance Women's 410 V8 Trail Running Shoe, Black/Bright Cyan/HI-Pink, 8 Wide",,,$64.95,,$64.95,$105.35,,,,B0BN6XK5M5,196941220079,196941220079,B0BJ8335ZM,New Balance,,3rd Party (A1BNXE6U3W2NOH),V,15184827086375853549
"New Balance Men's Dynasoft Nitrel V5 Trail Running Shoe, Timberwolf/Pixel Green, 8.5",,,,,$118.00,$118.00,,,,B09H3N5ZSG,196307556781,196307556781,B0BYT5397L,New Balance,,,V,15190878963519877279
"New Balance Men's 574 Core Sneaker, Black/White, 11.5 X-Wide",,,,,,$187.18,,,,B093QK847B,195907803769,195907803769,B08BN9V242,New Balance,,,V,15191848686578641953
"Cole Haan Men's GO-to Wing Oxford, Tornado Nubuck/Black/Angora, 12",,,$149.95,,$149.95,$149.95,,,,B0BPXN9VLY,196414261349,196414261349,B08SRDDRJL,Cole Haan,,3rd Party (A1FSRRYB5HU74W),V,15194800608957719643
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Blue/Light Mango, 11 W",,,$139.95,,$139.95,$273.08,,,,B096WK5XKV,195481449704,195481449704,B0B8THVT7V,New Balance,,3rd Party (A20O9LUC2WFY7S),V,15200833817268076056
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Blue/Helium, 8.5 XW",,,,,,$243.22,,,,B096WKWVDR,195481442491,195481442491,B0B9BRT7LY,New Balance,,,V,15202296402025028137
"Cole Haan Men's Grand+ Dress Wing Tip Oxford, Black Waterproof, 11.5 Wide",,,,,$164.30,$171.84,,,,B0BQ5J8QCK,196414148299,196414148299,B0BQ5LB6YJ,Cole Haan,,,V,15206539512295892364
"Cole Haan Men's Grand+ Crosscourt Sneaker, Black Leather/TAN Suede, 9.5",,,$74.95,,$74.95,$130.74,,,,B09NZL1Y9J,194736917760,194736917760,B09NZSTWQF,Cole Haan,,3rd Party (A1BNXE6U3W2NOH),V,15209017321898988558
"New Balance Men's Fresh Foam 880v11, Black/White, 9 Narrow",,,,,$228.51,$273.15,,,,B08QMWBCKL,194768622861,194768622861,B08T5QPWY7,New Balance,,,V,15228918850788369561
"New Balance Women's 460 V3 Running Shoe, Navy/Pink, 8 Wide",,,,,$109.00,$139.00,,,,B08PCFJGR4,194768981272,194768981272,B08PDD64YT,New Balance,,,V,15231140741888225409
"New Balance Women's Fresh Foam X 860 V13, White/Light Aluminum/Light Gold Metallic, 5.5 Wide",,,,,,$250.72,,,,B0BB36L91F,196307625050,196307625050,B0CYY2LT69,New Balance,,,V,15236173746740020952
"New Balance Boy's 480 V1 Lace-Up Sneaker, Marine Blue/White, 1 Little Kid",,,,,$135.80,$137.80,,,,B0BJ793W4F,196941271644,196941271644,B0CZ48325Y,New Balance,,,V,15238994017557052083
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Libra/Night Air/Night Sky, 6.5 Wide",,,,,$181.18,$236.21,,,,B09RSLVP8Y,195907579169,195907579169,B0B8THVT7V,New Balance,,,V,15243664305722367735
"New Balance Women's 840 V5 Running Shoe, Cyclone/Eclipse/Magenta Pop, 7 Wide",,,$142.88,,$142.88,$233.00,,,,B096N8QR7H,196071083445,196071083445,B08PDDRL4X,New Balance,,3rd Party (A20O9LUC2WFY7S),V,15247530806933888746
"New Balance Men's Made in US 990 V5 Sneaker, Black/Silver, 9 XX-Wide",,,,,$318.17,$335.35,,,,B07C7RXKCM,192662912866,192662912866,B07H2T76RK,New Balance,,,V,15248399670061858396
"New Balance Men's 813 V1 Hook and Loop Walking Shoe, White, 10",,,$99.20,,$86.26,$129.99,,,,B00O9YXONS,888546780187,888546780187,B0BZ5R6TFW,New Balance,,3rd Party (A24V851RG6UNB7),V,15250414822913858
"New Balance Women's 460 V3 Running Shoe, Navy/Pink, 6",,,,,$109.00,$139.00,,,,B08PCCSH9G,194768981111,194768981111,B08PDD64YT,New Balance,,,V,1525574695005852800
"Cole Haan Men's Grandpro Topspin Sneaker Loafer, British Tan/Egret, 11",,,,,$174.95,$234.99,,,,B0BQ5JTG6W,196414086218,196414086218,B08X3PZWSV,Cole Haan,,,V,15256305296020784881
"New Balance Women's Fresh Foam X Kaiha Road V1 Running Shoe, Black/Electric Indigo, 6",,,,,$133.00,$149.99,,,,B0BHKGMGNS,196941010434,196941010434,B0C62NZC3D,New Balance,,,V,15258413573823956230
"New Balance Women's Fresh Foam X 1080 V12 Running Shoe, Pink Haze/Lemonade, 9",,,$167.07,,$159.12,$280.00,,,,B096NJSTLY,196071066097,196071066097,B096NKR8NM,New Balance,,3rd Party (AF4GO035LHAA2),V,15261493690311585510
"New Balance Women's Fresh Foam Velo V3 Softball Shoe, Black/White, 7.5",,,$59.97,,$59.97,$177.10,,,,B09K4TKTV1,196307526357,196307526357,B0C7M19PFP,New Balance,,3rd Party (ATC7BN7K132K1),V,15263869593196498963
"Cole Haan Men's Grand+ Plain Toe Oxford, British TAN Leather/Ivory, 7",,,$94.97,,$94.97,$139.00,,,,B09NZC2G4V,194736915551,194736915551,B09NZ9GVFM,Cole Haan,,3rd Party (A2IM9PHK2JSLC3),V,15270266883354390904
"New Balance Girls Fresh Foam Roav V1 Lace-Up Running Shoe, Sea Salt/Turtledove/Daybreak, 4 Wide Big Kid",,,$64.99,,$55.00,$69.99,,,,B0BPN3BDCK,196941905006,196941905006,B0BPJ3HMYP,New Balance,,3rd Party (A3KIY9XAB84JHF),V,15271978371952332723
"New Balance 327 Mens Shoes (Black/Pink/Grey, us_Footwear_Size_System, Adult, Men, Numeric, Medium, Numeric_11)",,,$95.51,,$95.51,$119.00,,,,B0B6132GZK,195173957166,195173957166,B0C6YB46KZ,New Balance,,3rd Party (A2TVRE2CB5TELZ),V,15272211188654795405
Cole Haan GrandPro Tennis Sneaker Black 14 W - Wide,,,,,$168.00,$309.02,,,,B01DOBHBW6,190595048997,190595048997,B07NZ47YNS,Cole Haan,,,V,15275033999490716087
"New Balance Women's 840 V3 Walking Shoe, Black/White, 9 Wide",,,,,$182.99,$199.78,,,,B08PCCHK5H,195481089306,195481089306,B00V3N6SX6,New Balance,,,V,15280160802767932449
"Steve Madden Women's Lessa Heeled Sandal, Leopard Velvet, 9.5",,,,,$120.09,$121.09,,,,B09TD99LHF,196361874173,196361874173,B0CW1XQLJ7,Steve Madden,,,V,15287746039456816632
New Balance Fresh Foam Cruz v1 Reissue Team Away Grey/Angora 10 D - Wide,,,,,,$129.36,,,,B093ZRCB1D,194389003056,194389003056,B093ZZ5VC4,New Balance,,,V,15289372423076932267
"New Balance Men's 574 Core Sneakers, Grey Os2, 10.5",,,$151.87,,$151.87,$215.00,,,,B093X79DGP,195907841341,195907841341,B08BN9V242,New Balance,,3rd Party (A2R8PA1CNFJG6Y),V,1528994961043540577
"New Balance Men's DynaSoft Pro Run V2 Shoe, Steel/Titanium/Thirty Watt, 11.5 Wide",,,,,$106.00,$106.00,,,,B0BHKJZWL4,196652943045,196652943045,B0C62Q8K4D,New Balance,,,V,15309607233467569645
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, White Multi/Black, 7.5",,,,,,$159.99,,,,B096NJMQY5,196071063584,196071063584,B096NKPSY5,New Balance,,,V,15316780872769794972
"Cole Haan Men's, 2.ZER0GRAND Wingtip Oxford",,,$103.96,,$103.96,$129.95,,,,B0CJVCRPZH,196414252132,196414252132,B0CT44L17V,Cole Haan,,3rd Party (A1BNXE6U3W2NOH),V,153207034232160730
"New Balance Men's 481 V3 Running Shoe, Team Away Grey/Magnet/Black, 12",,,,,,$155.85,,,,B01MTQ8B6D,191264278592,191264278592,B01MU2XM13,New Balance,,,V,15324299775547999676
