Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Black_list,PID
Nike Boy's Air Max 270 (Big Kid) University Red/University Red/Black 5.5 Big Kid M,46354,36678,130,1,130,$280.00,$148.83,AURITBVDBH2KR,3,B084Z8NMVS,194274631425,194274631425,B0CPT7H8CH,Nike,no,V,3820207642663150669
nike Ja 1 Men's Basketball Shoes Guava Ice/Medium Soft Pink-White DR8785 802 - Size 14,76662,112455,166,2,158.05,$213.55,$169.33,AF4GO035LHAA2,3,B0CP755M5N,196969795528,196969795528,B0C32LVXSR,Nike,no,V,3818440001850730970
"Nike Dri-FIT UV Men's 9"" Golf Chino Shorts (as1, Numeric, Numeric_40, Regular, Regular, Dark Smoke Grey)",396213,1617878,54.72,1,47.69,$65.00,$41.24,A1XAJB9J3EEKC1,3,B08RXX6LHZ,194501250207,194501250207,B09VDCQS1J,Nike,no,V,3807898192385561331
"Nike Men's Air Max 270 React Geometric Abstract, White/Dynamic Yellow/Black/Bri, 10.5",90007,79330,175,1,175,$227.12,$175.00,A2OURK3PFHM3IH,1,B07WG3LRVS,193150877780,193150877780,B07VQGQVX5,Nike,no,V,3797054053458020164
Nike Womens WMNS Dunk Low DH4401 101 Blue Paisley - Size 8W,3378,3128,168.62,1,168.62,$499.99,$184.05,"A22KA9DUEESVVW, A2MMMNNJ6N8DJJ",7,B09VYS2R2Z,195866277366,195866277366,B0CPTC4924,Nike,no,V,3785065703399829419
"Nike Men's Basketball Shoes, Black White Volt, 6 US",1625064,1965506,160.57,5,151.58,$183.01,$160.75,A3A8U7NR8EYN0G,5,B0CRNM7LH7,196975682027,196975682027,B0CKZJY12X,Nike,no,V,377835853585600927
Jordan Youth Air 1 Low GS 553560 123 Royal Yellow - Size 7Y,161790,121168,258,3,258,$389.99,$259.95,AFW7WNX55N5K4,2,B08P3TGL8F,194493968814,194493968814,B0C6TVW8HN,Nike,no,V,3771049702183916933
"Nike Youth Air Jordan 1 Mid GS Very Berry, Black/Very Berry/White, 6.5Y",46095,43142,185,1,184.99,$318.59,$183.92,"A3L6Y4D1KK7Y8K, A2O4XN2BBGRDQ",6,B095LQ989K,195238858407,195238858407,B0CR45LZCC,Nike,no,V,3769701512157694812
Nike Air Force 1 LV8 (Big Kid) Black/Black/Iron Grey/White 6 Big Kid M,268983,345259,100.19,2,99.95,$139.95,$103.15,AURITBVDBH2KR,7,B0BG2QWJZ5,196149540054,196149540054,B0B2T77W91,Nike,no,V,3768771696885802360
"Nike Men's Air Jordan 1 Mid Sneaker,, College Grey/Light Bone-white, 9",12703,13434,231,5,230,$399.99,$232.59,ABHZBJ18XURE0,5,B09HCYHMDR,195243826439,195243826439,B0CPTHD1FB,Nike,no,V,3760534120122119139
"Nike Men's CI2955-100_44,5 Volleyball Shoes, White, Womens 10",269502,240317,105.5,1,100,$312.05,$109.60,A1YSV4FL7WKBZC,2,B08K18JFL5,193658112000,193658112000,B08NZTFFGD,Nike,no,V,3743387721588238912
"Nike Unisex-Child Star Runner 3 (TDV) Sneaker (8, Black/Pink, Numeric_8)",14066,12869,40,1,40,$59.99,$43.12,A351X1WHR4Z1VX,1,B098PDDJNZ,195239818370,195239818370,B0CD5WQTR9,Nike,no,V,3737133332863671734
Nike Mens Air Max 97 SE DH1085 700 Running Club - Size 10,42098,46682,189.95,2,189.95,$213.31,$189.95,AURITBVDBH2KR,3,B09HTR5LFY,195242110997,195242110997,B0CPTG7F2S,Nike,no,V,373300810636149105
"Nike Air Max 270 React GS Running Trainers Bq0103 Sneakers Shoes (UK 4 US 4.5Y EU 36.5, Particle Grey Lemon Venom 010)",90758,79751,134.99,2,126.04,$266.20,$133.99,AF4GO035LHAA2,2,B07ZTSRRKP,193654811785,193654811785,B07VQGQVX5,Nike,no,V,3725580202993485831
Nike Pitch Training Ball CU8034-720; Unisex Soccer Ball; CU8034-720_5; Yellow; 5 EU (UK),367668,438010,27.95,4,21.75,$85.09,$27.95,A1HD4681M7ESOD,5,B08X4M865X,194500856707,194500856707,B093PX44SD,Nike,no,V,3718843577437237429
Nike Air Max 270 React Eng (gs) Big Kids Casual Running Shoes Cd6870-401 Size 7,313287,253534,110,3,110,$299.95,$110.00,A2779W9KDOTC64,1,B086R7B7T3,193654821456,193654821456,B08MX7NHBB,Nike,no,V,3717430326340968393
"Nike Tempo Dri-Fit Women's Brief-Lined Running Shorts (as1, Alpha, m, Regular, Regular, Pinksicle/White)",3467,5578,44.44,60,39.95,$50.00,$43.79,A1459MH1HWD7UB,1,B0BVWQF5FS,196152350275,196152350275,B07HR5R13C,Nike,no,V,3712829632687085447
Nike Sportswear Tech Fleece Men's Jogger,36826,27483,69.95,2,69.95,$69.95,$69.95,AURITBVDBH2KR,1,B0CBGHKYKK,194953020939,194953020939,B0CPTHXQW9,Nike,no,V,3711584416207190947
Nike Womens Dunk Low WMNS DD1503 105 Green Glow - Size 8W,3357,3117,232,1,232,$658.85,$251.18,AFW7WNX55N5K4,5,B0944XNC15,194956811305,194956811305,B0CPTC4924,Nike,no,V,369488250217792192
"Nike Men's Air Max 270 React Shoes, White/Purple Nebula, 10.5",87213,77867,109.9,1,109,$343.45,$109.00,A1HGDLL7IC698Q,2,B086DSB39F,193659412444,193659412444,B07VQGQVX5,Nike,no,V,3694855770914689058
"Nike Men's Shoes, Multicolour Midnight Navy White Dark Obsidian, 8.5 US",218775,241232,104.99,8,104.99,$159.99,$104.99,A1RIIAX5ON26EB,1,B098P97BD3,195238316198,195238316198,B0BWRJ2V3T,Nike,no,V,3685423748452217985
"Nike Challenger Mens 7 Inch Running Short (L, Grey)",113492,135782,45,1,45,$98.44,$56.38,A2DNEU7O6ZSD57,2,B07FKDQYYF,826220743509,826220743509,B07PXF997T,Nike,no,V,3683855318314328522
"Nike HBR Men's Basketball Shorts (Small, Obsidian/White), Blueobsidian/White",225789,401353,39.99,2,39.99,$76.01,$42.73,A1MFGAL5KJKS94,2,B0B3KMNV1N,193656590695,193656590695,B07DKWZSWW,Nike,no,V,3683112006791806505
Nike Mens Dunk Low Retro Se DR9654 100 - Size 8,1966,3045,209,7,209,$299.95,$209.15,"AFW7WNX55N5K4, A69KCLBBJI5RK",6,B0B7B7X33F,196149456959,196149456959,B08RTG3RN9,Nike,no,V,3682480110324677007
"Nike Women's Winflo 8 Running Shoes, White/Black-Bright Crimson, 10 M US",313181,292939,85.55,7,85.55,$131.69,$85.06,A1H8MUERXJ8VLJ,4,B098P9KMWQ,195238317553,195238317553,B0CPT9XTWK,Nike,no,V,3671730239487513727
"Nike Men's Air Force 1 Low '07 Sneakers, Light Bone/White, 13",92013,64448,228.95,5,228.95,$378.59,$228.95,A1PKYT90J02XDY,1,B08Q8R55NS,194499062738,194499062738,B0CPTF3Z7G,Nike,no,V,3666783873420945907
"Nike Men's Metcon 8 Training Shoe, Team Red/Cave Purple/Blackened, 13",19946,14764,150,6,150,$169.00,$150.00,A3M484NSVT9LIL,1,B0B6G4G7QN,196152261625,196152261625,B0CPTGTM1Y,Nike,no,V,3663691200301977838
"Nike Air Max '95 Boys Shoes Size 5, Color: White/White",71793,67693,120,1,120,$177.25,$120.00,A2779W9KDOTC64,1,B07SC46RYY,192499863515,192499863515,B07MGK94CY,Nike,no,V,366346426491314562
Nike Womens W Air Force 1 07 DQ0826 100 - Size 7.5W,122690,115809,162.59,2,154.64,$339.00,$168.65,AF4GO035LHAA2,2,B09VNW2WGQ,195866353923,195866353923,B00XCAKPDW,Nike,no,V,365825216337822048
"Nike Men's Air Jordan 1 Mid Racer Blue/Black/White, White/Racer Blue/Black, 15",12642,13456,288,1,288,$429.95,$288.00,A2O4XN2BBGRDQ,1,B09F4FH7ZR,195238866730,195238866730,B0CPTHD1FB,Nike,no,V,3657951717384203621
Nike Swim Men's Heather Short Sleeve Hydroguard Rash Guard Oracle Aqua XLarge/Aqua,167752,208603,35.64,1,31.65,$86.69,$35.53,A218NCVVSLQN1Q,1,B084LLNMZZ,30673171493,30673171493,B09M7LZ3D2,Nike,no,V,3648426202917276756
Jordan Womens WMNS Air 1 Low DC0774 041 Black/University Blue - Size 6.5W,19010,16667,222.94,4,222.94,$316.99,$223.05,A3LJ4MD3E2YPLU,4,B09S19KQBP,195866343597,195866343597,B08HSGKM3Q,Nike,no,V,3642794104934524845
Nike Revolution 6 Kids Running Shoes,17982,568350,79.9,1,79.9,$82.90,$79.90,A2B0VP4V0D2VT0,1,B09NNJTQ67,"0195866749733, 0195244180578","195244180578, 195866749733",B0CLJYW6F3,Nike,no,V,3630700713128645046
"Nike Jordan Jumpman Terry Headband, White",617246,556907,19.88,139,19.88,$25.95,$20.49,A3GZEOQINOCL0Y,2,B0BKGNPTMB,887791163370,887791163370,B0BKHCD3GG,Nike,no,V,3628167525254487651
Nike Mens Dunk Low DH7614 500 Barbershop - Grey - Size 10,166604,155892,245,1,245,$375.00,$245.59,"AFW7WNX55N5K4, A1657OE9TWXBSM",3,B0B1RPD67M,195866284432,195866284432,B0CPTJ7KYX,Nike,no,V,3627777416695178210
"Nike mens Air Max 90 Nrg Style Cz1929 shoe, Desert, 8",363486,401229,129.95,3,129.95,$257.06,$186.11,-,1,B098NZMTL8,195240809701,195240809701,B09GVB1K4X,Nike,no,V,3623621824354597283
Nike Big Kid's 1 Mid SE Siempre Familia Black/Chile Red-Sail (DN5121 001) - 6.5,46622,43325,153.95,6,153.95,$279.99,$153.95,A1PKYT90J02XDY,5,B09RHSQNKY,195245059040,195245059040,B0CR45LZCC,Nike,no,V,3619776518307403644
Nike Revolution 6 Black/Black-DK Smoke Grey 11.5,23099,20939,98.02,1,98.02,$200.00,$109.74,A1YR3OAQALU8RL,6,B0B27GCNLX,195242848951,195242848951,B0B27HK7HJ,Nike,no,V,361448782263245235
"Nike Kids' Unisex Shin Sock Sleeve, Pink Blast/Black, Medium/Large",128284,202415,45.99,1,45.99,$99.88,$50.87,A1A1Z18D3LY8IO,2,B003O47F3Y,826216137084,826216137084,B000GERKVW,Nike,no,V,3605747544767035696
"Nike Air Force 1 Black/Black-Black,7 Little Kid",271966,296955,151.85,1,139.95,$240.00,$143.57,A1ME9LZAEMLUMT,3,B001GKO11M,826218004438,826218004438,B0B2T77W91,Nike,no,V,3599738874925218216
Jordan Womens WMNS Air 1 MID BQ6472 141 UNC - Size 10.5W,17794,16288,179,1,179,$300.00,$179.00,"AFW7WNX55N5K4, A1657OE9TWXBSM",4,B0B57LMKSQ,195869207704,195869207704,B0CGTHVB44,Nike,no,V,3596078842579047893
Nike Air Vapormax 2021 Flyknit Women's Shoes US 11,241841,1978074,270.02,,261.46,$328.46,$285.75,AF4GO035LHAA2,2,B0BR2XHDS8,196149801421,196149801421,B09XH7M793,Nike,no,V,3592865586253293576
"Nike Women's Training Shoes, White Aquarius Blue Fierce Pink, 6.5 US",215243,265194,163.2,2,155.25,$182.50,$172.54,AF4GO035LHAA2,4,B0CT5ZMK38,196974635420,196974635420,B0CV4MMWD5,Nike,no,V,3589312899509125002
"Nike Dri-Fit Aerobill Classic 99 Perforated Golf Dh1341 Cap, White/Black, Large",221743,187471,44.95,227,44.95,$59.25,$43.95,A38NC52YZMEYGW,2,B0B77TSK6Y,195245463304,195245463304,B0BTXQVCN4,Nike,no,V,3587527407436900438
Nike Women's Shoes Waffle One Scream Green DC2533-401 (Numeric_5),2272815,3163344,209.99,1,209.97,$218.00,$164.87,A3389DDRKC5SNE,2,B094V3T9H8,195240029185,195240029185,B0CTCDM4VW,Nike,no,V,3587199384706027945
NIKE Jordan Big Kid's 1 Mid SE Turf Orange/Black-White (BQ6931 802) - 5.5,690947,627449,178,1,178,$240.00,$179.03,AFW7WNX55N5K4,3,B08RNGKY1G,194501265416,194501265416,B09HBSZHLZ,Nike,no,V,357739665214229375
"Nike Men's Air Jordan 1 Mid SE Shoes, Black/Taxi-white-sail, 11",156614,140434,139.95,1,139.95,$175.00,$141.55,AURITBVDBH2KR,4,B0BWKZ41QY,196151900457,196151900457,B0869P8P16,Nike,no,V,3569874803381242160
"Nike Men's Pegasus Turbo Next Nature Running Shoes, Pure Platinum/Bright Spruce, 9 M US",76344,70916,169.99,1,169.99,$169.99,$169.99,A1V4UKI6YXF7X,1,B0BDRQ5QFQ,196151817427,196151817427,B0CPTG5KXT,Nike,no,V,3566363396193091651
Nike Baby Boy's Air More Uptempo (Toddler) Black/University Red/Midnight Navy/White 10 Toddler M,795614,1660063,54.95,2,54.95,$179.95,$58.22,AURITBVDBH2KR,1,B09FK51PWH,195244208326,195244208326,B0CVFLB93Q,Nike,no,V,3566239674118223306
"Nike Men's NSW Club Crew, Black/White, 3X-Large",74593,86809,60,1,60,$137.62,$60.11,ATC7BN7K132K1,3,B07KD7VXKV,193150916861,193150916861,B0CT4TR3GF,Nike,no,V,3560862793745186324
Jordan Youth Air 1 Low GS 553560 123 Royal Yellow - Size 4Y,159664,119357,232.5,1,232.5,$301.00,$269.71,-,3,B08P3WPMXV,194493968753,194493968753,B0C6TVW8HN,Nike,no,V,3559817774710866146
Nike Women's Air Max 90 White/Wolf Grey-Photon Dust (FB8570 100) - 8,165868,176278,167.18,1,159.23,$247.64,$179.56,AF4GO035LHAA2,1,B0C2CTKDDR,196604351911,196604351911,B0CQS8P5XL,Nike,no,V,3555033526902905378
"Nike Men's Air Jordan 1 Mid Sneaker, Turf Orange/Black-white, 8",12760,229948,191,2,190.99,$300.00,$180.61,A2O4XN2BBGRDQ,3,B08SC33GVV,194502285833,194502285833,B0CPTHD1FB,Nike,no,V,355386605349248810
Nike Womens Air Max Excee Womens Casual Running Shoe Dd9671-900 Size 5,232785,2444502,129.99,2,129.99,$209.95,$129.99,A1EK7LD4ZSCFPB,1,B08PKJM81G,194954233635,194954233635,B08VT4DKRQ,Nike,no,V,3550571025214537701
"Nike Womens Waffle One Running Trainers DC2533 Sneakers Shoes (UK 3.5 US 6 EU 36.5, Bleached Aqua Lime Glow 401)",118357,111646,144.99,6,144.99,$149.99,$144.99,A1RIIAX5ON26EB,2,B09MKDRYBH,195240029208,195240029208,B09ZP499XD,Nike,no,V,3550067363630536535
Nike Kids Air More Uptempo Retro Basketball Shoes Varsity Red-White-Black 7 M US Big Kid,224946,205069,179.95,1,179.95,$397.00,$179.95,A1OR9NNPMV58ZR,1,B01J0BWFSY,884802847403,884802847403,B00Z4EYNN2,Nike,no,V,3532981070798659919
"Nike Air Max 270 React, White/Metallic Gold-black, 12",91374,81579,182.03,1,182.03,$274.00,$182.03,AUZHYMZYT39ZN,1,B08G9PZQVK,194275556277,194275556277,B07VQGQVX5,Nike,no,V,3531241356776244837
"Nike Men's Sport Trail Running Shoe, Black Black Anthracite, 13",23856,19158,130,1,130,$250.00,$134.23,A3K3HIRWCUCCZ,1,B0B6C26R93,195870933708,195870933708,B0CPT8FWJV,Nike,no,V,3530943598196811211
"Nike Court Borough Mid 2 Big Kids' Shoes (CD7782-113, Summit White/White/Hyper Royal) Size 3.5",375566,549431,101.39,24,92.4,$115.13,$110.81,"AC84Y246HJ6PO, AAGYSXRML4LKF, ASINA8I5RMMEK, A3EUP28PDPRXNL, A14S6XXWNZ07KP",10,B0CKZ8S1XH,196608416609,196608416609,B0CTDHDJGD,Nike,no,V,3525673754483864307
"Nike Unisex's Pitch Team Soccer Ball Football Training, White/Black, 5",161748,184768,38.98,826,19.99,$55.51,$38.98,A2SOZSGMH7QTXO,1,B07W9654PF,193154016512,193154016512,B081QFWB2B,Nike,no,V,3518859423851318312
Jordan Mens Air 13 Retro DJ5982 015 Court Purple - Size 8.5,180948,171582,289.99,1,289.99,$339.94,$289.91,AGKOA5NP4EYVE,3,B09Q5R5CGZ,195242854235,195242854235,B09WZG4MWK,Nike,no,V,3517001310291536986
"Nike Women's Gymnastics Shoes, Rush Pink Blackened Blue Mystic Hibiscus, 6.5 AU",257400,179153,190.73,1,179,$207.48,$190.73,A2500QQP9GY6FO,1,B09NMG8VYD,195866300675,195866300675,B0B1S67PX7,Nike,no,V,3516684402063970760
Jordan Youth Air 1 Low OG GS CZ0858 100 Neutral Grey - Size 6.5Y,49730,51505,184.82,1,184.82,$299.99,$183.87,A1CRY8WFO3VL8N,6,B098Q4XPQF,194956625377,194956625377,B0CLNK8K72,Nike,no,V,3515319034707964653
Jordan Boy's Air Jordan 1 Mid SE (Big Kid) White/Black/Multicolor 6.5 Big Kid M,546456,514729,173.28,2,173.28,$269.95,$179.20,"A1657OE9TWXBSM, A3L6Y4D1KK7Y8K",10,B09P5CLCD9,195866400153,195866400153,B01N3B1FDW,Nike,no,V,3511159691191298184
"Nike Womens Air Zoom Terra Kiger 8 Womens Running Sneakers Shoes (Velvet Brown/Bright Crimson/Yellow Ochre/Enamel Green, us_Footwear_Size_System, Adult, Women, Numeric, Medium, Numeric_7)",288623,288959,104.92,1,104.92,$149.01,$105.55,A22K5QTBTKJRD9,1,B0C683JK7G,196149111346,196149111346,B0CPTCDY78,Nike,no,V,3504941024402807424
NIKE PRO Knit Knee Sleeve Size Large,228548,230558,27.31,21,19.81,$31.98,$27.31,A1YSV4FL7WKBZC,3,B083JJ78YR,887791361530,887791361530,B083JHRWTB,Nike,no,V,3504423574917860059
"Nike Men's Nike Dri-fit Victory Blade Polo, Blue Void/White, Large",116197,125765,57.99,130,57.99,$147.22,$57.99,A38NC52YZMEYGW,1,B07RYBGXLS,193654969844,193654969844,B07S2GXBY8,Nike,no,V,3500749305529458661
"Nike Jordan 1 Mid Signal Blue Grade School GS (6, Numeric_6)",286006,1847951,155.65,1,144.54,$270.99,$155.70,A5UZRB9V9SO4F,7,B08R8DBCT7,194501265348,194501265348,B0752TVT14,Nike,no,V,3500274742058394975
Jordan 1 Mid Toddlers Shoes Size-7,199453,543203,109.95,1,99.86,$128.45,$96.93,A1ME9LZAEMLUMT,3,B0CRRV2BWX,196608226888,196608226888,B0CLT5MT3F,Nike,no,V,3492064094706340513
Nike Waffle One (Big Kid),211852,210935,64.73,3,64.73,$215.97,$65.09,A3K4QRPYEYFHQR,2,B09PNLD2TJ,195866493209,195866493209,B0979Z9C6B,Nike,no,V,3485264326231130768
Nike Boy's Air More Uptempo (Big Kid) Black/University Red/Midnight Navy/White 5.5 Big Kid M,215518,205102,84.98,6,74.99,$149.99,$84.98,A1DY586QNIG1RC,3,B09FK3MNBN,195244208081,195244208081,B00Z4EYNN2,Nike,no,V,3484979906340707545
"Nike Star Runner 4 Big Kids' Road Running Shoes (DX7615-602,Pink Foam/Summit White-White) Size 7",41596,42749,53.97,23,53.97,$93.94,$57.81,A38Z7H7J39F1D5,2,B0CR6W6H69,196975938087,196975938087,B0CLHH5LPZ,Nike,no,V,3482541802298229981
Nike Mens Dunk Low DV1024 010 Velvet Brown Black - Size 11,1945,3054,145,1,145,$399.00,$198.54,AQGMR6U0SQRTP,5,B09W5J1BZJ,195870557157,195870557157,B08RTG3RN9,Nike,no,V,348088506796525778
Jordan Womens WMNS Air 1 Mid BQ6472 011 Black/White - Size 5W,17935,16345,185,2,185,$397.34,$185.00,AFW7WNX55N5K4,2,B08Q8QM8JS,194501063647,194501063647,B0CGTHVB44,Nike,no,V,3477263343321990089
"Nike Zoom Winflo Mens Running Trainers AQ7497 Sneakers Shoes (UK 7.5 US 8.5 EU 42, Black White Dark Grey 001)",273092,277706,134.99,1,134.99,$144.99,$134.99,A1RIIAX5ON26EB,1,B096FT29MQ,192499679413,192499679413,B07SKCBH4H,Nike,no,V,3477163919877632723
"Nike Club Fleece Crew Men's Sweatshirt Crewneck (Anthracite, XX-Large)",10253,6547,55.99,996,55.99,$69.99,$54.22,A2CT1QAPIGPTJE,3,B08QHKKPRM,194272728431,194272728431,B0CPTGTVF3,Nike,no,V,34719913457477181
Nike Womens Vapormax Flyknit 2021 DH4088 003 - Size 5.5W Black/White-Metallic Silver,131990,123410,239.95,1,239.95,$275.00,$239.95,AURITBVDBH2KR,3,B0B8443WNN,194957186808,194957186808,B09QZFF6ZT,Nike,no,V,3465346919606376763
Nike Mens Dunk HI Retro DD1399 105 Panda - Black/White - Size 8,56851,64831,157.15,,140,$280.00,$138.63,A1BLLH14NK4HX,8,B09TFKPVS4,195238789626,195238789626,B0CPTH7L53,Nike,no,V,346083657005312856
Nike Women's Shoes Waffle One Scream Green DC2533-401 (Numeric_10_Point_5),2280094,3800364,159.8,1,159.8,$218.00,$159.81,ACFEJ7XZCS2WI,2,B094VD2FB1,195240029291,195240029291,B0CTCDM4VW,Nike,no,V,3457420772900813691
Nike Boy's Air Zoom Pegasus 38 (Big Kid) White/Black/Football Grey/Pink Blast 5.5 Big Kid M,661406,581878,138.6,1,138.6,$196.87,$138.76,ACFEJ7XZCS2WI,1,B095LR985V,195239823312,195239823312,B09PJQJMC7,Nike,no,V,3452129800993758820
"Jordan Max Aura 5 (Black/White/Grey, us_Footwear_Size_System, Adult, Men, Numeric, Medium, Numeric_10_Point_5)",104428,164143,135.09,2,125.14,$208.23,$122.11,-,3,B0C9LBGGY4,196968127801,196968127801,B0C9L568W6,Nike,no,V,345037300043433250
"Nike Youth Park III Shorts, Red, XS",3845,4564,32.99,7,32.99,$45.00,$32.21,A2FFD4OOZRCX8I,3,B0C59LBWD3,193654348663,193654348663,B08JS852ZS,Nike,no,V,3442258554603160035
Nike Jordan Preschool Jordan 1 Mid PS University Blue/Black-White FD1412-400 1.5Y,46011,43217,219.99,1,175,$219.99,$211.36,A1HUBJ4H8FIZG0,1,B0CCLM6DN1,196608239338,196608239338,B0CR45LZCC,Nike,no,V,3433375116714583897
"Nike Men's Giannis Immortality Athletic Basketball Shoes, Black/Limelight/Ozone Blue, 12",100618,75958,90,1,90,$151.19,$109.39,A3H0WYN357X0GJ,1,B09T6CNJKY,195242852118,195242852118,B0CPTHW9DK,Nike,no,V,3429989531547026347
Nike Mens Dunk High DD3362 200 Next Nature - Toasty Rattan - Size 10.5,160626,159408,208,10,208,$374.27,$262.52,A2RVBBPJL0UQFK,2,B09DBGZCYX,195243740513,195243740513,B0CPTGTZPD,Nike,no,V,3427651090256058548
"Nike Women's Low-Top Sneakers, Soccer Grey White Blue Whispers, 6.5",172079,131992,111.87,1,111.87,$169.00,$111.87,A2AI1YEBFT0YQ0,1,B0BNJMFQG4,196153738690,196153738690,B0CPTBQM66,Nike,no,V,3423211892099373082
"Nike Giannis Immortality 3 Basketball Shoes (DZ7533-200, Fossil Stone/Desert Berry/Guava ICE) Size 10.5",772518,841132,107.7,5,98.71,$136.88,$85.97,A3A8U7NR8EYN0G,7,B0CT612F8W,196969109868,196969109868,B0CT453TGH,Nike,no,V,3421042931498884354
"Nike Men Lebron Witness 6 (Team) Basketball Shoes Black/Black/White US (us_Footwear_Size_System, Adult, Men, Numeric, Medium, Numeric_12)",38828,28724,140,1,140,$159.42,$130.46,"A2S7F3C6RUR1QQ, A1EK7LD4ZSCFPB",2,B0BTBDW9RR,196149042589,196149042589,B0CPTF9F1C,Nike,no,V,3420920527244653028
"Nike Women's Nike Aerobill Heritage86 Performance Hat, Sky Grey/Anthracite/Black, Misc",72579,114501,39.95,20,39.95,$83.87,$39.95,"A38NC52YZMEYGW, AO6YP8ZWZ4EVY",3,B07RZ9DHCB,193154741247,193154741247,B07RZ9DHDP,Nike,no,V,3420576388637450764
NIKE - BNWT & BOX - NIKE REVOLUTION - SHOES SNEAKERS NIKE REVOLUTION 5 WOMEN RUNNING BNWT Bq3207-605 - 7 - LIGHT SOFT PINK/MAGIC EMBER-BLACK-WHITE,68267,72596,77.58,1000,77.58,$129.00,$92.33,-,1,B098DKN4TZ,195238302429,195238302429,B0B4H1PCJX,Nike,no,V,3414819237620456747
Nike Womens WMNS Dunk High DD1869 109 Sail/Gum - Size 8.5W,42591,34587,171.87,2,171.87,$349.99,$178.84,A3M484NSVT9LIL,6,B09NCV5B2C,195243642381,195243642381,B093G2Q7W2,Nike,no,V,3408330339173604283
"Nike Men's Jordan Hydro 8 Retro Slides, Black/Red/White/Maize, 11",102463,121337,81,1,66.85,$99.99,$67.63,AP7D2KXHP7JC2,6,B0C6VXR8TZ,196608270621,196608270621,B07F6162FP,Nike,no,V,3403059198100092343
Nike Womens Air Presto Hyper Pink/Hyper Pink-White Size 7,83563,74525,149.9,1,149.9,$149.90,$149.90,A3M484NSVT9LIL,1,B0BSR86BF8,196154480628,196154480628,B01MU16Y51,Nike,no,V,3402166060409665368
"Nike P-6000 Mens Running Trainers CD6404 Sneakers Shoes (UK 7 US 8 EU 41, sail White Wolf Grey 101)",13959,13184,160.57,5,151.47,$229.99,$161.36,-,11,B08JZDC22G,193658485524,193658485524,B0CN1RNB5R,Nike,no,V,3394202176020177635
Nike Waffle Trainer 2 SE (Big Kid),133156,338408,79.9,2,79.9,$162.41,$79.90,A2TVRE2CB5TELZ,1,B095LQNSG3,195239429682,195239429682,B09RM4KMG6,Nike,no,V,3381593497464364700
"Nike Men's Court Vision Lo Sneaker, Black/White-Photon Dust, 12 Regular US",9775,8010,88,1,88,$124.81,$91.87,A13YPU2RMMMB45,3,B07NMYD65M,193151674401,193151674401,B096M2VP1S,Nike,no,V,3373451870359451840
"Nike Men's Metcon 7 Training Shoes, Black/Anthracite, 14 M US",122392,95364,104.99,8,104.99,$148.00,$104.99,A2779W9KDOTC64,1,B09NMJB2SB,195866355927,195866355927,B0CPTFZ3L4,Nike,no,V,3372573002813951455
"Nike Womens Metcon 7 Training Shoe, Black/White/Green Strike, 7.5 US",235489,167888,139.9,1,139.9,$220.00,$139.90,A2TVRE2CB5TELZ,1,B0B5FM3ZHM,195242826584,195242826584,B0B1S67PX7,Nike,no,V,3364581818462280284
"Nike Women's Dri-Fit Tempo Running Shorts (Gunsmoke/Gunsmoke/Gunsmoke/Wolf Grey, X-Small)",72319,90466,30,3,30,$49.00,$29.97,A1QHTV5CW5FT1F,3,B0BRVLG9KH,195237572748,195237572748,B08WLBXZ6F,Nike,no,V,3359553797926920051
Nike Air Zoom Structure 24 Mens DA8535-001-12.5 M US Black/White,143923,217637,119.99,21,119.99,$245.85,$119.99,A1BMYXFTS7NTJR,1,B098D8CRBM,194958780890,194958780890,B09S2BHMJ8,Nike,no,V,3355557247898864846
"Nike Men's High-Top Sneakers, Black Hyper Royal White, 10 US",12718,13398,285,1,285,$502.00,$282.12,AFW7WNX55N5K4,2,B07ZTSY3B5,193654037970,193654037970,B0CPTHD1FB,Nike,no,V,3353072698178563700
Nike Air Jordan 1 Low Men's Shoes Taupe Haze/Mint Foam DN1635-200 13,54833,48040,230.5,1,230.5,$299.99,$230.97,A2KUGROIYSBH4T,5,B0BVGSXQYZ,196154225175,196154225175,B0CPTFC1CC,Nike,no,V,3350688374078062907
"Nike Vapormax 2020 Flyknit Womens Shoes Size 7.5, Color: Black/Grey",432542,454315,159.9,1,159.9,$222.28,$159.90,A2TVRE2CB5TELZ,1,B09KNYLCJC,193659227789,193659227789,B08JW8Z7KZ,Nike,no,V,3343759637270772577
Jordan Youth Air 1 Mid SE GS BQ6931 105 Court Purple Suede - Size 5Y,45579,42883,201,2,201,$377.00,$203.05,AFW7WNX55N5K4,2,B08P25VLYG,194499438182,194499438182,B0CR45LZCC,Nike,no,V,331670431813936208
"Nike Hydrastrong Solid Cut-Out One Piece (28, Game Royal)",108754,89669,46,22,41.05,$76.80,$46.00,A3V1BO3WFJIOCU,4,B083TN1TKL,30673192504,30673192504,B08Y5918P7,Nike,no,V,3314458118954075539
