"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Champion womens Cropped Reverse Weave Po Hood Sweatshirt, Ice Fall, Large US","858032","751076","","","","$ 45.55","-","","B08F8MJ6G6","0077478994964","077478994964","B09J4ZN6TD","Champion","no"
"Champion Women's Middleweight Oversized Graphic Crew, Oxford Gray, X-Large","257550","304514","","","","$ 29.50","-","","B08CBGH5XT","0077478995800","077478995800","B08CBYLBR3","Champion","no"
"Champion, Lightweight Lounge, Soft Jersey Comfortable Shorts for Women (Plus Size Available), Oxford Gray, Medium","5998","10342","$ 18.00","1000","$ 18.00","$ 19.63","A1W795WQS9YTA5","1","B00HWFCLBM","0078715156473","078715156473","B0D2SCPVH2","Champion","yes"
"Champion Classic Jersey Open Bottom Pants Oxford Gray XL 32.5","2054570","1993355","","","$ 46.23","$ 40.76","-","1","B00W5TOJ92","0078715159955","078715159955","B07Q3N2T5F","Champion","no"
"Champion Double Dry Action Fleece Crew","813879","749237","$ 25.00","10","$ 24.90","$ 24.79","-","7","B00I2ZDAH0","0078715192617","078715192617","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","815998","767635","$ 25.93","4","$ 25.93","$ 25.95","-","4","B00I2ZD138","0078715192907","078715192907","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","823633","754250","$ 22.99","10","$ 22.99","$ 22.99","A1XXW8XYO75I8U","7","B00I2ZCROM","0078715192938","078715192938","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","793746","756362","$ 26.40","","$ 20.95","$ 25.98","A1QSMPD61R1S0S","8","B00I2ZCTFY","0078715192952","078715192952","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","828489","763664","$ 25.45","5","$ 23.89","$ 23.53","-","10","B00I2ZCVBQ","0078715192983","078715192983","B0151JTBXG","Champion","no"
"Champion Double Dry Action Fleece Crew","833940","786984","$ 19.98","1000","$ 19.95","$ 19.95","A3O0OFH6JRGTJA","14","B00I2ZCX2I","0078715193003","078715193003","B0151JTBXG","Champion","no"
"Champion Men's Double Dry Action Fleece Pullover Hood, Navy Heather, XX-Large","478096","481929","$ 36.20","5","$ 36.20","$ 36.09","-","10","B00I2ZDZ7A","0078715193133","078715193133","B09Y3XDZBS","Champion","no"
"Sprint 1/4 Zip Jacket","1197250","1207383","$ 19.95","109","$ 19.95","$ 20.06","A3O0OFH6JRGTJA","1","B016AS81OC","0078715517298","078715517298","B09K6TJR4V","Champion","no"
"Champion mens Cotton Max 9.7 oz. Pullover Hood - Small - Ath Htr/Sp Dk Nv","2755522","1398590","$ 43.40","5","$ 43.30","$ 42.25","-","7","B00R9POOBU","0078715518721","078715518721","","Champion","no"
"Champion Essential Double Dry Tee","333634","350907","$ 19.99","21","$ 19.99","$ 19.99","A3UQFZV91RE0UX, A3157HR2I6E5II, A38NQ511PUC45R, AQH6BLIXB790D, AJ98EZ5BUNORU","5","B00W5U1WG4","0078715534912","078715534912","B007MNCASS","Champion","no"
"Champion, Sport Tee, Moisture Wicking, Anti Odor, Athletic T-Shirt for Men (Reg. or Big & Tall), Dark Green, Small","15256","12756","$ 18.75","","$ 18.75","$ 40.90","-","0","B0743GGK1R","0078715686925","078715686925","B0D2SC5S8L","Champion","yes"
"Champion, Sport Tee, Moisture Wicking, Anti Odor, Athletic T-Shirt for Men (Reg. or Big & Tall), Maroon, Large","35682","19433","","","","","-","","B01I8JLA8K","0078715687090","078715687090","B0D2SC5S8L","Champion","yes"
"Champion, Sport Tee, Moisture Wicking, Anti Odor, Athletic T-Shirt for Men (Reg. or Big & Tall), Maroon, XX-Large","14598","12475","","","$ 26.65","$ 34.90","-","1","B01I8JLCKQ","0078715687113","078715687113","B0D2SC5S8L","Champion","yes"
"Champion, Sport Tee, Moisture Wicking, Anti Odor, Athletic T-Shirt for Men (Reg. or Big & Tall), Navy, Small","14826","12555","$ 18.75","1000","$ 18.75","$ 34.22","A3DINL8VX725VT","1","B01I8JLDP0","0078715687120","078715687120","B0D2SC5S8L","Champion","yes"
"Champion, Sport Tee, Moisture Wicking, Anti Odor, Athletic T-Shirt for Men (Reg. or Big & Tall), Navy, XX-Large","15017","12831","$ 18.75","","$ 18.75","$ 40.90","-","0","B01I8JLIM8","0078715687168","078715687168","B0D2SC5S8L","Champion","yes"
"Champion Men's Reverse Weave Left Chest C Pullover, White, X-Large","50054","26425","$ 60.00","23","$ 60.00","$ 60.00","AV3KRTFEPJKHI, ALEIL5D43XR7R","2","B0746RGRC2","0078715789930","078715789930","B0D2SBD2DT","Champion","no"
"Champion Mens Reverse Weave Pant(RW10)-Oxford Gray-3XL","662595","617416","$ 49.33","2","$ 49.33","$ 49.65","A2EDR7YR1BSPTD","11","B00KUL12PQ","0078715947576","078715947576","B09L8GZTN9","Champion","no"
"Champion Men's Cotton Long Sleeve Tee, Team red Scarlet, Medium","131657","142738","$ 19.95","11","$ 19.95","$ 19.95","A4QCB252L7I67","1","B01KTL2214","0078715955946","078715955946","B01KTLPNHE","Champion","no"
"Champion Men's Cotton Long Sleeve Tee, surf The Web, X-Large","132866","138122","$ 19.95","5","$ 19.95","$ 19.95","A4QCB252L7I67","1","B00X1VUMKI","0078715975876","078715975876","B01KTLPNHE","Champion","no"
"Champion Reverse Weave® Hooded Pullover Sweatshirt XL Team Navy","139379","105207","$ 36.99","66","$ 36.99","$ 36.99","A653RF85QVOSP","6","B016C80JKO","0078715995218","078715995218","B00QFOW5K8","Champion","no"
"Champion Men's Reverse Weave Crew S Cardinal","511242","514050","$ 39.36","9","$ 39.36","$ 39.63","A2EDR7YR1BSPTD","9","B015U0QIKU","0078715995423","078715995423","B06XT74XF1","Champion","no"
"Champion Men's Reverse Weave Crew M Cardinal","485727","496193","$ 47.19","5","$ 45.29","$ 44.29","A2NT6YZU6F5F6, A24PMLVD7778TG, A1QSMPD61R1S0S","10","B015U0QLMA","0078715995430","078715995430","B06XT74XF1","Champion","no"
"Champion Adult Reverse Weave 12 oz. Crew L SPORT MAROON","525822","498460","$ 47.19","5","$ 45.14","$ 44.29","A2EDR7YR1BSPTD, A2NT6YZU6F5F6, A24PMLVD7778TG, A1QSMPD61R1S0S","9","B015U0QOXG","0078715995447","078715995447","B06XT74XF1","Champion","no"
"Champion Men's Reverse Weave Crew XL Cardinal","694954","756174","$ 45.79","22","$ 45.40","$ 45.44","A2NT6YZU6F5F6, AA1N2UGMFXRJF","12","B015U0QS8M","0078715995454","078715995454","B01GJCBJDE","Champion","no"
"Champion Adult Reverse Weave® 12 oz. Crew 3XL SPORT MAROON","475955","470482","$ 45.51","10","$ 45.51","$ 44.36","-","10","B015U0R214","0078715995478","078715995478","B06XT74XF1","Champion","no"
"Champion Reverse Weave® Crewneck Sweatshirt 2XL Team Navy","513474","495982","","","$ 58.58","$ 58.54","A38A8JJKH9Z44J","2","B015U0RIRC","0078715995522","078715995522","B06XT74XF1","Champion","no"
"Champion Men's Reverse Weave Fleece Pant_Silver Gray_L","669471","485604","$ 44.22","50","$ 44.22","$ 44.29","AA1N2UGMFXRJF","6","B071RBDSVH","0078853666667","078853666667","B09L8GZTN9","Champion","no"
"Eco 9 oz. Pullover Hood (S700) Black, L","651441","622613","$ 29.47","25","$ 29.47","$ 29.47","AO47Q88M4BM56","10","B06ZYG47NZ","0079538666668","079538666668","B00QX0WGWG","Champion","no"
"Champion Double Dry Men`s Action Fleece Pullover Hood Black","644742","868681","$ 32.80","3315","$ 32.75","$ 30.66","A3EBG4CCR3QS2E","11","B06ZZW3147","0079541666662","079541666662","B00QX0WGWG","Champion","no"
"Champion Men's Double Dry Action Fleece Pullover Hood_White_M","646350","614055","$ 29.47","25","$ 29.47","$ 29.75","AO47Q88M4BM56","6","B06ZZLNK5F","0079648666664","079648666664","B00QX0WGWG","Champion","no"
"Champion 5.2 oz. Raglan Baseball T-Shirt (T1397) Oxford Grey/Navy, S","362430","434562","$ 8.89","619","$ 8.86","$ 9.37","AAOXGLUD1Q5YH","3","B071RBDR1R","0080361666664","080361666664","B071VCYD3X","Champion","no"
"Champion 5.2 oz. Raglan Baseball T-Shirt (T1397) White/Dark Green, M","337837","419251","$ 14.88","250","$ 14.88","$ 14.90","AA1N2UGMFXRJF","6","B071CJPZLV","0080394666662","080394666662","B071VCYD3X","Champion","no"
"Champion 5.2 oz. Raglan Baseball T-Shirt (T1397) White/Dark Green, 3XL","353770","408444","$ 17.18","208","$ 17.18","$ 17.19","A3PEUHHEN7V8XI","4","B071YCH5X3","0080398666668","080398666668","B071VCYD3X","Champion","no"
"Champion 5.2 oz. Raglan Baseball T-Shirt (T1397) White/Navy, L","362155","404018","$ 19.47","35","$ 19.47","$ 16.25","-","3","B06ZYG47KN","0080407666665","080407666665","B071VCYD3X","Champion","no"
"Champion Men's Raglan Baseball T-Shirt_White/Scarlet_L","348857","411986","$ 17.87","398","$ 17.87","$ 17.65","A1UOLVDPR98WKV","6","B071YBNWM8","0080414666665","080414666665","B071VCYD3X","Champion","no"
"Champion Men's Basic Short Sleeve Tee Shirt_Black_2XL","58969","66420","","","$ 12.34","$ 12.22","-","5","B071DD8VXK","0080549666660","080549666660","B0CCKBHQ78","Champion","no"
"Champion Men's Basic Short Sleeve Tee Shirt_Light Steel_XL","496231","359446","$ 11.02","499","$ 11.02","$ 11.53","AA1N2UGMFXRJF","6","B06ZYG48KH","0080568666665","080568666665","B0CCKBHQ78","Champion","no"
"Champion Men's Basic Short Sleeve Tee Shirt_Royal Blue_3XL","56122","66022","$ 15.95","119","$ 15.95","$ 16.64","A2EDR7YR1BSPTD","5","B071R1VRFM","0080593666661","080593666661","B0CCKBHQ78","Champion","no"
"Champion Men's Basic Short Sleeve Tee Shirt_White_L","56877","65865","$ 10.95","73","$ 10.95","$ 10.95","A3EBG4CCR3QS2E","6","B06ZXW5FR8","0080608666662","080608666662","B0CCKBHQ78","Champion","no"
"Polo Ralph Lauren Kids Ranger High II Fashion Lace Boot , Tan, 12 M US Little Kid","1412179","1581313","$ 69.90","2","$ 69.90","$ 86.08","A2TVRE2CB5TELZ","1","B00DP8PA8G","0080874135787","080874135787","B0D3QF6JG4","POLO RALPH LAUREN","no"
"Polo Ralph Lauren Baby Boy's Telly (Toddler) Black Full Grain Leather 10 Toddler M","226316","232123","","","$ 177.79","$ 177.79","A2AJEVS0UKGQXK","1","B00AFQRZTI","0080874902556","080874902556","B005IL1JA6","Polo Ralph Lauren","no"
"Birkenstock Women's Arizona Birko-Flor Black/Black 38 N","","","$ 89.00","1","$ 89.00","$ 95.28","A1M3WKKJBR69WV","3","B08P2CFM3M","0822698721100, 0822698721162","822698721162, 822698721100","","Birkenstock","no"
"Columbia 300 Messenger Powercor Solid Bowling Ball - Royal Blue 12lbs","918656","1143451","","","","$ 129.95","-","","B0B4X5S438","0082775045103","082775045103","","Columbia","no"
"Steve Madden Women's Genuine Crystal Accented Bracelet Watch, SM/1001","2992226","2777784","$ 80.40","2","","","-","0","B0BFJLV98W","0086702702473","086702702473","B0BJ9X7SL1","Steve Madden","yes"
"Steve Madden Women's Croco-Grain Strap Watch","743188","838567","","4","","","-","0","B0BFJKF5BM","0086702702589","086702702589","B0BJ9YPPP9","Steve Madden","yes"
"Steve Madden Women's Croco-Grain Strap Watch","761670","832484","$ 47.02","3","","","-","0","B0BFJLGW1R","0086702702596","086702702596","B0BJ9YPPP9","Steve Madden","yes"
"Steve Madden Women's Croco-Grain Strap Watch","743007","793410","","3","","","-","0","B0BFKL6427","0086702702619","086702702619","B0BJ9YPPP9","Steve Madden","yes"
"Steve Madden Women's Bracelet Watch","3759928","3276991","$ 50.83","4","$ 50.83","","-","0","B0BFJL2335","0086702703531","086702703531","B0BJ9YDDZP","Steve Madden","yes"
"Steve Madden Unisex Analog-Digital Chronograph Silicone Strap Watch","714056","780304","$ 55.97","4","","","-","0","B0BFJLMQ85","0086702703548","086702703548","B0BJ9Z6G7Q","Steve Madden","yes"
"Steve Madden Unisex Analog-Digital Chronograph Silicone Strap Watch","766062","800799","","3","","","-","0","B0BFJL9DC8","0086702703555","086702703555","B0BJ9Z6G7Q","Steve Madden","yes"
"Steve Madden Unisex Analog-Digital Chronograph Silicone Strap Watch","743127","783182","","4","","","-","0","B0BFJJ9ZWP","0086702703579","086702703579","B0BJ9Z6G7Q","Steve Madden","yes"
"Steve Madden Unisex Date Function Bracelet Watch","2384461","6131312","","","","","-","","B0BFJLS7WT","0086702704026","086702704026","B0BJ9W3Z5Y","Steve Madden","yes"
"Steve Madden Unisex Date Function Silicone Strap Watch","1028583","1449247","$ 45.71","1","$ 45.71","","-","0","B0BFJMMXHF","0086702704101","086702704101","B0BJ9X5TVW","Steve Madden","yes"
"Steve Madden Women's Bracelet Watch","3999681","3230870","$ 53.89","1","","","-","0","B0BFJKKXPR","0086702711710","086702711710","B0BJ9ZCHRD","Steve Madden","yes"
"Steve Madden Unisex Analog-Digital Chronograph Silicone Strap Watch","724365","782802","$ 56.02","3","","","-","0","B0BFJM4J18","0086702711802","086702711802","B0BJ9Z6G7Q","Steve Madden","yes"
"Tommy Hilfiger Men's Flag Crew Neck Tee, Navy, Small","28895","30773","$ 34.99","1","$ 34.99","$ 32.77","A1VB1EYNTDWCN4","1","B00DM0QQCQ","0088541011723","088541011723","B0D3MC8C46","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Flag Crew Neck Tee, Navy, Medium","29296","29582","","","$ 39.99","$ 39.99","A3IX9KRU50AS45","1","B00C9PJI0M","0088541011730","088541011730","B0D3MC8C46","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Undershirts 3 Pack Cotton Classics V-Neck T-Shirt, Mahogany, Medium","913309","796940","","","","$ 40.04","-","","B072NQLSNN","0088541312226","088541312226","B0D3V7W18F","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Classics Brief Multipack, Black Multi, Small","260979","301691","$ 41.56","1","$ 41.56","","-","0","B013IOF5HW","0088541315852","088541315852","B0CL2R8VD3","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Flag V Neck Tee, Mahogany, L","88887","80516","$ 16.80","10","$ 16.80","$ 23.42","-","0","B0781VNFQ6","0088541425377","088541425377","B0B5JSG9BL","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Poplin Woven Drawstring Pajama Pant, Black, Medium","522486","605653","$ 27.95","2","$ 27.95","$ 27.95","A23URT6PYB3UXT","1","B07MGJT1BW","0088541432719","088541432719","B07169VVF4","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classic Briefs, WhiteFlag, Medium","308474","335209","$ 43.95","","$ 39.00","$ 43.91","A1VYASX4SRDHDH","1","B01N0WVCCD","0088541436069","088541436069","B0CL2R8VD3","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Trunks, Night, L","","","$ 38.50","2","$ 38.50","$ 38.50","AY57FDYNM59SG","1","B07J67NX1G","0088541446747","088541446747","B0D26HJ6RK","Tommy Hilfiger","no"
"Tommy Hilfiger mens Underwear Multipack Cotton Classics Trunks Boxer Briefs, Delf Blue, Large US","","","$ 42.00","5","$ 42.00","$ 42.00","AY57FDYNM59SG","2","B07J67HVF8","0088541446792","088541446792","B0D26HJ6RK","Tommy Hilfiger","no"
"Tommy Hilfiger mens Underwear Multipack Cotton Classics Trunks Boxer Briefs, Ink Blue, Medium US","1206798","1501147","$ 42.00","1","$ 42.00","$ 42.00","-","1","B07JBMRR2P","0088541446839","088541446839","B0D26HJ6RK","Tommy Hilfiger","no"
"Tommy Hilfiger mens Underwear Multipack Cotton Classics Boxer Briefs, Ink Blue, Large US","","","$ 44.00","4","$ 44.00","$ 44.54","AY57FDYNM59SG","2","B07J67HJRW","0088541446846","088541446846","B0D26HJ6RK","Tommy Hilfiger","no"
"Tommy Hilfiger mens Flag Crew Neck Tee Base Layer Top, Mahogany, X-Large US","","","","","$ 29.50","$ 35.95","A48T25DC7FFOI","1","B07JC391QR","0088541448055","088541448055","B0D3V23WRH","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Undershirts Multipack Cotton Classics Slim Fit V-Neck T-Shirts, Dark Navy/Grey Heather/White, Large","1053797","1246676","","","","$ 53.99","-","","B07MW8NW48","0088541448895","088541448895","B0D3V7DLGQ","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classic Briefs, Onyx, Medium","763609","921062","$ 39.99","1","$ 39.99","$ 39.99","-","0","B07BNXFZ87","0088541450218","088541450218","B098L6JFWY","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Modern Essentials French Terry Sweatshirt, Grey Heather, Large","1037102","1220418","$ 34.99","1","$ 34.99","$ 34.99","AM6N2HFGPSJN8","1","B072Y7QJXL","0088541523813","088541523813","B0D3V4RNVM","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Stretch Boxer Brief Multipack, White, Small","369493","394969","$ 42.45","2","$ 42.45","$ 42.45","A2UN9OA4TJ0X92","1","B0781VZZSB","0088541539319","088541539319","B0D3V7LVRB","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Cotton Stretch Trunk, Persian Blue, Medium","331229","339968","","","$ 42.00","$ 44.03","-","1","B07822JM95","0088541542746","088541542746","B0D3V4CRBQ","Tommy Hilfiger","no"
"Tommy Hilfiger mens Underwear Cotton Stretch Trunks, Persian Blue, X-Large US","331237","362130","$ 38.25","6","$ 38.25","$ 45.95","AY57FDYNM59SG","2","B0781VNFGB","0088541542760","088541542760","B0D3V4CRBQ","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Stretch Boxer Brief Multipack, sea, Small","350342","342598","","","","","-","","B07822SRFW","0088541550444","088541550444","B0D3V7LVRB","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sleepwear Hoodie, Heather, Small","1353209","1243973","$ 49.71","3","$ 49.71","$ 49.63","A1QFV54JFUWZAD","1","B07864XJNW","0088541552592","088541552592","B0D3V4C2FT","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sleepwear Hoodie, Dark Navy, Small","1347701","1249156","$ 43.11","1","$ 43.11","$ 43.11","A1DYJ8CF8LYLRQ","2","B0781Z3FGW","0088541552646","088541552646","B0D3V4C2FT","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sleepwear Hoodie, Dark Navy, Medium","1344030","1219924","$ 45.99","7","$ 45.99","$ 45.99","A2BJMCJIG5VLMZ","1","B07822SRJJ","0088541552653","088541552653","B0D3V4C2FT","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sleepwear Hoodie, Red, Medium","1343042","1211713","$ 52.12","8","$ 52.12","$ 52.12","A1QFV54JFUWZAD","1","B0781YVSW6","0088541552707","088541552707","B0D3V4C2FT","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sleepwear Hoodie, Red, Large","1333138","1213155","$ 52.12","3","$ 52.12","$ 52.12","A1QFV54JFUWZAD","1","B0782191HN","0088541552714","088541552714","B0D3V4C2FT","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Grey Heather/Dark Navy Stripe, Large","481271","514766","$ 49.98","14","$ 49.98","$ 49.98","A2BJMCJIG5VLMZ","2","B078HF56HN","0088541552769","088541552769","B0CLJY2449","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Grey Heather/Dark Navy Stripe, X-Large","500788","517867","","","$ 49.98","$ 49.98","A2BJMCJIG5VLMZ","1","B078HHGQ9R","0088541552776","088541552776","B0CLJY2449","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Grey Heather/Dark Navy Stripe, XX-Large","528961","528859","$ 47.20","6","$ 47.20","$ 47.20","A1QFV54JFUWZAD","2","B078HDQZPW","0088541552783","088541552783","B0CLJY2449","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Dark Navy/Mahogany Stripe, Medium","476454","498255","","","$ 47.99","$ 47.99","A2BJMCJIG5VLMZ","1","B078HG8W7W","0088541552806","088541552806","B0CLJY2449","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Dark Navy/Mahogany Stripe, Large","506557","495333","","","$ 48.98","$ 48.98","A2BJMCJIG5VLMZ","1","B078HGG68Q","0088541552813","088541552813","B0CLJY2449","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Air 3 Pack Trunk (Small, Dark Navy)","7195007","5996087","$ 35.56","1","$ 35.56","$ 40.98","A1QFV54JFUWZAD","2","B0826BLKVQ","0088541554794","088541554794","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Air 3 Pack Trunk (Medium, Dark Navy)","5658063","4424807","$ 44.50","1","$ 44.50","$ 80.10","A1D4ZH53N1A6UK","2","B0826CQ2BT","0088541554800","088541554800","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Air 3 Pack Trunk (Large, Dark Navy)","3665919","3658356","","","$ 102.85","$ 67.25","A20FLYA0IW2L9O","1","B0826BR8BC","0088541554817","088541554817","B07FN3S4HF","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Trunks, Night, Small","","","$ 45.00","6","$ 45.00","$ 45.00","AY57FDYNM59SG","1","B08MW9R941","0088541601511","088541601511","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Trunks, Ink Blue, Medium","890353","960797","$ 45.00","8","$ 45.00","$ 45.00","AY57FDYNM59SG","1","B08MW9VT6G","0088541601627","088541601627","B08MX622QS","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Trunks, Ink Blue, Large","875097","981375","$ 42.00","2","$ 42.00","$ 42.00","AY57FDYNM59SG","1","B08MW9MXJG","0088541601634","088541601634","B08MX622QS","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Thermal Long Sleeve Crew Neck Shirt, Grey Heather, Small","140894","122460","$ 18.99","13","$ 18.99","$ 20.89","A1M5EIC3PTHQ2U","1","B09869MZ6R","0088541611985","088541611985","B07XLP5F5W","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Woven Boxer, Dark Navy/Red/White, X-Large","303039","279665","","","","$ 45.00","-","","B07MGJSV6L","0088541645010","088541645010","B0D3V4SFDP","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Tank Top (Small, Mahogany)","1042461","1227882","$ 22.40","15","$ 22.40","$ 22.40","A1QFV54JFUWZAD","2","B07QGGKP6B","0088541649230","088541649230","B0D3TYSQWD","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials Colorblocked Long Sleeve Sweatshirt, Mahogany,M - US","3420524","3221458","","","$ 58.95","$ 63.94","A2RF10B4Q3LNT","1","B07S4NWNLP","0088541649742","088541649742","B09KNM38VC","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Everyday Micro Multipack Briefs, Black (4 Pack), S","1023703","974836","","","$ 55.00","$ 55.00","AY57FDYNM59SG","1","B07TV8S31M","0088541654432","088541654432","B0D3V8W6CH","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's 2-Pack Cotton Classics Boxer Briefs, Stream/Dark Navy (Big & Tall 2 Pack), 5X-Large","607359","571281","","","$ 39.50","$ 49.49","ALNXDINFJN088","1","B07NWY3RCY","0088541741903","088541741903","B0D3V3TTK1","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's 2-Pack Cotton Classics Boxer Briefs, Vibrant Royal/Green (Big & Tall 2 Pack), 5X-Large","606638","575493","","","$ 39.50","$ 49.49","ALNXDINFJN088","1","B07NWXWRXG","0088541742023","088541742023","B0D3V3TTK1","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Big & Tall Underwear Multipack Cotton Classics Boxer Briefs, Orange/Blue, X-Large","43993","41880","","","$ 39.50","$ 49.49","ALNXDINFJN088","1","B07NWYQVWP","0088541749305","088541749305","B0D3V52245","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Big & Tall Underwear Multipack Cotton Classics Boxer Briefs, Royal/Blue, XXXXX-Large","44575","42032","","","$ 39.50","$ 49.49","ALNXDINFJN088","1","B07NWXP952","0088541749343","088541749343","B0D3V52245","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Big & Tall Underwear Multipack Cotton Classics Boxer Briefs, Royal/Blue, XXXXXX-Large","42866","41302","","","$ 39.50","$ 49.49","-","1","B07NWZB2C7","0088541749350","088541749350","B0D3V52245","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Modern Essentials French Terry Sweatshirt, Dark Navy/Hilfiger Color Block, S","991756","1182757","$ 41.27","2","$ 41.00","$ 41.27","A1QFV54JFUWZAD","3","B07TWCS4ZV","0088541849746","088541849746","B0D3V4RNVM","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classic Briefs, Red Multi (Multi 4 Pack), S","16722","16689","","","$ 41.00","$ 41.00","AY57FDYNM59SG","1","B07NF9RPWP","0088541890892","088541890892","B0D3V214Q6","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Cotton Classics Brief Multipack, Red Multi (Multi 4 Pack), M","16713","16682","$ 42.00","4","$ 42.00","$ 42.00","AY57FDYNM59SG","1","B07NFB9N7J","0088541890908","088541890908","B0D3V214Q6","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Underwear Multipack Cotton Classic Briefs, Red Multi (Multi 4 Pack), L","16824","16692","$ 42.00","4","$ 42.00","$ 42.00","AY57FDYNM59SG","1","B07NF9LSGG","0088541890915","088541890915","B0D3V214Q6","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Classic Brief Megapack, Multi (6 Pack), XL","690690","572654","$ 58.59","4","$ 58.59","$ 58.67","A3MXVU2Y0BWEIR","2","B082XVJJDY","0088541891028","088541891028","B09ST24BYF","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Everyday Micro 3-Pack Trunk, Flame (Multi 3 Pack), S","220219","231837","","","","","-","","B07PMRGKBK","0088541895156","088541895156","B0D3V27M57","Tommy Hilfiger","no"
"Tommy Hilfiger Stretch Pro Trunk 3 Pack 09T3600 (Small, Cobalt Blue)","3336779","3057136","$ 34.65","2","$ 34.65","$ 34.65","A2BJMCJIG5VLMZ","1","B07NF9HZJ2","0088541896009","088541896009","B0921623PS","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Comfort + Multipack Boxer Briefs, Steel Blue (Multi 3 Pack), L","1149646","1020846","","","$ 42.00","$ 42.00","AY57FDYNM59SG","2","B07TV8S2ZQ","0088541897914","088541897914","B0D3V1STR5","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Stretch Boxer Brief Multipack, Evening Blue, Small","462004","406432","","","$ 48.00","$ 48.00","A653RF85QVOSP","1","B07NNCJF7C","0088541907323","088541907323","B0D3V7LVRB","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Cotton Stretch Boxer Brief Multipack, Evening Blue, Medium","333298","359463","$ 36.25","812","$ 36.25","$ 36.25","A653RF85QVOSP","2","B07PYVNPYJ","0088541907330","088541907330","B0D3V7LVRB","Tommy Hilfiger","no"
