Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
"Tommy Hilfiger Men's Lewly Sneaker, White Multi 140, 9.5M",1096527,902955,,,,$103.51,,-,,B09ZKFDKD8,196496477973,1.96E+11,B09ZKJ459R,Tommy Hilfiger,yes,9998243962493935589,V
POLO RALPH LAUREN Microfiber Plush Long Sleeve Shawl Collar Robe Rl2000 Red Buffalo Plaid/Nevis Pony Player SM-MD,116082,94715,$83.99,1,$83.99,$150.00,$83.99,A3208L1GETM6S3,1,B09B1ZRYRD,194959604546,1.95E+11,B0CN4QYJH5,POLO RALPH LAUREN,no,9996798145191939024,V
"Tommy Hilfiger Boys' Little Short Sleeve Striped V-Neck T-Shirt, Bermuda Blue, 4",1365577,1620601,$10.11,8,$10.11,$20.99,$10.42,A12VL2HYB4PFAP,1,B076DYDF3V,192042016979,1.92E+11,B07121HKGN,Tommy Hilfiger,no,9988131492414449757,V
"Tommy Hilfiger Mens Long Sleeve T-Shirt (XX-Large, Grey)",1231922,1206842,$26.00,1,$26.00,$39.13,$27.58,A2Y8CKHQSZF3V6,1,B07DR32XMN,719220961090,7.19E+11,B01MZWODVY,Tommy Hilfiger,no,9980587933003301299,V
Free People Runner Sling Coral MD/LG,5357252,3713359,$78.59,1,$78.59,$80.97,$78.59,ANZYNJW9IIF9C,1,B09X2Y3KJD,196347407036,1.96E+11,,Free People,no,997399361746196141,V
"Tommy Hilfiger Women's Roll Tab Shirt, Sky Captain/Bright White Gingham, Medium",280684,289379,,,$50.00,$102.23,$50.96,A1W742QNB64DQ3,1,B09FW23VYN,195105290682,1.95E+11,B0CHJRM2BZ,Tommy Hilfiger,no,9970061827826310126,V
Free People Relaxed and Destroyed Skirt Blue 30,,,$51.45,,$44.50,$49.98,,-,1,B077G7YLM7,190383825915,1.90E+11,,Free People,no,9961619013050711207,V
We The Free Womens Ivy Denim Released Hem Skinny Jeans Blue 24,2311637,1964946,$49.98,1,$39.99,$39.99,$59.38,A3CAWCKGLU5320,1,B08JX2R9LG,194374274294,1.94E+11,B08M4GF76Z,Free People,no,9949366306768081553,V
Free People Real Love Embroidered Dress Moxie Combo SM (Women's 4-6),750302,965773,$105.74,1,$94.40,$203.75,$105.74,A24V851RG6UNB7,1,B0C3H4X57Q,196347921846,1.96E+11,B0C7HDYSFD,Free People,no,9946655348290373976,V
"POLO RALPH LAUREN Men Long Sleeve Pony Logo T-Shirt with Pocket (White, M)",51365,216210,$62.44,2,$55.99,$79.00,$61.52,A48T25DC7FFOI,1,B083SP9SXB,190618046092,1.91E+11,B06XSV6X8X,Polo Ralph Lauren,no,9933754115528269133,V
POLO RALPH LAUREN Supreme Comfort Knit Crew Sleepwear Tee Polo Black/Andover Heather/Rl2000 Red Pp MD,,4788044,$51.00,1,$45.00,$108.37,$51.00,A16QE3XBEKG4RP,1,B094GZ3MTF,194959063855,1.95E+11,,POLO RALPH LAUREN,no,9933027894545546147,V
"POLO RALPH LAUREN Men's Gellar Cargo Fatigue Shorts (36, Aviator Navy)",7095158,6144640,$74.98,1,$74.98,$183.77,$142.49,A3208L1GETM6S3,2,B016963UDW,889043185857,8.89E+11,,POLO RALPH LAUREN,no,9925632063246148637,V
Polo Ralph Lauren Kids Baby Girl's Cable Knit Cotton Cardigan (Toddler) Warm White/French Pink Pony Player 2T,1280310,1284085,$60.00,7,$60.00,$119.69,$65.00,-,1,B074KQ5ZMZ,190618455825,1.91E+11,,Polo Ralph Lauren,no,9925019732089940993,V
Lacoste Men's Powercourt Leather Lace Up Fashion Sneaker Wht/NVY/Rd 8 Medium US,987307,1233121,$99.95,10,$99.95,$184.47,$99.95,A1IHHI9MRUKJ91,2,B0C1H7TXD5,193367767065,1.93E+11,B0CHN5BL64,Lacoste,no,9924998340388359994,V
Free People Womens Sequined Mini Party Dress Purple 6,2181462,2030479,$44.01,19,$35.28,$168.00,$44.06,A1PNU51VLDQZYR,1,B07KPL5Z9L,190380818903,1.90E+11,B07RSW2R6B,Free People,no,9917909792421174798,V
"Lacoste Women's CARNABY EVO SLIP Sneaker, off off white/blu suede, 9 Medium US",1042383,1047414,$79.99,1,$79.99,$95.99,$79.99,A3V17JP5RCORRR,1,B077Y6VTD9,755722763343,7.56E+11,B0CH2QTFP1,Lacoste,no,9915102499523326104,V
"Tommy Hilfiger Men's Undershirts Multipack Cotton Classics A-Shirts, White, Small",150777,102839,,,$40.00,$46.00,$40.00,AY57FDYNM59SG,1,B0981XW3RS,194999060470,1.95E+11,B0CLVDCWTF,Tommy Hilfiger,no,9912139275845673099,V
"Tommy Hilfiger Men's Original Stretch Slim Fit Chino Pants, Tommy Black, 32X34",,1260569,$85.95,2,$79.50,$79.50,$85.95,A48T25DC7FFOI,1,B078HF36W2,715676058155,7.16E+11,,Tommy Hilfiger,no,9908979345396924106,V
Free People We The Free Mason Studded Belt Black MD-LG,5292815,5114273,$137.37,1,$137.37,$143.71,$137.37,ANZYNJW9IIF9C,1,B099QKK9CL,195889403155,1.96E+11,,Free People,no,9906645647073326397,V
Free People Diego Tee Lip Gloss MD (Women's 8-10),6996682,6996682,$22.13,,$17.14,$137.41,,-,1,B09QKTWMKZ,196347157405,1.96E+11,,Free People,no,9899781827423794288,V
"Tommy Hilfiger Men's Cotton Classic Brief Megapack, Multi (6 Pack), XL",684281,552902,$58.69,4,$58.69,$85.32,$58.70,A3MXVU2Y0BWEIR,2,B082XVJJDY,88541891028,88541891028,B09ST24BYF,Tommy Hilfiger,no,9897268088092931150,V
"Tommy Hilfiger Men's Everyday Micro 3-Pack Trunk, Pacific, Medium",230346,232159,$42.00,26,$42.00,$44.50,$42.00,A3208L1GETM6S3,1,B098KYW895,194999048744,1.95E+11,B0CLM97K81,Tommy Hilfiger,no,9892441972569703955,V
Tommy Hilfiger Charmeuse Tiered Midi Dress Mandarin 14,2895862,2524144,$41.70,,$41.70,$118.15,,-,0,B0C3RGG7L1,196701692757,1.97E+11,B0CNSHD5N8,Tommy Hilfiger,yes,9890452251210567069,V
POLO RALPH LAUREN Supreme Comfort PJ Pants Cruise Navy/Andover Heather/Rl2000 Red Pp XL,,944849,$60.00,1,$60.00,$125.65,$60.00,A16QE3XBEKG4RP,1,B095MVP2J9,194959064197,1.95E+11,,POLO RALPH LAUREN,no,9886976351592658620,V
Polo Ralph Lauren Kids Girl's Short Sleeve Mesh Polo Shirt (Little Kids/Big Kids) French Navy MD (8-10 Big Kids),,,$79.94,,$74.95,$74.95,,-,1,B01DFV7RIS,889604029828,8.90E+11,,Polo Ralph Lauren,no,9880204115530534444,V
"Polo Ralph Lauren Big and Tall Mid-Rise Brief 2-Pack, 50, White",,,$16.98,2,$9.99,$85.34,$16.98,A1H9BQ5UHZL5BR,1,B0167JUN1S,43935777456,43935777456,,POLO RALPH LAUREN,no,98752040533056691,V
"Tommy Hilfiger Women's Classic Belted Fit and Flare Midi Dress, Soft Black, 10",,,$46.98,1,$46.98,$126.37,$46.98,ACTZ4HD4YIH8O,1,B086W86S2M,190607394555,1.91E+11,,Tommy Hilfiger,no,9871109127594230247,V
Free People Real Love Maxi Meadow Combo XL (Women's 16),10576127,9897355,,,$168.00,$198.81,,-,0,B09RK6HPJ2,196347408491,1.96E+11,,Free People,no,9869984440256344091,V
"Tommy Hilfiger Women's Performance Sports Bra, Navy, X-Large",2014159,1885091,$33.65,1,$27.65,$27.66,$33.65,ACNNIJ7GNQDF9,1,B09R3RH8D9,195105383902,1.95E+11,B09R3CR3ZZ,Tommy Hilfiger,no,9866094237172185249,V
Tommy Hilfiger Knit Logo Tee Dress Stone Grey Heather MD (US 8-10),7473642,6694149,$32.13,,$32.13,$49.00,,-,0,B0B1VBGWBT,195105486375,1.95E+11,,Tommy Hilfiger,yes,9857670286488324399,V
"POLO RALPH LAUREN Men's 6-Pack Camo Crew Socks, Black Assorted, 10-13",102330,95862,$29.99,34,$29.99,$44.99,$35.05,A2QFERO09X9TW0,1,B09BRJCZT4,47852367714,47852367714,B07ZYBBRXM,POLO RALPH LAUREN,no,9854817749288328550,V
"Tommy Hilfiger mens Slim Fit Performance With Stretch Business Suit Pants Set, Grey Plaid, 42 US",1284089,1339885,,,,$600.00,,-,,B07HKPLRG4,627736239971,6.28E+11,B0CMNTGNXG,Tommy Hilfiger,no,9848247670229424349,V
Tommy Hilfiger Long Sleeve Collar Floral Top Black Multi MD (US 8-10),4879995,4191828,$66.75,,$66.75,$89.00,,-,0,B0BR9YYCH2,196701761743,1.97E+11,B0CNSGQ8Q1,Tommy Hilfiger,yes,9841410910916928222,V
"Free People Women's Fuji Thermal Tee, Rosie, Pink, XS",1131656,1061821,$70.81,1,$70.81,$82.23,$70.81,ANZYNJW9IIF9C,1,B0B4NNN79T,196347897585,1.96E+11,B09811WM9T,Free People,no,9839767642109424084,V
"Lacoste mens Sport Long Sleeve Fleece Full Zip Hoodie Sweatshirt, Black/Black, Medium US",196792,154172,$100.00,1,$100.00,$181.53,$100.00,ATT4HF1MHG1C6,1,B081BP6LGW,193869549688,1.94E+11,B07YVMCKL6,Lacoste,no,9838726249758462455,V
"Tommy Hilfiger Men's Lectern Sneaker, Grey, 12",1094322,1095722,$67.98,1,$58.03,$85.00,$67.98,ACTZ4HD4YIH8O,1,B085WT5GPB,194652888328,1.95E+11,B085WSWCTN,Tommy Hilfiger,no,9838080148850187270,V
Free People Delaney Fisherman Platform Black EU 40 (US Women's 10) M,744234,1079404,,,$193.67,$295.16,$202.05,A39WWGXFOLEB1L,2,B09Q21XXYY,195191757915,1.95E+11,B09RHR9LSB,Free People,no,9833033396032368088,V
"POLO RALPH LAUREN Men's 6-Pack Polo Americana Crew Socks, Assorted, 10-13",97877,94522,$36.00,14,$36.00,$36.99,$36.00,A2QFERO09X9TW0,1,B09H3H5WDW,47852378710,47852378710,B07ZYBBRXM,POLO RALPH LAUREN,no,9829673582654072983,V
"Tommy Hilfiger Women's Rowndup Knee High Boot, Tan, 8",1372731,1279896,$79.18,1,$63.99,$155.01,$79.18,A24V851RG6UNB7,1,B08HPM2WBD,194652966118,1.95E+11,B09B8JBQ1T,Tommy Hilfiger,no,9810147875222122141,V
"Tommy Hilfiger Boys' 2-Piece Formal Suit Set, Navy, 16 Husky",22432,36504,,,,$78.00,,-,,B09S6VNQ3F,194931275313,1.95E+11,B0CV7V4T8G,Tommy Hilfiger,yes,9800692910723282265,V
Tommy Hilfiger Flutter Sleeve Dress Sky Captain SM (US 4-6),12441998,12095800,$69.50,,$69.50,$69.50,,-,0,B0BVKB9SHP,196701702777,1.97E+11,B0C316JG94,Tommy Hilfiger,yes,9797225906208004069,V
"Tommy Hilfiger Women's Flutter-Sleeve Scuba Dress (12, Indigo/Black)",10417102,10127898,$79.98,1,$69.99,$99.99,$89.30,A3CAWCKGLU5320,1,B07PX415K2,192114832131,1.92E+11,B0921M934V,Tommy Hilfiger,no,9792728827166399580,V
Free People Pixie Tee Ivory XS (Women's 0-2),599703,495663,$48.00,6,$48.00,$48.00,$65.89,-,0,B0CG932F28,197267911078,1.97E+11,B0CNFHTRCZ,Free People,yes,9792436374478746881,V
"Lacoste Women's Cessole 216 1 Ballet Flat (5, Yellow)",2386611,2050773,$100.00,1,$100.00,$131.95,$100.00,A3V17JP5RCORRR,1,B01FNMN2X6,843875092820,8.44E+11,B01AHXWRFA,Lacoste,no,9780841689295791607,V
Lacoste Minzah 319 1 P CMA Navy/White 9 M,703748,662489,,,$95.00,$125.00,$95.00,APV6T4RKTKPW0,1,B07S2YF7W4,193367084285,1.93E+11,B07TQF16VS,Lacoste,no,9772012968263083892,V
"Lacoste Baby Carnaby EVO Sneaker, White, 6. Medium US Toddler",2255114,1932816,$55.00,3,$55.00,$55.00,$55.00,A2ZVX1OUSHY6F0,1,B07DRTYLNJ,755722846947,7.56E+11,B0CBD6YVCK,Lacoste,no,977183066242320849,V
"Tommy Hilfiger Boys' Short Sleeve Legacy Crew Neck T-Shirt, Navy Blazer FB76, 12-14",313626,1240967,,,$24.99,$28.88,$24.99,ADNQFTM9JQ6D2,1,B09SS5X2YJ,195958520059,1.96E+11,B0CXJT65GV,Tommy Hilfiger,no,9765984931026350430,V
"Free People Women's Hazy Maisy Maxi Dress, Earth Combo, Pink, Floral, L",938815,1367064,,,,$228.46,$202.82,-,,B0BQLWS94C,197267111904,1.97E+11,B0C7HFRSG2,Free People,no,9765332403511647495,V
"Tommy Hilfiger Mens Classic Fit Chino Pants (30X32, Navy Blazer)",,,$66.44,1,$59.99,$59.99,$66.44,A48T25DC7FFOI,1,B06XCXD1ZF,646130697149,6.46E+11,,Tommy Hilfiger,no,976085901397883467,V
"Polo Ralph Lauren Mens Stretch Classic Fit Flat-Front 9"" Pony Logo Chino Shorts (32, Navy/White Pony)",646312,603578,$92.49,5,$82.50,$113.48,$92.49,A3BSCZERD91AOE,1,B07QJD721S,767325460062,7.67E+11,B09HQCTQR2,Polo Ralph Lauren,no,9745415038653518883,V
Tommy Hilfiger Elyssa Black Multi Ll 10 B (M),9736085,6830666,$128.75,,$128.75,$129.00,,-,0,B07QLG76TV,194009459874,1.94E+11,,Tommy Hilfiger,yes,9741845106922964634,V
Free People All The Time Bodysuit White SM (Women's 4-6),1345958,1389911,$26.89,1,$26.89,$29.56,$27.02,-,1,B07D7QXZQJ,190380379091,1.90E+11,B099Z1PHM3,Free People,no,9741601381953364586,V
Free People Anita Printed Maxi Black MD (Women's 8-10),2157655,2414992,$82.69,1,$82.69,$124.95,$82.69,A2RB0TPTDP4W5R,1,B07NZTB6WF,193465403476,1.93E+11,B07WZRDTMS,Free People,no,973616286786893033,V
"Lacoste Unisex Carnaby EVO Sneaker White, 1 Medium US Little Kid",2255886,2040704,$59.95,5,$59.95,$59.95,$59.95,A2ZVX1OUSHY6F0,1,B07DR91F4K,755722846886,7.56E+11,B0CBD6YVCK,Lacoste,no,9727378236143092462,V
"Tommy Hilfiger Men's LAMPKIN Sneaker, Grey, 7.5",1238954,767989,$67.98,1,$67.98,$128.48,$67.98,ACTZ4HD4YIH8O,1,B09N5PX5PR,196301324874,1.96E+11,B092X75FZ8,Tommy Hilfiger,no,9726281020109350964,V
"Tommy Hilfiger Women's Elastic Waistband Pocket Jogger, Hot Coral, Large",1232252,1152657,$24.44,1,$24.44,$35.86,$24.44,A3OZSG7A391EA0,1,B0B2GYF3X7,195105198636,1.95E+11,B0B2GDCJ7T,Tommy Hilfiger,no,9722266750506778730,V
"Tommy Hilfiger Womens Quilted Motorcycle Jacket, Brown, Large",,,$60.87,,$60.87,$110.00,,-,1,B07WN2T31H,192114814922,1.92E+11,,Tommy Hilfiger,no,970790779678564990,V
"Lacoste Women's Summer Bermuda Shorts, Crater Orange, 4",,6380878,$26.99,1,$26.99,$100.62,$26.99,A3QLSV9N3Q669V,1,B08B7SCWJB,194951879027,1.95E+11,B0CVKKXPQG,Lacoste,no,9705824892651581929,V
"Free People Vicente Slide Leather Sandal for Women - Single Strap, Stacked Heel, and Sleek, Leather Footbed Footwear Black EU 39.5 (US Women's 9.5) M",,,$123.73,2,$111.55,$178.24,$124.63,A39WWGXFOLEB1L,3,B09PDMCRX4,196347107097,1.96E+11,,Free People,no,9705124335114797277,V
"Tommy Hilfiger Women's Round Neck Dress, Dragon Fruit Multi, 10",488795,786018,$38.73,2,$27.99,$137.16,$41.56,A24V851RG6UNB7,1,B07R8R7T6B,192114291150,1.92E+11,B0863XMPPC,Tommy Hilfiger,no,9704022374439924310,V
Free People Isla Moto Boot Black EU 38.5 (US Women's 8.5) M,2640242,2393973,$131.51,,$122.52,$304.83,,-,0,B0C9ZW1Q3C,197267364966,1.97E+11,B0CK52YVVK,Free People,no,9702511850267823682,V
"Tommy Hilfiger Women's Zip Up Short Puffer Jacket, Black, Large",641707,584971,$104.75,1,$104.75,$124.75,$105.82,A1FSI50GMUOUWK,1,B0B9HZY82V,195105048825,1.95E+11,B0CKCPMZ76,Tommy Hilfiger,no,9694321413093417449,V
"Tommy Hilfiger Boys' Flat-front Dress Pant, Straight Leg Fit, Zip Fly & Belt Loops, Side & Back Pockets, Antique Bronze Corduroy, 10",24299,42328,,,$45.35,$70.07,$65.50,A2AJEVS0UKGQXK,1,B0CB8ZWXQ4,194931540626,1.95E+11,B0CVB2YJ29,Tommy Hilfiger,no,9694168869590556373,V
Tommy Hilfiger Skinny Tuxedo Ankle Pants Wheat 4,7295802,6708602,$77.00,1,$77.00,$79.29,$77.00,A37T6TXNSX3Q4J,1,B07DB8BGZW,190607522088,1.91E+11,B0BYHD9PFW,Tommy Hilfiger,no,9691495155005390070,V
1781837 Tommy Hilfiger Josie Ladies Analog Silver Business Quartz Tommy Hilfiger,,,$101.95,,$101.95,$101.95,,-,0,B07F3NK2SV,885997235259,8.86E+11,,Tommy Hilfiger,yes,9685943021960625866,V
"Tommy Hilfiger Men's Long Sleeve Button Down Oxford Shirt in Custom Fit, Collection Blue, Small",35574,32210,,1000,,$102.35,$44.00,A1ZG4FCMRW6QQE,1,B07NFV7JFS,719220963131,7.19E+11,B08DGN39DS,Tommy Hilfiger,yes,9685660032455554831,V
"Tommy Hilfiger Men's Underwear Multipack Cotton Classic Briefs, Red Multi (Multi 4 Pack), S",17212,16866,,,$41.00,$54.99,$41.00,AY57FDYNM59SG,1,B07NF9RPWP,88541890892,88541890892,B0CM57X23F,Tommy Hilfiger,yes,9680527046846893152,V
Polo Ralph Lauren Boys Kids Swim Trunks Size 18-20 Royal Blue,871287,1048503,$59.50,2,$59.50,$59.50,$59.50,ALJLVEZKE5DIP,1,B09WB17QMT,882925265548,8.83E+11,,Polo Ralph Lauren,no,9679716646399960960,V
"Polo Ralph Lauren Classic Fit Mesh Polo Shirt, Black / Red Pony, X-Large",21181,26109,,,,$148.90,$107.44,-,,B081S5VFPR,882921127765,8.83E+11,B0CRJ8R75V,Polo Ralph Lauren,no,9679559479281675576,V
POLO RALPH LAUREN Classic Fit Soft Cotton Polo French Navy XL,6845597,6845597,$79.98,1,$79.98,$204.46,$79.98,"A1VBXOQ0KR1GWN, A3208L1GETM6S3",3,B077F2QNZ9,712168522903,7.12E+11,,POLO RALPH LAUREN,no,9675608281195346956,V
Free People La Risa Flat Sandal Black 39 (US Women's 9) M,4916478,4976295,,,,$181.53,,-,,B08ZSNVSJL,195191772031,1.95E+11,,Free People,no,967469039661457155,V
"Tommy Hilfiger Women's Belted Halter Dress, Ballerina Pink/Sky Captain Circles, 14",849940,833548,$39.96,1,$28.79,$167.30,,A24V851RG6UNB7,2,B09KKKBHFS,195105331934,1.95E+11,B0CLM2Z59S,Tommy Hilfiger,no,9674108443267502057,V
"Tommy Hilfiger Women's Faux Wrap Short Sleeve Chiffon Dress, BK/BLLRNA PK",847559,1790425,$34.16,13,$22.79,$139.00,$35.08,A24V851RG6UNB7,2,B0BNZ27SM4,195105263495,1.95E+11,B0CLTG9M9P,Tommy Hilfiger,no,9663361480755944048,V
Polo Ralph Lauren Classic Fit Long Sleeve Garment Dyed Oxford Shirt Carmel Pink LG,627257,951053,,,$125.00,$214.63,$130.88,A20F7C76GFBW89,2,B0CMVQSG88,197078706962,1.97E+11,B0CMW33P46,Polo Ralph Lauren,no,9654001840822521097,V
Polo Ralph Lauren Mens Big & Tall Cotton Logo Pullover Sweater Navy 2LT,,1031312,,,$113.00,$180.78,,-,0,B081LJC6TT,885400317695,8.85E+11,,Polo Ralph Lauren,yes,9653406194946446050,V
"Tommy Hilfiger Women's Fashion Shealth Dress, Black, 8",1488259,1365612,$42.73,1,$42.73,$99.00,$42.73,A2TAWA9M2IM64F,1,B09Y2K97K2,195105068120,1.95E+11,B0CLKLN2W5,Tommy Hilfiger,no,9650346546982091233,V
Free People Essential Chelsea Boot Beige EU 38.5 (US Women's 8.5) M,1316595,1273110,,,$337.18,$348.00,$337.18,ANZYNJW9IIF9C,1,B09BLYQYS5,195889275509,1.96E+11,B08F3P113N,Free People,no,964314523985033264,V
"Free People Women's Leo Tunic, Silver Gleam Combo, XS",6730474,6539427,$108.00,1,$107.95,$163.95,$107.95,A14SF9GV076TIM,3,B08C4M5BHD,194374817095,1.94E+11,,Free People,no,9641343786526026615,V
POLO RALPH LAUREN Varick Slim Straight Jean Hudson White 33 30,4402429,5110314,$94.90,1,$94.90,$99.00,$96.71,-,2,B085L2SC55,789023554355,7.89E+11,,Polo Ralph Lauren,no,9641156373377778635,V
"Lacoste mens Carnaby Sneaker, Black Nouvelle, 13 US",187452,143679,$82.99,9,$82.99,$100.00,$82.99,AM3NWFGAU67D,3,B0B3YRYR26,196224186887,1.96E+11,B09PMQZ3P8,Lacoste,no,964063283573425501,V
"Tommy Hilfiger Men's Cotton Classics 3-Pack Trunk, Medium Pink",684981,611208,,,$57.00,$57.00,$63.07,A2YGW1BKN89EQD,1,B0BSMF5HBP,194999305380,1.95E+11,B0CLNXRQ53,Tommy Hilfiger,yes,9639307400177600222,V
Free People Anyway Tee Gardenia LG (Women's 12),1179427,1166828,,,$68.00,$68.00,$73.49,ACZ4LSOIIIO6D,1,B0BGZM89KD,196790308430,1.97E+11,B0BMJBLHNP,Free People,yes,9634716590390893613,V
"Tommy Hilfiger Straight-Leg Women, Mid-Rise Jeans, Star Wash, 2",764950,988082,,,$76.99,$124.91,$68.72,A39WWGXFOLEB1L,3,B08C7F3BGJ,192114754884,1.92E+11,B0CLT7Y588,Tommy Hilfiger,no,9628905490358250322,V
"Lacoste Men's Standard Allover Croc Taffeta Swim Trunks, Cobalt, X-Large",703125,637262,$60.41,,$60.41,$60.41,$143.24,-,0,B0BZZXCV1Q,195750639379,1.96E+11,B0C118TKLY,Lacoste,yes,9628497932470189938,V
Free People Almost Paradise Platform Orchid EU 38.5 (US Women's 8.5) M,1003521,1254183,$90.20,,$59.43,$96.60,$96.41,-,2,B0B46DGNYD,196790304081,1.97E+11,B0BJQFXX75,Free People,no,9625911383364242806,V
Tommy Hilfiger TH 1845 Crystal 49/23/145 men Eyewear Frame,1861376,1715767,$43.47,1,$38.48,$129.00,$54.92,A3O29CG3M5ASKS,4,B09NDMPP91,716736413815,7.17E+11,,Tommy Hilfiger,no,9625719489911238276,V
"Free People Women's Adella Bralette, Light Grey, S",60277,70302,,,$48.56,$98.57,$58.96,AGYJ3BE0WONQD,2,B07KSM1ZDK,190383830131,1.90E+11,B0BJLJMJ3W,Free People,yes,9618365002684836952,V
Free People Vale Boot Sandal Black EU 39.5 (US Women's 9.5) M,635797,975044,$288.65,1,$288.65,$312.77,,ANZYNJW9IIF9C,1,B09TH9B3LS,196347389585,1.96E+11,B07Z6BH5CC,Free People,no,9614475132093352591,V
POLO RALPH LAUREN Classic Full-Zip Fleece Hooded Sweatshirt - M - Orange,136926,99838,$124.48,1,$114.99,$203.19,$124.48,A3BSCZERD91AOE,1,B09J65DG4Y,888529855727,8.89E+11,B01D0HXVHS,Polo Ralph Lauren,no,9612115957648917474,V
"POLO RALPH LAUREN Men's Thorton Sneaker, Newport Navy, 11 D US",592916,673825,$70.78,1000,$70.78,$88.32,$63.40,AP3VA1GJZM3EQ,1,B07FZ6NDYV,191232367914,1.91E+11,B076JWD9YW,Polo Ralph Lauren,no,9608046536701277815,V
Tommy Hilfiger EDT Spray 3.4 OZ (New Packaging),,,$53.97,7,$53.97,$115.25,$53.97,A14TF60ZLUG9XT,2,B00H9I92FA,22548024324,22548024324,,Tommy Hilfiger,no,9598187440474367150,V
Free People WTF Triple Threat Leather Cowboy SM-MD,2153205,1941040,,,$87.29,$89.94,$87.29,ANZYNJW9IIF9C,1,B09ZDGT8YR,196347760582,1.96E+11,B0B5YF4NT2,Free People,no,9592751306362465979,V
"Tommy Hilfiger Women's Petite Sheath Knee-Length Short Sleeve Cut-Out Neck Scuba Crepe, Black, 4",596146,526479,,,$86.65,$147.99,$81.78,-,1,B0BG9JLML2,196701829726,1.97E+11,B0BGBK4FL8,Tommy Hilfiger,yes,9577047105948159660,V
"Tommy Hilfiger Women's Chino Skirt, Khaki, 10",3888096,4460336,$35.00,2,$35.00,$100.19,$35.00,"A2RB0TPTDP4W5R, A1H8RBTGE4JXI8",3,B09PL6JGM2,195105279953,1.95E+11,B09Q5HBLS1,Tommy Hilfiger,no,9567969455904686947,V
"Tommy Hilfiger Men's RALEM Sneaker, Navy Blue/White, 9",431361,580490,$60.98,2,$60.98,$127.09,$56.83,ACTZ4HD4YIH8O,1,B09N6128NL,196301447078,1.96E+11,B09N66KN9L,Tommy Hilfiger,no,9565164651735798648,V
"Tommy Hilfiger Men's Gervis2 Chukka Boot, Dark Brown 209, 11",916138,904276,$80.98,1,$80.98,$89.99,$80.98,ACTZ4HD4YIH8O,1,B0B5FTBK4L,194009045152,1.94E+11,B0CLHXN1ML,Tommy Hilfiger,no,9558761736552427520,V
Free People Turnt Bodysuit Oxide SM (Women's 4-6),1062792,1062181,$34.98,6,$23.99,$137.41,$37.70,A24V851RG6UNB7,2,B09HMYJV2H,195889586377,1.96E+11,B09FY4KZ7C,Free People,no,9547191254544668010,V
Free People Jaymes Midi Burgundy Combo XS (Women's 0-2),129536,181106,$154.34,,$139.25,$179.04,$160.75,A1O29P9Z7BFBW,2,B0CG95DGFY,197267909075,1.97E+11,B0CLDM1DR5,Free People,no,9535177302527628733,V
"Tommy Hilfiger Men's Underwear Multipack Cotton Classics Trunk, Hunter, X-Large",1788229,1850819,$50.00,3,$50.00,$64.50,$50.00,AY57FDYNM59SG,1,B0997FS1WN,194999060258,1.95E+11,B098L5BY4G,Tommy Hilfiger,no,9525932496762097991,V
"Tommy Hilfiger Women's Sleeveless Knee-Length Fit and Flare Novelty, Bloom Multi",2618869,2146561,$60.06,1,$49.19,$51.05,$61.17,-,2,B0BPWR4ZP6,196701743381,1.97E+11,B0BPVTV44X,Tommy Hilfiger,no,9514161833581659564,V
"POLO RALPH LAUREN Men's Fleece Pants, Alaskan Heather, Grey, M",7983460,7719596,$89.99,1,$89.99,$208.55,$89.99,A9YMGYMLQ181M,2,B074CKRYJM,889697747630,8.90E+11,,POLO RALPH LAUREN,no,950513887844991970,V
Tommy Hilfiger Men’s Underwear Cotton Stretch 3-Pack Trunk,,,,,$57.92,$60.05,$65.94,A39WWGXFOLEB1L,1,B09YDNYJCG,194999093607,1.95E+11,B0CLM3LG18,Tommy Hilfiger,yes,9498912915890536871,V
Free People Adella Shorts Charcoal XS (Women's 0-2),1186209,1386649,$59.87,4,$41.00,$58.00,$47.04,A1O29P9Z7BFBW,2,B08X3H356W,195191900250,1.95E+11,B08XMDB5FB,Free People,no,9494050617024284723,V
"Tommy Hilfiger Women's Tiered Midi Dress, Iconic Multi Stripe, X-Small",218972,614368,$82.19,1,$82.19,$114.96,$95.12,A20FLYA0IW2L9O,1,B09Q52BCJN,195105185537,1.95E+11,B0CTTHBBKD,Tommy Hilfiger,no,9490627713268864785,V
"Polo Ralph Lauren Men's Classic Fit 9"" Stretch Chino Shorts, Nautical, Tan, 31",4100700,4107098,$65.00,1,$65.00,$130.68,$65.00,A3RKAGWV6FHG5U,2,B07DKDW2X4,712169662592,7.12E+11,B0CMY8DBRY,Polo Ralph Lauren,no,9489237706902970896,V
"Tommy Hilfiger Men's Underwear Slim Fit Woven Boxer, Ice, Medium",1795216,1635346,$24.41,3,$18.89,$44.52,$24.60,AC2FLWLRP941F,2,B098KXNHN6,88541966962,88541966962,B098L648Q7,Tommy Hilfiger,no,9480151811548021081,V
