Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
"Free People Women's Moxie Low Slung Pull-On Barrel, Cowboy",,,,,,,,-,,B0CXK6S8BB,198215048389,1.98E+11,B0D12574S5,Free People,no,none,Y
Polo Ralph Lauren Men's Double Knit Mesh Jogger Pants Bl Large Blue,,,$124.20,1,$124.20,$124.20,$120.17,A3RKAGWV6FHG5U,1,B0CTVRVMTB,196206978455,1.96E+11,,Polo Ralph Lauren,no,none,Y
Tommy Hilfiger Rugby 2 Pack EU 39-42,,,$29.64,,$25.49,$25.99,,-,1,B074P4CB78,8718820000000,,,Tommy Hilfiger,no,none,Y
Free People Riviera Romance Cami Ivory LG (Women's 12),,,$65.00,1,$58.00,$58.00,$65.00,A3NPFHCAAXLDXW,1,B076QDQ4WZ,190383908434,1.90E+11,B07JQXKF4X,Free People,no,none,Y
"Tommy Hilfiger Men's Classic Plaid Tie (Pink Multi, One Size)",,,$27.80,,$27.80,$69.50,,-,0,B08DNNXBNZ,756500774698,7.57E+11,,Tommy Hilfiger,yes,none,Y
"POLO RALPH LAUREN Kids Girl's Bal Harbour II Shoe, Navy Canvas Light Pink pop, M135 M US Little Kid",,,,,,$35.00,,-,,B077YDJW11,192491010177,1.92E+11,,POLO RALPH LAUREN,no,none,Y
"POLO RALPH LAUREN Kids Boys' Logo Cotton Sweater (Big Kids), Moss Agate Combo",,,,,,$199.93,$98.46,-,,B0CG1VM98Z,196231432175,1.96E+11,B0CKNVGYTH,POLO RALPH LAUREN,no,none,Y
Tommy Hilfiger Tammen Tote PVC/Jacquard Tan Dark Chocolate/Cognac One Size,,,$93.24,,$93.24,$93.24,,-,0,B0CN377FZZ,197232317270,1.97E+11,B0CN5TYJ2Q,Tommy Hilfiger,yes,none,Y
Polo Ralph Lauren Flannel Classic Pajama Pants Stuart Plaid/Polo Black Pony Print MD,,,$59.00,1,$59.00,$59.00,$59.00,A1Q43E1JPVJ62N,1,B0B63C129D,196062556262,1.96E+11,,POLO RALPH LAUREN,no,none,Y
Tommy Hilfiger Black Cotton Men's Sweater,,,$128.99,,$112.99,$132.99,,-,1,B09QHB5XXS,8720640000000,,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Men's Color Dot Silk Pocket Square in Burgundy,10186737,10004803,$26.98,2,$19.99,$25.00,$26.98,A1QFHBE65DT4W6,1,B00KHAA5GM,756500871892,7.57E+11,,Tommy Hilfiger,no,none,Y
"Polo Ralph Lauren Mens Interlock Pocket Polo Shirt (Medium, White)",,,$35.00,1,$35.00,$74.99,$35.00,A3TMS0RC44KWLZ,1,B07C373BQV,789023528233,7.89E+11,,POLO RALPH LAUREN,no,none,Y
Lacoste Men's Pima Cotton Crew Neck T-Shirt Red L,,,$145.70,,$107.00,$111.00,,-,1,B01M72ASEG,3614040000000,,,Lacoste,no,none,Y
"Lacoste Men's Embroidered Logo Zip Hoodie, Black, L",,,,,$113.40,$200.00,,-,1,B09N9Y9T3N,3666350000000,,,Lacoste,no,none,Y
"TOMMY HILFIGER Women's Short Sleeve Mixed Media Ruffle Top, Bright WhiteLarge",,,$48.04,,$47.60,$59.50,,-,0,B0CPC6G1ZT,196701455321,1.97E+11,B0CPCGB47K,TOMMY HILFIGER,yes,none,Y
"Tommy Hilfiger Women's Fit and Flare Short Sleeve Dress, Cream/Black/Crimson",,,$87.88,,$79.93,$117.09,,-,1,B0CLZ1WNHK,196701626462,1.97E+11,B0CML3TJNL,Tommy Hilfiger,no,none,Y
POLO RALPH LAUREN Mens Classic Fit Logo Jersey T-Shirt Green Large,,,$73.82,1,$73.82,$126.40,$73.82,A2AJEVS0UKGQXK,1,B0CRD7ZJHD,197748221986,1.98E+11,B0D2BX5P94,POLO RALPH LAUREN,no,none,Y
Lacoste Girl's Long Sleeve Two-Toned Oxford with Color-Blocked Pocket (Little Kids/Big Kids) White/Pine Kernel 6 (Little Kid),,,$46.80,,$46.80,$65.00,,-,0,B0BTHKHSNV,195750066571,1.96E+11,B0C31RKXTQ,Lacoste,yes,none,Y
POLO RALPH LAUREN Mens Polo Bear Color-Blocked Fleece Hoodie Grey Medium,,,,,$329.92,$329.92,$329.92,A2AJEVS0UKGQXK,1,B0CRCVCWP2,197748195560,1.98E+11,B0CRCP7TW3,POLO RALPH LAUREN,no,none,Y
"Tommy Hilfiger TH men's boxer pack 3 pieces visible elastic stretch cotton underwear article XM0XM02090 TRUNK 3P, 0G2 Desertsky/Natnfrost/Triplestripe, XX-Large",,,$89.99,,$89.99,$89.99,,-,1,B0BXB62RLT,8720640000000,,,Tommy Hilfiger,no,none,Y
"Polo Ralph Lauren Men's Faxon X Sneaker, Green/Purple, 8.5 M US",,,$59.95,,$59.95,$59.95,,-,0,B0CXTRG7CS,197205043496,1.97E+11,,Polo Ralph Lauren,yes,none,Y
"Tommy Hilfiger Women's Smocked 3/4-Sleeve Mock-Neck Top (Ivory, X-Large)",,,$53.40,,$53.40,$74.76,,-,0,B0CLQV69TS,196701865083,1.97E+11,,Tommy Hilfiger,yes,none,Y
Tommy Hilfiger IMPACT SPARK 3.4 EDT SP,,,$53.00,,$53.00,$95.23,$56.81,A2XPR93LORP6C,2,B0C7J439GX,"7640496670214, 0022548435649",22548435649,,Tommy Hilfiger,no,none,Y
"Tommy Hilfiger Girls' Stretch Denim Shorts, Multi, 14",,,$24.99,2,$24.99,$24.99,$24.99,A2APOTBXLHF7A0,1,B0CZPDVYX7,197571204514,1.98E+11,B0CZPMCPNR,Tommy Hilfiger,no,none,Y
"Lacoste Women's Sneakers, White/White, 37 EU",,,$163.04,,$107.00,$163.00,,-,1,B0B527WR3Q,5059860000000,,B0C4ZLYV9V,Lacoste,no,none,Y
Polo Ralph Lauren Classic Fit Cotton Woven Boxer & Short Sleeve Crew Set Cruise Navy/Dusk Orange Pp XL,,,$39.60,,$39.60,$39.60,,-,0,B0CP9QK3K1,196739596645,1.97E+11,B0CP9WHZF7,Polo Ralph Lauren,yes,none,Y
"Tommy Hilfiger Mens Athletic Socks Cushion Crew Socks (3 Pack), Size 7-12, Navy",,,$16.99,,$16.99,$16.99,,-,0,B0CYVQ5MNW,194882181510,1.95E+11,B07R6P94LR,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Men's Boxer Swimming Pool Swimwear with Elastic Waist and External Drawstring Article UM0UM02744 Medium, YBR White/Bianco, Medium",,,$109.99,,$109.99,$109.99,,-,1,B0B5N4T37V,8720640000000,,,Tommy Hilfiger,no,none,Y
Lacoste Men's Grey Square Eyeglass Frames L2874PC03553,,,$118.70,,$80.00,$200.00,,-,1,B0BC1PDM4B,886895494298,8.87E+11,,Lacoste,no,none,Y
Tommy Hilfiger Men's Cream Cleveland Browns Jordan Sherpa Quarter-Zip Sweatshirt,,,$130.18,,$119.99,$119.99,$130.18,A3QIYK7VWIAFLP,1,B0CK5369QZ,197155790815,1.97E+11,B0CK2PQTP2,Tommy Hilfiger,no,none,Y
"Tommy Hilfiger TH Men's Swim Briefs Swimming Pool with Internal Drawstring Swimwear Article XM0XM02377 Solid Brief, DW5 Desert Sky, Small",,,$69.99,,$69.99,$69.99,,-,1,B0CCLVZ1WJ,8720640000000,,,Tommy Hilfiger,no,none,Y
Polo Ralph Lauren Train 85 Newport Navy/Rl2000 Red/Royal Suede/Leather/Nylon 12 D (M),,,$39.95,,$39.95,$89.95,,-,0,B08RCKBB5Q,191232989727,1.91E+11,,POLO RALPH LAUREN,yes,none,Y
"POLO RALPH LAUREN Big &Tall Short Sleeve Sleep Shirt with Polo RL Co Logo Print (US, Alpha, 2X, Regular, Tall, Andover Heather Grey)",,,,,$88.49,$110.66,,-,0,B0CKRGR278,196062915793,1.96E+11,B0CKRD3MB5,POLO RALPH LAUREN,no,none,Y
"Polo Ralph Lauren Womens Cable Knit Crew Neck Sweater (Medium, Brown)",,769186,$136.44,2,$129.99,$169.00,$140.61,A48T25DC7FFOI,1,B07GT7PB59,882909066260,8.83E+11,B09PJSRNTG,Polo Ralph Lauren,no,none,Y
Polo Ralph Lauren Men's Slim Fit Performance Chino Pants Khk 32x32 Khaki,,,$133.20,1,$133.20,$133.20,$133.20,A3RKAGWV6FHG5U,1,B0CW2B1QNG,196206296689,1.96E+11,,Polo Ralph Lauren,no,none,Y
"Tommy Hilfiger TH sponge bathrobe with logoed fabric collar + towel gift box item UM0UM03018 bathrobe and towel, XIH Deep burgundy, Large",,,$299.99,,$299.99,$299.99,,-,1,B0CKYWBKWS,8720650000000,,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Ivy Polo Shirt in Classic Fit Keepsake Blue XL,,8679403,$64.80,,$64.80,$64.80,,-,0,B09RZLP9N5,89467857457,89467857457,,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger High Rise Bike Womens Active Pants Size XL, Color: Navy/White",,,$39.50,,$39.50,$39.50,,-,1,B0B69FM8FF,190607509935,1.91E+11,,Tommy Hilfiger,no,none,Y
Free People Womens Sand Castle Ribbed Trim Cropped Pullover Sweater Black S,,,$72.94,1,$57.99,$108.00,$72.94,A23ZLU9ZM64A2C,1,B084HPS9TM,193465268778,1.93E+11,,Free People,no,none,Y
Free People Olivia Puffer Jacket in Frosted Fig Size SM,,,$99.99,,$99.99,$99.99,,-,1,B0CTFFPZMV,195889914859,1.96E+11,,Free People,no,none,Y
Tommy Hilfiger Shorts for Boys Red 7 Years (122cm),,,$115.99,,$86.99,$86.99,,-,1,B09WVBPQ6V,8720120000000,,,Tommy Hilfiger,no,none,Y
"Polo Ralph Lauren Men's Big & Tall Thermal Shirt Long Sleeve Soft and Light T-Shirt (Maroon/White Pony, 3XB)",,,,,,$89.25,,-,,B07JVLPLDR,192503166861,1.93E+11,,POLO RALPH LAUREN,no,none,Y
"Lacoste Men's Trajet 417 3 Sneaker, Burgundy, 7 M US",,,,,,,,-,,B06ZXXWLLG,755722485191,7.56E+11,B071RCJ7VS,Lacoste,no,none,Y
Tommy Hilfiger Alexis II Tote Square Monogram Jacquard Black/White One Size,,,$56.07,,$56.07,$80.64,,-,0,B0C3RBCDLW,196805705278,1.97E+11,B0CNSJ8CP9,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Men's Comfort Plus 3-Pack Trunk, Grey Skies/Primary Red/Desert Sky",,,$29.85,,$29.85,$45.95,,-,0,B0CQTRGMCQ,194999356979,1.95E+11,B0CQTS8PJF,Tommy Hilfiger,yes,none,Y
Lacoste Girls 12.12 Quartz Watch,,,$169.70,,$131.00,$200.00,,-,1,B08H2F9MHX,7613270000000,,,Lacoste,no,none,Y
"Tommy Hilfiger Men's Cap hat with Turn-up and Logo Article AW0AW14680 Tommy Modern fluf, ZEW Solstice, One Size",,,$89.99,,$89.99,$89.99,,-,1,B0BMLJCGBW,8720640000000,,,Tommy Hilfiger,no,none,Y
Polo Ralph Lauren Mens Vintage Fit Fleece Graphic Sweatshirt Southport Blue Medium,,,$288.65,1,$288.65,$288.65,$288.65,A2AJEVS0UKGQXK,1,B0CVQYYS8M,197748226271,1.98E+11,B0CVR3QNVM,Polo Ralph Lauren,no,none,Y
"Tommy Hilfiger Women's Faux-Leather Moto Jacket (Saddle, Small)",,,$97.65,,$97.65,$139.50,,-,0,B0CVMHM8SK,195105041932,1.95E+11,,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Women's Solid Tennis Dress, BlackX-Small",,,$55.60,,$55.60,$69.50,,-,0,B0CPFNRV23,196701455833,1.97E+11,B0CPFS3YSC,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Women's Petite Open Front Checkered Jacket, Khaki Multi",,,$254.40,2,$246.45,$246.45,$254.40,A39WWGXFOLEB1L,1,B0CPC8S9QS,196701487193,1.97E+11,B0CPCJZ982,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Alexis II Convertible Top Zip Satchel Square Monogram Jacquard Tan/Dark Chocolate One Size,,,$74.34,,$74.34,$74.34,,-,0,B0C3RBYFZH,196805706701,1.97E+11,B0CLQCW4JR,Tommy Hilfiger,yes,none,Y
Tommy Hilfiger Long Sleeve Color-Block Stripe Tee Sky Captain SM (US 4-6),,,$40.88,,$40.88,$54.50,,-,0,B0CM232X33,196701556646,1.97E+11,,Tommy Hilfiger,yes,none,Y
Polo Ralph Lauren Keaton-Slip Deckwash White Bear 7.5 D (M),,,$98.00,,$98.00,$98.00,,-,0,B0CN37BRW7,197205048354,1.97E+11,B0CN3GKNXG,Polo Ralph Lauren,yes,none,Y
Free People Bren Slouch Crochet Tall Boot in Calm Waters Size 7 (37),,,,,$119.99,$169.99,,-,1,B0CPQVCJ2L,196347292786,1.96E+11,,Free People,no,none,Y
"Tommy Hilfiger Women's Hooded Puffer Jacket (US, Alpha, Medium, Regular, Regular, Black)",,,$199.99,,$199.99,$199.99,,-,0,B0CV5W4V9T,195105039991,1.95E+11,B0CV5W795P,Tommy Hilfiger,yes,none,Y
Tommy Hilfiger Men's Black Cleveland Browns Aaron Quarter-Zip Hoodie,,,,,$99.99,$99.99,,-,1,B0CT42W29B,197155743989,1.97E+11,B0CJVL4RHL,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Long Sleeve Color-Block Stripe Tee Rosette MD (US 8-10),,,$54.50,,$54.50,$54.50,,-,0,B0CM1YSKNX,196701556677,1.97E+11,,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Lightweight bathrobe TH crossed home dressing gown with embroidered logo article UM0UM02990 hw bathrobe, P5Q Dark grey ht, Medium",,,$179.99,,$179.99,$179.99,,-,1,B0BS9MFZ1S,8720650000000,,,Tommy Hilfiger,no,none,Y
"Lacoste Men's Sport Short Sleeve Semi-Fancy Ultra Dry Performance Polo, Navy Blue/White, XX-Large",,,,,$109.99,$119.00,$114.38,A3QQKPN9QHVAJN,1,B08B47J4N9,193869532376,1.94E+11,B0BMDYY8XL,Lacoste,no,none,Y
"Tommy Hilfiger Men's Cap hat with Turn-up and Logo Article AW0AW13820 yh Elevated Bean Made in Italy, YBI Ivory, One Size",,,$89.99,,$89.99,$89.99,,-,1,B0CLDXBRXP,8720640000000,,,Tommy Hilfiger,no,none,Y
"Lacoste - Juniors Powercourt Synthetic Heel Pop Sneakers, Color White/Yellow, Size: 5 M US Big Kid",,,$99.90,,$99.90,$99.90,,-,1,B0C6183DF7,196224171715,1.96E+11,,Lacoste,no,none,Y
TOMMY SUMMER Cologne. SUMMER COLOGNE EAU DE TOILETTE SPRAY 3.4 oz 2009 EDITION By Tommy Hilfiger - Mens,,,,,$79.99,$89.99,,-,1,B002FTEGY0,22548174951,22548174951,,Tommy Hilfiger,no,none,Y
"Tommy Hilfiger Women's Tribeca Skinny Ankle Jeans (8, Indigo)",,,$68.98,,$59.99,$79.99,,-,1,B09PRTNKLB,192114162917,1.92E+11,,Tommy Hilfiger,no,none,Y
"Lacoste Men's Long Sleeve Crew Neck Sweater, Baobab/Navy Blue/Flour, XXX-Large",,,$9.99,,$9.99,$94.98,,-,0,B0779M75Y9,192536997630,1.93E+11,B0779HG6N2,Lacoste,yes,none,Y
"Tommy Hilfiger Men's Flag Logo Cable Knit Sweater (US, Alpha, Large, Regular, Regular, Grey Heather)",,,$89.99,,$89.99,$89.99,,-,0,B0CY3GJ432,197232056056,1.97E+11,,Tommy Hilfiger,yes,none,Y
Tommy Hilfiger Short Sleeve Polo Shirt 2XL Navy,,,$45.00,,$45.00,$45.00,,-,0,B0BTWXCSNM,715676696104,7.16E+11,,Tommy Hilfiger,yes,none,Y
Polo Ralph Lauren Panama Stripe Low Racer Mio One-Piece Black XS,,,$69.95,,$69.95,$69.95,,-,0,B081T1JPM8,744743072428,7.45E+11,,POLO RALPH LAUREN,yes,none,Y
"Lacoste Unisex L!ve X Minecraft Nylon Tracktrousers Pants, Black (as1, Alpha, s, Regular, Regular)",,,$165.00,,$165.00,$165.00,,-,1,B0BXBJB9L2,194951503458,1.95E+11,,Lacoste,no,none,Y
"Tommy Hilfiger Mens Classic Fit Buttondown Shirt, Variety (M, Peacoat)",,,$49.99,,$49.99,$49.99,,-,0,B07JR1R2MH,715676085137,7.16E+11,,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Men's Low-Top Sneakers, Grey, 11",,,$72.34,1000,$72.34,$201.52,$74.79,-,2,B01N2MFYIE,8719250000000,,B0CS9P9M1R,Tommy Hilfiger,no,none,Y
"Lacoste Men's Sneaker, Black, 10",,,$210.70,,$160.00,$209.00,,-,1,B0B528WL1Z,5059860000000,,B0CTGFDR5X,Lacoste,no,none,Y
Polo Ralph Lauren Keaton-Slip Beach Royal Bear 13 D (M),,,$78.40,,$78.40,$98.00,,-,0,B0CN36GG41,197205047975,1.97E+11,,Polo Ralph Lauren,yes,none,Y
"Tommy Hilfiger Women's Slim Fit Ankle Pants, Sherbet",,,,,$124.58,$124.58,$103.23,A39WWGXFOLEB1L,1,B0CPC6K4MY,196701487018,1.97E+11,B0CPCH676Z,Tommy Hilfiger,no,none,Y
Lacoste Hydez 119 2 P SFA Light Grey/Gold 5.5 M,,,$79.61,1000,$79.61,$129.99,$79.60,-,1,B07G4BZ8G2,755722938871,7.56E+11,,Lacoste,no,none,Y
Tommy Hilfiger Alexis II Convertible Center Zip Satchel Ithaca Stripe Nylon Breezy Blue/Optic White One Size,,,$74.34,,$74.34,$74.34,,-,0,B0C3RCPVYH,196805707128,1.97E+11,,Tommy Hilfiger,yes,none,Y
"Polo Ralph Lauren Womens Cable Knit Crew Neck Sweater (Large, Brown)",1379548,1274002,,,,$207.35,$176.01,-,,B07GT6SM3T,882909066253,8.83E+11,B09PJSRNTG,POLO RALPH LAUREN,no,none,Y
Polo Ralph Lauren Baby Boy's Traveler Swim Trunks (Infant) Club Stripe 9 Months,,,,,$111.69,$111.69,$111.69,A2AJEVS0UKGQXK,1,B0CLQS9K3F,196231519388,1.96E+11,B0D2JWH9WM,Polo Ralph Lauren,no,none,Y
"Tommy Hilfiger Women's Mixed Stripe Ivy Sweater, Scarlet Multi",,,$52.13,,$52.13,$69.50,,-,0,B0CPFLHFTP,196701502339,1.97E+11,B0CPFQRVZ9,Tommy Hilfiger,yes,none,Y
"POLO RALPH LAUREN Women's Oxford Classic Fit Button Down Shirt (XS, Blue)",,187570,$127.44,2,$120.99,$149.99,$127.44,A48T25DC7FFOI,1,B0BCGM4G5D,190618843318,1.91E+11,,Polo Ralph Lauren,no,none,Y
"Tommy Hilfiger TH Men's Swim Briefs Swimming Pool with Internal Drawstring Swimwear Article XM0XM01850 Solid Brief, DW5 Desert Sky, XX-Large",,,$69.99,,$69.99,$69.99,,-,1,B0B8JJYL9M,8720120000000,,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Mens Sweater Boris Colorblocked Crewneck Blue XL,,,$90.00,,$90.00,$90.00,,-,0,B07X666DSH,715676562195,7.16E+11,,TOMMY HILFIGER,yes,none,Y
Polo Ralph Lauren Classic Fit 3 Packaged Woven Boxers Stable Stripe/Bridgeport Plaid/Cruise Navy Pearl Monogram Print SM,,,$75.92,3,$69.99,$69.99,$75.92,A2YGW1BKN89EQD,1,B0B7B86LVM,196062397186,1.96E+11,,POLO RALPH LAUREN,no,none,Y
"Polo Ralph Lauren Women's Pima Cotton Cable Crew Neck Sweater (S, FallRed)",,845922,,,,$138.00,,-,,B08X7J5V4R,3616410000000,,,Polo Ralph Lauren,no,none,Y
Tommy Hilfiger Amelia II Zip Around Wallet-Pebble PVC Cognac One Size,,,$42.84,,$42.84,$42.84,,-,0,B0CGHT2RCQ,196805911853,1.97E+11,B0CNSJKLQZ,Tommy Hilfiger,yes,none,Y
"Tommy Hilfiger Regular Fit Tommy Wicking Polo Shirt (US, Alpha, X-Large, Regular, Regular, Electric Blue)",,,$69.99,,$69.99,$69.99,,-,0,B0CY8ZPTPC,197232313166,1.97E+11,B0CY94H1SV,Tommy Hilfiger,yes,none,Y
"POLO RALPH LAUREN Men's 8.5 Inch Kailua Swim Trunks (Medium, Classic Orange)",,983114,$99.97,,$99.97,$99.97,,-,0,B0BNFP773J,195934025691,1.96E+11,B0CTTB8DS2,POLO RALPH LAUREN,yes,none,Y
"Lacoste Live Unisex Crew Neck Ribbed Organic Cotton Sweater, Green/Blue/Turquoise/White, Large",,,$190.00,,$190.00,$190.00,,-,1,B0BK8872M1,194951458888,1.95E+11,,Lacoste,no,none,Y
"Lacoste Men's Low-Top Trainers, Black Blk Wht 312, Womens 8",,,,,,$86.47,,-,,B07SQXT5BY,5012120000000,,B07T4HTVV7,Lacoste,no,none,Y
POLO LACOSTE L-1212-T03 CLASSIC FIT ROSA,,,,,$191.03,$192.50,,-,1,B002LTWJAW,3570670000000,,,Lacoste,no,none,Y
"Polo Ralph Lauren Men's Faxon X Sneaker, Green/Purple, 11.5 M US",,,$59.95,,$59.95,$59.95,,-,0,B0CXTRMKC2,197205043397,1.97E+11,,Polo Ralph Lauren,yes,none,Y
Tommy Hilfiger Womens Plus Floral Striped Pullover Top Navy 1X,,,$31.15,,$31.15,$37.82,,-,0,B085KJ92N2,192114496715,1.92E+11,,Tommy Hilfiger,yes,none,Y
Tommy Hilfiger Check 2 Pack EU 39-42,,,$25.49,,$16.02,$26.99,,-,1,B00J8COXA4,8718820000000,,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Darcy Denim Embroidery Tote Emb Denim/White Greige One Size,,,$99.54,,$99.54,$99.54,,-,0,B0BXFGMRBG,196805266663,1.97E+11,,Tommy Hilfiger,yes,none,Y
"POLO RALPH LAUREN Men's Traveler Classic Swim Trunk (XX-Large, Navy Flower)",,,$89.97,,$89.97,$99.97,,-,0,B0BNP7ZKWM,195934014664,1.96E+11,B09PJSWHP7,POLO RALPH LAUREN,yes,none,Y
"POLO RALPH LAUREN Men's Phys Ed Graphic Fleece Hoodie Grey Heather (US, Alpha, Large, Regular, Regular)",,428278,$119.99,,$119.99,$119.99,,-,0,B0CJHM58FW,196206454447,1.96E+11,,POLO RALPH LAUREN,yes,none,Y
"Lacoste Men's Presidents Cup Sport Tricolour Band Polo, RED/Navy Blue, Small",,,$119.00,,$119.00,$119.00,,-,1,B0CN9T28JZ,195750026605,1.96E+11,,Lacoste,no,none,Y
Classic Cotton Boxer Brief 3-Pack Green Burgundy Cream Medium,,,,,,$59.99,,-,,B077Q326H4,617914398477,6.18E+11,,POLO RALPH LAUREN,no,none,Y
"Tommy Hilfiger mens Original Stretch Slim Fit Chino Casual Pants, Navy Blazer, 30W x 30L US",,1383190,,,,$65.75,,-,,B079W1HYTH,715676094214,7.16E+11,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Duo Stripe 2 Pack EU 43-46,,,$25.49,,$25.49,$58.00,,-,1,B06XWRQFLH,8718820000000,,,Tommy Hilfiger,no,none,Y
"Lacoste Denab Duvet Set, King",,,$121.04,2,$99.99,$199.99,$121.04,A37AKHSJJWHZL4,1,B00GYMWE66,734737352674,7.35E+11,B0C7G849PP,Lacoste,no,none,Y
"Lacoste Womens Carnaby Pro Leather Trainers, Black, 8",,,$145.70,,$107.00,$152.00,,-,1,B09NRWZCMM,5059550000000,,B0CGVZWYS7,Lacoste,no,none,Y
"Tommy Hilfiger Women's Cold Weather Fur Trimmed Long Puffer Coat, Navy",,,$215.70,,$207.75,$248.03,,-,1,B0CR6Z5RF6,196701569516,1.97E+11,B0CR6YZ7GR,Tommy Hilfiger,no,none,Y
"Polo Ralph Lauren Mens Classic Estate-Rib Quarter-Zip Pullover Sweater (L, RL2000Red)",,,$168.00,,$168.00,$168.00,,-,0,B0D2LTB2T6,196231556680,1.96E+11,,Polo Ralph Lauren,yes,none,Y
"Tommy Hilfiger Jockstrap man TH jockstrap briefs pack of 3 items item UM0UM02969 3p jockstrap, 0R7 Pvh black/Pvh black, Small",,,$79.99,,$79.99,$79.99,,-,1,B0CKRZJZ8R,8720650000000,,,Tommy Hilfiger,no,none,Y
"POLO RALPH LAUREN Men's Merino Wool Cardigan Sweater (Navy,XXL)",,,$189.97,,$189.97,$189.97,,-,0,B0CV62J772,190760966576,1.91E+11,B0CPHNPJLC,POLO RALPH LAUREN,yes,none,Y
"Polo Ralph Lauren Womens V-Neck Jersey T-Shirt (Large, Navy Blue White Pony)",5295902,5148495,$64.45,2,$58.00,$58.00,$64.45,A48T25DC7FFOI,1,B07FR2GQ51,789022387268,7.89E+11,,POLO RALPH LAUREN,no,none,Y
"Lacoste Men's Cotton Modal Pique Trunk, Marine Blue, Large",,,$24.00,1,$24.00,$29.97,$24.00,A85DGD18FEXXS,1,B00QRCKBZY,888113135075,8.88E+11,B00U4AE48U,Lacoste,no,none,Y
"POLO RALPH LAUREN Kids Baby Boys' Cotton Interlock 1/4 Zip Pullover (Infant), Refined Navy",,,,,$71.57,$103.60,$82.28,A2AJEVS0UKGQXK,1,B0CG1V9158,196231344720,1.96E+11,B0CVVKDQL7,POLO RALPH LAUREN,no,none,Y
Free People You're A Peach Shorty Shorts Army LG (Women's 12) 2.5,,,$58.00,,$58.00,$58.00,,-,0,B0897BHHKJ,194374700298,1.94E+11,B09BJSQQ1X,Free People,yes,none,Y
Tommy Hilfiger Mens 472001001 Duo Stripe Socks Pack of 2 Middle Grey Melange 9.5-11.5,,,$25.49,,$25.49,$45.99,,-,1,B06XW896CW,8718820000000,,,Tommy Hilfiger,no,none,Y
Tommy Hilfiger Rae II NS Crossbody-Diamond Quilted Nylon Black One Size,,,$61.74,,$61.74,$61.74,,-,0,B0CG4KF5NG,196805913628,1.97E+11,B0CNSHC1RR,Tommy Hilfiger,yes,none,Y
Polo Ralph Lauren Floral Stretch Mesh Polo Shirt White Multi,,,$39.99,,$39.99,$39.99,,-,0,B0CYVJV19T,196231127514,1.96E+11,,Polo Ralph Lauren,yes,none,Y
"Polo Ralph Lauren Mens Jersey Classic-Fit T-Shirt (X-Large, Pink)",,,$42.98,1,$42.98,$74.00,$42.98,AM6N2HFGPSJN8,1,B07FB15CL3,738085762185,7.38E+11,,POLO RALPH LAUREN,no,none,Y
Lacoste Long Sleeve Roland Garros French Terry Sweatshirt (Little Kids/Big Kids) Flour 4 (Little Kid),,,$39.60,,$39.60,$90.00,,-,0,B0BXDGTRPW,195750089112,1.96E+11,B0CPHDLN1T,Lacoste,yes,none,Y
"Tommy Hilfiger TH women's leather belt 2.5 cm high with metal buckle article AW0AW12147 made in italy, XJV Royal berry, 85",,,$79.99,,$79.99,$79.99,,-,1,B0CM3VX3WG,8720120000000,,,Tommy Hilfiger,no,none,Y
"Polo RL Men's Classic Fit Crew Neck Pony T-Shirt (Fire Orange (Navy Pony), S",,,$62.50,,$62.50,$64.99,,-,0,B0CLGSY41S,197078708706,1.97E+11,,Polo Ralph Lauren,yes,none,Y
Tommy Hilfiger Estella II-Shopper-Geometric Jacquard Black/Alpaca One Size,,,$88.55,6,$78.00,$79.98,$88.55,A2EQ9GJOHLLR6T,1,B0912GTLSN,8763909349,8763909349,,Tommy Hilfiger,no,none,Y
"POLO RALPH LAUREN Men's Pants Classic Fit Flat Pant (32x32, Black)",,,$99.98,1,$99.98,$99.99,$99.98,AM6N2HFGPSJN8,1,B07JVH8T3H,889043181583,8.89E+11,,POLO RALPH LAUREN,no,none,Y
"Tommy Hilfiger Women's Removable Belt Halter Dress, Sky Captain",,,$62.85,,$54.90,$90.53,,-,1,B0CLYNBQP9,196701697806,1.97E+11,B0CLYQ5ZG5,Tommy Hilfiger,no,none,Y
