"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Lacoste Short Sleeve L.12.21 Polo Flour 3XL","","","$ 79.99","","$ 79.99","","-","0","B0B5H43K3X","0194951145719","194951145719","","lacoste","yes"
"Lacoste Men's Long Sleeve Full Zip Double Face Hooded Sweatshirt, HEATHER WALL/ELEPHANT GREY, 4XL","","","$ 114.99","","$ 114.99","","-","0","B08GCXGDDM","0194951161061","194951161061","","Lacoste","yes"
"Lacoste mens Sport Fleece Jogger Sweatpants, Regal Purple, Medium US","328766","361290","$ 63.00","10","$ 63.00","$ 63.00","ATT4HF1MHG1C6","1","B08QDNJHMM","0194951172265","194951172265","B0D3R114D7","Lacoste","no"
"Lacoste boys Boy's Long Sleeve Colorblock Lacoste Crewneck Sweatshirt, Red/Navy Blue, 12 US","2239154","1978752","$ 74.99","1","$ 74.99","$ 74.99","A19YF9ARFJN5WK","1","B08Q4MGHCX","0194951176270","194951176270","B08Q5N7471","Lacoste","no"
"Lacoste mens Sport Fleece Jogger Sweatpants, Fango, 4X-Large US","331564","376058","$ 60.00","9","$ 60.00","$ 60.00","ATT4HF1MHG1C6","2","B08QDNNLWV","0194951176560","194951176560","B0D3R114D7","Lacoste","no"
"Lacoste Boy's Long Sleeve Colorblock Crewneck Sweatshirt, Prussian Blue, 5YR","2255263","1965813","$ 80.00","1","$ 80.00","$ 80.00","A19YF9ARFJN5WK","1","B08Q4LC75B","0194951178434","194951178434","B08Q5N7471","Lacoste","no"
"Lacoste mens Sport Long Sleeve Fleece Full Zip Hoodie Sweatshirt, Fango/Fango, Medium US","254889","180298","$ 91.00","3","$ 91.00","$ 91.00","ATT4HF1MHG1C6","1","B08QDMG7H4","0194951181373","194951181373","B0D3R1YS7F","Lacoste","no"
"Lacoste mens Sport Fleece Jogger Sweatpants, Regal Purple, Small US","331485","364412","$ 60.00","5","$ 60.00","$ 60.00","ATT4HF1MHG1C6","1","B08QDQQCVP","0194951184541","194951184541","B0D3R114D7","Lacoste","no"
"Lacoste mens Sport Fleece Jogger Sweatpants, Regal Purple, Large US","364222","375090","$ 65.00","2","$ 65.00","$ 65.00","ATT4HF1MHG1C6","1","B08QDPJ3XB","0194951184558","194951184558","B0D3R114D7","Lacoste","no"
"Lacoste SPORT Men's Resistant Bicolor Piqué Zip Sweatshirt, Red/Blue/White, LARGE","","","$ 135.00","","$ 135.00","","-","1","B0BTWTTQ9N","0194951191402","194951191402","","Lacoste","no"
"Lacoste mens All Over Lacoste Print 3 Pack Jersey Trunks, Silver Chine/Raffia Matting-ladybird, Small US","1994433","1788370","$ 45.00","5","$ 45.00","$ 45.00","A1QFV54JFUWZAD","2","B08QB3CX2B","0194951193925","194951193925","B0D3QYZCSW","Lacoste","no"
"Lacoste mens Long Sleeve Hooded Jersey Cotton T-shirt Hoodie T Shirt, Appalachan Green, Large US","71357","54743","","","","","-","","B08QDRGW3M","0194951196278","194951196278","B0D3R112XY","Lacoste","yes"
"Lacoste mens Casual Classic 3 Pack Cotton Stretch Colorful Waistband Boxer Briefs, Navy Blue/Green-red-navy Blue, Medium US","398658","254409","$ 42.50","","$ 42.50","","-","0","B08QBD9PMC","0194951204515","194951204515","B0D3QYX1YN","Lacoste","yes"
"Lacoste mens Short Sleeve Crew Neck Pima Cotton Jersey T-shirt T Shirt, Cornmeal Yellow, X-Small US","21662","13843","","","$ 65.00","$ 65.00","A13FYC8M22T4PC","1","B08QDSGB9D","0194951208490","194951208490","B0D3QZ5NWF","Lacoste","no"
"Lacoste Men's Short Sleeve Pima Jersey Interlock Regular Fit Polo, Malachite, X-Large","90298","79326","","","","","-","","B08QDP6P99","0194951226753","194951226753","B0BG1D6JR2","Lacoste","no"
"Lacoste Men's Long Sleeve Varsity L Hooded Sweatshirt, Navy Blue, S","1634956","1802865","$ 142.00","1","$ 142.00","$ 142.00","A19YF9ARFJN5WK","1","B08QDR3P3N","0194951239357","194951239357","B0D3QYT66F","Lacoste","no"
"Lacoste Men's Long Sleeve Varsity L Crewneck Sweatshirt, Navy Blue, XXL","1271797","1195852","","","$ 149.98","$ 149.98","A19YF9ARFJN5WK","1","B08QDKZ4XS","0194951241404","194951241404","B08QG12CT9","Lacoste","yes"
"Lacoste Men’s Sport Stretch Technical Golf Pants, Navy Blue, 42","","","$ 170.00","","$ 170.00","","-","1","B0B76GMKNF","0194951244177","194951244177","","Lacoste","no"
"Lacoste Men’s Classic Fit Organic Cotton Long Sleeve Polo Shirt, Red (as1, Alpha, 3X_l, Regular, Regular)","","","$ 140.00","","$ 140.00","","-","1","B0BNY3BPN5","0194951251557","194951251557","","Lacoste","no"
"Lacoste Men’s Relaxed Fit Utility-Style Cargo Pants, US 34 Black","","","$ 149.99","","$ 149.99","","-","1","B0B6YBLHKV","0194951253513","194951253513","","Lacoste","no"
"Lacoste Men's Legacy Short Sleeve L.12.12 Pique Polo Shirt, Malachite, XS","30291","66412","","","","","-","","B08QDRBR38","0194951255319","194951255319","B07W46JMW8","Lacoste","yes"
"Lacoste mens Sport Short Sleeve Ultra Dry Croc Graphic T-shirt T Shirt, Black/White, Small US","4272401","3659744","","","$ 104.32","$ 104.32","ANZYNJW9IIF9C","1","B08QDP4HVC","0194951278080","194951278080","B0CWDL312P","Lacoste","no"
"Lacoste Men's Classic Pique Slim Fit Short Sleeve Polo Shirt, Barbados Blue, X-Large","28867","719015","","","$ 138.97","$ 139.04","-","1","B08QDQ347Q","0194951320666","194951320666","B0CZ5DTB87","Lacoste","no"
"Lacoste Mens Long Sleeve Hooded Jersey Cotton T-Shirt Hoodie (Navy Blue 166, 3X-Large Big)","11022950","10218332","$ 119.03","1","$ 119.03","$ 119.03","ANZYNJW9IIF9C","1","B0BLRQ7RQ2","0194951361133","194951361133","B0D3R112XY","Lacoste","no"
"Lacoste Long Sleeve Big Croc Loungewear Sweatshirt Silver Chine/Green XL","798517","1499064","","","$ 136.13","$ 114.15","-","1","B09NRDPMVG","0194951401600","194951401600","B09XJDP75Q","Lacoste","yes"
"Lacoste Long Sleeve Big Croc Loungewear Sweatshirt Silver Chine/Green SM","848406","1793446","","","$ 136.13","$ 116.84","ANZYNJW9IIF9C","1","B09NRDSV56","0194951401921","194951401921","B09XJDP75Q","Lacoste","yes"
"Lacoste Long Sleeve Big Croc Loungewear Sweatshirt Silver Chine/Green MD","799160","1495548","","","$ 136.13","$ 113.59","-","1","B09MZ2GFC5","0194951402096","194951402096","B09XJDP75Q","Lacoste","yes"
"Lacoste Underwear Men's 3-Pack Signature Branding Boxer Briefs, Argent Chine/Blanc-Marine, XXL","2923187","1735512","","","","","-","","B09R61T72Q","0194951433274","194951433274","","Lacoste","yes"
"Lacoste mens Iconic Fashion 3 Pack Cotton Stretch Boxer Briefs, Silver Chine/Limeira-navy Blue, Small US","2436049","2141246","$ 42.00","2","$ 42.00","$ 42.00","A33N1BDCZWHQT1","1","B099BZ75KX","0194951437807","194951437807","","Lacoste","no"
"Lacoste mens 3-pack Casual Cotton Stretch All Over Lacoste Boxer Briefs, Black/White-silver Chine, Small US","1806545","1725498","$ 42.00","2","$ 41.99","$ 41.99","A3TRQFNS03NBIF","2","B099BT83CV","0194951440722","194951440722","B099BNCS76","Lacoste","no"
"Lacoste Men's Core 5-Pack Boxer Brief, Black/White/Blue, L","1020318","953861","","","","","-","","B0B8JXVRYV","0194951447196","194951447196","B0D3R6ZLXJ","Lacoste","yes"
"Lacoste mens Short Sleeve V-neck Pima Cotton Jersey T-shirt Shirt, Bellflower Blue, Small US","14929","12312","","","","$ 40.00","-","","B099BCYX8H","0194951466166","194951466166","B0D3R12VYJ","Lacoste","no"
"Lacoste Unisex Adult Big Croc Twill Adjustable Leather Strap Hat, Bellflower Blue, ONE","1121499","866245","","","","$ 39.99","-","","B099FM1BC6","0194951471313","194951471313","B0BHNNZ86T","Lacoste","no"
"Lacoste Men's Big Croc Twill Adjustable Leather Strap Hat","1027195","846726","","","$ 50.00","$ 50.00","A3PIDDD6J8XYHG","1","B099GCB5GC","0194951476554","194951476554","B0BHNNZ86T","Lacoste","yes"
"Lacoste Long Sleeve Crew Neck Active Sweatshirt White 3XL","","","$ 125.00","3","$ 125.00","$ 125.00","A13FYC8M22T4PC","1","B0B5H6KFL3","0194951477018","194951477018","","Lacoste","no"
"Lacoste Short Sleeve Large Minecraft Logo and Croc On Front Chest T-Shirt White XXL (EUR 8)","","","$ 59.98","4","$ 35.00","$ 39.99","A2MGHV02LZOS0D","2","B09SG4675V","0194951486508","194951486508","","Lacoste","no"
"Lacoste Adult's Long Sleeve Print Hooded Sweatshirt","584933","388365","","","","","-","","B099BF17FR","0194951492370","194951492370","B099BYZZ4H","Lacoste","yes"
"Lacoste Men's Bold Graphic Jogger Sweatpant","627739","543203","","","","","-","","B099BKQYKH","0194951494589","194951494589","B0D3QZZ9T5","Lacoste","yes"
"Lacoste Short Sleeve Graphic Signature On Side Polo White 9 (4XL)","","","$ 115.49","","$ 115.49","","-","0","B09WDTSVTS","0194951500068","194951500068","","Lacoste","yes"
"Lacoste Men's Short Sleeve Minecraft Croc Polo ShirtNon Deal, Prussian Blue, S","3249619","2940349","","","$ 104.98","$ 104.98","A19YF9ARFJN5WK","1","B099BR698C","0194951500754","194951500754","B0BH4B2ZWH","Lacoste","no"
"Lacoste Men's Script Print Jogger Sweatpant, Heather Clover, XL","900763","883951","","","$ 135.93","$ 135.93","-","0","B099BX8GRC","0194951503366","194951503366","B0D3R31ZYD","Lacoste","yes"
"Lacoste mens Solid Stretch Denim Slim-fit Pant Jeans, Washed Deep Medium, 32W x 32L US","454086","512314","","","$ 236.69","$ 236.69","ANZYNJW9IIF9C","1","B09RQBDWCC","0194951519381","194951519381","B09RQNRMV6","Lacoste","yes"
"Lacoste Men's Summer Croc Fleece Short, Silver Grey Chine, Large","2105559","1788541","$ 62.99","20","$ 62.99","$ 62.99","A3208L1GETM6S3","1","B099BFCNDY","0194951524347","194951524347","B0D3QZL54P","Lacoste","no"
"Lacoste Unisex Polo and Pant Layette Set, Heather Wall Chine/Napolitan Yellow, 12 Months US","3632444","3514938","","","$ 138.51","$ 138.51","-","1","B099FKJG2H","0194951580176","194951580176","B099FW4VR4","Lacoste","yes"
"Lacoste Men's Sport Short Sleeve Semi-Fancy Ultra Dry Performance Polo, White/Black, 3X-Large","1103375","1032665","$ 99.00","1","$ 99.00","$ 99.00","A3QQKPN9QHVAJN","1","B08B46XWKP","0194951856790","194951856790","B0D3QZZ1NN","Lacoste","no"
"Lacoste Women's Summer Bermuda Shorts, Crater Orange, 4","","6436869","$ 26.99","1","$ 26.99","$ 26.99","A3QLSV9N3Q669V","1","B08B7SCWJB","0194951879027","194951879027","B0CVKKXPQG","Lacoste","no"
"Lacoste mens Casual Classic 3 Pack Colorful Waistband Cotton Stretch Trunks, Navy Blue/Green-red-navy Blue, Large US","46326","31616","$ 31.88","1","$ 28.99","","-","0","B08B9PNTTN","0194951906617","194951906617","B07SFVWF4R","Lacoste","yes"
"Lacoste Men's Big Croc Twill Adjustable Leather Strap Hat, Potters Brown, ONE","375168","308414","","","","","-","","B089ZS5HZJ","0194951907768","194951907768","B0BH49RG6B","Lacoste","yes"
"Lacoste mens Long Sleeve Hooded Jersey Cotton T-shirt Hoodie T Shirt, Syringa Mint, Small US","69415","53978","","","$ 125.63","$ 125.63","ANZYNJW9IIF9C","1","B08B47PSGC","0194951945098","194951945098","B0D3R112XY","Lacoste","yes"
"Lacoste Men's Short Sleeve V-Neck Pima Cotton Jersey T-Shirt, Lantern Orange, XS","17360","13477","","","$ 117.54","$ 117.54","ANZYNJW9IIF9C","1","B08B48TMKB","0194951945708","194951945708","B0D3R12VYJ","Lacoste","no"
"Lacoste mens Short Sleeve V-neck Pima Cotton Jersey T-shirt T Shirt, Grassy, Small US","17546","12970","","","","","-","","B08B488WL7","0194951975767","194951975767","B0D3R12VYJ","Lacoste","no"
"Lacoste Men's Short Sleeve V-Neck Pima Cotton Jersey T-Shirt, Regal RED, S","14151","11905","$ 59.95","1","$ 59.95","$ 59.95","A1QFV54JFUWZAD","1","B08QDR8CGV","0194951975798","194951975798","B0C356YZXR","Lacoste","no"
"Lacoste mens Long Sleeve Hooded Jersey Cotton T-shirt Hoodie T Shirt, Syringa Mint, Medium US","69974","54805","","","$ 125.63","$ 125.63","-","0","B08B47HYN8","0194951978232","194951978232","B0D3R112XY","Lacoste","yes"
"Nike Men's Sportswear Club Cargo Shorts, Grey Heather, Large","72305","74579","$ 49.99","1","$ 49.99","$ 56.03","A1BMYXFTS7NTJR","4","B08NYJZWBQ","0194953017663","194953017663","B09PJV7ZHQ","Nike","yes"
"Nike Sportswear Tech Fleece Men's Jogger","45026","36430","$ 69.95","2","$ 69.95","$ 69.95","AURITBVDBH2KR","1","B0CBGHKYKK","0194953020939","194953020939","","Nike","no"
"Nike Kawa Slide SE1 (Little Kid/Big Kid) White/Glacier Blue/Black 11 Little Kid M","292638","290151","$ 40.98","5","$ 32.99","$ 40.98","A1CKOLBYLVPLPH","1","B08R5WXQYT","0194953060218","194953060218","B08QBDQS1S","Nike","no"
"Nike Baby Boy's Kawa Slide (Infant/Toddler) Black/Aquamarine/Cyber/Black 5 Toddler M","33886","40685","$ 35.30","1","$ 30.00","$ 35.30","A1QO21AIQH0RBD","1","B08R63MCJC","0194953060348","194953060348","B0C7CQGN2C","Nike","no"
"Nike Youth Air Max 90 LTR GS Leather Trainers (Pearl Grey/Sport Turquiose, Numeric_6)","77903","60086","$ 233.99","1","$ 233.99","$ 232.30","A1B43WMIJ58I3U","1","B09C6QQ9T4","0194953061956","194953061956","B075FZRRTD","Nike","no"
"NIKE Boy's Gymnastics Shoe, Blue Void Pure Platinum Signal Blue Black, 6 Big Kid","302650","290135","$ 27.22","1","$ 21.99","$ 33.16","A25U2193V9PKXR","1","B08NYLSCYZ","0194953062939","194953062939","B08QBDQS1S","Nike","no"
"Nike Boy's Grade School Kawa Slides Pink | White Size 5 Medium","22072","19859","$ 27.40","3","$ 10.90","$ 15.89","A2CBAU2OGKLCXY","5","B08NYKNYX9","0194953063943","194953063943","B071FK3X8F","Nike","no"
"Nike Kawa Slide (gs/ps) Little/Big Kids' Slide 819352-405 Size 1","1080819","961468","$ 56.80","1","$ 56.80","$ 56.80","A11JH325CS4EYB","1","B08Q8P52LF","0194953064476","194953064476","B095YPX6RP","Nike","no"
"Nike Court Borough Mid 2 Little Kids' Shoes Pre School CD7783-107, Size 10.5","176289","113875","$ 104.00","1","$ 99.90","$ 107.54","A2650U6VN1Z6TA","5","B0CLSGTBTH","0194953181463","194953181463","B0CLSSGPYQ","Nike","yes"
"Nike Preschool Dunk Low PS CW1588 100 Black/White - Size 2.5Y","407625","437688","$ 110.00","3","$ 102.05","$ 123.34","AF4GO035LHAA2","4","B094WX8WJ9","0194953242409","194953242409","B08PCH8VYB","Nike","no"
"Nike Preschool Dunk Low PS CW1588 101 Orange Pearl - Size 13C","92279","60914","","","","$ 281.45","-","","B092PSLFN3","0194953242478","194953242478","B0CPTFV3L8","Nike","no"
"Nike Youth Dunk Low GS CW1590 001 Hyper Cobalt - Size 3.5Y","76924","578777","","","$ 225.00","$ 194.07","AI6CZGTSGT2JQ","2","B08QB8RDB7","0194953242904","194953242904","B0CNXWBJ3F","Nike","no"
"Nike Youth Dunk Low Retro GS CW1590 002 UNLV - Size 4Y","52406","50604","$ 193.00","2","$ 193.00","$ 193.00","AFW7WNX55N5K4","2","B08YS17T94","0194953242997","194953242997","B0CLNK8K72","Nike","no"
"Nike Youth Dunk Low Retro GS CW1590 002 UNLV - Size 7Y","51532","50027","$ 217.00","1","$ 199.95","$ 199.95","A1S213U2KJNOVR","4","B08Y637W2S","0194953243055","194953243055","B0CLNK8K72","Nike","no"
"Nike Youth Dunk High GS Syracuse, White/Orange Blaze/White, 4Y","368321","315325","$ 180.00","1","$ 180.00","$ 188.16","AFW7WNX55N5K4","1","B08Q9PM9MP","0194953247305","194953247305","B098LXVTJF","Nike","no"
"Nike Men's Dunk High Vast Grey, White/Vast Grey, 10.5","225252","181399","$ 289.00","1","$ 289.00","$ 276.92","AFW7WNX55N5K4","1","B08QBJ24GB","0194953256420","194953256420","B0CPTGTZPD","Nike","no"
"Nike Mens Dunk High DD1399 100 Vast Grey - Size 14","66683","51062","$ 430.04","1","$ 430.04","$ 397.77","-","1","B08QBKHLNB","0194953256482","194953256482","B0CPTDQVXP","Nike","no"
"Nike Men's Dunk High Syracuse, White/Orange Blaze, 8.5","66967","51513","$ 286.67","1","$ 286.67","$ 287.92","AFW7WNX55N5K4","1","B08Q9W37XD","0194953256550","194953256550","B0CPTDQVXP","Nike","yes"
"Nike Youth Dunk High GS Vast Grey, White/Vast Grey, 6.5Y","366995","315558","$ 249.00","3","$ 249.00","$ 249.00","A3KCLKFFWT76LN, A2KUGROIYSBH4T","5","B08QBGS4N6","0194953259339","194953259339","B098LXVTJF","Nike","no"
"Nike Men's Club Open-Hemmed Pants Gray | Gray | White 3XL","1483498","513072","$ 60.48","1","$ 60.48","$ 63.66","A3JTHXYJNLE46G","6","B09SM4LB5R","0194953264418","194953264418","","Nike","yes"
"Jordan Mens Air 5 Retro DD0587 140 Stealth 2.0 - Size 8","185354","178382","$ 310.00","1","$ 300.00","$ 337.10","AFOQ7P4KM2174","3","B0916Y94G5","0194953287318","194953287318","B0BLYR69Z6","Nike","no"
"Nike Men's Air Jordan 5 Retro Stealth 2.0"", White/Stealth/Black/Hyper Roya, 13","184075","175208","$ 317.00","1","$ 317.00","$ 327.68","A3L6Y4D1KK7Y8K","3","B0916Z3Z2V","0194953287417","194953287417","B0BLYR69Z6","Nike","no"
"Nike Mens Waffle One DA7995 600 Active Fuchsia - Size 8","107021","100549","","","$ 151.00","$ 145.00","-","1","B098T49J54","0194953581515","194953581515","B0CPTFRW7T","Nike","no"
"Nike Mens Waffle One DA7995 600 Active Fuchsia - Size 11","110443","101358","","","$ 151.00","$ 151.00","AFW7WNX55N5K4","2","B098T3WG37","0194953581577","194953581577","B0CPTFRW7T","Nike","no"
"Nike Men's Air Huarache Stussy Desert Oak, Desert Oak/Reed/Light Straw, 5.5","24326","16033","","","$ 325.00","$ 294.88","-","1","B08XYCD7HG","0194953606263","194953606263","B074GXFV5X","Nike","no"
"Nike Mens Air Force 1 Low CZ9084 001 Stussy - Black - Size 11","50684","56919","","","$ 125.00","$ 125.00","A1OUYDYQGX8BEW","1","B08QZMSW5Y","0194953679625","194953679625","B099YTGZZV","Nike","no"
"Nike Womens W Waffle One Running Shoe, ACTIVE FUCHSIA/UNIVERSITY GOLD-BLACK, 5 UK (7.5 US)","158093","127728","$ 108.99","1","$ 108.99","$ 109.00","A3KCLKFFWT76LN","1","B098PN95NX","0194953683189","194953683189","B09ZP499XD","Nike","yes"
"Nike Mens Air Max 97 DC4830 001 Undefeated - Black Volt - Size 4.5","39886","41713","$ 153.64","1","$ 153.64","$ 125.60","A1SYM3PFEQ19WF","1","B08WFDHQQF","0194954071190","194954071190","B0CPTG7F2S","Nike","no"
"Nike Mens Air Max 97 DC4830 001 Undefeated - Black Volt - Size 6.5","40502","42903","$ 210.00","1","$ 210.00","$ 220.57","AFW7WNX55N5K4","1","B08TWBK17J","0194954071237","194954071237","B0CPTG7F2S","Nike","no"
"Nike Mens Air Max 97 DC4830 001 Undefeated - Black Volt - Size 8","39983","41245","$ 229.00","3","$ 229.00","$ 220.22","AFW7WNX55N5K4","1","B08TMKF1WG","0194954071268","194954071268","B0CPTG7F2S","Nike","no"
"Nike Men's Air Max 97 ""Undefeated Black Volt, Black/Volt/Militia Green/White, 11","40692","42066","$ 227.79","1","$ 227.79","$ 230.31","ANZYNJW9IIF9C","1","B08TM7SN4Y","0194954071329","194954071329","B0CPTG7F2S","Nike","yes"
"Nike Mens Air Max 97 DC4830 300 Undefeated - Militia Green - Size 6","40694","42632","$ 129.00","1","$ 129.00","$ 129.00","AFW7WNX55N5K4","1","B08XYG7148","0194954071664","194954071664","B0CPTG7F2S","Nike","no"
"Nike Mens Air Max 97 DC4830 300 Undefeated - Militia Green - Size 8","40665","42390","$ 229.00","2","$ 229.00","$ 229.00","AFW7WNX55N5K4","1","B08TM9SHWT","0194954071701","194954071701","B0CPTG7F2S","Nike","no"
"Nike Women's Basketball Shoes, Full Black, 12.5 US","11663","9326","$ 115.00","","$ 115.00","$ 139.82","-","6","B08QBD28CF","0194954083308","194954083308","B07CNRBQ2F","Nike","yes"
"Nike Boy's NSW Tee Boxy Patch (Little Kids/Big Kids) Dark Grey Heather SM (8 Big Kid)","342738","234483","","","","$ 16.39","-","","B095LQFQZN","0194954145549","194954145549","B0C8Z8XSHM","Nike","yes"
"Nike Womens W AIR MAX Vapormax Plus DH1063 001 - Size 10W Black/Black-Anthracite","65117","55511","$ 209.00","1","$ 208.99","$ 219.88","A1QZEUD067T9UP, A1ML78E55GDCU3","13","B08N9FBL9K","0194954213910","194954213910","B0CM9FSV21","Nike","yes"
"Nike Womens W AIR MAX Vapormax Plus DH1063 001 - Size 12W Black/Black-Anthracite","65119","55540","$ 225.00","1","$ 219.95","$ 223.85","A2KUGROIYSBH4T","6","B08N9HVQLX","0194954213958","194954213958","B0CM9FSV21","Nike","no"
"Nike Boy's Air Force 1 LE (Big Kid) Black/Black 4 Big Kid M","102081","86692","$ 118.91","2","$ 110.96","$ 112.37","AF4GO035LHAA2","9","B08XBGZRC3","0194954229553","194954229553","B0B8XH42JL","Nike","no"
"Nike Womens Air Max Excee Womens Casual Running Shoe Dd9671-900 Size 5","69581","223501","","","","$ 129.99","-","","B08PKJM81G","0194954233635","194954233635","B08VT4DKRQ","Nike","no"
"Nike Womens Air Max Excee Womens Casual Running Shoe Dd9671-900 Size 5.5","55942","83571","$ 160.00","1","$ 160.00","$ 182.05","A29XZNZIP31KHB","1","B08PKJ183L","0194954233642","194954233642","B01LVWVKJZ","Nike","no"
"Nike Women's Air Force 1 Shadow DD9684-100 Shoes, White/Violet Shock/Wild Berry/Electric Green, 12","65518","64723","$ 113.06","1","$ 113.06","$ 110.04","ACFEJ7XZCS2WI","2","B08YX9JY2K","0194954235264","194954235264","B01GE21PSI","Nike","no"
"Nike Men's Air Max2 Cb '94 ""White/Varsity Purple, White/Black/Old Royal, 7.5","348458","472844","$ 153.00","2","$ 153.00","$ 219.53","A2O4XN2BBGRDQ","2","B08XVQHLPJ","0194954319247","194954319247","B0927489KC","Nike","yes"
"Nike Mens Air Max2 CB '94 DD8557 100 White/Varsity Purple - Size 8","339466","488100","$ 186.00","4","$ 186.00","$ 183.84","AFW7WNX55N5K4","7","B08XTYRGPN","0194954319254","194954319254","B0927489KC","Nike","no"
"Nike Men's Air Max2 Cb '94 ""White/Varsity Purple, White/Black/Old Royal, 9","355467","494157","$ 230.68","1","$ 230.68","$ 194.18","AFW7WNX55N5K4","3","B08XVCDHFQ","0194954319278","194954319278","B0927489KC","Nike","yes"
"Nike Men's Air Max2 Cb '94 ""White/Varsity Purple, White/Black/Old Royal, 9.5","358255","513922","$ 175.00","12","$ 175.00","$ 170.97","AQVPOHTXJ72T6","6","B08XYFNWHB","0194954319285","194954319285","B0927489KC","Nike","no"
"Nike Men's Air Max2 Cb '94 ""White/Varsity Purple, White/Black/Old Royal, 10.5","351993","506377","$ 217.06","2","$ 209.11","$ 220.00","A3KY2XQG19SYHA","5","B08XYDHC4D","0194954319308","194954319308","B0927489KC","Nike","no"
"Nike Men's Air Max2 Cb '94 ""White/Varsity Purple, White/Black/Old Royal, 13","380211","513959","$ 226.90","2","$ 218.95","$ 226.93","AF4GO035LHAA2","4","B08XYDJSSQ","0194954319353","194954319353","B0927489KC","Nike","no"
"Nike Dri-FIT Men’s Swoosh Training T-Shirt (Large, Light Game Royal Heather)","96519","91948","","","","$ 32.86","-","","B08NYJG9BJ","0194954382524","194954382524","B0CPTGRQGY","Nike","no"
"Nike Men's Mid '77 Vintage Roswell Rayguns DD9239-100 Shoes Blazer, White/University Gold, 8","12353","9446","","","","$ 249.81","-","","B08TLZ63NB","0194954387741","194954387741","B0CPTGRBP1","Nike","no"
"Nike Mens Blazer Mid '77 Vintage DD9239 100 Rayguns - Size 8.5","12690","9593","","","","$ 134.99","-","","B08TLRNV9D","0194954387758","194954387758","B0CPTGRBP1","Nike","no"
"Nike Air Max 2015 Mens Shoes Size 8.5, Color: Black/White/Blue","34761","25045","","","","$ 295.00","-","","B0B8P5Y811","0194954388373","194954388373","B0CPTF4P7Y","Nike","no"
"NIKE Women's Sneaker, Black Cyber Red Plum Sapphire, 13.5","662922","579993","","","","$ 210.35","-","","B08Q8SLSJK","0194954391830","194954391830","B08QBSGBFC","Nike","no"
"Nike Mens Air Max 1 DH4059 102 Martian Sunrise - Size 6","317262","279066","$ 127.00","1","$ 127.00","$ 127.00","AFW7WNX55N5K4","1","B08QB6G9HB","0194954453675","194954453675","B095Q1516M","Nike","no"
"Nike Court Legacy Little Kids Style : Da5381-002","204796","187443","$ 70.08","6","$ 70.00","$ 74.25","AF4GO035LHAA2","8","B08P5LWPTC","0194954531786","194954531786","B09646MNGB","Nike","yes"
"Nike Court Legacy Little Kids Style : Da5381-002","230684","199162","","","","$ 64.95","-","","B08P5LXRXB","0194954531793","194954531793","B09646MNGB","Nike","no"
"Nike Court Legacy Little Kids Style : Da5381-002","220773","191837","$ 61.95","1","$ 61.95","$ 61.97","A38GCZO1Y368HR","9","B08P5NQ9T8","0194954531809","194954531809","B09646MNGB","Nike","no"
"Nike Court Legacy Little Kids Style : Da5381-002","221071","191289","$ 83.25","5","$ 73.35","$ 82.95","A1ME9LZAEMLUMT","2","B08P5LY8C1","0194954531830","194954531830","B09646MNGB","Nike","no"
"Nike Men's Just Do It Big Logo T-Shirt (Large, Lime Green)","25067","24523","$ 30.98","2","$ 22.99","$ 32.69","A3HH1PYM1F0NH4","3","B096VLKXZT","0194954560632","194954560632","B0CQXQCS34","Nike","yes"
"Nike Men's SB Dunk Low Court Purple, Court Purple/Black/White, 5","393529","441053","$ 180.00","2","$ 180.00","$ 185.73","AFW7WNX55N5K4, A2L9BQQNT2SE4O","2","B091M5C8J9","0194954662404","194954662404","B08PCH8VYB","Nike","no"
"Nike Men's SB Dunk Low Court Purple, Court Purple/Black/White, 7","423365","426736","$ 245.00","1","$ 245.00","$ 245.72","ABHZBJ18XURE0","4","B091BBG961","0194954662442","194954662442","B08PCH8VYB","Nike","no"
"Nike Kid's Shoes Air Max 90 City Special Chicago (GS) DH0149-600 (Numeric_6_Point_5)","76878","59774","","","","$ 258.23","-","","B0916XZ1MX","0194954799353","194954799353","B075FZRRTD","Nike","no"
"Nike Men's Air Jordan 1 Low Se Racer Blue, Racer Blue/Multi/Color, 10","110323","99339","$ 223.00","1","$ 223.00","$ 236.81","AFW7WNX55N5K4","1","B0977T91DM","0194954799643","194954799643","B0BZ532G9N","Nike","no"
"Jordan Mens Air 1 Low SE DH0206 400 Racer Blue - Size 12","111448","101529","$ 253.00","4","$ 253.00","$ 271.14","AFW7WNX55N5K4","1","B0977WCNMB","0194954799681","194954799681","B0BZ532G9N","Nike","no"
"Nike Womens Dunk High WMNS DC5382 100 Varsity Purple - Size 5.5W","54100","43954","$ 230.00","1","$ 229.00","$ 227.97","ANZYNJW9IIF9C","3","B095ZXZCDL","0194955563946","194955563946","B093G2Q7W2","Nike","no"
