"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Brooks Men’s Hyperion Neutral Running Shoe - White/Blue/Pink - 12.5 Medium","240076","270814","$ 151.24","2","$ 151.24","$ 173.94","A1RLC4SHPSQXLY","4","B0CH43BWHB","0195394425505","195394425505","B0BMTB2NNV","Brooks","no"
"Brooks Men’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 8.5 Medium","247035","265674","$ 109.95","1","$ 109.95","$ 139.95","A3NWHXTQ4EBCZS","8","B0CH44194V","0195394425574","195394425574","B0BMTB2NNV","Brooks","yes"
"Brooks Men’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 9 Medium","251251","280953","","","$ 139.95","$ 139.95","-","","B0CH439H25","0195394425581","195394425581","B0BMTB2NNV","Brooks","no"
"Brooks Men’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 12.5 Medium","252859","272790","$ 109.95","","$ 109.95","$ 139.95","A3NWHXTQ4EBCZS","8","B0CH43VBSL","0195394425659","195394425659","B0BMTB2NNV","Brooks","yes"
"Brooks Women’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 6 Medium","164536","166655","$ 139.95","73","$ 139.95","$ 139.95","A3NWHXTQ4EBCZS","7","B0CH44YJQ1","0195394425710","195394425710","B0CSDN6Z4H","Brooks","no"
"Brooks Women’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 6.5 Medium","156545","167251","$ 139.95","170","$ 139.95","$ 139.95","A3NWHXTQ4EBCZS","7","B0CH44DGPP","0195394425727","195394425727","B0CSDN6Z4H","Brooks","no"
"Brooks Women’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 7 Medium","164418","175331","","","$ 139.95","$ 139.95","A3NWHXTQ4EBCZS","7","B0CH4488PL","0195394425734","195394425734","B0CSDN6Z4H","Brooks","no"
"Brooks Women’s Hyperion Neutral Running Shoe - Blue/Fiery Coral/Orange - 12 Medium","164757","170083","$ 151.43","3","$ 151.43","$ 185.47","A1S6MXQ9GXDMYX","8","B0CH43PJZV","0195394425833","195394425833","B0CSDN6Z4H","Brooks","no"
"Brooks Women’s Hyperion Neutral Running Shoe - White/Blue/Pink - 6 Medium","172153","173062","","","$ 168.76","$ 176.12","AF4GO035LHAA2","8","B0CH44M9SG","0195394425864","195394425864","B0CSDN6Z4H","Brooks","no"
"Brooks Women’s Launch 10 Neutral Running Shoe - Black/Nightlife/Blue - 11 Medium","31427","30366","$ 99.95","4","$ 99.95","$ 99.95","A1BNXE6U3W2NOH","2","B0CH1PL7XL","0195394426700","195394426700","B0BJNQM29V","Brooks","no"
"Brooks Women’s Launch GTS 10 Supportive Running Shoe - Blue/Black/Fiery Coral - 7.5 Medium","30580","25668","$ 99.95","","$ 99.95","$ 152.89","A114I0OUP3FTFB","1","B0CH1QCG4P","0195394427080","195394427080","B0BJ7WPGXX","Brooks","yes"
"Brooks Women’s Launch GTS 10 Supportive Running Shoe - Blue/Black/Fiery Coral - 8 Medium","31121","25955","$ 99.95","","$ 99.95","$ 155.98","A114I0OUP3FTFB","1","B0CH1RF8JZ","0195394427097","195394427097","B0BJ7WPGXX","Brooks","yes"
"Brooks Women’s Launch GTS 10 Supportive Running Shoe - Blue/Black/Fiery Coral - 8.5 Medium","30838","25967","$ 99.95","","$ 99.95","$ 155.98","A114I0OUP3FTFB","1","B0CH1NQMQN","0195394427103","195394427103","B0BJ7WPGXX","Brooks","yes"
"Brooks Men’s Hyperion GTS Supportive Running Shoe - Blue/Fiery Coral/Orange - 8 Medium","187472","202525","","","$ 139.95","$ 139.95","A1BNXE6U3W2NOH, A3NWHXTQ4EBCZS","5","B0CH1NJ1H5","0195394430813","195394430813","B0BMTBWQ57","Brooks","no"
"Brooks Men’s Hyperion GTS Supportive Running Shoe - Blue/Fiery Coral/Orange - 8.5 Medium","186650","200795","$ 139.95","49","$ 139.95","$ 139.95","A3NWHXTQ4EBCZS, A1BNXE6U3W2NOH","5","B0CH1QHJ98","0195394430820","195394430820","B0BMTBWQ57","Brooks","no"
"Brooks Men’s Hyperion GTS Supportive Running Shoe - Blue/Fiery Coral/Orange - 9 Medium","184535","200732","$ 109.95","87","$ 109.95","$ 132.03","A1BNXE6U3W2NOH","5","B0CH1PBD45","0195394430837","195394430837","B0BMTBWQ57","Brooks","no"
"Brooks Women’s Hyperion GTS Supportive Running Shoe - Blue/Fiery Coral/Orange - 6 Medium","251620","229888","$ 139.95","32","$ 139.95","$ 139.95","A1BNXE6U3W2NOH","9","B0CH1LX95L","0195394430943","195394430943","B0BMTPGD3N","Brooks","no"
"Brooks Women’s Hyperion GTS Supportive Running Shoe - Blue/Fiery Coral/Orange - 6.5 Medium","257463","240405","$ 109.95","39","$ 109.95","$ 132.74","A1BNXE6U3W2NOH","8","B0CH1P87T8","0195394430950","195394430950","B0BMTPGD3N","Brooks","no"
"Brooks Women’s Adrenaline GTS 23 Supportive Running Shoe - Blanc/Gray/Sunflower - 6.5 Medium","623","669","$ 139.95","","$ 133.95","$ 139.95","AZ3EGFUU23A8C","7","B0CD1HD947","0195394433265","195394433265","B0BJ7V4V8F","Brooks","yes"
"Brooks Women’s Adrenaline GTS 23 Supportive Running Shoe - Blanc/Gray/Sunflower - 10.5 Medium","632","672","","","$ 155.35","$ 228.91","AP3VA1GJZM3EQ","2","B0CD1FPJVG","0195394433340","195394433340","B0BJ7V4V8F","Brooks","yes"
"Brooks Women’s Adrenaline GTS 23 Supportive Running Shoe - Blanc/Gray/Sunflower - 11 Medium","626","672","$ 139.95","2","$ 133.95","$ 142.83","A31AXZ2ONSA7MG","8","B0CD1D4KQQ","0195394433357","195394433357","B0BJ7V4V8F","Brooks","yes"
"Brooks Women’s Adrenaline GTS 23 Supportive Running Shoe - Blanc/Gray/Sunflower - 12 Medium","625","678","$ 139.95","2","$ 139.95","$ 236.62","-","0","B0CD1CYNK1","0195394433371","195394433371","B0BJ7V4V8F","Brooks","yes"
"Brooks Men’s Launch 10 Neutral Running Shoe - Toucan/Verdant/Vanilla - 14 Medium","43902","41481","","","$ 138.57","$ 146.25","A31AXZ2ONSA7MG","3","B0CH1QKLK6","0195394434880","195394434880","B0BJP443BM","Brooks","yes"
"Brooks Women’s Trace 3 Neutral Running Shoe - Rainwashed/Ebony/Corsage - 11 Medium","6944","8427","","","$ 177.79","$ 177.79","-","1","B0CH1R6GSR","0195394436075","195394436075","B0CVFVJNKZ","Brooks","yes"
"Brooks Men’s Caldera 7 Trail Running Shoe - White Sand/Chateau Gray/Yellow - 10.5 Medium","137332","193307","$ 149.95","580","$ 149.95","$ 149.95","A3NWHXTQ4EBCZS","2","B0CGZ6GTDC","0195394436365","195394436365","B0CGYKKVSR","Brooks","no"
"Brooks Women’s Glycerin 21 Neutral Running Shoe - Coconut/Aqua/Autumn Sunset - 6 Medium","3970","6464","$ 159.95","15","$ 159.95","$ 159.95","A3NWHXTQ4EBCZS, A1R2LN4EZ9SAP8","8","B0CGYH67BH","0195394437027","195394437027","B0CGYXLV8D","Brooks","no"
"Brooks Unisex Hyperion Elite 4 Neutral Running Shoe for Men & Women - Illusion Blue/Coral/Orange - 6.5 Medium","488089","327476","","","$ 299.81","$ 307.76","AF4GO035LHAA2","1","B0CGZDR4WC","0195394440829","195394440829","B0CGZ4SLZ3","Brooks","yes"
"Brooks Unisex Hyperion Elite 4 Neutral Running Shoe for Men & Women - Illusion Blue/Coral/Orange - 8.5 Medium","479880","326940","","","$ 299.71","$ 366.69","AF4GO035LHAA2","1","B0CGZ19LT9","0195394440867","195394440867","B0CGZ4SLZ3","Brooks","yes"
"Brooks Luxe Short Sleeve Heather Deep Black SM (US Women's 4-6)","560974","972849","","","$ 95.34","$ 104.33","A3KPHGJZVOLD1G","2","B0CN336V5C","0195394448993","195394448993","B0CR1RR7YP","Brooks","yes"
"Brooks Men’s Ghost Max Cushion Neutral Running & Walking Shoe - Blue/Yellow/Black - 9 Medium","4633","4552","$ 149.95","","$ 149.95","$ 211.23","-","1","B0CGKFQGQR","0195394449891","195394449891","B0BYTGMGZV","Brooks","yes"
"Brooks Men’s Ghost Max Cushion Neutral Running & Walking Shoe - Blue/Yellow/Black - 9.5 Medium","4670","4567","$ 149.95","","$ 149.95","$ 200.13","A2P39FD6H627SJ","2","B0CGKCD7GZ","0195394449907","195394449907","B0BYTGMGZV","Brooks","yes"
"Brooks Men’s Adrenaline GTS 23 Supportive Running Shoe - Black/Ebony/Liberty - 10 Medium","563","690","","","$ 170.04","$ 182.69","A31AXZ2ONSA7MG","4","B0CD1FTKZQ","0195394457964","195394457964","B0BJ7TY28X","Brooks","no"
"Brooks Men’s Adrenaline GTS 23 Supportive Running Shoe - Black/Ebony/Liberty - 12 Medium","564","691","","","$ 173.52","$ 182.37","A31AXZ2ONSA7MG","4","B0CD1F3LMR","0195394458008","195394458008","B0BJ7TY28X","Brooks","no"
"Brooks Women’s Adrenaline GTS 23 Supportive Running Shoe - Parchment/White/Vista - 10 Medium","626","676","","","$ 173.52","$ 180.98","-","3","B0CCZX7S8Y","0195394458152","195394458152","B0BJ7V4V8F","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Vista/Lavendula - 6.5 Medium","55","66","","","$ 138.56","$ 155.31","-","7","B0CBQTRNP8","0195394458428","195394458428","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Vista/Lavendula - 7 Medium","55","53","","","$ 155.00","$ 157.25","-","0","B0CBQTRNNK","0195394458442","195394458442","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Vista/Lavendula - 11 Medium","55","67","$ 146.45","2","$ 140.45","$ 155.16","-","8","B0CBQSM87B","0195394458602","195394458602","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Parchment/Lavendula - 8.5 Medium","55","65","","","$ 138.56","$ 146.29","A31AXZ2ONSA7MG","3","B0CBQTHRB2","0195394458756","195394458756","B0CKKBPDKF","Brooks","no"
"Brooks Men’s Revel 6 Neutral Running Shoe - Black/Ebony/Liberty - 10.5 Medium","5140","6289","","","$ 126.93","$ 134.55","-","","B0CDJTS4LY","0195394459081","195394459081","B09RRKWYM1","Brooks","no"
"Brooks Men’s Revel 6 Neutral Running Shoe - Black/Ebony/Liberty - 11 Medium","5077","6231","","","$ 114.99","$ 134.58","-","4","B0CDJNSP9Z","0195394459098","195394459098","B09RRKWYM1","Brooks","no"
"Brooks Men’s Revel 6 Neutral Running Shoe - Black/Ebony/Liberty - 11.5 Medium","5148","6233","","","$ 126.93","$ 134.44","A358WOJA77XS76","5","B0CDKHGT7X","0195394459104","195394459104","B09RRKWYM1","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Parchment/Lavendula - 7 Wide","55","65","$ 155.96","62","$ 144.75","$ 158.52","-","5","B0CBQT7PTT","0195394459357","195394459357","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Parchment/Lavendula - 9 Wide","55","54","","","$ 138.56","$ 146.22","A31AXZ2ONSA7MG","3","B0CBQRDTCF","0195394459395","195394459395","B0CKKBPDKF","Brooks","no"
"Brooks Women’s Glycerin 21 Neutral Running Shoe - Coconut/Aqua/Autumn Sunset - 6.5 Wide","15243","10260","$ 159.95","7","$ 159.95","$ 159.95","A3NWHXTQ4EBCZS","3","B0CGYPRCSH","0195394461022","195394461022","","Brooks","no"
"Brooks Men’s Glycerin Stealthfit 21 Neutral Running Shoe - Black/Cream/Biscuit - 11.5 Medium","38501","55026","","","$ 196.81","$ 204.60","A31AXZ2ONSA7MG","3","B0CH1WNTRC","0195394461596","195394461596","B0CH1V99SR","Brooks","yes"
"THE NORTH FACE Women's Aphrodite Motion Pant, New Taupe Green, 3X-Large Short","6771422","2357948","$ 59.99","1","$ 59.99","$ 62.47","A4PZJUL3NQANM","1","B08MV9HFH9","0195436245467","195436245467","","THE NORTH FACE","no"
"THE NORTH FACE Teen Thermoball Insulated Traction Mule II Shoe, Cabaret Pink/TNF White, 10","303308","226840","$ 51.75","1","$ 51.75","$ 51.75","AB9U0R56IWRKV","1","B0971CLGDQ","0195436383534","195436383534","B09BK8DH4Y","THE NORTH FACE","no"
"THE NORTH FACE Teen Thermoball Insulated Traction Mule II Shoe, Gravity Purple Paint Spots Print/Gravity Purple, 6","424957","1275180","","","","$ 86.02","-","","B096FG3QSZ","0195436384234","195436384234","B08C2GZ1R8","THE NORTH FACE","no"
"THE NORTH FACE Girls' Suave Oso Long Jacket, Jadeite Green, X-Large","1392894","1280934","","","","","-","","B097NQ9QCZ","0195436408343","195436408343","B09BK8M853","THE NORTH FACE","no"
"THE NORTH FACE Carto Triclimate Hooded 3-In-1 Jacket - Women's New Taupe Green/Burnt Olive Green, S","364003","182565","$ 221.24","1","$ 221.24","$ 221.24","A20FLYA0IW2L9O","1","B097NJV7SR","0195437181436","195437181436","B0CPTJ7TH3","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Black 2, Large Regular","425349","252981","","","$ 154.00","$ 173.87","A7ULJO7NAWM0L","2","B097NKYVWB","0195437294327","195437294327","B0CXS89G94","THE NORTH FACE","yes"
"THE NORTH FACE Men's ThermoBall Traction Mule V Winter Shoe, Phantom Grey Heather Print/TNF Black, 13","35524","24449","","","$ 104.32","$ 100.67","A20FLYA0IW2L9O","1","B09KTK73F9","0195436529529","195436529529","B07PM8Y639","THE NORTH FACE","no"
"The North Face Women's Osito Jacket, Balsam Green, S","31962","27751","$ 182.93","1","$ 182.93","$ 182.93","A20FLYA0IW2L9O","1","B097NJB4VV","0195437060441","195437060441","B0161S9E6U","THE NORTH FACE","no"
"THE NORTH FACE Women's Tamburello Insulated Parka, TNF Black 2, 3X-Large","142238","95853","","","","$ 223.06","-","","B097NH9MG7","0195436618322","195436618322","B08C724J8R","THE NORTH FACE","yes"
"THE NORTH FACE Men's Flare 2 Insulated 550-Down Full Zip Puffer Jacket (X-Large, Vanadis Grey), NF0A55XG","148061","98581","$ 249.00","7","$ 249.00","$ 249.00","ASYTRLNACMZUN","1","B0B5NR91K5","0195437441110","195437441110","B0B5NTB945","THE NORTH FACE","no"
"THE NORTH FACE Men's Carto Triclimate Waterproof Jacket, Burnt Ochre/New Taupe Green, Large","317222","203648","","","$ 298.80","$ 298.80","ASYTRLNACMZUN","1","B097NHSBKW","0195437180378","195437180378","B07CRSN79R","THE NORTH FACE","no"
"THE NORTH FACE Men's ThermoBall Traction Mule V Winter Shoe, Phantom Grey Heather Print/TNF Black, 10","35651","24291","$ 59.00","94","$ 59.00","$ 65.36","A2XZ0K8FIJS0FD","2","B09KSZ8TJQ","0195436528515","195436528515","B07PM8Y639","THE NORTH FACE","no"
"THE NORTH FACE Men's Truckee Mid Hiking Boot, Utility Brown/TNF Black, 10.5","130249","142599","","","","","-","","B09KSXHY3L","0195436529741","195436529741","B0CQDPN19J","THE NORTH FACE","yes"
"THE NORTH FACE Men's 1996 Retro Nuptse Jacket, Black, LG","606142","363838","$ 299.00","9","$ 299.00","$ 300.03","AR0SBDI649V56","1","B098S7CBY8","0195437058493","195437058493","B0CNL22CT5","THE NORTH FACE","yes"
"THE NORTH FACE Men's 1996 Retro Nuptse Jacket, Black, XL","605147","360983","","","$ 299.00","$ 340.85","A20FLYA0IW2L9O","2","B098RG71DX","0195437058530","195437058530","B0CNL22CT5","THE NORTH FACE","no"
"THE NORTH FACE Men's 1996 Retro Nuptse Jacket, Black, 2XL","612054","363928","","","$ 381.67","$ 380.92","A20FLYA0IW2L9O","2","B098RJ8592","0195437058578","195437058578","B0CNL22CT5","THE NORTH FACE","no"
"THE NORTH FACE Men's 1996 Retro Nuptse Vest, Black, S","2405815","2351083","","","","$ 255.32","-","","B098RKT9TF","0195437059087","195437059087","B09PLN8BVB","THE NORTH FACE","no"
"THE NORTH FACE Women's Osito Full Zip Fleece Jacket (Standard and Plus Size), Gardenia White 1, X-Small","31216","27445","","","","$ 99.00","-","","B097NHXV66","0195437060892","195437060892","B0161S9E6U","THE NORTH FACE","no"
"The North Face Mens Denali 2 Jacket, Tradewinds Grey, M","","","","","","","-","","B0974F5YMN","0195437063275","195437063275","","THE NORTH FACE","no"
"THE NORTH FACE Gotham Parka Gardenia White MD","1944014","1459837","","","$ 412.42","$ 345.58","A20FLYA0IW2L9O","1","B097WRCP2F","0195437065620","195437065620","B07F8VYMVC","THE NORTH FACE","no"
"THE NORTH FACE Women's Gotham Insulated Jacket, Gardenia White, XX-Large","500962","362271","$ 238.80","1","$ 238.80","$ 238.80","ASYTRLNACMZUN","1","B097NHKLC7","0195437066634","195437066634","B07F8VPPC1","THE NORTH FACE","no"
"THE NORTH FACE Women's Aconcagua Hoodie, Silver Blue, Small","1006648","940031","","","$ 322.54","$ 322.04","A20FLYA0IW2L9O","1","B097NLDJL1","0195437127885","195437127885","B09DJBL44Z","THE NORTH FACE","no"
"THE NORTH FACE Women's Aconcagua Hoodie, Meld Grey, XX-Large","1006213","942070","$ 179.00","1","$ 179.00","$ 179.00","ASYTRLNACMZUN","1","B097NGYDTY","0195437128172","195437128172","B09DJBL44Z","THE NORTH FACE","no"
"THE NORTH FACE Men's Aconcagua Jacket (Standard and Big Size), Thyme, XX-Large","491838","389356","$ 161.68","1","$ 161.68","$ 206.07","A20FLYA0IW2L9O","1","B097NHMXFY","0195437141881","195437141881","B08BDRCMY2","THE NORTH FACE","no"
"THE NORTH FACE Women's Aconcagua Vest, Gardenia White, X-Large","510623","505448","","","$ 153.80","$ 154.04","ASYTRLNACMZUN","1","B097NH8FF4","0195437149559","195437149559","B01317YUAO","THE NORTH FACE","no"
"THE NORTH FACE Women's Shelbe Raschel Hoodie (Standard and Plus Size), Silver Blue Heather, Medium","311854","239021","","","$ 178.80","$ 178.46","ASYTRLNACMZUN","2","B097NKT35X","0195437152061","195437152061","B07CZSL1VM","THE NORTH FACE","no"
"THE NORTH FACE Men's Carto Triclimate Waterproof Jacket, TNF Black, Small","326169","207637","$ 299.95","1","$ 290.85","$ 354.63","A3KPHGJZVOLD1G","2","B097NHL74J","0195437180040","195437180040","B07CRSN79R","THE NORTH FACE","yes"
"THE NORTH FACE Men's Carto Triclimate Waterproof Jacket, Burnt Ochre/New Taupe Green, X-Large","314760","203911","","","$ 249.00","$ 249.00","ASYTRLNACMZUN","1","B097NHHYM1","0195437180484","195437180484","B07CRSN79R","THE NORTH FACE","no"
"THE NORTH FACE Men's Carto Triclimate Waterproof Jacket, TNF Black, XX-Large","326195","207433","$ 293.35","1","$ 293.35","$ 298.38","A1TZOL1TQLQL4N","2","B097NJPXNQ","0195437180651","195437180651","B07CRSN79R","THE NORTH FACE","no"
"THE NORTH FACE Women's Carto Triclimate Jacket, TNF Black 2, X-Small","365436","182781","","","$ 308.05","$ 321.72","A20FLYA0IW2L9O","1","B097NGRR2X","0195437180996","195437180996","B0CPTJ7TH3","THE NORTH FACE","yes"
"THE NORTH FACE Carto Triclimate Hooded 3-In-1 Jacket - Women's New Taupe Green/Burnt Olive Green, M","359221","181114","$ 263.99","1","$ 247.00","$ 269.51","ASYTRLNACMZUN","2","B097NHV9D3","0195437181832","195437181832","B0CPTJ7TH3","THE NORTH FACE","no"
"THE NORTH FACE Women's Carto Triclimate Jacket, TNF Black 2, Large","362759","181945","$ 210.00","1","$ 210.00","$ 245.97","A33TBMAWGCISEI","1","B097NFQGR8","0195437182112","195437182112","B0CPTJ7TH3","THE NORTH FACE","no"
"THE NORTH FACE Holiday Hoodie - Women's Gardenia White Medium","1699329","1781625","","","$ 130.04","$ 120.83","A20FLYA0IW2L9O","1","B097NFNKN1","0195437225376","195437225376","B09DJBL1S2","THE NORTH FACE","yes"
"THE NORTH FACE Men's Gordon Lyons Vest, Laurel Wreath Green Heather/Thyme, M","1843423","2037743","","","","$ 98.90","-","","B09F9BVDY6","0195437250309","195437250309","B0BBN1TVY8","THE NORTH FACE","no"
"THE NORTH FACE Ski Tuke, Monterey Blue TNF Mountain Fairisle Print, OS","1009765","831543","$ 58.35","1","$ 58.35","$ 68.20","A20FLYA0IW2L9O","1","B096YBZM66","0195437261145","195437261145","B0CJ8PKN81","THE NORTH FACE","no"
"THE NORTH FACE Girls' Suave Oso Fleece Full-Zip Hooded Jacket, Gardenia White 1, X-Small","327771","285512","","","$ 105.78","$ 118.43","A20FLYA0IW2L9O","1","B097NQHP93","0195437283291","195437283291","B09BK7RVG1","THE NORTH FACE","no"
"THE NORTH FACE Girls' Suave Oso Fleece Full-Zip Hooded Jacket, Gardenia White 1, Small","320086","271751","$ 118.74","1","$ 118.74","$ 118.74","A20FLYA0IW2L9O","1","B097NRMR7P","0195437283390","195437283390","B09BK7RVG1","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Bib, TNF Black, Large Short","584303","743704","","","$ 175.00","$ 256.53","A7ULJO7NAWM0L","1","B097NJ9SP9","0195437290497","195437290497","B0CXSLSM5X","THE NORTH FACE","yes"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Medium Grey Heather, Small Short","1364452","562542","","","","","-","","B097NKTD7H","0195437292057","195437292057","","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Medium Grey Heather, XX-Large Regular","414049","252994","$ 110.09","1","$ 110.09","$ 182.57","A20FLYA0IW2L9O","1","B097NJP2V3","0195437293047","195437293047","B0CXS89G94","THE NORTH FACE","yes"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Medium Grey Heather, X-Small Long","1987697","770314","","","","","-","","B097NHD4RW","0195437293139","195437293139","","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Black 2, X-Large Long","948229","424035","","","$ 213.74","$ 212.34","A20FLYA0IW2L9O","1","B097NKFTPP","0195437295027","195437295027","","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Insulated Pant, TNF Black 2, XX-Large Long","923313","445242","","","$ 154.00","$ 219.53","A20FLYA0IW2L9O","1","B097NN4F9Q","0195437295126","195437295126","","THE NORTH FACE","yes"
"The North Face Salty Dog Beanie, Storm Blue Heather, One Size Regular","269507","173415","","","$ 75.57","$ 75.00","A20FLYA0IW2L9O","1","B096YBS42F","0195437297960","195437297960","","THE NORTH FACE","yes"
"The North Face Salty Lined Beanie Gardenia White, One Size/Short","261648","153442","$ 19.61","1","$ 19.61","$ 33.13","-","0","B096YCVV68","0195437298042","195437298042","B07VKB8FZY","THE NORTH FACE","yes"
"THE NORTH FACE Girls' Reversible Mossbud Swirl Jacket, Gardenia White Après Fairisle Print, Small","222811","155047","$ 107.38","1","$ 107.38","$ 107.38","A20FLYA0IW2L9O","1","B097NS1Q3B","0195438284570","195438284570","B07HSFKQMQ","THE NORTH FACE","no"
"THE NORTH FACE Osolita Full-Zip Jacket - Girls' Deep Lagoon, L","275584","193499","$ 91.13","1","$ 91.13","$ 96.93","A20FLYA0IW2L9O","1","B097NRG2PD","0195438270634","195438270634","B074F1VXT9","THE NORTH FACE","no"
"THE NORTH FACE Girls' Osolita Fleece Full-Zip Jacket, Ice Blue, Medium","280224","196746","$ 87.38","1","$ 87.38","$ 87.38","A20FLYA0IW2L9O","1","B097NQ59Y6","0195438270399","195438270399","B074F1VXT9","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), TNF Black, Medium Regular","200162","170690","$ 74.99","1","$ 74.99","$ 74.83","-","1","B097NJBVRB","0195438198921","195438198921","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), TNF Black, Small Regular","195559","167203","$ 73.20","4","$ 73.20","$ 73.13","ASYTRLNACMZUN","1","B097NF8XHY","0195438198839","195438198839","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Men's Freedom Snowpant, TNF Black 2, Small Long","407076","338429","","","$ 194.19","$ 210.12","A20FLYA0IW2L9O","1","B097NJ36BD","0195438236067","195438236067","B0CRRB4D64","THE NORTH FACE","no"
"THE NORTH FACE Girls' Reversible Mossbud Swirl Jacket, Vanadis Grey Après Floral Print, X-Large","224545","155119","$ 95.16","2","$ 95.16","$ 95.16","A33TBMAWGCISEI","2","B097NRXXWD","0195438285089","195438285089","B07HSFKQMQ","THE NORTH FACE","no"
"THE NORTH FACE Women's Freedom Insulated Pant (Standard and Plus Size) - Regular, Citrine Yellow, X-Large Regular","498293","220270","$ 90.00","1","$ 90.00","$ 90.00","A5PQHL9S16DYU","2","B097NKS9FD","0195438243508","195438243508","B0CXS5JN35","THE NORTH FACE","no"
"THE NORTH FACE Girls' Freedom Insulated Pant, TNF Black 1, XX-Small","595068","320245","$ 79.20","2","$ 79.20","$ 90.03","A3SWNHK5B53E3F","1","B097Q77PBJ","0195438254764","195438254764","B09DJ2HRFS","THE NORTH FACE","no"
"THE NORTH FACE Women’s Canyonlands Jogger (Standard and Plus Size), TNF Black, Large Regular","194493","169455","$ 81.95","5","$ 81.95","$ 82.28","ASYTRLNACMZUN","3","B097NGNZL7","0195438199027","195438199027","B09DR5CND9","THE NORTH FACE","no"
"THE NORTH FACE Osolita Full-Zip Jacket - Girls' Pikes Purple, XL","279737","197987","","","","","-","","B097NSBQSD","0195438269751","195438269751","B074F1VXT9","THE NORTH FACE","no"
"THE NORTH FACE Girls' Osolita Fleece Full-Zip Jacket, Ice Blue, Large","275154","195530","$ 84.95","1","$ 84.95","$ 87.38","A20FLYA0IW2L9O","1","B097NQQ2WB","0195438270597","195438270597","B074F1VXT9","THE NORTH FACE","yes"
"THE NORTH FACE Women's Crescent Full Zip, TNF Black Heather, L","858032","827742","","","","$ 164.24","-","","B097NKH4CD","0195438121400","195438121400","B09BK6JTR5","THE NORTH FACE","no"
"THE NORTH FACE Women's Crescent Full Zip, TNF Black Heather, XL","855358","1305433","","","$ 123.89","$ 123.89","A3IN8061KSUP78","1","B097NHSY5C","0195438121653","195438121653","B09BK6JTR5","THE NORTH FACE","no"
"THE NORTH FACE Women's Canyonlands Full Zip Hooded Sweatshirt (Standard and Plus Size), Emberglow Orange Heather, X-Small","95970","77482","","","","$ 135.00","-","","B097NHKHMD","0195438156488","195438156488","B0CQ6XJ58M","THE NORTH FACE","yes"
"THE NORTH FACE Women's Canyonlands Full Zip Hooded Sweatshirt (Standard and Plus Size), Emberglow Orange Heather, Small","95613","77279","","","","$ 115.71","-","","B097NHZRPS","0195438156778","195438156778","B0CQ6XJ58M","THE NORTH FACE","no"
"THE NORTH FACE Canyonlands Full-Zip Fleece Jacket - Women's Silver Blue Heather, XS","75921","62102","","","","$ 119.87","-","","B097NH4Z8D","0195438158857","195438158857","B07TXKSLWQ","THE NORTH FACE","no"
"The North Face Women's Canyonlands Hoodie, Monterey Blue Heather, S","97953","78776","$ 168.22","1","$ 168.22","$ 167.95","A20FLYA0IW2L9O","1","B097NJ13TG","0195438159199","195438159199","","THE NORTH FACE","no"
"The North Face Women's Canyonlands Hoodie, Silver Blue Heather, S","134224","91782","$ 168.22","1","$ 168.22","$ 168.06","A20FLYA0IW2L9O","1","B097NJGFWB","0195438159472","195438159472","","THE NORTH FACE","no"
"THE NORTH FACE Canyonlands Full Zip Gardenia White Heather (Prior Season) MD","2930243","2619148","$ 105.78","1","$ 105.78","$ 126.18","A20FLYA0IW2L9O","1","B097NJ1F9W","0195438159632","195438159632","","THE NORTH FACE","no"
