Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
"Tory Burch Women's 1.5"" Miller Reversible Belt, Black/Classic Cuoio/Silver, XL",270023,301346,$198.00,,$198.00,$198.00,,-,0,B0C114VY42,196133360323,196133360323,B088P7Q55C,Tory Burch,yes,none,Y
"TYR Women's Standard Durafast Elite Trinityfit Swimsuit, Lapped Pink, 34",175168,202717,$45.15,1,$39.90,$69.99,$45.15,A34V3O18ZYGJY,2,B0BQCKSZ6X,194238176146,194238176146,B07QF9Y3WN,TYR,no,none,Y
"TYR Big Mesh Mummy Gear Bag, Pink",220204,521273,$28.40,43,$23.45,$30.41,$28.40,A3V1BO3WFJIOCU,1,B002M3PLAM,36702023351,36702023351,B0030APUDY,TYR,no,none,Y
kate spade new york Protective Hardshell Case Compatible with MagSafe for Apple iPhone 14 Max - City Leopard Black [KSIPH-236-CTLB],106133,76380,,,$36.89,$61.65,$34.19,A1ZD8UQU7URPBR,2,B0BBZCMMDF,650450082301,650450082301,,Kate Spade New York,no,none,Y
"TYR Sport Women's Polyester Solid Square Neck Tank Swimsuit, Navy, 14",169297,151222,$71.98,1,$71.98,$111.98,$74.97,-,1,B005P21VTM,"0036702317184, 0796793497492","036702317184, 796793497492",B0CDQQJPCK,TYR,no,none,Y
"TYR Sport Women's Polyester Solid Square Neck Tank Swimsuit, Navy, 24",173512,150143,$59.55,24,$59.55,$74.00,$65.92,A218NCVVSLQN1Q,1,B005P1YF50,36702317238,36702317238,B0CDQQJPCK,TYR,no,none,Y
"Tory Burch Women's Black Leather Classic Flip Flop Shoes (us_footwear_size_system, adult, women, numeric, medium, numeric_7, 7)",147466,158665,$178.00,1,$178.00,$178.00,$178.00,A33N1BDCZWHQT1,1,B0BYS9M219,196133714645,196133714645,B0CKH93QXC,Tory Burch,no,none,Y
"Tory Burch Miller Soft Patent Leather Sandals Flats (Brisk Blue, US Footwear Size System, Adult, Women, Numeric, Medium, 8.5)",504333,3090747,$213.92,1,$198.00,$198.99,$208.79,A22XJXTXTCFKGS,1,B0C758Y1H3,196133423035,196133423035,B0C6R7HB6P,Tory Burch,no,none,Y
"Kate Spade New York Cute Dog Collar, Gold Metal Buckle Dog Collar, 15.5"" to 24"" Adjustable Dog Collar for Female or Male Dogs, Stylish Dog Collar for Medium and Large Breeds (Navy Gingham)",154037,154037,$28.95,,$28.95,$28.95,,-,0,B0CPQ77C64,825466174412,825466174412,,Kate Spade New York,yes,none,Y
Kate Spade New York Protective Hardshell Case Compatible with MagSafe for Apple iPhone 14 Plus - Flower Pot [KSIPH-236-FPTPK],98411,72701,$48.61,3,$39.00,$54.99,$39.00,A1CJUIHPYEM8JL,1,B0BBYNLK9H,650450082318,650450082318,,Kate Spade New York,no,none,Y
"Tory Burch 'Jolie Fleur - Bleue' Eau de Parfum, Deluxe Travel Size, 0.05 oz",182453,202590,$14.29,16,$14.29,$16.50,$14.24,A1SDFR42FES0N8,3,B06XRF88JM,720473455458,720473455458,B0CZJY4JR7,Tory Burch,no,none,Y
Kate Spade Harper Satchel (Sapphire),1761237,1533086,$183.98,4,$175.00,$225.00,$207.08,AZB3X1Q0X22QL,3,B0D15ZVNZM,196021464966,196021464966,B0999MB3NT,Kate Spade New York,no,none,Y
Tory Burch Cosmic Wood Sample Spray Mini Eau De Parfum Travel Vial Women Perfume (set of 3),356543,341790,$16.00,5,$11.99,$19.00,$16.00,AH7ML1QFL06VU,2,B0BVGQRR1L,195106001669,195106001669,,Tory Burch,no,none,Y
Rouge Essentiel Silky Creme Lipstick by Laura Mercier Nu Delicat 3.5g,260778,266692,$22.00,222,$22.00,$66.64,$22.00,A1875HYRIMJINM,1,B08JMV26HX,736150169631,736150169631,,Laura Mercier,no,none,Y
"Kate Spade New York Medium L-Zip Card Holder Keychain, Light Fawn",248820,258539,$76.98,1,$76.98,$89.00,$79.86,AZB3X1Q0X22QL,3,B0CY3HKRLH,196021412912,196021412912,B083VWCTVB,Kate Spade New York,no,none,Y
Kate Spade Gemma Wallet on a Chain Crossbody Handbag (Green bean),885402,412320,,,$149.99,$187.00,$165.94,A3SS984SJJO4J5,2,B0BYQ36Z87,196021215872,196021215872,B09XC5V427,Kate Spade New York,yes,none,Y
"TYR Men's Hurricane Category 1 Neoprene Wetsuit, Black/Grey, X-Large",272410,440199,$79.99,5,$79.99,$99.99,$79.86,A3VX72MEBB21JI,3,B004VY1ZAU,36702218283,36702218283,B018MXH3F6,TYR,no,none,Y
"Tory Burch Women's Miller Wedge Sandals 25mm, Perfect Black, 7 Medium US",,,$248.00,,$248.00,$248.00,,-,0,B0CJT85WZL,197865056911,197865056911,B0CY36N3MF,Tory Burch,yes,none,Y
"Tory Burch Women's Kira Sport Sandals, New Ivory, Off White, 6 Medium US",381995,381995,$298.00,,$298.00,$298.00,,-,0,B0BYSCHM2M,196133676202,196133676202,B0C5478177,Tory Burch,yes,none,Y
"TYR Women's Aqua Solid Controlfit Swimwear, Navy, 20",272364,263457,$59.25,24,$59.25,$118.38,$59.25,A218NCVVSLQN1Q,2,B005P1YJZG,36702321259,36702321259,B08748KHT3,TYR,no,none,Y
"TYR Women's Aqua Solid Controlfit Swimwear, Navy, 16",277489,259258,$89.96,24,$89.96,$111.98,$89.96,A218NCVVSLQN1Q,3,B005P1YJO2,36702321235,36702321235,B08748KHT3,TYR,no,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Tropical Floral",185908,185908,$78.00,,$78.00,$78.00,,-,0,B0CW9YPPT6,197117907138,197117907138,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"TYR Women's Standard Durafast Elite Max Splice Controlfit One Piece Swimsuit, Navy Camo, 8",231754,214581,$79.99,1,$79.99,$96.97,$83.55,A2R8V450F0F3W8,1,B09YWQ8X3T,194238107690,194238107690,B09VJL2QS3,TYR,no,none,Y
Kate Spade New York Protective Hardshell Case Compatible with Apple iPhone 14 Pro Max - White Zebra [KSIPH-225-ZBWT],176585,117532,$20.00,4,$20.00,$44.99,$22.10,A3G1X7YPBINO89,2,B0BBYZFNRG,650450081922,650450081922,,Kate Spade New York,no,none,Y
"Kate Spade New York Insulated Lunch Tote, Small Lunch Cooler, Cute Lunch Bag for Women, Blue Thermal Bag with Double Zipper Close and Carrying Handle, Joy Dot",7864,4411,,,,$34.95,,-,,B0B4YFBLX6,825466152977,825466152977,,Kate Spade New York,yes,none,Y
"Tory Burch Women's Thin Flip Flops in Assorted Colors and Sizes (Bright Samba - Bright Samba, US Footwear Size System, Adult, Women, Numeric, Medium, 8)",359520,359520,$81.74,,$81.74,$81.74,,-,0,B0D234SKS5,192485913927,192485913927,B0BM52MZDQ,Tory Burch,yes,none,Y
"Tory Burch Women's Thin Flip Flops in Assorted Colors and Sizes (New Ivory - Caning with Birds, US Footwear Size System, Adult, Women, Numeric, Medium, 9)",385778,385778,$79.99,,$79.99,$79.99,,-,0,B0D23711F4,196133222638,196133222638,B0BM52MZDQ,Tory Burch,yes,none,Y
"Kate Spade New York womens Leather Medium L-Zip Card Holder Keychain, Dried Moss",245723,257495,,,$95.00,$95.00,$95.00,A3GWW7CQGYIHXP,1,B0BHTZV9DV,196021189326,196021189326,B083VWCTVB,Kate Spade New York,yes,none,Y
kate spade new york Protective Hardshell Case (1-PC Comold for Samsung Galaxy S10e- Soft Touch Comold Feeder Stripe Black/Cream/Gold Logo,166089,355326,$29.99,9,$29.99,$39.99,$29.99,A165L4CXW9WPYZ,1,B07PS6M55Y,191058096586,191058096586,,kate spade new york,no,none,Y
"Tory Burch Women's Miller Knotted Pave Sandals, Stone Gray, Tan, 6 Medium US",411335,506171,$298.00,1,$298.00,$298.00,$298.00,A33N1BDCZWHQT1,1,B0BVXT71SS,196133851050,196133851050,B0BVYFFD4S,Tory Burch,no,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 5 Medium US",220138,220138,,,$298.00,$298.00,,-,0,B0C7KFL2QV,196133966402,196133966402,B0CXZZ3MLG,Tory Burch,yes,none,Y
"TYR Women's Durafast Elite Crosscutfit Swimsuit, Lagoon, 34",496490,439939,,,$64.34,$83.87,$42.69,AF4GO035LHAA2,1,B0C5NQX5TC,194238208922,194238208922,B0BQC61HQ3,TYR,no,none,Y
Kate Spade New York Short Sleeve Notch Boxer PJ Set Modern Daisy LG,390104,352781,$78.00,,$78.00,$78.00,,-,0,B0CN35Q9ZS,197117645498,197117645498,B0CN3GDT3H,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Blue Ditsy",270690,270690,$78.00,,$78.00,$78.00,,-,0,B0CW9Z7NGY,197117907534,197117907534,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Navy Giraffes",224013,224013,$78.00,,$78.00,$78.00,,-,0,B0CW9YZXJN,197117907268,197117907268,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 11 Medium US",223857,223857,$298.00,,$298.00,$298.00,,-,0,B0C7KF7GCT,196133966372,196133966372,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 5.5 Medium US",223857,223857,,,$298.00,$298.00,,-,0,B0C7KDWXXR,196133966419,196133966419,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Tory Burch Women's Thin Flip Flops in Assorted Colors and Sizes (Bright Samba - Bright Samba, US Footwear Size System, Adult, Women, Numeric, Medium, 9)",,,$79.99,,$79.99,$79.99,,-,0,B0D2351SMB,192485913941,192485913941,B0BM52MZDQ,Tory Burch,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Blue Ditsy",206104,206104,$78.00,,$78.00,$78.00,,-,0,B0CW9YR38Q,197117907510,197117907510,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Tory Burch Women's 50mm INES Wedge Espadrilles, Gardenia, White, 9.5 Medium US",248981,248981,$248.00,,$248.00,$248.00,,-,0,B0C7KF64J6,196133945643,196133945643,B0CPPKPFLZ,Tory Burch,yes,none,Y
"Laura Mercier Rouge Essentiel Silky Creme Lipstick, 0.12 Ounce, Nude Nouveau",288070,325635,$26.00,46,$26.00,$39.10,$26.00,AIGMZ9YYRPEQG,1,B07QFFBDVK,"0736150168245, 4065163035166",736150168245,B0BJF3Q9XZ,Laura Mercier,no,none,Y
"Buffalo David Bitton Women's Carrie Mid Rise Slim Jeans, Reckless Blue, 30",407323,508459,,,,$103.60,,-,,B08TQDJ4PZ,193851758494,193851758494,B09N4DPZZC,Buffalo David Bitton,yes,none,Y
"TYR Men's Standard Blade Splice Jammer, Atrix Blue/Green, 26",607931,9784620,,,$44.99,$49.93,,-,0,B0CFPW6YDD,194238369166,194238369166,B0CR6QNLLC,TYR,yes,none,Y
Kate Spade New York Protective Hardshell Case Compatible with Apple iPhone 14 Pro - City Leopard Black [KSIPH-223-CTLB],197621,184325,$39.95,1,$39.95,$49.99,$38.28,A37FI61TFZMV1Y,1,B0BBZ8SNJF,650450081649,650450081649,,Kate Spade New York,no,none,Y
"Kate Spade New York Women's Kate Spade Female Optical Style Kinslee Round Reading Glasses, Dark Havana/Demo Lens, 48mm, 19mm + 1.5",267450,299446,$28.99,3,$25.00,$68.00,$28.99,A26DJR06EE8FJW,1,B09SNZ5HGD,716736283081,716736283081,B0CM39HS1Y,Kate Spade New York,no,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 9 Medium US",196696,196696,,,$298.00,$298.00,,-,0,B0C7KGZJGB,196133966488,196133966488,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 7.5 Medium US",234258,234258,,,$298.00,$298.00,,-,0,B0C7KF5YHM,196133966457,196133966457,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 10.5 Medium US",233951,233951,$298.00,,$298.00,$298.00,,-,0,B0C7KDTL3S,196133966365,196133966365,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Floral",179865,179865,$78.00,,$78.00,$78.00,,-,0,B0CW9ZL9SB,197117907190,197117907190,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"TYR Women's Standard Della Boyshort for Swimming, Yoga, Fitness, and Workout, Navy, X-Small",236519,174484,$24.95,1,$24.95,$29.99,$24.95,A1A8OV4A25HO9P,1,B074WBMCVD,36702094986,36702094986,B0C4LT55R1,TYR,no,none,Y
"Tory Burch Women's Mellow Thong Sandals, Rhum/Avola, Tan, 7 Medium US",440711,440711,$228.00,,$228.00,$228.00,,-,0,B0C7KLG432,196133966297,196133966297,B0CY1DYKRV,Tory Burch,yes,none,Y
"Tory Burch Women's Mellow Thong Sandals, Rhum/Avola, Tan, 5 Medium US",258089,258089,$228.00,,$228.00,$228.00,,-,0,B0C7KFF2P8,196133966259,196133966259,B0CY1DYKRV,Tory Burch,yes,none,Y
"Tory Burch Women's Mellow Thong Sandals, Rhum/Avola, Tan, 8 Medium US",327012,327012,$228.00,,$228.00,$228.00,,-,0,B0C7KF9DZF,196133966310,196133966310,B0CY1DYKRV,Tory Burch,yes,none,Y
"Tory Burch Women's Thin Flip Flops in Assorted Colors and Sizes (New Ivory - New Ivory, US Footwear Size System, Adult, Women, Numeric, Medium, 7)",,,$79.99,,$79.99,$79.99,,-,0,B0D2359YPN,196133469934,196133469934,B0BM52MZDQ,Tory Burch,yes,none,Y
"Tory Burch Women's Kira Sport Sandals, New Ivory, Off White, 6.5 Medium US",351176,351176,$298.00,,$298.00,$298.00,,-,0,B0BYSBYB5P,196133676219,196133676219,B0C5478177,Tory Burch,yes,none,Y
"Kate Spade New York Cute Dog Collar, Gold Metal Buckle Dog Collar, 11.5"" to 15"" Adjustable Dog Collar for Female or Male Dogs, Stylish Dog Collar for Small and Medium Breeds (Navy Gingham)",188208,188208,$28.95,,$28.95,$28.95,,-,0,B0CPQ8B1WB,825466174405,825466174405,,Kate Spade New York,yes,none,Y
"laura mercier Almond Coconut Milk Souffle Body Creme, 12 Ounce",193673,199116,,,$138.00,$139.98,$144.99,AMTCET6Q1UQKP,1,B001D4TP1M,"0721865368936, 0736150042224, 6909121438256","721865368936, 736150042224",,Laura Mercier,yes,none,Y
Tory Burch 144688 Thea Flap Grey Heron With Gold Hardware Women's Crossbody Bag,1417864,1417864,$229.99,,$229.99,$229.99,,-,0,B0D1VXZTLR,196133691298,196133691298,,Tory Burch,yes,none,Y
"TYR Men's Hurricane Category 1 Neoprene Wetsuit, Black/Grey, Large",283175,440955,$99.99,1,$79.99,$99.99,$79.46,A3VX72MEBB21JI,4,B004UMR098,36702218276,36702218276,B018MXH3F6,TYR,no,none,Y
"Laura Mercier Sateen Eye Color, Gilt",150435,151169,,,$35.99,$35.99,$28.55,A1STZ8L76D7HDI,1,B001EPJ0R4,"0885344645618, 0707002046585, 0736150070098","707002046585, 885344645618, 736150070098",B073QBPCQW,Laura Mercier,no,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Navy Cherries",192701,192701,$78.00,,$78.00,$78.00,,-,0,B0CWB19984,197117857778,197117857778,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"TYR Men's Standard Athletic Performance Workout Lined Short 9"", Black Camo, Medium",1383506,1632643,$64.98,2,$59.99,$75.00,$64.98,A37H1XZL78WO2R,1,B09ZQBXYC2,194238113394,194238113394,B09ZQ6RDTG,TYR,no,none,Y
"TYR Men's Standard Athletic Performance Workout Lined Short 9"", Olive, Medium",1227491,1560674,$52.50,5,$52.50,$75.00,$50.86,A3VX72MEBB21JI,2,B09ZQ4M2WD,194238113790,194238113790,B09ZQ6RDTG,TYR,no,none,Y
"TYR Men's Standard Athletic Performance Workout Lined Short 9"", Black Camo, Large",1252076,1402539,$64.98,2,$59.99,$74.95,$57.97,A37H1XZL78WO2R,1,B09ZQ4YKFZ,194238113431,194238113431,B09ZQ6RDTG,TYR,no,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Navy Cherries",286337,286337,$88.00,,$88.00,$88.00,,-,0,B0CW9ZXSJT,197117856702,197117856702,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Buffalo David Bitton Men's Axel 5 Pocket Slim Stretch Jean (38W x 32L, Light Blue)",212924,190722,,,$39.98,$39.98,$37.85,AY5F8NSCWGHN,3,B0B1H17M3R,193851996766,193851996766,B0CWYTFRVB,Buffalo David Bitton,no,none,Y
"Laura Mercier Creme Smooth Lip Colour for WoMen, Palm Beach, 0.14 Ounce",234041,244968,$18.00,95,$18.00,$33.99,$18.00,AIGMZ9YYRPEQG,1,B00BS4LPKG,"0885306888923, 0885286936652, 0885228192481, 0736150109712, 0885274349129","885286936652, 736150109712, 885228192481, 885274349129, 885306888923",B073QCBQLB,Laura Mercier,no,none,Y
"Kate Spade New York Women's Bianca Heel Pump, Vivid Snapdragon, 7",1270597,2337161,$120.60,,$120.60,$268.00,,-,0,B0CDG8ZFVC,196021376962,196021376962,B0CDG69R7G,Kate Spade New York,yes,none,Y
"Tory Burch Women's Double T Heel Sandals 50mm, Perfect Black/Perfect Black, 9 Medium US",953129,953129,$298.00,1,$298.00,$298.00,$298.00,A33N1BDCZWHQT1,1,B0C7KH6RCR,196133973547,196133973547,B0CPPQB24W,Tory Burch,no,none,Y
"Tory Burch Women's 50mm Double T Heel Sandals, Caramel Corn/Perfect Black, 6 Medium US",896815,896815,$298.00,,$298.00,$298.00,,-,0,B0C7KKJMW4,196133973783,196133973783,B0CPPQB24W,Tory Burch,yes,none,Y
Buffalo David Bitton Mens Belt | 40mm Dark Brown Belt | 100% Genuine Leather Belt | Mens Belts for Jeans | Belt Size 40,715360,847410,$39.99,,$39.99,$39.99,,-,0,B0CVBLD4K9,63388680059,63388680059,B0CVNHBBG9,Buffalo David Bitton,yes,none,Y
"Tory Burch Women's Kira Sport Sandals, New Ivory, Off White, 10.5 Medium US",401528,401528,$298.00,,$298.00,$298.00,,-,0,B0BYSBKFFY,196133676141,196133676141,B0C5478177,Tory Burch,yes,none,Y
"Kate Spade New York Rose Gold Crystals Half Clear Case for iPhone Xs Max - Protective Phone Case with Crystal Gems, (Model: KSIPH-127-HFRG)",232724,248587,$40.49,2,$39.99,$59.95,$40.49,A3RZDZP71V5GMC,1,B07DFT2NDK,191058083951,191058083951,B07NXN3Z74,kate spade new york,no,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Blue Ditsy",264597,264597,$78.00,,$78.00,$78.00,,-,0,B0CW9Z6Z78,197117907503,197117907503,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Bananas",208409,208409,$78.00,,$78.00,$78.00,,-,0,B0CW9ZDJMM,197117907565,197117907565,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Navy Cherries",753754,753754,$88.00,,$88.00,$88.00,,-,0,B0CW9YQK7L,197117856689,197117856689,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Navy Cherries",227289,227289,$88.00,,$88.00,$88.00,,-,0,B0CWB1DBFD,197117856696,197117856696,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Camping Map",289143,289143,$88.00,,$88.00,$88.00,,-,0,B0CW9X4HH5,197117856870,197117856870,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Laura Mercier Creme Smooth Lip Color For Women, Rose, 0.14 Ounce",286172,274438,$27.08,28,$27.07,$33.99,$27.07,A1STZ8L76D7HDI,2,B00MH943D2,"0736150139481, 6909122191297, 0885236476610, 0885314837210","885314837210, 736150139481, 885236476610",B079Z6V47D,Laura Mercier,no,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Camping Map",228112,228112,$78.00,,$78.00,$78.00,,-,0,B0CW9YWD3F,197117857112,197117857112,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Recipe Book with 7 Tabbed Sections and Recipe Card Sleeves, Blank Recipe Book Organizer Includes Notes Pages and Recipe Pages, Gold Dot with Script",261260,203642,,,$56.00,$56.00,$61.49,A25ECBM47BMWMY,1,B09NCKG2K8,825466141438,825466141438,B01N7WFX70,Kate Spade New York,yes,none,Y
"Buffalo David Bitton Men's Axel 5 Pocket Slim Stretch Jean (34W x 34L, Light Blue)",188617,329692,$57.98,5,$57.98,$59.99,$57.98,A1S6MXQ9GXDMYX,1,B09X156LR4,193851996711,193851996711,B0CWYTFRVB,Buffalo David Bitton,no,none,Y
Tory Burch Kira Chevron Small Shoulder Bag,632102,743581,,,$535.00,$548.00,$535.00,A3GWW7CQGYIHXP,1,B0BTWWL6WD,196133614006,196133614006,B09ZMXMLBV,Tory Burch,yes,none,Y
Tory Burch Duo Women Mini Travel Size Splash On Dabber Set Set Knock On Wood & Eau De Parfum 7 ml / 0.24 Fl Oz each EDP (2 Piece set),214053,261442,$30.00,149,$30.00,$60.00,$30.00,AIGMZ9YYRPEQG,3,B0BWM4WFQW,190041912025,190041912025,,Tory Burch,no,none,Y
Laura Mercier Secret Camouflage - # SC1 (For Very Fair Skin Tones) - 5.92g/0.207oz,327041,387248,$39.99,4,$39.99,$63.35,$39.99,A1MSV55BK6IXPJ,1,B005VXHK7C,"0736150087591, 0885348532174, 0885472208068","736150087591, 885472208068, 885348532174",,Laura Mercier,no,none,Y
"Tory Burch Women's Kira Rope Sport Sandals, Ceramic Taupe, Tan, 9.5 Medium US",237674,237674,,,$298.00,$298.00,,-,0,B0C7KDX9PQ,196133966495,196133966495,B0CXZZ3MLG,Tory Burch,yes,none,Y
"Tory Burch Women's Classic Loafers, Coconut Sugar, Tan, 9.5 Medium US",672066,655919,$298.00,1,$298.00,$298.00,$298.00,A33N1BDCZWHQT1,1,B0BVY2RT2Y,196133832288,196133832288,B0BVXW5ZJD,Tory Burch,no,none,Y
Tory Burch TY7194U 19541A 55MM Brown/Solid Dark Brown Cat Eye Sunglasses for Women + BUNDLE With Deisgner iWear Complimentary Eyewear Kit,539274,898543,$121.00,,$121.00,$140.00,,-,0,B0CV82FCM7,840270359640,840270359640,B0CV84JY1F,Tory Burch,yes,none,Y
TYR Women's Solid Lula Bikini Bottom Navy XS,336822,309202,$25.95,5,$21.00,$29.99,$23.37,A218NCVVSLQN1Q,3,B01D5V82VY,36702583787,36702583787,B00IHVSLO6,TYR,no,none,Y
"TYR Sport Men's Synergy All Over Racer Swim Brief, Green, 28",911042,829006,$43.93,3,$39.95,$58.95,$43.93,A22YKJV2DUCVPX,1,B010RAF1AG,36702101929,36702101929,B010RA60DS,TYR,no,none,Y
"TYR Men's Standard Athletic Performance Workout Lined Short 9"", Midnight Camo, Large",1326281,1493001,$41.49,1,$37.50,$75.00,$41.49,A218NCVVSLQN1Q,1,B09ZQ2GM3T,194238113608,194238113608,B09ZQ6RDTG,TYR,no,none,Y
"TYR Women's Standard Guard Cutout Fit Swimsuit, Navy, 36",552070,1049841,$44.43,4,$44.43,$61.00,$48.97,A218NCVVSLQN1Q,2,B07RFDW1G3,36702750134,36702750134,B09GLKDSG3,TYR,no,none,Y
"TYR Women's Standard Guard Cutout Fit Swimsuit, Navy, 30",581944,1025014,$63.50,8,$61.00,$61.00,$57.02,A1MK3EL1DZNNOE,1,B07RJKXT5N,36702750103,36702750103,B09GLKDSG3,TYR,no,none,Y
"Kate Spade Personalized With Love Gold 2-Piece Tasting Fork Set, Set of 2 Custom Engraved Gold Mr and Mrs Wedding Cake Forks, Accessories and Gifts for the Bride and Groom",269686,326095,$44.99,,$44.99,$44.99,$44.99,A3O98PIM4ER1A,1,B0CF2VBGFJ,,,B0CFG6RQWC,Kate Spade New York,no,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Floral",254543,254543,$88.00,,$88.00,$88.00,,-,0,B0CWB14JXQ,197117856573,197117856573,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Cropped Short Sleeve PJ Set, Bananas",,,$88.00,,$88.00,$88.00,,-,0,B0CW9YK915,197117856979,197117856979,B0CWBFJR2S,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Bananas",193073,193073,$78.00,,$78.00,$78.00,,-,0,B0CWB19988,197117907589,197117907589,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Bananas",232100,232100,$78.00,,$78.00,$78.00,,-,0,B0CW9ZG7V6,197117907596,197117907596,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Boxer Short Sleeve PJ Set, Blue Ditsy",311453,311453,$78.00,,$78.00,$78.00,,-,0,B0CWB1DWJM,197117907527,197117907527,B0CWB3L2KR,Kate Spade New York,yes,none,Y
"Laura Mercier Secret Concealer, 4, 0.08 Ounce",318035,267819,,,$75.77,$95.09,$75.77,A1STZ8L76D7HDI,1,B004KN2FPG,"0710069351738, 0736150083029, 0666674674116, 6909121437686, 5054596228596, 0885692294506, 0885253126499, 8854494536505, 0885842028487, 6909110155140","885253126499, 736150083029, 885692294506, 885842028487, 710069351738, 666674674116",B07XKTP8JG,Laura Mercier,yes,none,Y
"Tory Burch Women's 85 mm Capri Miller Espadrille Wedge, Blanc/Gold, 7",627692,671197,$327.99,,$327.99,$328.00,,-,0,B0CPPLZS73,196133943809,196133943809,B0CPPSS9GX,Tory Burch,yes,none,Y
"Tory Burch Women's 85 mm Capri Miller Espadrille Wedge, Blanc/Gold, 8",578040,585480,,,,$328.00,$328.00,-,,B0CPPKK82D,196133943823,196133943823,B0CPPSS9GX,Tory Burch,yes,none,Y
"Tory Burch Women's 85mm Capri Miller Espadrille Wedges, Caramel Corn/Gold, Tan, 11 Medium US",586802,679302,$327.50,,$327.50,$328.00,,-,0,B0C7KDZ3HG,196133944035,196133944035,B0CPPSS9GX,Tory Burch,yes,none,Y
"Kate Spade New York Pink Foldable Picnic Blanket, Large Outdoor Blanket Fits Up to 4 Adults, Portable Blanket for Camping or Beach, Lemons",253295,324247,,,,$39.95,,-,,B0BVGLP5MZ,825466155220,825466155220,,Kate Spade New York,yes,none,Y
"Laura Mercier Secret Concealer For Women, No.6, 0.08 Ounce",315987,266478,$20.00,50,$20.00,$73.46,$20.00,AIGMZ9YYRPEQG,1,B00412BWSW,"0885692633596, 0736150083081","736150083081, 885692633596",B07XKTP8JG,Laura Mercier,no,none,Y
"Laura Mercier Secret Camouflage for WoMen, Concealer, SC-8, 0.2 Ounce",372769,354570,$23.98,7,$23.98,$36.00,$23.98,ACX31FXZSZZV0,1,B004H0ZVHG,"0136046160252, 0736150088062","736150088062, 136046160252",B073QC8454,Laura Mercier,no,none,Y
"Tory Burch Women's Double T Heel Sandals 50mm, Perfect Black/Perfect Black, 10 Medium US",908240,908240,$298.00,,$298.00,$298.00,,-,0,B0C7KH2F55,196133973417,196133973417,B0CPPQB24W,Tory Burch,yes,none,Y
