Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
"Joe's Jeans Men's The Brixton, Ripner, 34",120903,82833,$148.43,1,$148.43,$178.00,$166.45,-,1,B0C4G1RQNV,193653802753,193653802753,B0D3Y42BSZ,Joe's,no,2236693114690744983,V
TYR Lycra - Royal,,,,,$35.55,$44.43,,-,1,B0191JY84O,36702222051,36702222051,,TYR,no,2228868634238152466,V
"Tory Burch Women's Kira Mini Camera Bag, Brie, Off White, One Size",4728960,3880718,$435.60,1,$419.90,$498.00,$435.60,A22XJXTXTCFKGS,1,B09VHBSKBD,196133124574,196133124574,B09SKZVTBT,Tory Burch,no,2226584463627602790,V
Buffalo David Bitton High-Rise Cutoffs Shorts/Joan in Indigo Indigo 28,5758211,5758211,$27.60,,$27.60,$82.85,,-,0,B0991ZDG7J,193851948215,193851948215,B0BP2LMNJZ,Buffalo David Bitton,yes,2211146153342883099,V
LifeStride Navigate Womens Slip On BM US Navy,145492,149123,,,$58.30,$97.75,$62.49,-,1,B0B3JS4GX8,93626147952,93626147952,B09NSDS16S,LifeStride,no,2156734134876235756,V
TYR RSCOM6A606XS M 7In Comp Tri Short Bk/Blu/Red XS,2329025,2054195,$38.98,2,$34.99,$70.95,$38.98,A218NCVVSLQN1Q,3,B07XVZKJD2,36702846769,36702846769,B0CTX8RKZQ,TYR,no,2137248155870575715,V
"Tory Burch Women's 1.5"" Miller Reversible Belt, Black/New Cuoio/Gold, M",375497,358548,,,,$365.60,$337.18,-,,B07M5LSG9M,192485138580,192485138580,B088P82T2R,Tory Burch,yes,2128220453243917369,V
"TYR Women's Twisted Bra Solid Controlfit Top (Black, 8)",835769,735954,,,$75.00,$127.06,$75.00,A5B8CQY4F8JBW,1,B003XVLDOA,36702223027,36702223027,B0B4HSXBHZ,TYR,no,2081377781803092629,V
"LifeStride Women's Alexi Shooties Ankle Boot, Mushroom Faux Leather, 10 Wide",193163,145482,,,,$155.04,$81.61,-,,B0CC43VXL5,17118808534,17118808534,B0CPNG3DD5,LifeStride,no,2059477956102129664,V
"Laura Mercier Women's Tinted Moisturizer Natural Skin Perfector SPF 30, Almond, Tan, 1.7 oz/ 50 mL",17132,16960,,,$71.05,$99.93,$79.07,A39WWGXFOLEB1L,1,B07Z8HPSBH,736150172181,736150172181,B0CCPP4L5N,Laura Mercier,yes,2026688706170508692,V
"Laura Mercier Candleglow Sheer Perfecting Powder, Fair, 0.3 Ounce",115945,89630,,,$65.49,$88.16,$62.85,AFMMNNKVW51QK,1,B01MXN4S5O,736150154828,736150154828,B079ZCRLTJ,Laura Mercier,yes,2022326287470977526,V
Kate Spade New York Flying Colors Bezel Studs Blush One Size,1146457,1013209,$25.41,,$18.99,$44.00,$23.55,A1BJ6TU6KKIGXL,1,B09B9T3SXL,767883727799,767883727799,B09GFZ93X7,Kate Spade New York,no,2012003353785760078,V
"Laura Mercier Candleglow Soft Luminous Foundation Truffle, 1 Ounce",1073388,973517,$19.39,3,$19.39,$31.20,$19.39,"A1MSV55BK6IXPJ, A1G35A3E12TBG5",5,B01BSYCTYG,736150150813,736150150813,,Laura Mercier,no,2008070858729228390,V
"Kate Spade New York Short Sleeve Knit Lounge Top, M, Black",,,$49.00,,$49.00,$149.00,,-,0,B08GJQ9FHJ,769137110807,769137110807,,Kate Spade New York,yes,2004986846526022291,V
"TYR Girls’ Hexa Diamondfit Swimsuit, Black/Green, 24",1796450,2140476,$55.00,3,$50.05,$105.89,$55.00,"A3V1BO3WFJIOCU, A38W389VPHEBL4",2,B007QB1NZW,36702713306,36702713306,B0CLKWY4W7,TYR,no,1999221281333952918,V
"Lacoste mens L958s Sunglasses, Matte Black, Medium US",1618812,1646912,,,$150.65,$161.00,$133.53,-,1,B09BW1MQBQ,886895522304,886895522304,B09G59SQFG,Lacoste,no,1994013466997396585,V
TYR WWDO6A130 Fem Waterpolo Breakaway Black 30,719598,856278,$68.85,15,$68.85,$88.43,$68.86,A218NCVVSLQN1Q,3,B07RKJ7FYR,36702761505,36702761505,B08JQDSZ8C,TYR,no,1993370375087816748,V
"TYR SPORT Women's Phoenix Splice Diamondfit Swimsuit (Navy/Red, Size 32)",560166,582386,,,,$122.27,$118.68,-,,B00DE2NUTE,36702414630,36702414630,B00E5G5JNI,TYR,no,1984557074281997489,V
TYR SPX7A40630 Phoenix Splice Male Jammer Navy/Org 30,598543,594483,$46.58,10,$41.63,$49.99,$46.58,A3V1BO3WFJIOCU,1,B00D80AWXO,36702415668,36702415668,B00E5G5JII,TYR,no,1958235497873860148,V
"Tory Burch Women's Geo Bombe Miller Low Heel 55mm, Silver, 8 Medium US",3056004,3452789,$298.00,1,$298.00,$298.00,$296.37,-,1,B0BW2WT4BW,196133687857,196133687857,B0BFBYR1N3,Tory Burch,no,1921788007052920367,V
"TYR Sport Women's Standard Odyssey Diamondfit, RED, 40",1311913,1354587,$72.94,2,$67.95,$84.95,$72.94,A37H1XZL78WO2R,1,B0913KKTNB,194238001165,194238001165,B0CSXK6TYP,TYR,no,1917698645528833901,V
"Lacoste Men's Chaymon Sneaker, Dark Blue/Nacy, 9",50657,43025,$125.00,,$125.00,$159.49,$159.49,-,0,B0B3YCC2WG,196224139074,196224139074,B0D3R2MHQW,Lacoste,yes,1903754703603946010,V
"Buffalo David Bitton Womens Super Stretch Skinny Pant (8/29, Black)",1262244,1349468,$29.99,11,$29.99,$29.99,$29.11,A3KCW0JQJAV742,1,B01BIDWMT4,803244845877,803244845877,,Buffalo David Bitton,no,189948975110754467,V
"Buffalo David Bitton Women's High Rise Soft Stretch Ankle Skinny Jeans (French Pink, 14/34)",1034234,992455,$29.97,2,$29.97,$42.99,$29.97,"ARNVW606LMXCR, A1CY1RWD0DB8B5",3,B09FZXSDY8,193851944385,193851944385,B09F18YBFK,Buffalo David Bitton,no,1853516700802302547,V
"KATE SPADE NEW YORK in The Loop Cloth Napkins 4-Pack Set, 100% Cotton, Machine Washable, Cream/Navy Blue, 20""x20""",196490,171293,,,,$55.00,,-,,B0CK2MWWLJ,28332817653,28332817653,B0CK52FM13,Kate Spade New York,yes,1845559460453438715,V
"TYR Men's Standard Durafast Elite Blade Splice Jammer Swimsuit, Blue/White, 32",1062333,1152165,$40.36,2,$34.37,$70.75,$42.75,A31AXZ2ONSA7MG,1,B0BS2628B8,194238166871,194238166871,B0BS2H3Q1Q,TYR,no,18416777469491722786,V
"Tory Burch Women's Robinson Convertible Shoulder Bag, Bistro Brown, One Size",,3495422,$394.07,1,$378.00,$717.85,$394.07,A22XJXTXTCFKGS,1,B099KM615V,192485905090,192485905090,,Tory Burch,no,1838647365751566254,V
"New Balance Women's Fresh Foam Cruz v2 Knit Sneaker, Pigment/Vintage Indigo/Sea Salt, 6 B US",1326824,1355493,$117.12,1,$117.12,$178.09,$118.10,A1B43WMIJ58I3U,1,B075R6Z1ZT,191902001278,191902001278,B07M8DTTMW,New Balance,no,1828384711681894554,V
Kate Spade New York Knott Zip Boot Light Fawn 9 M,1138462,977351,,,$286.71,$286.71,$274.22,-,1,B0CBC9HYXP,196021341274,196021341274,B0B7GFBXQ7,Kate Spade New York,yes,1826212986873049991,V
Eyeglasses Kate Spade Genell/F 0086 Dark Havana / 00 Demo Lens,,,$132.99,,$126.76,$262.61,,-,1,B07BJ4QNLL,716736059655,716736059655,,Kate Spade New York,no,18255532529349602917,V
TYR TVNTCA7A46112 Cabo V-Neck Tankini Blue/Multi 12,,,$52.95,,$38.71,$52.95,,-,0,B09TCJ323C,194238011485,194238011485,,TYR,no,1825261364294141903,V
Tory Burch Women's Blake Mini Shopper Tote (Pebble Leather - Black - Devon Sand),687729,1555048,$155.99,1,$144.99,$225.74,$159.43,A2MGH9L8RRRLS9,3,B0BLT9QXHR,196133222911,196133222911,B0BLT5K3K9,Tory Burch,no,18247476040461785064,V
"New Balance Women's 237 V1 Sneaker, Dark Olivine/Sea Salt/Licorice, 8",6204,114345,,,$93.25,$148.44,$125.64,A1L771VVVO0RJK,2,B0CGJCYYQ3,197376543528,197376543528,B0CZ9YXRM4,New Balance,yes,18240033210983869493,V
TYR Alliance T-Splice Maxfit One Piece Swimsuit - Royal/Gold - 32,,,$117.42,,$109.47,$168.45,,-,1,B00YMT0R1C,36702014090,36702014090,,TYR,no,18238812295190738877,V
Kate Spade New York Chenille Wrap Robe Ribbon Toss MD (US 6-8),2910205,2709415,$93.90,1,$93.90,$99.71,$94.20,ANZYNJW9IIF9C,1,B0B9XJ3KF5,196194623108,196194623108,B0BC97JDYP,Kate Spade New York,no,18228467815949662052,V
"Buffalo Women Crewneck Cozy Top Pullover Sweatshirt (Black, L)",315736,227584,$28.95,1,$28.95,$34.90,$31.06,A3AA1SIN4DPZZM,5,B0CJ4S53DX,195990946701,195990946701,B0CSS9RMY6,Buffalo David Bitton,no,18224564813470891685,V
TYR Durafast Solid Jammer Swimsuit - Navy II - 30,,,$63.48,,$55.53,$126.61,,-,1,B00SH48HAQ,36702157353,36702157353,,TYR,no,18219617358525464304,V
Kate Spade Staci Small Slim Leather Card Holder Black,485316,471626,$47.85,1,$43.00,$69.00,$47.44,"A1EUAW10N8919K, AM9VLOTH8Y9Z3",4,B093HGX6MM,767883818367,767883818367,,Kate Spade New York,no,1821070947036420071,V
Kate Spade New York Carson Convertible Crossbody (Cream Floral Multi),1365137,1307783,$151.99,,$142.00,$238.00,$151.99,A3Q8XH0WHEBH8F,2,B09XJB6NDX,196021077593,196021077593,,Kate Spade New York,no,18189045636201470687,V
Kate Spade Rosie Leather Shoulder Bag (Gingerbread),486369,215298,$173.99,2,$170.00,$214.00,$178.19,A1ZOO4O7Q3NVOD,3,B0BCZRR2K6,196021121074,196021121074,B09JYFPH6Q,Kate Spade New York,no,18143018071099996514,V
"Free People Women's Easy Street Tunic Sweater, Black, M",406671,325977,,,$139.36,$233.00,$158.56,A1Z8GS57AMDEB1,2,B07V5BB36Z,193465666222,193465666222,B07S23TDF4,Free People,no,18100398087710532707,V
Kate Spade Harlow Pebbled Leather Crossbody Bag (Deep berry),197058,98951,$89.67,4,$83.60,$162.55,$92.02,"A6SA3YQONVT1, AM9VLOTH8Y9Z3",3,B0CSTCYLPP,196021323515,196021323515,,Kate Spade New York,no,18098357059401672687,V
"laura mercier Rouge Essentiel Silky Creme Lipstick - Nude Naturel, 0.12 Ounce",119798,114813,,,$39.50,$39.50,$42.41,A3DDSORY0HD2ZP,2,B07N8FVDLR,736150168023,736150168023,B0B7PPYCQF,Laura Mercier,no,18091146446718985500,V
"Tory Burch Womens Miller Patent Leather Slide Sandals Green 8 Medium (B,M)",105895,5235556,$216.50,1,$198.00,$228.00,$220.74,A1O7UYH9UE8MSQ,1,B0BQFRB171,196133236697,196133236697,B0CY1DZTKF,Tory Burch,no,18086227632478874979,V
"Tory Burch TY7095 Sunglasses 160113-54 - Black/Tortoise Frame, Dark Brown TY7095-160113-54",1200872,1131067,,,,$312.07,$157.43,-,,B01MCWR5CZ,725125966443,725125966443,,Tory Burch,no,180827834180128034,V
Laura Mercier Bronzer Brush,394763,516612,$39.10,17,$39.10,$97.06,$39.10,A1STZ8L76D7HDI,1,B078PWPYLN,736150160843,736150160843,,Laura Mercier,no,1807024945141537885,V
"TYR Phoenix Splice Diamondfit Swimsuit, Black/Pink, 30",5964069,4944902,$57.00,,$47.02,$59.99,$59.99,A3V1BO3WFJIOCU,1,B00DE2NUDK,36702424417,36702424417,B018MXIZJY,TYR,no,18054159068751730024,V
"Kate Spade New York Natalia Medium Bifold Leather, Wallet Lightweight, Black",1255454,1122402,$92.05,2,$87.00,$112.00,$89.99,AM9VLOTH8Y9Z3,2,B08L8BXVMQ,767883691908,767883691908,,Kate Spade New York,no,1804344148103360472,V
"LAURA MERCIER/""MAKE TO GLOW"" TRANSLUCENT MEDIUM DEEP LOOSE POWDER & BRUSH DUET",1280102,1151210,$29.57,10,$29.57,$90.12,$30.34,A1G35A3E12TBG5,2,B0B338PJJL,736150175991,736150175991,,Laura Mercier,no,18011082769171675870,V
Kate Spade New York Juniper Black 11 M,,,$150.03,,$150.03,$311.95,,-,1,B09W5JCKWN,196021092268,196021092268,,Kate Spade New York,no,18010922441917332323,V
"kate spade new york Larabee Dot Bouquet Crystal Vase, 8.75""",,,,,$369.99,$429.99,$369.99,A22C5XO96LIMO2,1,B009WBPR24,882864340818,882864340818,,Kate Spade New York,no,18009105174426113329,V
"Kate Spade New York Knott Colorblocked Pebbled Leather Large Shoulder Bag, Crepe Pink Multi",1096265,3450114,,,,$398.00,,-,,B0CNV3RNSF,196021449888,196021449888,B0CVSJM3N4,Kate Spade New York,yes,1799875725087306680,V
"TYR Women's Durafast Elite Diamondfit Swimsuit, Navy/Pink Crystalized, 36",27134,30603,$94.94,2,$89.95,$89.95,$87.27,A37H1XZL78WO2R,1,B0C75FZLJY,194238250938,194238250938,B09YVZGD5V,TYR,no,17992456096168761280,V
"Kate Spade Library Lane Platinum Fruit Bowl, 0.51 LB, White",691544,574209,,,$105.03,$105.93,$105.03,ANZYNJW9IIF9C,1,B0006LDL6S,91709455239,91709455239,B07XMRKVJS,Kate Spade New York,no,17992008298102642271,V
"TYR Women's Durafast One Cutoutfit Swimsuit, Seafoam, 36",101420,82483,,,,$96.34,,-,,B089PRYTGM,36702874007,36702874007,B09K534VKJ,TYR,yes,17990881066188958435,V
"Tory Burch Women's Eleanor Heeled Sandal 55 mm, New Ivory, 8",1116707,964903,$354.21,1,$338.00,$348.00,$354.21,A22XJXTXTCFKGS,1,B09Y34YDVM,196133269466,196133269466,B0CKH96CL7,Tory Burch,no,17967526571683529617,V
"TYR Special Ops 2.0 Swim Goggles with Transition, Anti-Fog Lenses, For Men and Women",355458,320569,,,,$42.09,$24.99,-,,B01ED7QQDK,36702566636,36702566636,,TYR,no,1795918701666048414,V
"Kate Spade New York 16 Ounce Insulated Travel Mug with Lid, Double Wall Thermal Tumbler for Coffee/Tea, Jumbo White Dot",81589,81224,,,$29.99,$29.99,$29.99,A4ACPN6V4Z5AW,1,B0897X6CWL,825466110410,825466110410,B08XMVBB5R,Kate Spade New York,yes,17912793644408992618,V
Tory Burch Double T Sport Slide Summer Jeans 8.5 M,2972712,3938671,$213.02,1,$198.00,$198.00,$213.02,A22XJXTXTCFKGS,1,B09XFDQSZD,196133280690,196133280690,B0CXRFXXFB,Tory Burch,no,17906024800529157033,V
Kate Spade New York Women's Bag Leila Leather Medium Flap Crossbody,826283,675011,$140.00,3,$132.00,$219.00,$139.53,-,2,B096SV57ZM,767883055175,767883055175,,Kate Spade New York,no,1790035519851369743,V
Laura Mercier velour lip powder collection - New York,580141,551549,$15.03,192,$15.03,$78.59,$15.03,AIGMZ9YYRPEQG,2,B07P14GXK6,736150169426,736150169426,,Laura Mercier,no,1786882995107616465,V
"TYR SPORT Men's Standard VITRIC Jammer, RED, 26",384130,398919,,,,$98.09,$98.09,-,,B0913LWVX5,194238021170,194238021170,B0CK9W91T2,TYR,yes,17866531306885958461,V
Laura Mercier Velour Extreme Matte Lipstick - Optimist (Coral),880112,856962,$25.55,19,$25.55,$64.99,$25.55,A1STZ8L76D7HDI,1,B07SD591BV,736150168009,736150168009,,Laura Mercier,no,17852743667224039824,V
Kate Spade New York Jemma Multi Flower 9.5 M,,,$189.99,1,$189.99,$471.29,$189.99,A33G65HYSUMKMY,1,B09B9TFQJW,767883231319,767883231319,,Kate Spade New York,no,17848940945889952357,V
"New Balance Women's W880T13 Running Shoe, Blacktop/Black Metallic/Black, 7 Wide",69553,112936,$109.99,1000,$109.99,$174.86,$169.72,-,0,B0BSVGN15T,196432449019,196432449019,B0D3BW6NXW,New Balance,yes,17844573944100988908,V
Kate Spade Harper Crossbody Shoulder Bag (Lemon frosting),98224,265753,,,$189.00,$189.00,$189.00,A316X216AI9M56,1,B0BWZ28ZVF,196021218828,196021218828,B09J7PSGG5,Kate Spade New York,yes,17843898673084315572,V
Free People Cheyenne Denim Mini Dress Sand Dune SM (Women's 4-6),1287656,1051299,,,,$152.57,$113.12,-,,B0BYS9THFQ,197267087421,197267087421,B0C31TFRCC,Free People,yes,17807648473482944662,V
Kate Spade New York Knott Zip Boot Black 8.5 M,1214631,1133210,$186.98,1,$186.98,$333.91,$187.94,ACTZ4HD4YIH8O,2,B0B87VS1Y1,196021141195,196021141195,B0B7GFBXQ7,Kate Spade New York,no,17787034373580042025,V
Laura Mercier Caviar Chrome Veil Liquid Eye Shadow Opalescent,887242,677411,$29.50,1,$29.50,$59.20,$29.50,AJ5ZLJD9K1JK,1,B08HR5JY17,736150174079,736150174079,B0CX4YWCK1,Laura Mercier,no,17772240258676808844,V
"Dearfoams Women's Chloe Soft Knit Clog Slipper, Pale Mauve, 7-8",430053,364194,$26.40,,$26.40,$63.16,$52.99,AGRXZO0G1EFB3,1,B0BHF13PXC,91217538486,91217538486,B0D3QGTD7Y,Dearfoams,yes,17760894001932098701,V
"Laura Mercier Creme Smooth Lip Color For Women, Mango, 0.14 Ounce",279167,274121,$20.95,,$20.95,$33.99,$20.95,A1MSV55BK6IXPJ,1,B008M4EVG0,736150098894,736150098894,B079Z6V47D,Laura Mercier,no,17753446796739964391,V
TYR SALI1Y47022 Alliance Splice Jammer Roy/Gold 22,1347723,1707815,$42.67,1,$37.72,$53.83,$42.67,A3V1BO3WFJIOCU,3,B000BUGBFC,36702005258,36702005258,B01LYQVC3M,TYR,no,17739139328131016049,V
"TYR Multi Silicone Cap, Black/Green",37964,40451,$18.47,4,$14.48,$19.54,$18.47,A218NCVVSLQN1Q,3,B000JW2PBQ,36702110402,36702110402,B0CPLPCMXP,TYR,no,177274799958031176,V
"TYR Recreational Mask Snorkel Set - Junior, Yellow/Grey/Blue",1783066,1385706,$37.79,1,$37.79,$45.61,$37.79,A3KVWHMYLL2UMW,3,B09W91SFQJ,194238015889,194238015889,,TYR,no,17668852186243890646,V
Kate Spade New York Pave Initial Mini Pendant Clear/Gold-T One Size,,,$68.00,2,$68.00,$122.71,$68.00,A1ZHMJTRE5D2I,1,B09G17WTB5,196021013690,196021013690,,Kate Spade New York,no,17665571183583414395,V
Tory Burch Miller Plunge One-Piece Black XS (Women's 0-2),2697515,2311785,$198.00,2,$198.00,$337.18,$198.00,A33N1BDCZWHQT1,1,B083TX6TCK,192485455335,192485455335,B08WF7CPJ6,Tory Burch,no,17637171090987517530,V
"Buffalo David Bitton Women's High Rise Soft Stretch Ankle Skinny Jeans, Havana (Parsley, 10)",3121601,3004632,$39.77,1,$39.77,$59.99,$39.77,A1XAJB9J3EEKC1,1,B09F16SZFH,193851944446,193851944446,,Buffalo David Bitton,no,17572473562064036771,V
TYR WWDO6A40140 Fem Waterpolo Breakaway Navy 40,1326840,1521501,$47.71,3,$47.71,$95.99,$47.71,A218NCVVSLQN1Q,1,B07RDD95LX,36702761635,36702761635,B086F7VBGN,TYR,no,1755690528570608831,V
Kate Spade New York Flamenco Peach Shake 10 M,1715852,1530946,,,$337.18,$365.60,$337.18,ANZYNJW9IIF9C,1,B09QKT7SPN,767883085547,767883085547,B0B5FCTB7B,Kate Spade New York,yes,17491065485310013528,V
TYR LSCCAP1ALL Silicone Comfort Cap Black All,125573,145723,$16.49,24,$12.50,$16.99,$16.93,A218NCVVSLQN1Q,4,B073VQXCY9,36702056113,36702056113,B0CGM2WY7G,TYR,no,17472208395546929415,V
Kate Spade Boxed Small Slim Card Holder Lola Black Glitter,,,$59.28,2,$59.28,$79.00,$59.29,A1EUAW10N8919K,1,B08MYCWNDW,767883986813,767883986813,,Kate Spade New York,no,17470049882561020296,V
Kate Spade New York Heritage Spade Small Heart Studs Earrings Flamingo Pink One Size,,,,,$54.97,$54.97,$54.97,AWBEWNWKW3C99,1,B08128XPY3,98686740471,98686740471,B07NJ85GC4,Kate Spade New York,no,17428948434664695602,V
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 5.5",487,694,,,$108.38,$163.15,$119.61,-,0,B0BJ7G7JMP,196941304632,196941304632,B08QNBXYG3,New Balance,yes,17392675527555643111,V
"Laura Mercier Cream Eye Liner, Indigo",1062363,999886,$18.95,2,$18.95,$68.87,$18.80,AJ5ZLJD9K1JK,1,B00AVUF45K,736150101181,736150101181,,Laura Mercier,no,1733774648308588315,V
"Tory Burch Women's Roxanne Black Gold Jelly Slides Slip On Flip Flops (us_footwear_size_system, adult, women, numeric, medium, numeric_7)",1161349,862972,,,$219.04,$225.69,$219.04,-,1,B0BZQZ5JQY,196133286371,196133286371,B0BY9FLNRS,Tory Burch,yes,17316855183213175859,V
"Tory Burch Women's Roxanne Black Gold Jelly Slides Slip On Flip Flops (us_footwear_size_system, adult, women, numeric, medium, numeric_7)",1161349,862972,,,$219.04,$225.69,$219.04,-,1,B0BZQZ5JQY,196133286371,196133286371,B0BY9FLNRS,Tory Burch,yes,17316855183213175859,V
"Buffalo David Bitton Men's Tyrotz Graphic T-Shirt, Heather Bluejay, X-Large",758406,650258,$22.56,1,$22.56,$33.25,$22.69,-,1,B07Y5QFV9J,192412551307,192412551307,B07J5N3M5Y,Buffalo David Bitton,no,17316114610239292217,V
Buffalo David Bitton High-Rise Cutoffs Shorts/Joan in Indigo Indigo 33,5137557,4205994,$27.60,,$27.60,$88.15,,-,0,B0991YVCS8,193851948260,193851948260,B0BP2LMNJZ,Buffalo David Bitton,yes,17302046113828868696,V
"TYR Women's Standard Durafast Elite Trinityfit Swimsuit, NVY/WHT, 22",151668,188842,$59.99,105,$59.99,$99.87,$59.77,A1BMYXFTS7NTJR,2,B07QFB1SDD,36702799027,36702799027,B07QF9Y3WN,TYR,no,1728874275052199217,V
Kate Spade New York Falling Flower Classic Bikini Bottoms Black SM,12520429,12138308,$29.99,1,$27.75,$133.00,$29.99,"A5B8CQY4F8JBW, A1LCTVHPPHIRX6",3,B08GPC3VHW,193144987914,193144987914,B08GQ1ZB39,Kate Spade New York,no,17242339061233876112,V
TYR RDUS7Y124 Solid Male Racer Swimsuit Black 24,,,$31.99,3,$31.99,$31.99,$31.99,A16SRM10E9VTGN,4,B005AD4DL4,36702255981,36702255981,B0CWF7VLZ4,TYR,no,17216864759009347025,V
"Laura Mercier Candleglow Soft Luminous Foundation for WoMen, Chai, 1 Ounce",247556,222798,$28.95,4,$28.95,$90.63,$29.23,A3HILMX33NI976,2,B01BSXDXN8,736150150714,736150150714,B073QCWTB7,Laura Mercier,no,17200381274000934455,V
Staci small flap crossbody bag,1163507,1070831,,,$198.00,$198.00,$198.00,A1R7S5TP2M45DH,1,B09HY43832,767883218860,767883218860,,Kate Spade New York,yes,17190558280692946969,V
"TYR Womens Alliance T-splice Maxfit One Piece Swimsuit, Black/Orange, 36 US",66212,72908,$68.98,1,$63.99,$69.99,$68.98,A37H1XZL78WO2R,1,B000BUGCC4,36702021739,36702021739,B00DE5OTGY,TYR,no,1715791679280098623,V
Tory Burch INES Slide New Ivory 7.5 M,492302,547404,$263.83,1,$248.00,$248.00,$263.83,A22XJXTXTCFKGS,1,B09QKSVXW7,196133129982,196133129982,B09Z3LPDNX,Tory Burch,no,17155735050616000518,V
"TYR Women's Standard Durafast Elite Lyn Racerback Swim Top, Grey Sandblasted, 14",782788,699478,$46.17,1,$46.17,$61.17,$39.12,-,1,B09K4V2GCH,194238043752,194238043752,B09K53Q25P,TYR,no,17094888433240744333,V
"Kate Spade New York Leather Cameron Convertible Crossbody Handbag Clutch, Icy Lavender",,,,,$249.00,$506.50,$249.00,A2LHQR6870WPO,1,B07QKNK3VG,98687356114,98687356114,,Kate Spade New York,no,17094688421827809283,V
"TYR Men's Standard Poly Mesh Trainer Swim Suit, 401 Navy, 34",85024,72400,$44.57,6,$44.57,$51.45,$40.62,-,2,B000H35Y6K,36702150774,36702150774,B0BGJDK6C7,TYR,no,17080842186127520800,V
"Buffalo David Bitton Womens Knit Denim Jacket (Light Pink, Medium)",1014645,832309,$49.99,6,$49.99,$59.99,$49.98,A326YND99MQA7E,1,B084L556BZ,193851379095,193851379095,,Buffalo David Bitton,no,17075111548499145384,V
"Tory Burch Women's Eleanor Heeled Sandal 55 mm, Perfect Black/Gold, 8.5",1092920,896023,$346.20,1,$329.90,$348.00,$344.59,A22XJXTXTCFKGS,1,B09XFDTQLB,196133269305,196133269305,B0CKH96CL7,Tory Burch,no,17017647123054813441,V
"TYR Sport Women's Hurricane Wetsuit Category 5, Black/Blue, X-Large",,,$374.99,1,$374.99,$449.95,$374.99,A37H1XZL78WO2R,1,B00OJ04ZF8,36702493758,36702493758,B00OJ00QNI,TYR,no,17005102180285749173,V
"LifeStride Women's Alexi Shooties Ankle Boot, Mushroom Faux Leather, 10",,,,,$67.45,$155.04,$76.12,A2HGWKGRZLYH2G,3,B0C8B7JRLT,17118808541,17118808541,B0CPNG3DD5,LifeStride,no,1700121019944749708,V
"Buffalo David Bitton Men's Slim Straight Evan Jeans, Authentic, 38W x 32L",1728800,1747826,$71.71,1,$71.71,$96.02,$70.52,A1U8HSOYSJV99C,1,B0721VG86C,627650535159,627650535159,B095W73PYT,Buffalo David Bitton,no,16997937465043819687,V
"Kate Spade Charles Lane 4"" X 6"" Frame, 1.40 LB, Pink",2142745,2367783,$68.97,2,$68.97,$109.99,$68.97,AWBEWNWKW3C99,1,B07CJ8P354,882864775634,882864775634,B07XMKZDVG,Kate Spade New York,no,16984046393135005868,V
Kate Spade New York Protective Case for AirPods Pro - Iridescent,158850,106251,,,$54.99,$54.99,$52.52,A249PYMWJ59RTZ,1,B08L8HFCXL,191058121417,191058121417,,Kate Spade New York,yes,16975602793617587019,V
"Buffalo David Bitton Ladies Textured Sweater (Black, S)",5337904,4718346,$16.98,7,$11.99,$35.00,$16.98,A2S75LYMH403AU,1,B0772QJB98,627650596914,627650596914,,Buffalo David Bitton,no,1695578948255794687,V
TYR Big Mesh Mummy Backpack III - Black,,,$46.78,2,$38.83,$50.78,$42.40,-,1,B00SB9AFM0,36702496711,36702496711,,TYR,no,16951978405006235769,V
LacosteMensChaymon SneakerWhite/Black8,50394,42513,,,,$159.49,$130.02,-,,B0B3YS9DN9,196224139319,196224139319,B0D3R2MHQW,Lacoste,no,16951493106213993694,V
"TYR Junior Vesi Googles, Clear/Blue, One Size",387619,353375,$26.08,19,$19.99,$19.99,$26.08,A2S6FTAUB0GKWW,1,B01K6XAA6E,36702639071,36702639071,B0CLL94DBV,TYR,no,16951427183496889728,V
"New Balance Women's 327 Sneaker, Sea Salt/White, 8.5",125322,859003,,,$182.47,$200.57,$183.43,-,1,B0B8B72BDX,196071860220,196071860220,B0CK623514,New Balance,no,16948340883091102327,V
"Tory Burch Women's Minnie Travel Ballet Flats, Vintage Mauve, Pink, Tan, 9 Medium US",85783,86698,,,$268.00,$268.00,$283.79,A22XJXTXTCFKGS,1,B09SBQ1TPV,196133370353,196133370353,B079B6XLCR,Tory Burch,no,16943556254422718659,V
Free People Women's We The Free Makai Cutoffs Shout and Twist 27 One Size,302092,244398,$64.99,,$64.99,$137.41,$111.57,-,,B09KLKB2NF,196347115528,196347115528,B087W2R4BS,Free People,no,16942042260828438164,V
Laura Mercier Secret Camouflage - # SC7 (For Deep with Honey Skin Tones) - 5.92g/0.207oz,1175202,1158023,$75.20,2,$67.25,$67.25,$75.20,A39WWGXFOLEB1L,1,B005VXHI38,736150088031,736150088031,,Laura Mercier,no,16941406460049230842,V
