"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Alloy/Blue/Green - 13 Wide","82","70","$ 118.33","1","$ 105.99","$ 213.48","$ 140.34","-","1","B098L84TSF","0195394066906","195394066906","B0C62SXDLR","Brooks","no"
"Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Kentucky Blue/Peacoat/Pink - 12 Medium","82","70","$ 109.95","3","$ 109.95","$ 170.01","$ 109.94","AZ3EGFUU23A8C","1","B09RR26BX9","0195394154894","195394154894","B0C62SXDLR","Brooks","no"
"Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Purple/Coral - 5.5 Narrow","84","71","","","$ 134.99","$ 247.62","$ 122.07","A325BWLW9IYYOY","1","B09MJS7D3C","0195394073409","195394073409","B0C62SXDLR","Brooks","yes"
"Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Purple/Dutch Blue/Lilac - 6.5 Medium","83","70","","","$ 150.00","$ 209.99","$ 154.19","A1HNIIMY69TN9I","2","B09MZLZKWH","0195394089417","195394089417","B0C62SXDLR","Brooks","yes"
"Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Purple/Coral - 12 Medium","83","70","","","$ 145.02","$ 163.09","$ 105.69","A2I4KIISCXKZBK","2","B08QVJL4HY","0190340947506","190340947506","B0C62SXDLR","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Ebony/Open Air/Lilac Rose - 6 Medium","48","71","","","","$ 264.51","$ 199.00","-","","B0BHXTWGTS","0195394312690","195394312690","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Oyster/Alloy/White - 8 Wide","49","70","","","$ 199.10","$ 199.10","$ 189.97","A1MLP04OASBI2Z","1","B09RS2P8DF","0195394143089","195394143089","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 11.5 Wide","49","71","","","","$ 215.37","$ 192.50","-","","B0C2MQ7W3F","0195394277753","195394277753","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Spring Crocus/Sunburn - 10 Medium","49","70","$ 109.95","19","$ 109.95","$ 207.81","$ 192.50","-","0","B0BHXQMFCY","0195394331752","195394331752","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Pink Glo/Blue/Fuchsia - 9.5 Medium","49","71","","","$ 160.00","$ 160.00","$ 168.99","AZ3XNKNN838E9","1","B0BHXVQDK4","0195394313406","195394313406","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 12 Medium","49","71","","","$ 199.00","$ 207.81","$ 199.00","A16W1AC2W5HENZ","1","B0C2MNBSR8","0195394276503","195394276503","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 8.5 Wide","49","71","","","$ 192.50","$ 236.69","$ 192.50","A1MLP04OASBI2Z","1","B0C2MN5Q25","0195394277692","195394277692","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Ebony/Black/Oyster - 6.5 Medium","49","71","","","$ 136.42","$ 199.99","$ 117.13","A2HGWKGRZLYH2G","3","B0BHXVSM9W","0195394232592","195394232592","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 7 Wide","49","71","","","$ 139.00","$ 167.03","$ 146.03","AF4GO035LHAA2","3","B09RRX1V9S","0195394142402","195394142402","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Oyster/Alloy/White - 7.5 Wide","49","70","","","$ 213.81","$ 230.00","$ 188.53","A1MLP04OASBI2Z","1","B09RRV25BS","0195394143065","195394143065","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 8.5 Medium","49","71","","","$ 145.99","$ 236.62","$ 194.21","A3KPHGJZVOLD1G","3","B0BHXRNNSG","0195394232806","195394232806","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 6 Medium","48","71","","","$ 192.50","$ 192.50","$ 187.40","A1MLP04OASBI2Z","1","B0C2MN2SJM","0195394276381","195394276381","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 6.5 Medium","49","71","","","$ 199.00","$ 199.99","$ 180.79","A16W1AC2W5HENZ","1","B0C2MQGGKF","0195394276398","195394276398","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 10 Medium","49","71","","","$ 199.00","$ 199.00","$ 196.69","A16W1AC2W5HENZ","1","B0C2MPGWWN","0195394276466","195394276466","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Rhapsody/Dress Blue/Viola - 10 Medium","49","71","","","$ 132.36","$ 144.01","$ 181.09","A3B5VE59OGHYB3","1","B0BSD7GHNF","0195394280272","195394280272","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Crystal Grey/Glass - 7 Medium","49","71","","","$ 128.09","$ 194.99","$ 127.29","A3BFU0BWA0Z70A","4","B0BHXVYKY8","0195394321340","195394321340","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 6.5 Medium","49","71","","","$ 130.50","$ 243.34","$ 146.37","A2HGWKGRZLYH2G","6","B09RS43D67","0195394142372","195394142372","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Light Blue/Black/Yellow - 6.5 Medium","49","70","","","$ 192.53","$ 198.00","$ 159.87","A1MLP04OASBI2Z","1","B0BHXT1Q4S","0195394232271","195394232271","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 5.5 Medium","49","71","","","$ 192.50","$ 192.50","$ 192.50","A1MLP04OASBI2Z","1","B09RS2RL1M","0195394142648","195394142648","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Kentucky Blue/Peacoat/Pink - 10 Medium","48","64","","","","$ 301.00","","-","","B09RRXYBRL","0195394144628","195394144628","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 8 Medium","49","71","","","$ 137.66","$ 199.12","$ 148.53","AF4GO035LHAA2","4","B09RS6DN7H","0195394142433","195394142433","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Kentucky Blue/Peacoat/Pink - 9.5 Medium","47","66","","","","$ 261.00","","-","","B09RRRT3C2","0195394144611","195394144611","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Oriole - 5 Medium","50","72","$ 147.87","2","$ 132.92","$ 139.95","$ 147.21","-","1","B0BHXT3SPB","0195394342222","195394342222","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 9 Medium","49","71","","","$ 149.99","$ 227.62","$ 190.71","A3B5VE59OGHYB3","4","B0BHXV88SG","0195394232813","195394232813","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 7 Medium","49","71","","","$ 109.95","$ 243.34","$ 134.14","A2QQU7OX13PAHF","4","B09RRHT5T4","0195394145113","195394145113","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 10.5 Wide","48","69","","","$ 220.00","$ 220.00","$ 199.88","A2MZQYRHH6G2FX","1","B0C2MQNQGC","0195394277739","195394277739","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 6.5 Medium","48","70","","","$ 168.85","$ 236.62","$ 181.23","A3KPHGJZVOLD1G","3","B0BHXTJJMJ","0195394232769","195394232769","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Rosegold - 11.5 Medium","49","70","","","$ 199.00","$ 199.99","$ 159.81","A16W1AC2W5HENZ","1","B0C2MQ14TR","0195394276497","195394276497","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Ebony/Oyster - 9.5 Medium","49","71","","","$ 129.88","$ 199.99","$ 142.08","AQVPOHTXJ72T6","6","B0BHXRB24W","0195394174595","195394174595","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Peacoat/Pink/Open Air - 6.5 Medium","49","73","","","","$ 234.00","","-","","B0BHXTCLLS","0195394347319","195394347319","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Peacoat/Blue/Pink - 7 Medium","50","72","","","$ 189.00","$ 220.00","$ 199.51","A1CCHC6F4V9LM6","2","B09RRX8733","0195394144086","195394144086","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Peacoat/Blue/Pink - 7.5 Medium","48","70","","","$ 164.99","$ 207.81","$ 181.02","A2P39FD6H627SJ","1","B09RRQCSL7","0195394144093","195394144093","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - White/Oyster/Viola - 8 Medium","49","71","","","$ 145.99","$ 236.62","$ 194.47","A3KPHGJZVOLD1G","2","B0BHYX72N1","0195394232790","195394232790","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 9 Wide","49","71","","","$ 199.10","$ 199.99","$ 154.87","A1MLP04OASBI2Z","1","B09RRRPKFP","0195394142488","195394142488","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Oyster/Alloy/White - 13 Wide","49","71","","","$ 230.00","$ 250.65","$ 164.49","A2MZQYRHH6G2FX, A1PF2RJVZ25QD4","2","B09RRRYD9D","0195394143263","195394143263","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 5 Medium","49","71","","","$ 213.81","$ 220.00","$ 193.07","-","2","B09RRKM3SD","0195394142310","195394142310","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Black/Ebony - 5 Medium","49","70","","","$ 149.91","$ 199.10","$ 157.53","-","1","B09RRV7LW7","0195394145007","195394145007","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Pink Glo/Blue/Fuchsia - 9 Medium","48","70","","","$ 174.85","$ 207.81","$ 122.84","-","1","B0BHXTLZV8","0195394313390","195394313390","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Light Blue/Black/Yellow - 10 Medium","48","70","","","","$ 199.00","$ 167.18","-","","B0BHXSMDM1","0195394232349","195394232349","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 11 Medium","49","71","","","$ 134.70","$ 178.00","$ 140.36","A2P39FD6H627SJ","5","B09RRZ78KG","0195394142754","195394142754","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 8 Medium","49","71","","","$ 137.42","$ 156.00","$ 152.09","-","5","B09RRQHQD2","0195394142693","195394142693","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Kentucky Blue/Peacoat/Pink - 7.5 Medium","49","66","","","$ 177.56","$ 225.00","$ 199.84","A3B5VE59OGHYB3","1","B09RRZ7D6S","0195394144574","195394144574","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Star/Eclipse/Grotto - 11.5 Medium","48","70","","","$ 209.95","$ 220.00","$ 168.75","A2MZQYRHH6G2FX","1","B0BHXSWY2P","0195394240771","195394240771","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Purple/Pink/Black - 9 Medium","49","71","","","","$ 199.99","$ 192.50","-","","B0BHXWR359","0195394232486","195394232486","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Blackened Pearl/White - 8 Wide","49","71","","","$ 159.99","$ 199.99","$ 175.45","A1RLC4SHPSQXLY","2","B09RS1H2PH","0195394142440","195394142440","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Spa Blue/Neo Pink/Copper - 13 Medium","48","70","","","$ 220.00","$ 250.72","$ 214.08","A1PF2RJVZ25QD4","1","B09RRMBYYW","0195394144505","195394144505","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Kentucky Blue/Peacoat/Pink - 9 Medium","48","66","","","","$ 350.00","$ 197.98","-","","B09RRNSLBQ","0195394144604","195394144604","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Peacoat/Pearl/Salt Air - 12 Narrow","48","71","","","$ 220.00","$ 220.00","$ 208.40","A1PF2RJVZ25QD4","1","B09RRWHK3R","0195394145854","195394145854","B0CKKBPDKF","Brooks","yes"
"Brooks Women's Ghost 15 Neutral Running Shoe - Kentucky Blue/Peacoat/Pink - 6.5 Medium","49","67","$ 140.26","4","$ 140.26","$ 381.00","$ 151.45","-","1","B09RRP7H5T","0195394144550","195394144550","B0CKKBPDKF","Brooks","no"
"Brooks Women's Ghost 15 Neutral Running Shoe - Black/Jacaranda/Salt - 7 Medium","49","71","$ 151.37","3","$ 136.42","$ 144.00","$ 150.26","A2HGWKGRZLYH2G","5","B09RRWY2PC","0195394142679","195394142679","B0CKKBPDKF","Brooks","no"
