Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box)
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Purple/Dutch Blue/Lilac - 6 Medium,80,70,,,$169.75 ,$209.99 ,$169.75 ,A1MLP04OASBI2Z,1,B09MZMMSCZ,0195394089400,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Lilac/Tempest/Pink - 6.5 Medium,81,70,,,$173.00 ,$199.99 ,$160.08 ,A2F3F8BB3QYULR,1,B09MZLP7JJ,0195394075809,1.95394E+11,B0C62SXDLR,Brooks,no
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Blue Iris/Rhapsody - 8 Medium,81,71,,,$139.99 ,$140.00 ,$150.21 ,A114I0OUP3FTFB,3,B0BHKSH7CP,0195394226263,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Ginger/Black/Citrus - 8 Medium,84,72,,,,$219.90 ,,-,,B0BHKS9PPZ,0195394247565,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Bittersweet/Limelight - 13 Medium,84,72,,,$128.00 ,$209.89 ,$139.99 ,A24V851RG6UNB7,1,B0BHKS8NV3,0195394246797,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Grey/Peacoat/Aruba - 6.5 Medium,80,70,,,$170.00 ,$170.00 ,$169.50 ,A2F3F8BB3QYULR,1,B09RRS56D5,0195394172386,1.95394E+11,B0C62SXDLR,Brooks,no
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Ginger/Black/Citrus - 8.5 Medium,80,70,,,,$209.99 ,$161.94 ,-,,B0BHKMXPXM,0195394247572,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Ebony/Citrus - 9.5 Medium,80,70,,,$175.00 ,$219.99 ,$175.00 ,A2F3F8BB3QYULR,1,B0BHKN2ZHL,0195394246575,1.95394E+11,B0C62SXDLR,Brooks,no
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Rose/Peacoat/Kentucky Blue - 7 Medium,81,71,,,,$211.51 ,$162.87 ,-,,B09RRRCBH7,0195394155242,1.95394E+11,B0C62SXDLR,Brooks,no
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Peacoat/Blue Iris/Rhapsody - 7 Medium,81,71,,,$163.07 ,$163.07 ,$155.39 ,A1MLP04OASBI2Z,1,B0BHKSVJRK,0195394226201,1.95394E+11,B0C62SXDLR,Brooks,yes
Brooks Women's Adrenaline GTS 22 Supportive Running Shoe - Black/Purple/Coral - 12 Medium,81,70,,,$145.02 ,$163.09 ,$110.00 ,A25EDSZBJI67EY,3,B08QVJL4HY,0190340947506,1.90341E+11,B0C62SXDLR,Brooks,no
