"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Steve Madden Lia Black Ankle Strap Block Heel Rounded Open Toe Heeled Sandals (Black Double platform, 11)","435286","432970","$ 39.95","1","$ 39.95","$ 89.99","$ 49.35","A1G9RBEK6CB71F","1","B0BYGYT82W","0196361842721","196361842721","B0B3SBYZF8","Steve Madden","no"
"Steve Madden Lia Natural Ankle Strap Block Heel Rounded Open Toe Heeled Sandals (Natural Layered Platform, 8.5)","457202","435658","$ 29.95","17","$ 29.95","$ 89.99","$ 29.95","A1G9RBEK6CB71F","1","B0BYH78R85","0196361842622","196361842622","B0B3SBYZF8","Steve Madden","no"
"Steve Madden Amulet Boot Sand Suede 8 M","215996","153803","$ 79.99","6","$ 79.99","$ 129.95","$ 79.99","AKIFZQ9THW6DD","1","B097BGSC3Q","0195945516911","195945516911","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Viable Pump Rhinestone 8 M","243836","208916","","","$ 228.64","$ 228.64","$ 225.38","A1195MQ583AB5O","1","B0BXJBZPBV","0196829169728","196829169728","B09SQTB29K","Steve Madden","yes"
"Steve Madden Viable Pump Rhinestone 9.5 M","243500","202936","","","$ 228.64","$ 228.64","$ 226.28","A1195MQ583AB5O","1","B0BXJBL1RQ","0196829169759","196829169759","B09SQTB29K","Steve Madden","yes"
"Steve Madden Women's Amulet Ankle Boot, Sand Suede, 7.5 M US","215680","156083","$ 79.99","13","$ 79.99","$ 129.95","$ 79.99","AKIFZQ9THW6DD","1","B097BKC4HY","0195945516904","195945516904","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Amulet Boot Sand Suede 7 M","222397","158467","$ 79.99","1","$ 79.99","$ 142.60","$ 79.99","AKIFZQ9THW6DD","1","B097BH8677","0195945516898","195945516898","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Amulet White Gold Stone Fashion Chelsea Platform Block Heel Boots (WHITE, 6)","211234","154137","$ 64.97","8","$ 64.97","$ 152.12","$ 64.97","A1LEM297LNF1FK","1","B08WHX7TRG","0195189695632","195189695632","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Amulet White Gold Stone Fashion Chelsea Platform Block Heel Boots (White, 7.5)","219487","155225","$ 64.97","5","$ 64.97","$ 129.95","$ 64.97","A1LEM297LNF1FK","1","B08WHQNR31","0195189695694","195189695694","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Women's Amulet Ankle Boot, Cognac Leather, 8","217770","158647","$ 77.97","6","$ 77.97","$ 129.95","$ 77.97","A1LEM297LNF1FK","1","B094PF833W","0195945268322","195945268322","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Women's Amulet-C Ankle Boot, Black, 8","224439","158735","","","$ 145.70","$ 153.70","$ 153.05","-","2","B08T1RX5YQ","0195945048047","195945048047","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden womens Amulet Ankle Boot, Black Chain, 8.5 US","214535","153228","","","$ 153.70","$ 153.70","$ 153.70","A1195MQ583AB5O","1","B08T1NJ5PR","0195945048054","195945048054","B0CW1Z4XJ6","Steve Madden","yes"
"Steve Madden Amulet Boot Sand Suede 9.5 M","215328","155159","$ 79.99","10","$ 79.99","$ 129.99","$ 79.99","AKIFZQ9THW6DD","1","B097BH5JT1","0195945516942","195945516942","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden Women's Amulet Ankle Boot, White Chain, 6.5","247158","160769","$ 49.99","1","$ 49.99","$ 129.99","$ 49.99","A1G9RBEK6CB71F","1","B094PLR86C","0195945293331","195945293331","B0CW1Z4XJ6","Steve Madden","no"
"Steve Madden womens Amulet Ankle Boot, Black Chain, 7.5 US","232323","154264","","","$ 153.70","$ 153.70","$ 153.70","A1195MQ583AB5O","1","B08T1VMXP7","0195945048030","195945048030","B0CW1Z4XJ6","Steve Madden","yes"
"Steve Madden Women's Kenley Heeled Sandal, Green, 7","214637","249842","","","$ 57.99","$ 99.95","$ 55.69","A24V851RG6UNB7","1","B097NP3FRP","0195945716717","195945716717","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Kenley Heeled Sandal, Citron, 6","221518","242160","$ 44.95","15","$ 44.95","$ 129.95","$ 30.09","A3V17JP5RCORRR","1","B08W8YCBND","0195189746419","195189746419","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Eiffel Ankle Boot, Multi, 9","524940","356454","$ 128.48","2","$ 128.48","$ 149.95","$ 137.68","A1LEM297LNF1FK","1","B0C26FZYTY","0197369381526","197369381526","B0C26X3954","Steve Madden","no"
"Steve Madden Women's Lynden Ankle Boot, Grey Patent, 6.5","204645","168901","","","","$ 119.95","","-","","B095PX7283","0195945379677","195945379677","B0CFBXPC1L","Steve Madden","no"
"Steve Madden Women's Lynden Ankle Boot, Sand, 7.5","218017","178342","$ 44.14","10","$ 30.99","$ 119.95","$ 37.06","A24V851RG6UNB7","1","B0BNMH1PQD","0196829298657","196829298657","B0CFBXPC1L","Steve Madden","no"
"Steve Madden Women's Lynden Ankle Boot, Sand, 6","195352","167444","$ 43.93","3","$ 30.99","$ 119.95","$ 41.58","A24V851RG6UNB7","1","B0BNMD8PNH","0196829298565","196829298565","B0CFBXPC1L","Steve Madden","no"
"Steve Madden Women's Lynden Ankle Boot, Sand, 8","212454","176618","$ 44.19","22","$ 30.99","$ 119.95","$ 42.34","A24V851RG6UNB7","1","B0BNMFVL6Y","0196829298688","196829298688","B0CFBXPC1L","Steve Madden","no"
"Steve Madden Women's Crazy Heeled Sandal, Raffia, 9.5","325606","341024","","","$ 76.74","$ 89.95","$ 83.35","A1LEM297LNF1FK","1","B0B6HK7B1L","0196829377536","196829377536","B0C632PVJV","Steve Madden","no"
"Steve Madden Harlin Blue Open Rounded Toe Slide-On Single Strap Heeled Sandal (Blue, 11)","226332","289800","$ 19.95","1","$ 19.95","$ 49.99","$ 19.95","A1G9RBEK6CB71F","1","B09SMVBB1Z","0195189814774","195189814774","B0C63QLXMW","Steve Madden","no"
"Steve Madden Womens Harlin Square Toe Heel Sandals Yellow 5 Medium (B,M)","259666","277734","$ 47.24","1","$ 34.99","$ 61.79","$ 56.52","A24V851RG6UNB7","1","B09YVW3RH5","0196361128375","196361128375","B0C63QLXMW","Steve Madden","no"
"Steve Madden Women's Harlin Heeled Sandal, Lilac, 8","241736","279943","","","","$ 59.00","$ 54.22","-","","B09GWDNPYV","0196361128689","196361128689","B0C63QLXMW","Steve Madden","no"
"Steve Madden Women's Harlin Heeled Sandal, Off White, 7","259576","307965","","","","$ 59.95","","-","","B097NQDZM3","0195945522202","195945522202","B0C63QLXMW","Steve Madden","no"
"Steve Madden Womens Harlin Square Toe Slip On Heel Sandals Pink 11 Medium (B,M)","240158","305715","$ 62.12","1","$ 49.20","$ 49.99","$ 62.12","A24V851RG6UNB7","1","B09YVTPQ9Y","0196361128986","196361128986","B0C63QLXMW","Steve Madden","no"
"Steve Madden Women's Hayward Western Boot, White Leather, 6.5","301750","357497","","","$ 229.44","$ 275.63","$ 212.72","-","2","B09SMX5SBD","0195945695654","195945695654","B09YJHJYBK","Steve Madden","yes"
"Steve Madden Hayward Leather Block Heel Round Toe Western Boots Black Leather (9.5, Black Leather)","300417","398405","","","$ 235.44","$ 283.98","$ 235.44","A1195MQ583AB5O","1","B09SMXTMC2","0195945695821","195945695821","B09YJHJYBK","Steve Madden","no"
"Steve Madden Hayward Boot Womens Boot 7 BM US Pink","364832","402193","$ 139.99","5","$ 139.99","$ 139.99","$ 139.99","A2OTE410JXLA5O","1","B09LHHGGRV","0196361322919","196361322919","B09YJHJYBK","Steve Madden","no"
"Steve Madden Womens Wipeout Cork Wedge Sandals Ivory 11 Medium (B,M)","271976","366236","$ 26.41","9","$ 13.99","$ 101.55","$ 26.41","A24V851RG6UNB7","1","B0C2B5QZDS","0196361127316","196361127316","B09GWTW5RK","Steve Madden","no"
"Steve Madden Women's Wipeout Wedge Sandal, TAN, 9.5","272647","336147","$ 33.87","6","$ 21.59","$ 98.95","$ 32.78","-","2","B09GWBN6T3","0196361127262","196361127262","B09GWTW5RK","Steve Madden","no"
"Steve Madden Womens Wipeout Cork Wedge Sandals Ivory 7 Medium (B,M)","272326","352601","","","$ 50.99","$ 109.95","$ 60.04","A24V851RG6UNB7","1","B09TT2KKG3","0196361127101","196361127101","B09GWTW5RK","Steve Madden","no"
"Steve Madden Women's Triple Chelsea Boot, Bone Leather, 6.5","287172","241352","$ 59.00","","$ 59.00","$ 118.00","","-","0","B0CFB9Q77R","0197369518250","197369518250","B096MJZTN8","Steve Madden","yes"
"Steve Madden Women's Kenley Heeled Sandal, Black, 7.5","210042","236026","$ 69.02","1","$ 56.99","$ 129.95","$ 69.02","A24V851RG6UNB7","1","B08W8D67WT","0195189746488","195189746488","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Kenley Heeled Sandal, Citron, 8","222568","245153","$ 44.95","5","$ 44.95","$ 129.95","$ 44.95","A3V17JP5RCORRR","1","B08W9JRMNZ","0195189746532","195189746532","B096WSTG2P","Steve Madden","no"
"Steve Madden Womens Kenley Faux Leather Dress Sandals Pink 6 Medium (B,M)","216473","245188","$ 36.58","3","$ 23.99","$ 92.79","$ 44.77","-","2","B0CFCZPK5K","0195945441992","195945441992","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Kenley Heeled Sandal, Lavender, 7.5","228108","245526","$ 45.99","1","$ 45.99","$ 129.95","$ 45.99","A3B8D13JC5ARB6","1","B094ZHKNLW","0195945231586","195945231586","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Kenley Heeled Sandal, Citron, 7","211803","244593","$ 44.95","17","$ 44.95","$ 129.00","$ 44.95","A3V17JP5RCORRR","1","B08W9G2SQL","0195189746471","195189746471","B096WSTG2P","Steve Madden","no"
"Steve Madden Women's Kenley Heeled Sandal, Taupe, 8.5","218677","240683","","","$ 79.95","$ 129.95","$ 47.19","-","1","B08W9P13WW","0195189746556","195189746556","B096WSTG2P","Steve Madden","no"
"Steve Madden Kenley Women's Vegan Leather Braided Slip On Heeled Sandals, Off-White, 9.5","218575","249662","","","$ 124.99","$ 129.95","$ 124.99","A2OTE410JXLA5O","1","B09B75T18D","0195945008690","195945008690","B096WSTG2P","Steve Madden","yes"
"Steve Madden Women's Carrine Loafer, White Leather, 7.5","178014","163005","$ 53.98","3","$ 53.98","$ 104.30","$ 62.87","A1LEM297LNF1FK","1","B0B98658YW","0196361444598","196361444598","B0BG1JD6G5","Steve Madden","no"
