Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box)
"Steve Madden Women's Alessi Pump, Clear, 6.5",567662,702188,$49.80 ,3,$37.86 ,$224.99 ,$56.71 ,-,2,B08KSGZ5YM,0195189348668,1.95189E+11,B08KT4HCXT,Steve Madden,no
"Steve Madden Women's Alessi Pump, Grey, 6",576695,726243,$56.76 ,1,$44.99 ,$135.48 ,$69.13 ,A24V851RG6UNB7,1,B094P2RMZ3,0195945445228,1.95945E+11,B08KT4HCXT,Steve Madden,no
"Steve Madden Women's Alessi Pump, Clear, 8.5",584165,731597,$59.95 ,8,$59.95 ,$224.99 ,$60.54 ,A1G9RBEK6CB71F,1,B08KSG6ZMD,0195189348828,1.95189E+11,B08KT4HCXT,Steve Madden,no
"Steve Madden Women's Alessi Pump, Clear, 7.5",562163,708255,$79.95 ,14,$79.95 ,$224.99 ,$80.43 ,A1G9RBEK6CB71F,1,B08KSFX3SM,0195189348743,1.95189E+11,B08KT4HCXT,Steve Madden,no
"Steve Madden Women's Alessi Pump, Clear, 8",581074,737957,$89.95 ,7,$88.95 ,$224.99 ,$89.20 ,-,2,B08KSFNF9B,0195189348781,1.95189E+11,B08KT4HCXT,Steve Madden,no
"New Balance Men's 515 V3 Classic Sneaker, Black/Nb White, 11 X-Wide",1079966,1273104,$79.95 ,51,$79.95 ,$79.95 ,$77.09 ,A1Q1PHSVIGZBP8,1,B09K4NVQ16,0195481134860,1.95481E+11,,New Balance,no
"New Balance Men's Fresh Foam More V1 Running Shoe, Black/Orca, 11 W US",974070,1033105,$159.95 ,1,$159.95 ,$400.00 ,$159.95 ,A1R2LN4EZ9SAP8,1,B07FGFKZHY,0192983357902,1.92983E+11,B07KQ2RRT7,New Balance,no
Steve Madden Bannon Black Leather 10.5 D (M),2875740,2124332,$89.95 ,3,$89.95 ,$268.99 ,$89.95 ,A2F3U3NJJC3IJO,1,B0B53NJ4KC,0194976519281,1.94977E+11,B09SDNJK64,Steve Madden,no
New Balance 574D Rugged Black/White 1 9 D (M),1365316,1983990,$109.99 ,4,$109.00 ,$115.95 ,$112.50 ,A3KCLKFFWT76LN,3,B0CH6GH9CT,0196941358864,1.96941E+11,B0CV3KD6QH,New Balance,no
Women's Brooks Divide 2,714124,566007,$59.96 ,1,$59.96 ,$169.99 ,$60.02 ,AZ3EGFUU23A8C,1,B08PDKHV1X,0190340869877,1.90341E+11,B08Q5KXPVW,Brooks,no
"Steve Madden Women's Cobra Fashion Boot, White Leather, 10",375596,330563,,,,$169.95 ,,-,,B09XFLBJV6,0196361644998,1.96362E+11,B09LC6B63N,Steve Madden,yes
"Brooks Men's Rush Jogger, Heather Black, Small",3410700,3189929,$83.48 ,1,$75.99 ,$164.85 ,$83.48 ,A1ZJW9GWSYIH9Q,1,B07LDGF4G8,0190340521041,1.90341E+11,B07S5X1STW,Brooks,no
"Steve Madden Women's Ocala Heeled Sandal, White Leather, 9",575292,773141,$69.99 ,4,$69.99 ,$69.99 ,$65.99 ,A3V17JP5RCORRR,1,B09M7JDLW3,0196361392981,1.96361E+11,B09M7XV61Z,Steve Madden,no
"Steve Madden womens Mav Fashion Boot, Tan Multi, 9 10 US",575203,332556,$69.95 ,1,$69.95 ,$139.00 ,$69.95 ,A3V17JP5RCORRR,1,B0B25SV8FZ,0196829284865,1.96829E+11,B09Z5F37KW,Steve Madden,no
"Steve Madden Women's Fiorra Flat Sandal, Rose Gold, 6.5",1017200,1017200,$79.95 ,,$79.95 ,$79.95 ,,-,0,B0CTD82PMG,0197369786345,1.9737E+11,B0CTDK26KG,Steve Madden,yes
Brooks Levitate 2 Black/Blue/Nightlife 9 D (M),773671,763771,$129.99 ,2,$129.99 ,$229.74 ,$129.99 ,A1D8KDS0GJQAEA,2,B07K95GXTY,0190340453373,1.9034E+11,B07DS3N9MD,Brooks,no
"New Balance Men's Baseball Raglan 3/4 Sleeve, Team Maroon , Large",451614,326851,$31.50 ,2,$31.50 ,$52.88 ,$28.62 ,A2857RBU562CVM,2,B00UXGQOA6,0888546814592,8.88547E+11,B0C6XWHX5S,New Balance,no
"Steve Madden Women's Sarantos Pump, Blue Satin, 8",550377,446262,,,$73.83 ,$99.95 ,$73.82 ,A24V851RG6UNB7,2,B0BPDV16HQ,0197369055281,1.97369E+11,B0BPFPPMTX,Steve Madden,no
"New Balance Men's Impact Run 5 Inch Short, Black , X-Large",720180,674002,$35.89 ,5,$35.89 ,$50.83 ,$35.89 ,A10J7D29F1ZFBD,1,B07T1NDYYY,0193684786015,1.93685E+11,B0CG2V7SMR,New Balance,no
LifeStride Payton Grey 8 M (B),765267,644013,$69.94 ,1,$69.94 ,$158.95 ,$69.94 ,A2L9HRI0CR5SW8,1,B08BTW9QB2,0017118049333,017118049333,B08BB895KY,LifeStride,no
"Steve Madden Women's Ulyana Heeled Sandal, Pink Metallic, 9",743568,1503683,$119.95 ,,$119.95 ,$155.67 ,,-,0,B0CBSR2Y43,0197369753798,1.9737E+11,B0CYXXBKBW,Steve Madden,yes
"Steve Madden Women's Kiley Ankle Boot, Brown Suede, 9",607789,362266,$105.99 ,1,$91.55 ,$136.91 ,$109.23 ,A1195MQ583AB5O,2,B0BXBD3P7N,0197369312070,1.97369E+11,B0BXBGJMP3,Steve Madden,no
"New Balance 327 Mens Shoes Size 13, Color: Black/White",1251575,1163848,$118.95 ,2,$104.00 ,$104.00 ,$111.30 ,A3DT0VMUKYR74A,1,B09V3G227B,0194389167895,1.94389E+11,,New Balance,no
"Steve Madden Men's Vallme Penny Loafer, Cognac, 10",706336,924824,$69.99 ,,$69.99 ,$69.99 ,,-,0,B0CK64G8WT,0197116375280,1.97116E+11,B0CVFNZT2F,Steve Madden,yes
"Steve Madden Women's Bossy Heeled Sandal, Iridescent, 8.5",687949,652719,$59.95 ,4,$59.95 ,$104.45 ,$59.95 ,A3V17JP5RCORRR,1,B0B7P3PJ5Q,0196829285206,1.96829E+11,B0C67N9W66,Steve Madden,no
"Steve Madden Women's ESMA Fashion Boot, Sand Suede, 6.5",674940,490708,$129.99 ,2,$129.99 ,$149.95 ,$129.99 ,AIYS8MEZFJYX7,1,B095PW5ZX8,0195945443514,1.95945E+11,B095QCQNNW,Steve Madden,no
"Steve Madden Women's ESMA Fashion Boot, Sand Suede, 7",782985,519624,$129.99 ,2,$129.99 ,$149.95 ,$129.99 ,AIYS8MEZFJYX7,1,B095PXQR7B,0195945443521,1.95945E+11,B095QCQNNW,Steve Madden,no
Brooks Ricochet 3 Men's Neutral Running Shoe - Navy/Grey/Scarlet - 9.5,735923,634339,,,$179.99 ,$179.99 ,$179.99 ,AP0NH9ROE96BW,1,B08LMNP9G5,0190340889776,1.90341E+11,B08Q5NL55Y,Brooks,no
"Steve Madden Women's Soulful Slipper, Blush, 7",1096901,1071938,$34.98 ,3,$29.99 ,$96.12 ,$38.49 ,A1XZ3PFSGU10KM,1,B08PL5C52M,0195189751840,1.9519E+11,B08PMGW56R,Steve Madden,no
"New Balance Men's Baseball Raglan 3/4 Sleeve, Team Black , Small",481673,668506,$29.98 ,3,$29.98 ,$40.99 ,$29.98 ,A3R9D9ONKEJM8E,1,B00UXGRIXI,0888546814431,8.88547E+11,B0C6XWHX5S,New Balance,no
"Steve Madden Women's Cally Mule, Black/Black, 8.5",539365,423468,,,$84.99 ,$89.95 ,$92.13 ,A2OTE410JXLA5O,1,B0B5TKGJTS,0196361725468,1.96362E+11,B0BMP9NJ78,Steve Madden,no
"Steve Madden Women's Cally Mule, Black/Black, 9.5",519158,391431,,,$84.99 ,$89.95 ,$92.13 ,A2OTE410JXLA5O,1,B0B5TLYRY3,0196361725505,1.96362E+11,B0BMP9NJ78,Steve Madden,no
Brooks Women’s Levitate StealthFit GTS 5 Supportive Running Shoe - Black/Grey/White - 6.5,686290,645145,$124.99 ,1,$109.99 ,$249.99 ,$124.99 ,A1BKVKFDCNRUJR,1,B0978RCVTJ,0190340961205,1.90341E+11,B0968GJZRB,Brooks,no
LifeStride Payton Black 9.5 W (C),874249,686171,$59.98 ,1,$49.99 ,$163.99 ,$69.86 ,A91PCADVHPGE2,1,B08BTT1W7J,0017118047049,017118047049,B08BB895KY,LifeStride,no
"New Balance Men's 411 V1 Training Shoe, Black/Black, 10.5 X-Wide",620526,215309,,,,$147.69 ,,-,,B07PFK4RP5,0193684164424,1.93684E+11,,New Balance,yes
LifeStride Womens Sparkle Ankle Boot Pinot Noir 6.5 M,902799,776272,,,$96.99 ,$140.35 ,$98.73 ,-,1,B0B379TDVC,0742976397745,7.42976E+11,B0B92DSS51,LifeStride,no
"LifeStride Women's Last Dance 4 Ankle Straps Heeled Sandal, Sienna, 9",978056,1202331,$61.77 ,,$61.77 ,$136.03 ,,-,1,B0CLT3RJ24,0197540953528,1.97541E+11,B0CLSRJ4NG,LifeStride,yes
"New Balance Men's 327 Suede Trainers, Grey, 10.5 UK, Grey, 11",1591928,1612140,$124.95 ,1,$124.95 ,$227.00 ,$124.95 ,A16J7YSSBBQACW,1,B09L57Y2JS,0195481733520,1.95482E+11,B0CWYMQ3SR,New Balance,no
