"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"THE NORTH FACE Men's Heritage Patch Pullover Hoodie Sweatshirt, TNF Black/TNF White, X-Small","151867","99706","","","$ 70.00","$ 133.68","$ 79.99","A2WU6JHR5PVKH1","1","B0CHBXWPC7","0196575494877","196575494877","B09PLN5RM7","THE NORTH FACE","yes"
"THE NORTH FACE Men's Limitless Run Short, Tropical Peach Enchanted Trails Print, X-Large Regular","520011","511278","$ 44.95","1","$ 44.95","$ 44.95","$ 44.95","A6Y8EA3VZD1DF","1","B0BH59GS29","0196011686798","196011686798","B0BNSRLP6S","THE NORTH FACE","no"
"THE NORTH FACE Kids' Reversible ThermoBall Hooded Jacket, Lupine, 2","166897","122939","","","$ 141.10","$ 177.87","$ 141.89","A20FLYA0IW2L9O","1","B0BZWGGQKZ","0196573257344","196573257344","B0CNLRHDVM","THE NORTH FACE","yes"
"THE NORTH FACE Kids' Mini Explorer Backpack, Blue Moss/Gravel/Desert Rust, One Size","558225","587813","$ 42.90","","$ 42.90","$ 42.90","$ 38.98","-","0","B0CJ9VWL1M","0196575377859","196575377859","B0B82RV12Y","THE NORTH FACE","yes"
"THE NORTH FACE Toddler Alpenglow II Insulated Snow Boot, Acoustic Blue/Shady Blue, 4","457498","2834982","$ 65.00","1","$ 65.00","$ 96.84","$ 65.00","A3G3VDFJRSHW0H","1","B09TRWRP51","0196247353297","196247353297","B07S212QNS","THE NORTH FACE","no"
"THE NORTH FACE Toddler Alpenglow II Insulated Snow Boot, Cave Blue/TNF Black, 9","122655","153694","","","","$ 60.45","","-","","B0BZ8XF5D2","0196573288072","196573288072","B07S212QNS","THE NORTH FACE","yes"
"THE NORTH FACE Men's Oxeye Hiking Shoe, TNF Black/Dark Sage, 10.5","202966","248960","","","$ 151.51","$ 151.51","$ 151.51","ANZYNJW9IIF9C","1","B0C28L6NH5","0196573302969","196573302969","B0C28H61Q4","THE NORTH FACE","yes"
"THE NORTH FACE Men's Oxeye Everyday Shoe, TNF White/TNF White, 8.5","228489","265501","","","$ 143.43","$ 231.95","$ 148.05","AP3VA1GJZM3EQ","1","B0C28KGHV8","0196573302518","196573302518","B0C28H61Q4","THE NORTH FACE","yes"
"THE NORTH FACE Men's Oxeye Hiking Shoe, Sandstone/TNF Black, 7","241243","261831","","","$ 143.49","$ 161.60","$ 151.79","AP3VA1GJZM3EQ","1","B0BTHSPC48","0196247631814","196247631814","B0C28H61Q4","THE NORTH FACE","yes"
"THE NORTH FACE Men's Oxeye Hiking Shoe, Sandstone/TNF Black, 11","232047","260100","","","","$ 215.23","$ 104.17","-","","B0BTHMN8PV","0196247632552","196247632552","B0C28H61Q4","THE NORTH FACE","no"
"THE NORTH FACE Wawona Bed Double, Shady Blue, Regular","465430","670096","","","$ 353.00","$ 353.00","$ 231.57","A20FLYA0IW2L9O","1","B0BHFBH6G8","0196571706486","196571706486","B0CYCS3LJS","THE NORTH FACE","yes"
"THE NORTH FACE Men's Short Sleeve TNF Bear Tee, Rusted Bronze Heather, Medium","131196","115154","","","$ 86.68","$ 86.68","$ 86.68","ANZYNJW9IIF9C","1","B0BH54GNMM","0196249683705","196249683705","B00OTWNERG","THE NORTH FACE","no"
"THE NORTH FACE Women's Shelbe Raschel Parka Length With Hood, Gardenia White, Large","141818","150290","$ 193.59","2","$ 193.59","$ 272.43","$ 192.15","A2GM5Y5EDD5TNW","1","B09V3FBX2Y","0196249186329","196249186329","B09DQVDRZJ","THE NORTH FACE","no"
"THE NORTH FACE Boys' Short Sleeve Graphic Tee, TNF White/TNF Black/TNF White, X-Small","228009","789570","","","$ 40.27","$ 49.33","$ 45.53","ANZYNJW9IIF9C","1","B0C1P7RLBN","0196573272477","196573272477","B07V2RBK6T","THE NORTH FACE","yes"
"THE NORTH FACE Girls' Antora Rain Jacket, Scuba Blue, X-Large","152992","201808","$ 89.95","1","$ 89.95","$ 90.00","$ 82.80","A6Y8EA3VZD1DF","1","B0B5DT197N","0196248629544","196248629544","B0BRBRB61Z","THE NORTH FACE","no"
"THE NORTH FACE Men's Junction Insulated Vest, Burnt Olive Green Digi Topo Print, S","238305","171872","$ 99.50","1","$ 99.50","$ 129.95","$ 99.50","A1G2J3YNZXH08Z","1","B08BDWRRG1","0680975631401","680975631401","B08F9SN4BB","THE NORTH FACE","no"
