"Title","Buy Box 🚚: Current","Amazon: Current","New: Current","New: Highest","New, 3rd Party FBM 🚚: Current","eBay Used 🚚: Current","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC"
"Birkenstock Sydney Birko-Flor Narrow Unisex Shoes Size 4, Color: Flowers White","","","","$ 159.68","","","","B09HRFH73F","0802436966215","802436966215"
"Birkenstock 1016168136 Sydney Grcfl Taupe Bf R 36","","","$ 187.98","$ 200.65","$ 187.98","","1","B094PRM4XV","0802436975279","802436975279"
"Birkenstock 1016168138 Sydney Grcfl Taupe Bf R 38","$ 99.95","","$ 99.95","$ 191.59","$ 99.95","","2","B094PXTJZS","0802436975330","802436975330"
"Birkenstock 1016169337 Sydney Grcfl Taupe Bf N 37","$ 63.99","","$ 63.99","$ 190.05","$ 63.99","","3","B084MNLN5W","0802436975576","802436975576"
"Birkenstock 1016171336 Sydney Grcfl PRL Wht Bf N 36","$ 188.00","","$ 188.00","$ 224.88","$ 185.98","","1","B084MNSNBT","0802436976085","802436976085"
"Birkenstock Professional Unisex Profi Birki Slip Resistant Work Shoe,Black,47 M EU","","","","$ 174.97","","","","B001997FOK","0802437310093","802437310093"
"Birkenstock Professional Unisex Profi Birki Slip Resistant Work Shoe,Black,48 M EU","","","$ 174.97","$ 180.27","$ 178.27","","1","B001D9F4I0","0802437310109","802437310109"
"Buffalo David Bitton mens Straight Six Jeans, Authentic Tan, 40W x 30L US","","","","$ 148.88","","","","B00NTVG10U","0803244477542","803244477542"
"Steve Madden Men's Jefries Combat Boot, Dark tan, 7","$ 62.01","$ 62.01","$ 62.01","$ 137.99","$ 72.22","","2","B078WNK6MF","0803364169112","803364169112"
"Steve Madden Men's Jefries Combat Boot, Dark tan, 7.5","$ 70.70","$ 70.70","$ 70.70","$ 110.00","$ 76.44","","1","B078WMZ2W4","0803364169136","803364169136"
"Steve Madden Men's Jefries Combat Boot, Dark tan, 8","$ 70.13","$ 70.13","$ 70.13","$ 110.00","$ 205.20","","1","B078WN8125","0803364169150","803364169150"
"Steve Madden mens Jefries Combat Boot, Dark Tan, 10.5 US","$ 105.99","$ 105.99","$ 105.99","$ 137.99","$ 189.98","","1","B078WP5NRT","0803364169259","803364169259"
"Steve Madden Men's Jefries Combat Boot, Dark tan, 11.5","$ 85.17","$ 85.17","$ 85.17","$ 177.04","","","0","B078WN3ZPB","0803364169297","803364169297"
"Steve Madden mens Jefries Combat Boot, Dark Tan, 12 US","$ 67.02","$ 67.02","$ 67.02","$ 113.48","$ 70.89","","1","B078WNGG8V","0803364169310","803364169310"
"Steve Madden mens Dazling Mule, Black Leather, 7.5 US","$ 82.53","$ 82.53","$ 82.53","$ 115.00","","","0","B07HKT8G6C","0803364402257","803364402257"
"Steve Madden Men's Dazling Mule, Black Leather, 8","$ 62.10","$ 62.10","$ 62.10","$ 115.00","","","0","B07HKQQ8JR","0803364402288","803364402288"
"Steve Madden Men's Dazling Mule, Black Leather, 9","$ 87.94","$ 87.94","$ 87.94","$ 115.00","","","0","B07HKQQXLH","0803364402349","803364402349"
"Steve Madden Men's Dazling Mule, Black Leather, 9.5","$ 102.96","$ 102.96","$ 102.96","$ 115.00","","","0","B07HKGD3FZ","0803364402370","803364402370"
"Steve Madden Men's Dazling Mule, Black Leather, 10","$ 83.44","$ 83.44","$ 83.44","$ 115.00","","","0","B07HKXDNVS","0803364402400","803364402400"
"Steve Madden Men's Lifted Loafer, Blue Velvet, 9.5","$ 87.00","$ 87.00","$ 87.00","$ 100.00","","","0","B07N93LG8S","0803364608192","803364608192"
"Steve Madden Men's Lifted Loafer, Blue Velvet, 12","$ 83.79","$ 83.79","$ 83.79","$ 100.00","","","0","B000FBWERQ","0803364608291","803364608291"
"Steve Madden mens Proctr Oxford, Black Leather, 8.5 US","","","$ 192.48","$ 224.18","$ 192.48","","1","B07VFVNNXJ","0803364817426","803364817426"
"Steve Madden Blitto Sneaker Grey Nubuck 8 D (M)","","","","$ 94.59","","","","B0882RJM6Y","0803364831859","803364831859"
"Steve Madden Blitto Sneaker Grey Nubuck 8.5 D (M)","$ 78.68","","$ 78.68","$ 94.59","$ 78.68","","1","B0882R1CPJ","0803364831880","803364831880"
"Champion Logo Duffel Bag, Black Solid, One Size","","","$ 59.47","$ 73.83","","","1","B07NCC6NGN","0806409230549","806409230549"
"Champion unisex adult Momentum Backpacks, Camo/Cargo Olive, One Size US","$ 37.00","","$ 34.88","$ 50.00","","","4","B08YDMTDPF","0806409537549","806409537549"
"Champion Monitor Waist Pack, Blue, One Size","","","$ 51.67","$ 51.67","","","1","B0BRQRYC6F","0806409735471","806409735471"
"Skechers girls 6 Pack Low Cut Running Socks, Pastel Combo, 5-6.5 US","","","","$ 45.11","","","","B07QQ3C1J6","0806409808403","806409808403"
"Champion Our Father Dad Adjustable Cap, Green, One Size","$ 25.99","","$ 25.99","$ 29.99","$ 29.99","","1","B0BDBVXMCP","0806409823154","806409823154"
"Champion Forever Champ The Manuscript Backpack Navy Combo One Size","$ 49.99","","$ 49.99","$ 49.99","$ 49.99","","1","B09ZB61LDV","0806409935208","806409935208"
"Champion Men's SuperCize Backpack, Black Combo, OS","","","$ 124.38","$ 136.95","","","2","B07NJB4X4K","0806409995424","806409995424"
"Nike Boys NSW Pull Over Hoodie Club Youth Kids (Olive Camo, 4)","$ 49.99","","$ 49.99","$ 58.22","","","1","B09F5N7MBM","0807421081393","807421081393"
"Nike Little Girls Lightweight Ankle Socks 6 Pack (W(UN0357-P6I)/P, 4-5 Years)","","","$ 46.83","$ 46.83","$ 46.83","","1","B0BHQ5F8CX","0807421704100","807421704100"
"Nike Newborn Baby Socks White/Black 6 Pairs, Size 12-24 Months","$ 29.76","","$ 29.76","$ 64.99","$ 29.76","","6","B00J1AQ7CA","0807748043012","807748043012"
"Birkenstock Arizona Bs Narrow Unisex Shoes Size 6, Color: Shiny Python Black","","","","$ 109.90","","","","B0CHM5F56R","0809410042170","809410042170"
"Birkenstock Arizona Sandals Birkibuc Mocha 41 EUR","$ 112.54","","$ 112.04","$ 140.09","$ 109.99","","3","B07N13TBTX","0809410059208","809410059208"
"Birkenstock Arizona Mens Shoes Size: 9, Color: Mocca","","","$ 129.30","$ 165.00","$ 196.35","","1","B07N141L9L","0809410059215","809410059215"
"Birkenstock Men's Arizona Birko-Flor Nubuck Sandals, Grey, 10 US","$ 112.41","","$ 112.41","$ 202.02","$ 109.99","","3","B07N13JCGB","0809410059222","809410059222"
"Birkenstock Mens Arizona Leather Open Toe Slip On Slippers, Mocha, Size 11.0","","","$ 102.95","$ 152.97","$ 103.72","","2","B07N152D92","0809410059239","809410059239"
"Birkenstock Unisex Arizona Sandal,Mocha Birkibuc,36 N EU","","","$ 159.99","$ 225.00","","$ 30.00","0","B005G1DWLM","0809410059277","809410059277"
"Birkenstock Unisex Arizona Sandal,Mocha Birkibuc,38 N EU","$ 97.71","","$ 97.71","$ 174.88","","","0","B005G1DWEY","0809410059291","809410059291"
"Birkenstock Unisex Arizona Sandal,Mocha Birkibuc,42 N EU","$ 99.00","","$ 99.00","$ 164.95","$ 110.00","","1","B005G1E0I6","0809410059338","809410059338"
"Birkenstock Men's Arizona Mocha Birkibuc 44 N","","","$ 135.00","$ 135.00","$ 135.00","","1","B07N1456TV","0809410059352","809410059352"
"Birkenstock Unisex Arizona Sandal,Mocha Birkibuc,46 N EU","$ 110.00","","$ 110.00","$ 205.21","$ 110.00","","2","B005G1E4I2","0809410059376","809410059376"
"Birkenstock Women's Florida Soft Footbed Birko-Flor Navy Sandals - 39 M EU","","","$ 98.95","$ 220.36","","","0","B0116G5X0S","0809410064134","809410064134"
"Birkenstock Women's Florida Soft Footbed Birko-Flor Blue Sandals - 40 M EU","","","$ 135.00","$ 199.95","$ 135.00","","1","B003AQCW5M","4040714064147, 0809410064141","809410064141"
"Birkenstock 55471140 Florida Blue B-Flor S/Fb 40","","","$ 125.00","$ 155.00","","","0","B0116G5ZHO","0809410064141","809410064141"
"Birkenstock 55471142 Florida Blue B-Flor S/Fb 42","$ 103.95","","$ 103.95","$ 145.00","$ 218.36","","1","B0116G62MQ","0809410064165","809410064165"
"Birkenstock Women's GIzeh Thong Sandal, Silver, 38 N EU/7-7.5 2A(N) US","","","","$ 153.18","","","","B000I68B16","0809410067074","809410067074"
"Birkenstock Women's GIzeh Thong Sandal, Silver, 40 N EU/9-9.5 2A(N) US","$ 96.00","","$ 96.00","$ 140.34","$ 96.00","","1","B000I66VX6","0809410067098","809410067098"
"Birkenstock Women's GIzeh Thong Sandal, Silver, 42 M EU/11-11.5 B(M) US","$ 97.52","","$ 97.52","$ 135.00","$ 99.95","","2","B000I638GE","0809410067203","809410067203"
"Birkenstock Women's GIzeh Thong Sandal, Black (Birko Flor), 36 N EU/5-5.5 2A(N) US","","","","$ 153.34","","","","B000I6500G","0809410073914","809410073914"
"Birkenstock Women's GIzeh Thong Sandal, Golden Brown, 38 M EU/7-7.5 B(M) US","","","$ 120.00","$ 135.00","$ 120.00","","1","B000I64ZXE","0809410129314","809410129314"
"BIRKENSTOCK Men's Mules, Black, 11 US","","","$ 138.83","$ 197.56","","","1","B000UYT82C","0809410143266, 4040714143262","809410143266"
"Birkenstock Women's Flatform Sandals, Silver 040413, 5.5 Narrow","","","$ 138.83","$ 230.56","$ 158.95","","4","B000KBOPI2","0809410146090, 4040714146096","809410146090"
"Birkenstock Women's Madrid Birko-Flor Sandal, Silver, 38 N EU/7-7.5 2A(N) US","$ 81.00","","$ 81.00","$ 119.95","$ 81.00","","1","B000I6546G","0809410146113","809410146113"
"Birkenstock Women's Madrid Birko-Flor Sandal,Silver,37 M EU","","","","$ 100.35","","","","B000I654AM","0809410146199","809410146199"
"Birkenstock Gizeh 043691 Mens Sandals Black - 12 US - 45 EU","$ 102.63","","$ 102.63","$ 189.98","$ 99.95","","2","B0083G3M8A","0809410163110","809410163110"
"Birkenstock 5170147 Arizona Dark Brown Bfl 47","$ 125.00","","$ 125.00","$ 145.00","","","1","B0072KPS9Y","0809410195425","809410195425"
"Birkenstock Women's GIzeh Thong Sandal, Golden Brown, 42 N EU/11-11.5 2A(N) US","$ 135.00","","$ 135.00","$ 189.98","$ 135.00","","1","B000I64ZWK","0809410197238","809410197238"
"Birkenstock 15118147 Arizona Mocha Bbuc 47","","","$ 145.38","$ 211.48","$ 143.38","","1","B007KZ0FP8","0809410204141","809410204141"
"Birkenstock Women's GIzeh Thong Sandal, Stone, 42 M EU/11-11.5 B(M) US","","","$ 112.41","$ 177.50","$ 112.41","","2","B004786R58","0809410221377","809410221377"
"Birkenstock Women's GIzeh Thong Sandal, Toffee Birko-Flor, 36 M EU/5-5.5 B(M) US","","","$ 109.95","$ 139.99","$ 109.95","","1","B005GCBISA","0809410262707","809410262707"
"Birkenstock Women's GIzeh Thong Sandal, Graceful Toffee, 37 M EU/6-6.5 B(M) US","","","$ 110.00","$ 149.99","$ 110.00","","1","B005GCBIS0","0809410262714, 4040714262710","809410262714"
"Birkenstock Women's GIzeh Thong Sandal, Toffee Birko-Flor, 38 M EU/7-7.5 B(M) US","","","$ 120.00","$ 135.00","$ 120.00","","1","B005GCBIR6","0809410262721","809410262721"
"Birkenstock Women's GIzeh Thong Sandal, Toffee Birko-Flor, 39 M EU/8-8.5 B(M) US","","","$ 120.00","$ 135.00","$ 120.00","","1","B005GCBIXA","0809410262738","809410262738"
"Birkenstock Women's GIzeh Thong Sandal, Black Oiled, 36 M EU/5-5.5 B(M) US","$ 130.00","","$ 130.00","$ 135.00","$ 130.00","","1","B005GCBKB0","0809410266934","809410266934"
"Birkenstock Women's GIzeh Thong Sandal, Black Oiled, 37 M EU/6-6.5 B(M) US","$ 125.00","","$ 125.00","$ 184.40","$ 125.00","","2","B005GCBKGK","0809410266941","809410266941"
"Birkenstock Women's GIzeh Thong Sandal, Black Oiled, 40 M EU/9-9.5 B(M) US","","","$ 135.00","$ 184.40","$ 135.00","","1","B005GCBKHE","0809410266972","809410266972"
"Birkenstock Women's GIzeh Thong Sandal, Black Oiled, 42 M EU/11-11.5 B(M) US","","","","$ 184.40","","","","B005GCBKM4","0809410266996","809410266996"
"Birkenstock Women's Mayari Sandal,Toffee,36 EU/5-5.5 M US","","","","$ 150.00","","","","B005HESY7A","0809410271198","809410271198"
"Birkenstock Women's Arizona Soft Sandals, Taupe, Tan, 5 Medium US","$ 135.00","","$ 135.00","$ 160.00","$ 135.00","","4","B000W0A08A","0809410342553","809410342553"
"BIRKENSTOCK Arizona Soft Footbed Suede Narrow Sandal - Women's Taupe Suede, 39.0","$ 139.95","","$ 139.95","$ 159.50","$ 139.95","","3","B07DR9K3PG","0809410342584","809410342584"
"Birkenstock Women's Arizona Soft Sandals, Taupe, Tan, 9-9.5 Narrow Women/7-7.5 Narrow Men","","","$ 155.00","$ 241.79","$ 155.00","","3","B000EZSVTI","0809410342591","809410342591"
"Birkenstock Women's Arizona Soft Sandals, Taupe, Tan, 11 Medium US","","","","$ 159.95","","","","B000W0GX4A","0809410342614","809410342614"
"Birkenstock Arizona Soft Footbed Taupe Suede Narrow Width - EU Size 45 / Men's US Size 12-12.5","","","$ 248.73","$ 250.73","$ 246.73","","1","B000W0A0BW","0809410342645","809410342645"
"Birkenstock Arizona Soft Footbed Taupe Suede Narrow Width - EU Size 46 / Men's US Size 13-13.5","","","","$ 250.65","","","","B000W0ETAU","0809410342652","809410342652"
"Birkenstock Arizona Soft Footbed Unisex Suede Sandal, Taupe Suede, 4-4.5 Women/2-2.5 Men","","","","$ 256.72","","","","B000W0DOEM","0809410342669","809410342669"
"Birkenstock Arizona Soft Footbed - Suede (Unisex) Taupe Suede 38 (US Men's 5-5.5, US Women's 7-7.5) Regular","","","$ 160.00","$ 250.73","$ 160.00","","3","B07CV57HWB","0809410342690","809410342690"
"Birkenstock Men's Soft Arizona Suede Sandals, Taupe, Tan, 9 Medium US","","","$ 139.95","$ 150.00","$ 139.95","","2","B000W0BVJM","0809410342737","809410342737"
"Birkenstock Men's Soft Arizona Suede Sandals, Taupe, Tan, 10 Medium US","","","$ 155.00","$ 243.28","$ 155.00","","1","B000W0BVK6","0809410342744","809410342744"
"Birkenstock Women's Arizona Soft Footbed, Mocha, Brown, 5-5.5 Narrow US","$ 139.95","","$ 139.95","$ 235.50","$ 139.95","","2","B000W0A0GM","0809410342799","809410342799"
"Birkenstock Arizona Soft Footbed Mocha Suede Narrow Width - EU Size 42 / Women's US Size 11-11.5 / Men's US Size 9-9.5","$ 105.99","","$ 105.99","$ 263.74","$ 105.99","","5","B000W0A0IA","0809410342850","809410342850"
"Birkenstock Arizona Soft Footbed Mocha Suede Narrow Width - EU Size 46 / Men's US Size 13-13.5","$ 139.95","","$ 139.95","$ 271.18","$ 139.95","","3","B000W0DORE","0809410342898","809410342898"
"Birkenstock Arizona Soft Footbed Mocha Suede Regular Width - EU Size 35 / Women's US Sizes 4-4.5","","","$ 145.00","$ 246.53","$ 145.00","","1","B000W0BVOW","0809410342904","809410342904"
"Birkenstock Men's Arizona Soft Footbed Sandals, Mocha, Brown, 10 Medium US","$ 135.00","","$ 135.00","$ 243.36","$ 135.00","","4","B000W0A0F8","0809410342980","809410342980"
"Birkenstock Arizona Soft Footbed Unisex Suede Sandal, Black Suede, 4-4.5 Women/2-2.5 Men","","","$ 149.00","$ 256.72","$ 149.00","$ 65.98","1","B000W0ETHS","0809410343147","809410343147"
"Birkenstock Arizona Soft Footbed Unisex Suede Sandal, Black Suede, 6-6.5 Women/4-4.5 Men","$ 135.00","","$ 135.00","$ 149.95","$ 135.00","","2","B000W0GXEK","0809410343161","809410343161"
"Birkenstock Arizona Soft Footbed Unisex Suede Sandal, Black Suede, 7-7.5 Women/5-5.5 Men","$ 125.00","","$ 125.00","$ 164.31","$ 125.00","","2","B000W0ETI2","0809410343178","809410343178"
"Birkenstock Arizona Soft Footbed Unisex Suede Sandal","","","$ 125.00","$ 149.95","","","2","B000W0DOTM","0809410343192","809410343192"
"Birkenstock Men's Oita, Black, 13 Medium US","$ 144.91","","$ 144.91","$ 256.70","","","0","B000W0BVYC","0809410343253","809410343253"
"Birkenstock Women's Florida Soft Footbed Sandal, Black Nubuck, 37 M EU/ 6-6.5 M US","","","$ 199.03","$ 226.80","$ 199.03","","1","B000K7OANG","0809410343550","809410343550"
"Birkenstock Women's Florida Soft Footbed Sandal, Black Nubuck, 38 M EU/ 7-7.5 M US","","","","$ 259.57","","","","B000K7H3JY","0809410343567, 4040714343563","809410343567"
"Birkenstock Women's Florida Soft Footbed Sandal, Black Nubuck, 42 N EU/ 11-11.5 N US","","","","$ 259.57","","","","B000JLMGEI","0809410343604","809410343604"
"Birkenstock Unisex Boston Soft Footbed, Taupe Suede, 35 N EU","","","$ 189.95","$ 285.52","$ 189.95","","5","B003S6P1AW","0809410343628","809410343628"
"Birkenstock Women's Boston SFB Clogs, Taupe, Tan, 7","","","$ 180.00","$ 283.99","$ 199.95","","3","B000JLOFXI","0809410343659","809410343659"
"Birkenstock Women's Boston SFB Clogs, Taupe, Tan, 8.5 Medium US","","","","$ 277.22","","","","B000JLOFXS","0809410343666","809410343666"
"Birkenstock Women's Boston SFB Clogs, Taupe, Tan, 4 Medium US","$ 155.00","","$ 155.00","$ 284.07","$ 155.00","","3","B000JLKFWS","0809410343673","809410343673"
"Birkenstock Unisex Boston Soft Footbed, Taupe Suede, 44 N EU","","","$ 199.00","$ 267.62","$ 199.00","","1","B000JLIDUO","0809410343710","809410343710"
"Birkenstock Unisex Boston Soft Footbed, Taupe Suede, 36 M EU","$ 157.95","","$ 157.95","$ 293.08","$ 157.95","","3","B000G6XE9M","0809410343758","809410343758"
"Birkenstock Men's Suede Soft Footbed Boston Clogs, Taupe, Tan, 8 Medium US","","","$ 199.00","$ 293.08","$ 199.00","","3","B000JIB6R4","0809410343802","809410343802"
"Birkenstock Men's Suede Soft Footbed Boston Clogs, Taupe, Tan, 11-11.5","","","$ 294.96","$ 296.78","$ 276.72","","1","B000G6XE8S","0809410343819","809410343819"
"Birkenstock Men's Suede Soft Footbed Boston Clogs, Taupe, Tan, 10 Medium US","","","","$ 304.00","","","","B000JIGEDA","0809410343826","809410343826"
"Birkenstock Men's Suede Soft Footbed Boston Clogs, Taupe, Tan, 13 Medium US","$ 190.00","","$ 190.00","$ 281.74","$ 190.00","","4","B000JLKFZA","0809410343857","809410343857"
"Birkenstock Classic Men's Boston Soft Clogs - Narrow, Mocha, Brown, 6-6.5 Narrow US","$ 140.00","$ 140.00","$ 140.00","$ 199.95","","","2","B000GLNXAM","0809410382610","809410382610"
"Birkenstock Classic Women's Boston Soft Clogs - Narrow, Mocha, Brown, 10-10.5 Medium US","","","$ 275.73","$ 288.55","$ 273.73","","1","B000GLROUC","0809410382634","809410382634"
"Birkenstock Classic Women's Boston Soft Clogs - Narrow, Mocha, Brown, 11-11.5 Medium US","$ 159.95","","$ 159.95","$ 199.99","$ 159.95","","3","B000GLPZUI","0809410382641","809410382641"
"Birkenstock 66046344 Boston Mocha Suede SFB 44","$ 180.00","","$ 179.00","$ 260.36","$ 179.00","","2","B000GLNXC0","0809410382665","809410382665"
"Birkenstock Unisex-Adult Boston SFB Heritage Leather Mocha Suede","$ 180.00","","$ 179.00","$ 267.62","","","1","B000JLKFTG","0809410382672","809410382672"
"Birkenstock Unisex Boston Soft Footbed, Mocha Suede, 46 N EU","$ 179.00","","$ 179.00","$ 280.73","$ 179.00","","3","B000JLOFVA","0809410382689","809410382689"
"Birkenstock 66046135 Boston Mocha Suede SFB 35","$ 179.00","","$ 179.00","$ 280.73","$ 179.00","","4","B000GLK8QY","0809410382696","809410382696"
"Birkenstock 66046136 Boston Mocha Suede SFB 36","$ 160.00","","$ 160.00","$ 281.41","$ 160.00","","2","B000GLROUW","0809410382702","809410382702"
"Birkenstock 66046138 Boston Mocha Suede SFB 38","$ 160.00","","$ 160.00","$ 280.65","$ 160.00","","4","B000GLROV6","0809410382726","809410382726"
"Birkenstock Men's Boston Soft Footbed Clogs, Mocha, Brown, 10-10.5 Women/8-8.5 Men","","","$ 179.00","$ 244.18","$ 179.00","","4","B000GLROW0","0809410382757","809410382757"
"Birkenstock Men's Boston Soft Footbed Clogs, Mocha, Brown, 11 Medium US","$ 165.95","","$ 160.00","$ 284.00","","","1","B000GLNXCK","0809410382788","809410382788"
"Birkenstock Men's Boston Soft Footbed Clogs, Mocha, Brown, 12 Medium US","$ 155.00","","$ 155.00","$ 189.99","$ 155.00","","3","B000KU7SXC","0809410382795","809410382795"
"Birkenstock Men's Boston Soft Footbed Clogs, Mocha, Brown, 13 Medium US","$ 160.00","","$ 160.00","$ 208.00","$ 160.00","","1","B000JLKFU0","0809410382801","809410382801"
"Birkenstock 66047335 Boston Black Suede SFB 35","$ 179.00","","$ 179.00","$ 280.73","$ 179.00","","2","B000GLPZWQ","0809410382818","809410382818"
"Birkenstock Women's Boston Soft Footbed Clogs, Black Suede, 6 Medium US","$ 157.95","","$ 157.85","$ 288.55","$ 157.85","","4","B000GLK8SC","0809410382832","809410382832"
"Birkenstock Women's Boston Soft Footbed Clogs, Black, 7-7.5 Narrow","$ 160.00","","$ 160.00","$ 280.72","$ 160.00","","2","B000GLPZXK","0809410382849","809410382849"
"Birkenstock Women's Boston Soft Footbed Clogs, Black Suede, 8 Medium US","","","$ 179.00","$ 280.73","$ 179.00","","2","B000GLNXD4","0809410382856","809410382856"
"Birkenstock Women's Boston Soft Footbed Clogs, Black Suede, 9 Medium US","","","$ 179.00","$ 280.73","$ 179.00","","3","B000GLROYI","0809410382863","809410382863"
"Birkenstock Women's Boston Soft Footbed Clogs, Black Suede, 10 Medium US","","","$ 219.95","$ 281.57","$ 219.95","","3","B000GLK8SW","0809410382870","809410382870"
"Birkenstock 66047342 Boston Black Suede SFB 42","$ 150.00","","$ 150.00","$ 199.95","$ 150.00","","2","B000GLK8T6","0809410382887, 4040714382883","809410382887"
"Birkenstock Men's Boston SFB Heritage Leather Black Suede, 12-12.5 Narrow","","","","$ 284.07","","","","B000JLOFVK","0809410382917","809410382917"
"Birkenstock Men's Boston SFB Heritage Leather Black Suede, 13-13.5 Narrow","$ 179.00","","$ 179.00","$ 267.62","$ 179.00","","1","B000JLOFW4","0809410382924","809410382924"
"Birkenstock 66047135 Boston Black Suede SFB 35","","","$ 179.00","$ 199.99","$ 179.00","","1","B000GLPZYO","0809410382931","809410382931"
"Birkenstock 66047138 Boston Black Suede SFB 38","$ 159.99","$ 159.99","$ 157.95","$ 267.62","","","2","B000GLK8TQ","0809410382962","809410382962"
"Birkenstock 66047140 Boston Black Suede SFB 40","","","$ 179.00","$ 209.00","$ 179.00","","1","B000GLK8UK","0809410382986","809410382986"
"Birkenstock Men's Boston Soft Footbed Clogs, Black, 11-11.5 Women/9-9.5 Men","$ 157.95","","$ 157.95","$ 286.21","$ 157.95","","2","B000GLNXES","0809410383006","809410383006"
"Birkenstock Men's Boston Soft Footbed Clogs, Black, 10 Medium US","$ 157.95","","$ 157.95","$ 280.73","$ 157.95","","3","B000GLK8V4","0809410383013","809410383013"
"Birkenstock 5301337 Florida SFB Black Bfl 37","$ 108.90","","$ 108.90","$ 235.00","","","0","B06XJLJQF2","0809410384621","809410384621"
"Birkenstock 5301339 Florida SFB Black Bfl 39","$ 109.90","","$ 109.90","$ 235.00","","","","B01I4AN75C","0809410384645","809410384645"
"Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 37 (US Women's 6-6.5) Regular","$ 98.95","$ 120.00","$ 98.95","$ 112.00","$ 99.95","","2","B06XDC6ZFG","0809410384713","809410384713"
"Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 39 (US Women's 8-8.5) Regular","","","$ 233.44","$ 233.44","$ 119.00","","1","B06XCXRR1H","0809410384737","809410384737"
"Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 40 (US Women's 9-9.5) Regular","","","","$ 181.72","","","","B06XDFCT9W","0809410384744","809410384744"
"Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 41 (US Women's 10-10.5) Regular","$ 128.12","","$ 128.12","$ 223.45","$ 135.00","","1","B06XD43PT6","0809410384751","809410384751"
"Birkenstock Florida Soft Footbed - Birko-Flor™ Black Birko-Flor™ 2 42 (US Women's 11-11.5) Regular","$ 116.00","","$ 116.00","$ 233.24","$ 116.00","","3","B06XDLG96Q","0809410384768","809410384768"
"Birkenstock 5301143 Florida SFB Black Bfl 43","$ 129.99","","$ 129.99","$ 220.36","$ 157.73","","2","B06XD45K2K","0809410384775","809410384775"
"Birkenstock Women's Arizona 36 Habana Oiled Leather","","","","$ 149.95","","","","B07N15BVY9","0809410437402","809410437402"
"Birkenstock Unisex Arizona Sandal,Habana Oiled Leather,36 M EU","$ 123.92","","$ 120.00","$ 221.91","$ 155.00","","2","B002LZUNJU","0809410437402","809410437402"
"Birkenstock Women's Arizona Habana Oiled Lea 36 R","$ 130.00","","$ 130.00","$ 163.99","$ 130.00","","2","B07N145L6Y","0809410437402","809410437402"
"Birkenstock Men's Arizona Habana Oiled Leather 37 R","$ 129.50","","$ 129.50","$ 221.22","$ 129.50","","3","B07N14YSTH","0809410437419","809410437419"
"Birkenstock Unisex Arizona Sandal,Habana Oiled Leather,37 M EU","$ 118.95","$ 130.00","$ 118.95","$ 195.58","$ 155.00","","1","B002LZUNKE","0809410437419","809410437419"
"Birkenstock Women's Arizona 38 Habana Oiled Leather","","","$ 137.36","$ 221.12","$ 137.36","","1","B07MZZ7VHV","0809410437426","809410437426"
"Birkenstock Womens Arizona Habana Leather Sandals 38 EU","$ 135.00","","$ 134.50","$ 135.44","$ 130.00","","2","B07N13PKHY","0809410437426","809410437426"
"Birkenstock Women's Arizona Sandal Habana Leather Size 39 M EU","","","","$ 129.95","","","","B07N151BC6","0809410437433","809410437433"
"Birkenstock Arizona Leather Sandal - Women's Habana Oiled Leather, 39.0","$ 129.95","","$ 126.95","$ 155.00","$ 126.95","","2","B07N14DS6M","0809410437433","809410437433"
"Birkenstock Women's Arizona Habana Oiled Lea 40 R","","","","$ 155.00","","","","B07N13S2WJ","0809410437440","809410437440"
"Birkenstock Women's Arizona Sandal Habana Leather Size 40 M EU","$ 120.00","","$ 120.00","$ 145.00","","","","B07N15JFZ8","0809410437440","809410437440"
"Birkenstock Men's Arizona Oiled Leather Sandals, Brown, 8 US","","","","$ 125.00","","","","B07N13V1RF","0809410437457","809410437457"
"Birkenstock Arizona Habana Womens Sandals Size 41 EU","","","$ 155.00","$ 166.49","$ 155.00","","1","B07N13RFC1","0809410437457","809410437457"
"Birkenstock Women's Arizona 42 Habana Oiled Leather","$ 120.00","","$ 120.00","$ 220.00","$ 155.00","","1","B07N13WLTN","0809410437464","809410437464"
"Birkenstock Arizona Leather Sandal - Men's Habana Oiled Leather, 43.0","$ 182.45","","$ 182.45","$ 250.67","$ 179.45","","3","B07N13VWV9","0809410437471","809410437471"
"Birkenstock Women's Arizona Habana Oiled Lea 43 R","$ 145.00","","$ 145.00","$ 157.38","","","1","B07N15CTNC","0809410437471","809410437471"
"Birkenstock Men's Arizona Sandal Habana Leather Size 44 M EU","","","","$ 135.00","","","","B07N152GCC","0809410437488","809410437488"
"Birkenstock Mens Arizona, Habana Leather, 44","","","$ 167.95","$ 170.53","","","0","B07N14KRBP","0809410437488","809410437488"
"Birkenstock Mens Arizona","","","$ 187.58","$ 187.58","$ 187.58","","1","B07N14KPLQ","0809410437495","809410437495"
"Birkenstock Mens Arizona, Habana Leather, 45","","","$ 182.45","$ 248.59","$ 180.45","","1","B07N14SNVP","0809410437495","809410437495"
