Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Custom_SKU,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Curr_Listed?,Buy Box ðŸšš: Stock,"New, 3rd Party FBM ðŸšš: 30 days avg.",Prime Eligible (Buy Box),Buy Box : Current,Buy Box : Stock,Buy Bo : Current,Buy Box ðŸšš: Current,Curr_match,Buy Box 🚚: Stock,"New, 3rd Party FBM 🚚: 30 days avg.",Buy Box 🚚: Current
"Tommy Hilfiger Boys' Short Sleeve Flag Crew Neck T-Shirt, Legacy White, 20",12112.0,12768.0,,,,47.01,,,-,,B07NFT64CD,0191647779609,GB191647779609,191647779609.0,B0CVB1FR5H,Tommy Hilfiger,,https://www.google.com/search?q=191647779609+Tommy+Hilfiger+Boys%27+Short+Sleeve+Flag+Crew+Neck+T-Shirt%2C+Legacy+White%2C+20&tbm=shop,Y,https://www.amazon.com/dp/B07NFT64CD?psc=1,"https://www.google.com/shopping/product/10399052210250424505/offers?q=191647779609&prds=cid:10399052210250424505,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Boys' Short Sleeve Flag Crew Neck T-Shirt, Legacy Grey Heather, 12-14",11835.0,11324.0,,2.0,34.82,48.44,,,-,1.0,B07NFTPPC2,0191647779722,GB191647779722,191647779722.0,B0CVB1FR5H,Tommy Hilfiger,,https://www.google.com/search?q=191647779722+Tommy+Hilfiger+Boys%27+Short+Sleeve+Flag+Crew+Neck+T-Shirt%2C+Legacy+Grey+Heather%2C+12-14&tbm=shop,Y,https://www.amazon.com/dp/B07NFTPPC2?psc=1,"https://www.google.com/shopping/product/15693812243923243942/offers?q=191647779722&prds=cid:15693812243923243942,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Boys' Short Sleeve Flag Crew Neck T-Shirt, Legacy Grey Heather, 8-10",13868.0,11884.0,,,34.82,48.82,,,-,1.0,B07NFSVXW1,0191647779739,GB191647779739,191647779739.0,B0CVB1FR5H,Tommy Hilfiger,,https://www.google.com/search?q=1.92E%2B11+Tommy+Hilfiger+Boys%27+Short+Sleeve+Flag+Crew+Neck+T-Shirt%2C+Legacy+Grey+Heather%2C+8-10&tbm=shop,Y,https://www.amazon.com/dp/B07NFSVXW1?psc=1,"https://www.google.com/shopping/product/14660518151386513653/offers?q=191647779739&prds=cid:14660518151386513653,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
Cole Haan Mens Zerogrand All Day Trainer Sneakers Shoes Casual - Black - Size 11.5 D,,,74.95,,74.95,220.0,,,AG670YE9WDQRF,,B07GT7922P,0192004191720,GB192004191720,192004191720.0,B07MTQNCC7,Cole Haan,,https://www.google.com/search?q=192004191720+Cole+Haan+Mens+Zerogrand+All+Day+Trainer+Sneakers+Shoes+Casual+-+Black+-+Size+11.5+D&tbm=shop,Y,https://www.amazon.com/dp/B07GT7922P?psc=1,"https://www.google.com/shopping/product/11133521775869019582/offers?q=192004191720&prds=cid:11133521775869019582,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Turf Trainer Sneaker, British tan Tumbled/British tan Suede, 7.5 M US",,,,,130.69,266.0,,,A3OOR97NQ72YX,,B07F6281SW,0192004211121,GB192004211121,192004211121.0,B07F5TYX77,Cole Haan,,https://www.google.com/search?q=192004211121+Cole+Haan+Men%27s+Grandpro+Turf+Trainer+Sneaker%2C+British+tan+Tumbled%2FBritish+tan+Suede%2C+7.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B07F6281SW?psc=1,"https://www.google.com/shopping/product/8484300970704153193/offers?q=192004211121&prds=cid:8484300970704153193,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Women's 2.Zerogrand Slotted Slide Sandal, Black Leather/Black, 7",656519.0,780006.0,,,89.99,150.0,,,A26R7LLAFTPC3U,1.0,B07P6C41DW,0192004231150,GB192004231150,192004231150.0,B08HSKKW8B,Cole Haan,,https://www.google.com/search?q=192004231150+Cole+Haan+Women%27s+2.Zerogrand+Slotted+Slide+Sandal%2C+Black+Leather%2FBlack%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B07P6C41DW?psc=1,"https://www.google.com/shopping/product/16399681306704240507/offers?q=192004231150&prds=cid:16399681306704240507,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Cole Haan Women's 2.Zerogrand Slotted Slide Sandal, BLACK LEATHER/BLACK, 7.5",,,,,89.99,150.0,,,A26R7LLAFTPC3U,,B07P793Z31,0192004231167,GB192004231167,192004231167.0,B08HSKKW8B,Cole Haan,,https://www.google.com/search?q=192004231167+Cole+Haan+Women%27s+2.Zerogrand+Slotted+Slide+Sandal%2C+BLACK+LEATHER%2FBLACK%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B07P793Z31?psc=1,"https://www.google.com/shopping/product/4600338370151883893/offers?q=192004231167&prds=cid:4600338370151883893,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Women's 2.Zerogrand Slotted Slide Sandal, Black Leather/Black, 8.5",,,,,89.99,150.0,,,A26R7LLAFTPC3U,,B07P6C432Q,0192004231181,GB192004231181,192004231181.0,B08HSKKW8B,Cole Haan,,https://www.google.com/search?q=192004231181+Cole+Haan+Women%27s+2.Zerogrand+Slotted+Slide+Sandal%2C+Black+Leather%2FBlack%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B07P6C432Q?psc=1,"https://www.google.com/shopping/product/12320593501993096528/offers?q=192004231181&prds=cid:12320593501993096528,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Women's Zerogrand Wing Oxford Closed Hole II, Woodbury Leather/Ivory, 9.5 B US",,,115.39,,115.39,216.0,,,-,,B07NGSQQWH,0192004238791,GB192004238791,192004238791.0,B07NYYPPQJ,Cole Haan,,https://www.google.com/search?q=192004238791+Cole+Haan+Women%27s+Zerogrand+Wing+Oxford+Closed+Hole+II%2C+Woodbury+Leather%2FIvory%2C+9.5+B+US&tbm=shop,Y,https://www.amazon.com/dp/B07NGSQQWH?psc=1,"https://www.google.com/shopping/product/11225570976132500487/offers?q=192004238791&prds=cid:11225570976132500487,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp Black Leather, 11",,,,,199.99,269.99,,,AE60DXUTMRRDB,,B07QCB44NS,0192004439266,GB192004439266,192004439266.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004439266+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+Black+Leather%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B07QCB44NS?psc=1,"https://www.google.com/shopping/product/2207644124718631326/offers?q=192004439266&prds=cid:2207644124718631326,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp Black Leather, 9 Wide",,,,,199.99,250.0,,,AE60DXUTMRRDB,,B07QD8RBV6,0192004439471,GB192004439471,192004439471.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004439471+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+Black+Leather%2C+9+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07QD8RBV6?psc=1,"https://www.google.com/shopping/product/1597844027246136605/offers?q=192004439471&prds=cid:1597844027246136605,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 10.5",,,,,199.99,442.64,,,AE60DXUTMRRDB,,B07QCB31XL,0192004441412,GB192004441412,192004441412.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441412+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+10.5&tbm=shop,Y,https://www.amazon.com/dp/B07QCB31XL?psc=1,"https://www.google.com/shopping/product/16863718779307188907/offers?q=192004441412&prds=cid:16863718779307188907,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 11",,,,,199.99,442.62,,,AE60DXUTMRRDB,,B07QFCX8NY,0192004441429,GB192004441429,192004441429.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441429+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B07QFCX8NY?psc=1,"https://www.google.com/shopping/product/13668896311991657524/offers?q=192004441429&prds=cid:13668896311991657524,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 11.5",,,,,199.99,442.62,,,AE60DXUTMRRDB,,B07QHMX2NT,0192004441436,GB192004441436,192004441436.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441436+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+11.5&tbm=shop,Y,https://www.amazon.com/dp/B07QHMX2NT?psc=1,"https://www.google.com/shopping/product/10727302045566606690/offers?q=192004441436&prds=cid:10727302045566606690,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 12",,,,,199.99,442.62,,,AE60DXUTMRRDB,,B07QCB45KG,0192004441443,GB192004441443,192004441443.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441443+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+12&tbm=shop,Y,https://www.amazon.com/dp/B07QCB45KG?psc=1,"https://www.google.com/shopping/product/8609937784035199120/offers?q=192004441443&prds=cid:8609937784035199120,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 9",,,,,199.99,442.64,,,AE60DXUTMRRDB,,B07QCB2ZS9,0192004441504,GB192004441504,192004441504.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441504+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B07QCB2ZS9?psc=1,"https://www.google.com/shopping/product/7122432426725161837/offers?q=192004441504&prds=cid:7122432426725161837,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Zerogrand Hiker Waterproof Hiking Boot, Wp British Tan Leather, 9.5",,,,,199.99,379.0,,,AE60DXUTMRRDB,,B07QGJ1NCQ,0192004441511,GB192004441511,192004441511.0,B07RCKP3RQ,Cole Haan,,https://www.google.com/search?q=192004441511+Cole+Haan+Men%27s+Zerogrand+Hiker+Waterproof+Hiking+Boot%2C+Wp+British+Tan+Leather%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B07QGJ1NCQ?psc=1,"https://www.google.com/shopping/product/8887319971722066285/offers?q=192004441511&prds=cid:8887319971722066285,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Jefferson Grand 2.0 Plain Oxford, Light Brown, 11 M US",416105.0,502096.0,109.97,1.0,109.97,290.89,,,AG670YE9WDQRF,1.0,B07M79WRYK,0192004481616,GB192004481616,192004481616.0,B07MMMTNTT,Cole Haan,,https://www.google.com/search?q=192004481616+Cole+Haan+Men%27s+Jefferson+Grand+2.0+Plain+Oxford%2C+Light+Brown%2C+11+M+US&tbm=shop,Y,https://www.amazon.com/dp/B07M79WRYK?psc=1,"https://www.google.com/shopping/product/14763905673514138127/offers?q=192004481616&prds=cid:14763905673514138127,cond:1",Egolovers,199.99,339.98,373.98,,N,V,0.0,,,,,,,,,,,
"Cole Haan womens Grandpro Spectator 2.0 Slip on Sneaker, Black Leather/Optic White, 8 US",407313.0,459966.0,109.95,10.0,109.95,184.47,,,AG670YE9WDQRF,1.0,B07TTK9TQJ,0192004562223,GB192004562223,192004562223.0,B07TWNSWST,Cole Haan,,https://www.google.com/search?q=192004562223+Cole+Haan+womens+Grandpro+Spectator+2.0+Slip+on+Sneaker%2C+Black+Leather%2FOptic+White%2C+8+US&tbm=shop,Y,https://www.amazon.com/dp/B07TTK9TQJ?psc=1,"https://www.google.com/shopping/product/12516223193457204297/offers?q=192004562223&prds=cid:12516223193457204297,cond:1",shoebacca.com,109.95,186.91,205.61,,N,V,0.0,,,,,,,,,,,
"Cole Haan Men's 2.Zerogrand Wing OX Oxford, Black Leather/Optic White, 11.5",,,,,171.79,250.0,,,-,,B08H4WYHFT,0192004615165,GB192004615165,192004615165.0,B0D28H48R9,Cole Haan,,https://www.google.com/search?q=192004615165+Cole+Haan+Men%27s+2.Zerogrand+Wing+OX+Oxford%2C+Black+Leather%2FOptic+White%2C+11.5&tbm=shop,Y,https://www.amazon.com/dp/B08H4WYHFT?psc=1,"https://www.google.com/shopping/product/4998584034208508893/offers?q=192004615165&prds=cid:4998584034208508893,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Cole Haan Men's 2.Zerogrand Wing OX Oxford, Black Leather/Optic White, 8.5",,,,,171.79,300.0,,,AJNSDDEKL0MDQ,,B08H4Q2WTT,0192004615226,GB192004615226,192004615226.0,B0D28H48R9,Cole Haan,,https://www.google.com/search?q=192004615226+Cole+Haan+Men%27s+2.Zerogrand+Wing+OX+Oxford%2C+Black+Leather%2FOptic+White%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B08H4Q2WTT?psc=1,"https://www.google.com/shopping/product/1864903219716259319/offers?q=192004615226&prds=cid:1864903219716259319,cond:1",Nordstrom Rack,99.97,169.95,186.94,171.69,Y,V,2.0,,,,,,,,,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, White, 11.5",,,159.95,,159.54,256.83,,,AJNSDDEKL0MDQ,,B07VYSY2DD,0192004647333,GB192004647333,192004647333.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647333+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+White%2C+11.5&tbm=shop,Y,https://www.amazon.com/dp/B07VYSY2DD?psc=1,"https://www.google.com/shopping/product/2505953654248471091/offers?q=192004647333&prds=cid:2505953654248471091,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, White, 14",,,159.95,,159.94,259.52,,,-,,B07VYRKX28,0192004647364,GB192004647364,192004647364.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647364+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+White%2C+14&tbm=shop,Y,https://www.amazon.com/dp/B07VYRKX28?psc=1,"https://www.google.com/shopping/product/3350573451908194998/offers?q=192004647364&prds=cid:3350573451908194998,cond:1",Zappos.com,159.95,271.91,299.11,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, White, 15",,,159.95,,159.95,259.52,,,AJNSDDEKL0MDQ,,B07VXR6BKQ,0192004647371,GB192004647371,192004647371.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647371+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+White%2C+15&tbm=shop,Y,https://www.amazon.com/dp/B07VXR6BKQ?psc=1,"https://www.google.com/shopping/product/1826489072657725064/offers?q=192004647371&prds=cid:1826489072657725064,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, White, 8.5",,,,,250.06,281.07,,,AJNSDDEKL0MDQ,,B07VYSZQ7M,0192004647418,GB192004647418,192004647418.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647418+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+White%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B07VYSZQ7M?psc=1,"https://www.google.com/shopping/product/12117120706517322238/offers?q=192004647418&prds=cid:12117120706517322238,cond:1",Cole Haan,160.0,272.0,299.2,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, White, 13 Wide",,,159.95,,159.95,256.83,,,AJNSDDEKL0MDQ,,B07VYTX8LX,0192004647494,GB192004647494,192004647494.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647494+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+White%2C+13+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07VYTX8LX?psc=1,"https://www.google.com/shopping/product/14281895091409586731/offers?q=192004647494&prds=cid:14281895091409586731,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, British Tan/Ivory, 14",,,159.99,,159.99,284.93,,,A2IM9PHK2JSLC3,,B07VNGR7R7,0192004647920,GB192004647920,192004647920.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004647920+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+British+Tan%2FIvory%2C+14&tbm=shop,Y,https://www.amazon.com/dp/B07VNGR7R7?psc=1,"https://www.google.com/shopping/product/14575809178086455851/offers?q=192004647920&prds=cid:14575809178086455851,cond:1",Dardano's Shoes,159.95,271.91,299.11,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, Navy Ink Nubuck, 11.5 Wide",,,,,256.83,259.54,,,-,,B07VMGWFJ6,0192004648316,GB192004648316,192004648316.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004648316+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+Navy+Ink+Nubuck%2C+11.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07VMGWFJ6?psc=1,"https://www.google.com/shopping/product/12625853787757877050/offers?q=192004648316&prds=cid:12625853787757877050,cond:1",eBay - masara602,68.99,117.28,129.01,256.73,Y,V,2.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, Navy Ink Nubuck, 14 Wide",,,,,256.83,256.83,,,-,,B07VNGSCHY,0192004648354,GB192004648354,192004648354.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004648354+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+Navy+Ink+Nubuck%2C+14+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07VNGSCHY?psc=1,"https://www.google.com/shopping/product/2741930265550794594/offers?q=192004648354&prds=cid:2741930265550794594,cond:1",Cole Haan,160.0,272.0,299.2,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grandpro Rally Laser Cut Sneaker, Ironstone/Optic White, 7 Wide",,,159.95,,159.95,340.4,,,AJNSDDEKL0MDQ,,B0824FKZKV,0192004648590,GB192004648590,192004648590.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004648590+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker%2C+Ironstone%2FOptic+White%2C+7+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0824FKZKV?psc=1,"https://www.google.com/shopping/product/17663837270177314190/offers?q=192004648590&prds=cid:17663837270177314190,cond:1",Zappos.com,159.95,271.91,299.11,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Women's Grandpro Rally Court Sneaker, Black/Optic White/Optic White, 9.5",790034.0,852977.0,59.95,12.0,59.95,251.0,,,A1G9RBEK6CB71F,3.0,B07VL5GYQY,0192004657745,GB192004657745,192004657745.0,B08CS9WHHV,Cole Haan,,https://www.google.com/search?q=192004657745+Cole+Haan+Women%27s+Grandpro+Rally+Court+Sneaker%2C+Black%2FOptic+White%2FOptic+White%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B07VL5GYQY?psc=1,"https://www.google.com/shopping/product/5070094779446492546/offers?q=192004657745&prds=cid:5070094779446492546,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Cole Haan Men's Grand Plus Essex Distance Oxford, Walnut Knit, 7",,,51.7,,51.7,140.0,,,APV6T4RKTKPW0,,B07VFVY7CD,0192004667904,GB192004667904,192004667904.0,B0CWLPRH3P,Cole Haan,,https://www.google.com/search?q=192004667904+Cole+Haan+Men%27s+Grand+Plus+Essex+Distance+Oxford%2C+Walnut+Knit%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B07VFVY7CD?psc=1,"https://www.google.com/shopping/product/8457251753219080595/offers?q=192004667904&prds=cid:8457251753219080595,cond:1",Dress Code,52.94,90.0,99.0,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Wyatt Penny Driver Driving Style Loafer, British TAN,12",,,96.99,,96.99,203.93,,,ADRHGNAK5VWYB,,B07TTDT8PV,0192004677132,GB192004677132,192004677132.0,B07TVFGDCW,Cole Haan,,https://www.google.com/search?q=192004677132+Cole+Haan+Men%27s+Wyatt+Penny+Driver+Driving+Style+Loafer%2C+British+TAN%2C12&tbm=shop,Y,https://www.amazon.com/dp/B07TTDT8PV?psc=1,"https://www.google.com/shopping/product/15059074344736025458/offers?q=192004677132&prds=cid:15059074344736025458,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Mens Originalgrand Ultra Wing Ox Oxford, Black Leather/Quiet Shade-Sleet, 8 Wide US",320455.0,309914.0,,,199.99,351.51,,,AE60DXUTMRRDB,1.0,B07VNGSLD6,0192004772776,GB192004772776,192004772776.0,B0CPJS6BS6,Cole Haan,,https://www.google.com/search?q=192004772776+Cole+Haan+Mens+Originalgrand+Ultra+Wing+Ox+Oxford%2C+Black+Leather%2FQuiet+Shade-Sleet%2C+8+Wide+US&tbm=shop,Y,https://www.amazon.com/dp/B07VNGSLD6?psc=1,"https://www.google.com/shopping/product/9560548000292256317/offers?q=192004772776&prds=cid:9560548000292256317,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
Cole Haan Men's Grandpro Rally Laser Cut Sneaker Dark Brown Handstain 12 D - Medium,44574.0,47807.0,,,,310.0,,,-,,B07VMGWSX4,0192004776194,GB192004776194,192004776194.0,B07X2VXQ63,Cole Haan,,https://www.google.com/search?q=192004776194+Cole+Haan+Men%27s+Grandpro+Rally+Laser+Cut+Sneaker+Dark+Brown+Handstain+12+D+-+Medium&tbm=shop,Y,https://www.amazon.com/dp/B07VMGWSX4?psc=1,"https://www.google.com/shopping/product/542998151512159489/offers?q=192004776194&prds=cid:542998151512159489,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Cole Haan Men's ORIGINALGRAND Ultra Wing OX Oxford, Monks Robe/Pumice Stone-Ivory, 10",,,,,197.99,302.03,,,AE60DXUTMRRDB,,B07VQMQT7C,0192004776439,GB192004776439,192004776439.0,B0CPJS6BS6,Cole Haan,,https://www.google.com/search?q=192004776439+Cole+Haan+Men%27s+ORIGINALGRAND+Ultra+Wing+OX+Oxford%2C+Monks+Robe%2FPumice+Stone-Ivory%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B07VQMQT7C?psc=1,"https://www.google.com/shopping/product/5069202623050579164/offers?q=192004776439&prds=cid:5069202623050579164,cond:1",Nordstrom,113.99,193.78,213.16,197.89,Y,V,2.0,,,,,,,,0.0,,,
"Cole Haan Men's Original Grand Ultra Oxford, Woodbury/Java, 13",,,199.5,,197.86,271.28,,,AE60DXUTMRRDB,,B07VMGW9P3,0192004776767,GB192004776767,192004776767.0,B0CPJS6BS6,Cole Haan,,https://www.google.com/search?q=192004776767+Cole+Haan+Men%27s+Original+Grand+Ultra+Oxford%2C+Woodbury%2FJava%2C+13&tbm=shop,Y,https://www.amazon.com/dp/B07VMGW9P3?psc=1,"https://www.google.com/shopping/product/9227995357590387110/offers?q=192004776767&prds=cid:9227995357590387110,cond:1",Cole Haan,198.0,336.6,370.26,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's ORIGINALGRAND Ultra Wing OX Oxford, Woodbury/Java, 7",339608.0,330963.0,197.99,1.0,197.99,351.51,,,AE60DXUTMRRDB,1.0,B07VLBJF2M,0192004776804,GB192004776804,192004776804.0,B0CPJS6BS6,Cole Haan,,https://www.google.com/search?q=192004776804+Cole+Haan+Men%27s+ORIGINALGRAND+Ultra+Wing+OX+Oxford%2C+Woodbury%2FJava%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B07VLBJF2M?psc=1,"https://www.google.com/shopping/product/15085933725267347904/offers?q=192004776804&prds=cid:15085933725267347904,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Cole Haan Men's ORIGINALGRAND Ultra Wing OX Oxford, Woodbury/Java, 7.5",358410.0,309887.0,156.71,1.0,156.71,351.51,,,A16HZ3J3WEU71V,1.0,B07VLBHPJ9,0192004776811,GB192004776811,192004776811.0,B0CPJS6BS6,Cole Haan,,https://www.google.com/search?q=192004776811+Cole+Haan+Men%27s+ORIGINALGRAND+Ultra+Wing+OX+Oxford%2C+Woodbury%2FJava%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B07VLBHPJ9?psc=1,"https://www.google.com/shopping/product/2013015444613080481/offers?q=192004776811&prds=cid:2013015444613080481,cond:1",Cole Haan,198.0,336.6,370.26,,N,V,0.0,,,,,,,,,,,
"Cole Haan Mens Grand Series Jensen Sneaker, Navy Ink,9",,,,,157.72,259.54,,,-,,B086WWQF5R,0192004814209,GB192004814209,192004814209.0,B086XDCH2X,Cole Haan,,https://www.google.com/search?q=192004814209+Cole+Haan+Mens+Grand+Series+Jensen+Sneaker%2C+Navy+Ink%2C9&tbm=shop,Y,https://www.amazon.com/dp/B086WWQF5R?psc=1,"https://www.google.com/shopping/product/16618932764087146606/offers?q=192004814209&prds=cid:16618932764087146606,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan Men's Grand Series Jensen Sneaker, BRITISH TAN,11",,,126.0,,126.0,165.3,,,-,,B086WW57CX,0192004814797,GB192004814797,192004814797.0,B086XDCH2X,Cole Haan,,https://www.google.com/search?q=192004814797+Cole+Haan+Men%27s+Grand+Series+Jensen+Sneaker%2C+BRITISH+TAN%2C11&tbm=shop,Y,https://www.amazon.com/dp/B086WW57CX?psc=1,"https://www.google.com/shopping/product/6839830576393268174/offers?q=192004814797&prds=cid:6839830576393268174,cond:1",,,,,,N,V,0.0,,,,,,,,0.0,,,
"Cole Haan mens Grandevolution Stitchlite Oxford, Marine Blue Knit, 12 US",,,124.62,,122.97,270.0,,,AG670YE9WDQRF,,B08D6Y92WC,0192004818122,GB192004818122,192004818122.0,B09NZ9GVFM,Cole Haan,,https://www.google.com/search?q=192004818122+Cole+Haan+mens+Grandevolution+Stitchlite+Oxford%2C+Marine+Blue+Knit%2C+12+US&tbm=shop,Y,https://www.amazon.com/dp/B08D6Y92WC?psc=1,"https://www.google.com/shopping/product/2233392666058732731/offers?q=192004818122&prds=cid:2233392666058732731,cond:1",Nordstrom Rack,109.97,186.95,205.64,,N,V,0.0,,,,,,,,0.0,,,
