Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Custom_SKU,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Blacklisted,Curr_Listed?,Buy Box ðŸšš: Stock,"New, 3rd Party FBM ðŸšš: 30 days avg.",Prime Eligible (Buy Box),Buy Box : Current,Buy Box : Stock,Buy Bo : Current,Buy Box ðŸšš: Current,Curr_match,Buy Box 🚚: Stock,"New, 3rd Party FBM 🚚: 30 days avg.",Buy Box 🚚: Current
"Tommy Hilfiger Men's Crew Sweatshirt (Medium, Grey)",484679.0,471588.0,45.98,1.0,41.16,69.99,,,A1UHXTO3R3LMBX,1.0,B082K6XJKL,0008763225678,GB008763225678,8763225678.0,B082K9KY43,Tommy Hilfiger,,https://www.google.com/search?q=8763225678+Tommy+Hilfiger+Men%27s+Crew+Sweatshirt+%28Medium%2C+Grey%29&tbm=shop,Y,https://www.amazon.com/dp/B082K6XJKL?psc=1,"https://www.google.com/shopping/product/16083135096320890139/offers?q=008763225678&prds=cid:16083135096320890139,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Button Down Shirt in Custom Fit, Blossom, MD",1287008.0,1196887.0,64.99,1.0,64.99,122.83,,,A1VB1EYNTDWCN4,1.0,B07XPRN2GV,0008763262857,GB008763262857,8763262857.0,B09C6YR6GL,Tommy Hilfiger,,https://www.google.com/search?q=8763262857+Tommy+Hilfiger+Men%27s+Short+Sleeve+Button+Down+Shirt+in+Custom+Fit%2C+Blossom%2C+MD&tbm=shop,Y,https://www.amazon.com/dp/B07XPRN2GV?psc=1,"https://www.google.com/shopping/product/4116892937716764630/offers?q=008763262857&prds=cid:4116892937716764630,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Button Down Shirt in Custom Fit, Tangerine Tango, SM",1311480.0,1201144.0,57.99,1.0,57.99,109.6,,,A1VB1EYNTDWCN4,1.0,B07XPX9XRY,0008763262987,GB008763262987,8763262987.0,B09C6YR6GL,Tommy Hilfiger,,https://www.google.com/search?q=8763262987+Tommy+Hilfiger+Men%27s+Short+Sleeve+Button+Down+Shirt+in+Custom+Fit%2C+Tangerine+Tango%2C+SM&tbm=shop,Y,https://www.amazon.com/dp/B07XPX9XRY?psc=1,"https://www.google.com/shopping/product/10162168999784888021/offers?q=008763262987&prds=cid:10162168999784888021,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Regular Short Sleeve Crewneck T Shirt with Pocket, Lemon Zest, XS",17861.0,23005.0,29.5,1.0,29.5,29.5,,,A2MNTTLXBY99QF,1.0,B07XPDSJDB,0008763270142,GB008763270142,8763270142.0,B0B1C99YPK,Tommy Hilfiger,,https://www.google.com/search?q=8763270142+Tommy+Hilfiger+Men%27s+Regular+Short+Sleeve+Crewneck+T+Shirt+with+Pocket%2C+Lemon+Zest%2C+XS&tbm=shop,Y,https://www.amazon.com/dp/B07XPDSJDB?psc=1,"https://www.google.com/shopping/product/6330964728212994980/offers?q=008763270142&prds=cid:6330964728212994980,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Stretch Chino Pants in Custom Fit, Spiced Coral, 34W X 34L",7035208.0,6837510.0,80.5,1.0,80.5,120,,,A3MXVU2Y0BWEIR,1.0,B07XJR4N3R,0008763298177,GB008763298177,8763298177.0,,Tommy Hilfiger,,https://www.google.com/search?q=8763298177+Tommy+Hilfiger+Men%27s+Stretch+Chino+Pants+in+Custom+Fit%2C+Spiced+Coral%2C+34W+X+34L&tbm=shop,Y,https://www.amazon.com/dp/B07XJR4N3R?psc=1,"https://www.google.com/shopping/product/5679014220003392152/offers?q=008763298177&prds=cid:5679014220003392152,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Long Sleeve Casual Button-down in Classic Fit Button Down Shirt, Beige Hilfiger, Small US",94330.0,88355.0,62.99,,62.99,69.99,,,A1VB1EYNTDWCN4,1.0,B0846KS4GG,0008763306995,GB008763306995,8763306995.0,B0C59MDR3Y,Tommy Hilfiger,,https://www.google.com/search?q=8763306995+Tommy+Hilfiger+mens+Long+Sleeve+Casual+Button-down+in+Classic+Fit+Button+Down+Shirt%2C+Beige+Hilfiger%2C+Small+US&tbm=shop,Y,https://www.amazon.com/dp/B0846KS4GG?psc=1,"https://www.google.com/shopping/product/12322155446711149283/offers?q=008763306995&prds=cid:12322155446711149283,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Mens TH Flex 5 Pocket Chino Pants (Sky Captain, 32Wx30L)",1408835.0,1500249.0,,,,79.99,,,-,,B0867NR4LQ,0008763325262,GB008763325262,8763325262.0,B0867PGS9H,Tommy Hilfiger,,https://www.google.com/search?q=8763325262+Tommy+Hilfiger+Mens+TH+Flex+5+Pocket+Chino+Pants+%28Sky+Captain%2C+32Wx30L%29&tbm=shop,Y,https://www.amazon.com/dp/B0867NR4LQ?psc=1,"https://www.google.com/shopping/product/1240678133300378570/offers?q=008763325262&prds=cid:1240678133300378570,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Mens Flat Front Academy Shorts (Mallet, 36W)",1686638.0,1641595.0,39.9,3.0,39.9,39.95,,,AC2TCRMMQCMQB,2.0,B08CSYTF4C,0008763325644,GB008763325644,8763325644.0,B087WJ6GDS,Tommy Hilfiger,,https://www.google.com/search?q=8763325644+Tommy+Hilfiger+Mens+Flat+Front+Academy+Shorts+%28Mallet%2C+36W%29&tbm=shop,Y,https://www.amazon.com/dp/B08CSYTF4C?psc=1,"https://www.google.com/shopping/product/7528514328892477720/offers?q=008763325644&prds=cid:7528514328892477720,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Short Sleeve Logo T-shirt T Shirt, Bright White, 4X-Large Tall US",17460.0,18930.0,21.99,1000.0,,49.5,,,-,1.0,B084KN2NCG,0008763326696,GB008763326696,8763326696.0,B0B15MDJKQ,Tommy Hilfiger,,https://www.google.com/search?q=8763326696+Tommy+Hilfiger+mens+Short+Sleeve+Logo+T-shirt+T+Shirt%2C+Bright+White%2C+4X-Large+Tall+US&tbm=shop,Y,https://www.amazon.com/dp/B084KN2NCG?psc=1,"https://www.google.com/shopping/product/12081729531945591337/offers?q=008763326696&prds=cid:12081729531945591337,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Signature Stripe T-Shirt, The Deep Black, X-Small",17346.0,19037.0,50.67,2.0,44.5,54.99,,,"A1DZESJ93XXY35, A48T25DC7FFOI",3.0,B081TV9WB8,0008763402499,GB008763402499,8763402499.0,B0B15MDJKQ,Tommy Hilfiger,,https://www.google.com/search?q=8763402499+Tommy+Hilfiger+Men%27s+Short+Sleeve+Signature+Stripe+T-Shirt%2C+The+Deep+Black%2C+X-Small&tbm=shop,Y,https://www.amazon.com/dp/B081TV9WB8?psc=1,"https://www.google.com/shopping/product/12081729531945591337/offers?q=008763402499&prds=cid:12081729531945591337,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
Tommy Hilfiger Prep Club Wallet-Continental Wallet-Geometric Jacquard Navy/White One Size,3823690.0,6609596.0,,,,127.06,,,-,,B0912QMKZZ,0008763432366,GB008763432366,8763432366.0,,Tommy Hilfiger,,https://www.google.com/search?q=8763432366+Tommy+Hilfiger+Prep+Club+Wallet-Continental+Wallet-Geometric+Jacquard+Navy%2FWhite+One+Size&tbm=shop,Y,https://www.amazon.com/dp/B0912QMKZZ?psc=1,"https://www.google.com/shopping/product/1856967929021062757/offers?q=008763432366&prds=cid:1856967929021062757,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Women's Zipped Wallet with Multiple Compartments, Multicolore, Taille unique, American",1362766.0,2308149.0,39.99,1.0,39.99,59.98,,,A2EQ9GJOHLLR6T,4.0,B0BJMRF7CD,0008763485829,GB008763485829,8763485829.0,B0BLKHMH47,Tommy Hilfiger,,https://www.google.com/search?q=8763485829+Tommy+Hilfiger+Women%27s+Zipped+Wallet+with+Multiple+Compartments%2C+Multicolore%2C+Taille+unique%2C+American&tbm=shop,Y,https://www.amazon.com/dp/B0BJMRF7CD?psc=1,"https://www.google.com/shopping/product/8094338529655302674/offers?q=008763485829&prds=cid:8094338529655302674,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Button Down Shirt in Custom Fit, Peacoat Blue, Small",1285502.0,1194368.0,53.99,1.0,53.99,69.5,,,A1VB1EYNTDWCN4,1.0,B08542KLL3,0008763541440,GB008763541440,8763541440.0,B09C6YR6GL,Tommy Hilfiger,,https://www.google.com/search?q=8763541440+Tommy+Hilfiger+Men%27s+Short+Sleeve+Button+Down+Shirt+in+Custom+Fit%2C+Peacoat+Blue%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B08542KLL3?psc=1,"https://www.google.com/shopping/product/4351410235089079914/offers?q=008763541440&prds=cid:4351410235089079914,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Stretch Waistband Shorts, Tommy White, XXL",485666.0,452005.0,39.99,2.0,39.99,124.91,,,A3IX9KRU50AS45,1.0,B084YYMMBT,0008763574974,GB008763574974,8763574974.0,B084ZRNM6W,Tommy Hilfiger,,https://www.google.com/search?q=8763574974+Tommy+Hilfiger+Men%27s+Stretch+Waistband+Shorts%2C+Tommy+White%2C+XXL&tbm=shop,Y,https://www.amazon.com/dp/B084YYMMBT?psc=1,"https://www.google.com/shopping/product/15293162221110202742/offers?q=008763574974&prds=cid:15293162221110202742,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Stretch Waistband Shorts, Barely Pink, XXL",506959.0,482459.0,22.51,5.0,22.51,59.5,,,ACTZ4HD4YIH8O,1.0,B084YQYPNK,0008763575322,GB008763575322,8763575322.0,B084ZRNM6W,Tommy Hilfiger,,https://www.google.com/search?q=8763575322+Tommy+Hilfiger+Men%27s+Stretch+Waistband+Shorts%2C+Barely+Pink%2C+XXL&tbm=shop,Y,https://www.amazon.com/dp/B084YQYPNK?psc=1,"https://www.google.com/shopping/product/15293162221110202742/offers?q=008763575322&prds=cid:15293162221110202742,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Signature Stripe Graphic T-Shirt, Golden Rod, XL",17654.0,18706.0,23.99,57.0,23.99,40.99,,,AM6N2HFGPSJN8,1.0,B08B46GNRN,0008763659961,GB008763659961,8763659961.0,B0B15MDJKQ,Tommy Hilfiger,,https://www.google.com/search?q=8763659961+Tommy+Hilfiger+Men%27s+Short+Sleeve+Signature+Stripe+Graphic+T-Shirt%2C+Golden+Rod%2C+XL&tbm=shop,Y,https://www.amazon.com/dp/B08B46GNRN?psc=1,"https://www.google.com/shopping/product/11423315679407163874/offers?q=008763659961&prds=cid:11423315679407163874,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Long Sleeve Logo Crewneck Sweatshirt, Bright White-pt, XXL",653809.0,570791.0,81.05,,81.05,146.6,,,-,2.0,B08C2666QZ,0008763666334,GB008763666334,8763666334.0,B09J2B2CV2,Tommy Hilfiger,,https://www.google.com/search?q=8763666334+Tommy+Hilfiger+Men%27s+Long+Sleeve+Logo+Crewneck+Sweatshirt%2C+Bright+White-pt%2C+XXL&tbm=shop,Y,https://www.amazon.com/dp/B08C2666QZ?psc=1,"https://www.google.com/shopping/product/5884704768978462606/offers?q=008763666334&prds=cid:5884704768978462606,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Tommy Jeans Short Sleeve Logo T Shirt, Bright White, Medium US",917008.0,939787.0,,,,59.95,,,-,1.0,B08B475HCN,0008763669328,GB008763669328,8763669328.0,B0CF5VG19T,TOMMY HILFIGER,,https://www.google.com/search?q=8763669328+Tommy+Hilfiger+mens+Tommy+Jeans+Short+Sleeve+Logo+T+Shirt%2C+Bright+White%2C+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B08B475HCN?psc=1,"https://www.google.com/shopping/product/2276192147448120891/offers?q=008763669328&prds=cid:2276192147448120891,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Essential Flag Logo T-shirt Polo Shirt, Th Deep Black, Medium US",773216.0,735826.0,34.99,2.0,34.99,50,,,A1VB1EYNTDWCN4,1.0,B08B4872T7,0008763674247,GB008763674247,8763674247.0,B08B4P92KV,Tommy Hilfiger,,https://www.google.com/search?q=8763674247+Tommy+Hilfiger+mens+Essential+Flag+Logo+T-shirt+Polo+Shirt%2C+Th+Deep+Black%2C+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B08B4872T7?psc=1,"https://www.google.com/shopping/product/10267747002048407010/offers?q=008763674247&prds=cid:10267747002048407010,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Short Sleeve Graphic T-shirt Polo Shirt, Th Deep Black, X-Large US",753349.0,714225.0,32.99,3.0,32.99,49.5,,,A1VB1EYNTDWCN4,1.0,B08B482GJ3,0008763674261,GB008763674261,8763674261.0,B08B4P92KV,Tommy Hilfiger,,https://www.google.com/search?q=8763674261+Tommy+Hilfiger+mens+Short+Sleeve+Graphic+T-shirt+Polo+Shirt%2C+Th+Deep+Black%2C+X-Large+US&tbm=shop,Y,https://www.amazon.com/dp/B08B482GJ3?psc=1,"https://www.google.com/shopping/product/7586455046132969676/offers?q=008763674261&prds=cid:7586455046132969676,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Essential Flag Logo T-Shirt, Tommy Blue, XL",840017.0,742922.0,35,1.0,35,39.5,,,A1VB1EYNTDWCN4,1.0,B08DFPBKFP,0008763674339,GB008763674339,8763674339.0,B08B4P92KV,Tommy Hilfiger,,https://www.google.com/search?q=8763674339+Tommy+Hilfiger+Men%27s+Essential+Flag+Logo+T-Shirt%2C+Tommy+Blue%2C+XL&tbm=shop,Y,https://www.amazon.com/dp/B08DFPBKFP?psc=1,"https://www.google.com/shopping/product/8186966291337851151/offers?q=008763674339&prds=cid:8186966291337851151,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Long Sleeve Button Down Shirt in Classic Fit, Bright White Tartan, XS",89279.0,86436.0,,,139.62,139.62,,,A20FLYA0IW2L9O,1.0,B08C2RCP1B,0008763680248,GB008763680248,8763680248.0,B0C59MDR3Y,Tommy Hilfiger,,https://www.google.com/search?q=8763680248+Tommy+Hilfiger+Men%27s+Long+Sleeve+Button+Down+Shirt+in+Classic+Fit%2C+Bright+White+Tartan%2C+XS&tbm=shop,Y,https://www.amazon.com/dp/B08C2RCP1B?psc=1,"https://www.google.com/shopping/product/7972410285533153723/offers?q=008763680248&prds=cid:7972410285533153723,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger mens Tommy Hilfiger Men's Stripe Crewneck Sweater, Rhubarb, XX-Large US",1096238.0,1063744.0,58.43,1.0,58.43,69.5,,,AM6N2HFGPSJN8,1.0,B08B47WN83,0008763682402,GB008763682402,8763682402.0,B08B4NC9GJ,Tommy Hilfiger,,https://www.google.com/search?q=8763682402+Tommy+Hilfiger+mens+Tommy+Hilfiger+Men%27s+Stripe+Crewneck+Sweater%2C+Rhubarb%2C+XX-Large+US&tbm=shop,Y,https://www.amazon.com/dp/B08B47WN83?psc=1,"https://www.google.com/shopping/product/8469986991914063363/offers?q=008763682402&prds=cid:8469986991914063363,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Solid Crewneck Sweater, B65 Charcoal Grey Heather, SM",248280.0,202275.0,59.91,1.0,59.91,59.99,,,A1DYJ8CF8LYLRQ,1.0,B08C271RCP,0008763695259,GB008763695259,8763695259.0,B07XV5L2S7,Tommy Hilfiger,,https://www.google.com/search?q=8763695259+Tommy+Hilfiger+Men%27s+Solid+Crewneck+Sweater%2C+B65+Charcoal+Grey+Heather%2C+SM&tbm=shop,Y,https://www.amazon.com/dp/B08C271RCP?psc=1,"https://www.google.com/shopping/product/11348278570329273622/offers?q=008763695259&prds=cid:11348278570329273622,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Solid Crewneck Sweater, Charcoal Grey Heather, X-Large",231785.0,204346.0,42.58,10.0,42.58,96.22,,,AM6N2HFGPSJN8,1.0,B08C2HQ4FX,0008763695280,GB008763695280,8763695280.0,B07XV5L2S7,Tommy Hilfiger,,https://www.google.com/search?q=8763695280+Tommy+Hilfiger+Men%27s+Solid+Crewneck+Sweater%2C+Charcoal+Grey+Heather%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B08C2HQ4FX?psc=1,"https://www.google.com/shopping/product/11671175424602421417/offers?q=008763695280&prds=cid:11671175424602421417,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Solid Crewneck Sweater, Charcoal Grey Heather, XX-Large",260794.0,209173.0,43.43,4.0,43.43,74.97,,,AM6N2HFGPSJN8,1.0,B08C2G22B9,0008763695297,GB008763695297,8763695297.0,B07XV5L2S7,Tommy Hilfiger,,https://www.google.com/search?q=8763695297+Tommy+Hilfiger+Men%27s+Solid+Crewneck+Sweater%2C+Charcoal+Grey+Heather%2C+XX-Large&tbm=shop,Y,https://www.amazon.com/dp/B08C2G22B9?psc=1,"https://www.google.com/shopping/product/11497337545940640546/offers?q=008763695297&prds=cid:11497337545940640546,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's 6 Pocket Stretch Cotton Cargo Shorts, Sky Captain, 30",147246.0,150547.0,43.02,1.0,43.02,118.29,,,-,1.0,B08PQ3ND7Y,0008763815671,GB008763815671,8763815671.0,B0C69Y69FP,Tommy Hilfiger,,https://www.google.com/search?q=8763815671+Tommy+Hilfiger+Men%27s+6+Pocket+Stretch+Cotton+Cargo+Shorts%2C+Sky+Captain%2C+30&tbm=shop,Y,https://www.amazon.com/dp/B08PQ3ND7Y?psc=1,"https://www.google.com/shopping/product/17379201754694187302/offers?q=008763815671&prds=cid:17379201754694187302,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Casual Button Down Shirt in Classic Fit, Sky Captain, Small",59656.0,71550.0,58.49,1.0,58.49,59.5,,,APV6T4RKTKPW0,1.0,B08PW57Y29,0008763824765,GB008763824765,8763824765.0,B0CM1KQZKD,Tommy Hilfiger,,https://www.google.com/search?q=8763824765+Tommy+Hilfiger+Men%27s+Short+Sleeve+Casual+Button+Down+Shirt+in+Classic+Fit%2C+Sky+Captain%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B08PW57Y29?psc=1,"https://www.google.com/shopping/product/1827258929823607709/offers?q=008763824765&prds=cid:1827258929823607709,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Casual Button-Down Shirt in Classic Fit, Tigerlily, Medium",59241.0,71167.0,54.99,1.0,54.99,59.5,,,A1VB1EYNTDWCN4,1.0,B08PW65N79,0008763824918,GB008763824918,8763824918.0,B0CM1KQZKD,Tommy Hilfiger,,https://www.google.com/search?q=8763824918+Tommy+Hilfiger+Men%27s+Short+Sleeve+Casual+Button-Down+Shirt+in+Classic+Fit%2C+Tigerlily%2C+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08PW65N79?psc=1,"https://www.google.com/shopping/product/12881268191052357160/offers?q=008763824918&prds=cid:12881268191052357160,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Jogger Sweatpants, Fleet Blue Heather, XXL",211999.0,153954.0,,,75,75,,,A3MXVU2Y0BWEIR,1.0,B08PQ3CFS2,0008763831367,GB008763831367,8763831367.0,B09JGCGYY9,Tommy Hilfiger,,https://www.google.com/search?q=8763831367+Tommy+Hilfiger+Men%27s+Jogger+Sweatpants%2C+Fleet+Blue+Heather%2C+XXL&tbm=shop,Y,https://www.amazon.com/dp/B08PQ3CFS2?psc=1,"https://www.google.com/shopping/product/15509565940722457776/offers?q=008763831367&prds=cid:15509565940722457776,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Big and Tall Iconic Long Sleeve Button Down Shirt in Custom Fit, Hydrangea Blue, 2XL-TL",2747400.0,3239787.0,79.73,,79.73,99,,,-,,B08PW5XK7N,0008763832494,GB008763832494,8763832494.0,B08PXC5GVZ,Tommy Hilfiger,,https://www.google.com/search?q=8763832494+Tommy+Hilfiger+Men%27s+Big+and+Tall+Iconic+Long+Sleeve+Button+Down+Shirt+in+Custom+Fit%2C+Hydrangea+Blue%2C+2XL-TL&tbm=shop,Y,https://www.amazon.com/dp/B08PW5XK7N?psc=1,"https://www.google.com/shopping/product/3353177482654854962/offers?q=008763832494&prds=cid:3353177482654854962,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Iconic Long Sleeve Button Down Shirt in Custom Fit, Light Chambray WASH, Large",3053645.0,2950596.0,,1.0,,127.58,,,-,1.0,B08PW3YF58,0008763858470,GB008763858470,8763858470.0,B08PXBRFDD,Tommy Hilfiger,,https://www.google.com/search?q=8763858470+Tommy+Hilfiger+Men%27s+Iconic+Long+Sleeve+Button+Down+Shirt+in+Custom+Fit%2C+Light+Chambray+WASH%2C+Large&tbm=shop,Y,https://www.amazon.com/dp/B08PW3YF58?psc=1,"https://www.google.com/shopping/product/7024594113638651378/offers?q=008763858470&prds=cid:7024594113638651378,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Mini Flag Classic Baseball Cap, Sky Captain, OS",523289.0,383698.0,,1.0,,88.13,,,-,1.0,B08R5DMY1G,0008763869940,GB008763869940,8763869940.0,B08R5589SN,Tommy Hilfiger,,https://www.google.com/search?q=8763869940+Tommy+Hilfiger+Men%27s+Mini+Flag+Classic+Baseball+Cap%2C+Sky+Captain%2C+OS&tbm=shop,Y,https://www.amazon.com/dp/B08R5DMY1G?psc=1,"https://www.google.com/shopping/product/8232375123759239535/offers?q=008763869940&prds=cid:8232375123759239535,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Long Sleeve Crewneck Cotton T-Shirt, BRIGHT WHITE, X-Large",855907.0,677515.0,,,58.34,58.34,,,A20FLYA0IW2L9O,1.0,B08PW6BLBY,0008763899800,GB008763899800,8763899800.0,B08PXBRFL5,Tommy Hilfiger,,https://www.google.com/search?q=8763899800+Tommy+Hilfiger+Men%27s+Long+Sleeve+Crewneck+Cotton+T-Shirt%2C+BRIGHT+WHITE%2C+X-Large&tbm=shop,Y,https://www.amazon.com/dp/B08PW6BLBY?psc=1,"https://www.google.com/shopping/product/9407718372713422494/offers?q=008763899800&prds=cid:9407718372713422494,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Small",47499.0,55660.0,59.99,30.0,54.99,87.69,,,A2PDTOPRYPQ02I,2.0,B08PW64834,0008763899985,GB008763899985,8763899985.0,B0C6H6845X,Tommy Hilfiger,,https://www.google.com/search?q=8763899985+Tommy+Hilfiger+Men%27s+Short+Sleeve+Moisture+Wicking+Stretch+Polo+Shirt+with+Quick+Dry+%2B+UV+Protection%2C+B10+Grey+Heather%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B08PW64834?psc=1,"https://www.google.com/shopping/product/6183423093708752471/offers?q=008763899985&prds=cid:6183423093708752471,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Medium",49867.0,52892.0,56.44,3.0,49.99,59.5,,,"A2PDTOPRYPQ02I, A48T25DC7FFOI",2.0,B08PW6HGTB,0008763899992,GB008763899992,8763899992.0,B0C6H6845X,Tommy Hilfiger,,https://www.google.com/search?q=8763899992+Tommy+Hilfiger+Men%27s+Short+Sleeve+Moisture+Wicking+Stretch+Polo+Shirt+with+Quick+Dry+%2B+UV+Protection%2C+B10+Grey+Heather%2C+Medium&tbm=shop,Y,https://www.amazon.com/dp/B08PW6HGTB?psc=1,"https://www.google.com/shopping/product/10086897761750265716/offers?q=008763899992&prds=cid:10086897761750265716,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Large",49461.0,53939.0,56.44,30.0,49.99,99.96,,,"A2PDTOPRYPQ02I, A48T25DC7FFOI",2.0,B08PW5NQ3W,0008763900001,GB008763900001,8763900001.0,B0C6H6845X,Tommy Hilfiger,,https://www.google.com/search?q=8763900001+Tommy+Hilfiger+Men%27s+Short+Sleeve+Moisture+Wicking+Stretch+Polo+Shirt+with+Quick+Dry+%2B+UV+Protection%2C+B10+Grey+Heather%2C+Large&tbm=shop,Y,https://www.amazon.com/dp/B08PW5NQ3W?psc=1,"https://www.google.com/shopping/product/4931259983765257886/offers?q=008763900001&prds=cid:4931259983765257886,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, 2X-Large",47601.0,55352.0,59.99,20.0,54.99,59.5,,,A2PDTOPRYPQ02I,2.0,B08PW46XSF,0008763900025,GB008763900025,8763900025.0,B0C6H6845X,Tommy Hilfiger,,https://www.google.com/search?q=8763900025+Tommy+Hilfiger+Men%27s+Short+Sleeve+Moisture+Wicking+Stretch+Polo+Shirt+with+Quick+Dry+%2B+UV+Protection%2C+B10+Grey+Heather%2C+2X-Large&tbm=shop,Y,https://www.amazon.com/dp/B08PW46XSF?psc=1,"https://www.google.com/shopping/product/3318423683487500750/offers?q=008763900025&prds=cid:3318423683487500750,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
"Tommy Hilfiger Men's Short Sleeve Stretch Pique Polo Shirt in Slim Fit, Light Gray Heather, XL",105378.0,112033.0,59.44,20.0,52.99,52.99,,,"A2PDTOPRYPQ02I, A48T25DC7FFOI",3.0,B08YLYLVSS,0008763904733,GB008763904733,8763904733.0,B07Y44PF8R,Tommy Hilfiger,,https://www.google.com/search?q=8763904733+Tommy+Hilfiger+Men%27s+Short+Sleeve+Stretch+Pique+Polo+Shirt+in+Slim+Fit%2C+Light+Gray+Heather%2C+XL&tbm=shop,Y,https://www.amazon.com/dp/B08YLYLVSS?psc=1,"https://www.google.com/shopping/product/7093616524078490664/offers?q=008763904733&prds=cid:7093616524078490664,cond:1",,,,,,N,V,0.0,,,,,,,,,,,
