Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Black_list,PID
"New Balance Women's 237 V1 Classic Sneaker, Rain Cloud/Daydream, 6",1139649,1735511,,,154.99,,,A2B9B9OGF1VYTL,1,B096NKV6BN,195907763797,195907763797,B08M39MS47,New Balance,,GB195907763797,https://www.google.com/search?q=195907763797+New+Balance+Women%27s+237+V1+Classic+Sneaker%2C+Rain+Cloud%2FDaydream%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B096NKV6BN?psc=1,"https://www.google.com/shopping/product/2981285799641893640/offers?q=195907763797&prds=cid:2981285799641893640,cond:1",L.L.Bean,79.99,135.98,151.18,153.99,Y,V,3818504350968363361
"New Balance Girls 574 V1 Fashion Metallic Lace-Up Sneaker, Summer Fog/Paradise Pink/White Mint, 13 Wide Little Kid",68347,70000,,,140.34,,$140.34 ,A2B9B9OGF1VYTL,1,B08BNKFRF9,194768845338,194768845338,B093F9MFKW,New Balance,no,GB194768845338,https://www.google.com/search?q=194768845338+New+Balance+Girls+574+V1+Fashion+Metallic+Lace-Up+Sneaker%2C+Summer+Fog%2FParadise+Pink%2FWhite+Mint%2C+13+Wide+Little+Kid&tbm=shop,Y,https://www.amazon.com/dp/B08BNKFRF9?psc=1,"https://www.google.com/shopping/product/14295290582326723193/offers?q=194768845338&prds=cid:14295290582326723193,cond:1",Zappos.com,79.95,135.91,151.11,139.34,Y,V,3739695940279377232
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Black/Thunder/White, 10.5 X-Wide",2504,2420,,,,,,-,,B096N6VCRX,195907632932,195907632932,B096NKPSY5,New Balance,,GB195907632932,https://www.google.com/search?q=195907632932+New+Balance+Men%27s+Fresh+Foam+X+1080+V12+Running+Shoe%2C+Black%2FThunder%2FWhite%2C+10.5+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B096N6VCRX?psc=1,"https://www.google.com/shopping/product/198788508837521038/offers?q=195907632932&prds=cid:198788508837521038,cond:1",DICK'S Sporting Goods,124.99,212.48,236.23,236.23,Y,V,3722533041398661458
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Black/Magnet/Electric Red, 11 Wide",1436,1373,,,,,,-,,B09H3NDW3Z,196307404051,196307404051,B09K52X9QR,New Balance,yes,GB196307404051,https://www.google.com/search?q=196307404051+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Black%2FMagnet%2FElectric+Red%2C+11+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09H3NDW3Z?psc=1,"https://www.google.com/shopping/product/10534564854253063369/offers?q=196307404051&prds=cid:10534564854253063369,cond:1",New Balance,65.94,112.1,124.63,124.63,Y,V,365075667330401458
"New Balance Women's Made in US 990 V5 Sneaker, Black/Silver, 10.5 Wide",58654,53472,,,,,,-,,B07C7RSH6Y,192662914877,192662914877,B08986L1PD,New Balance,,GB192662914877,https://www.google.com/search?q=192662914877+New+Balance+Women%27s+Made+in+US+990+V5+Sneaker%2C+Black%2FSilver%2C+10.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07C7RSH6Y?psc=1,"https://www.google.com/shopping/product/14506024388585413147/offers?q=192662914877&prds=cid:14506024388585413147,cond:1",ShoeStores.com,159.99,271.98,302.38,302.38,Y,V,3624545361339807699
"New Balance Unisex-Adult BB480 V1 Sneaker, White/Black, 7.5",13064,14273,,,168.09,,,AYN5A0CZC142X,2,B0BJ7HYLPW,196652948286,196652948286,B09YB6J65L,New Balance,,GB196652948286,https://www.google.com/search?q=196652948286+New+Balance+Unisex-Adult+BB480+V1+Sneaker%2C+White%2FBlack%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7HYLPW?psc=1,"https://www.google.com/shopping/product/4575391471836527594/offers?q=196652948286&prds=cid:4575391471836527594,cond:1",New Balance,89.99,152.98,170.08,167.09,Y,V,361277597577588953
"New Balance Men's Fresh Foam 3000 V5 Metal Baseball Shoe, Synthetic White, 5 Wide",95140,140810,,,,,,A1B43WMIJ58I3U,2,B0815W5Z46,194389578929,194389578929,B08R1LKMQF,New Balance,,GB194389578929,https://www.google.com/search?q=194389578929+New+Balance+Men%27s+Fresh+Foam+3000+V5+Metal+Baseball+Shoe%2C+Synthetic+White%2C+5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0815W5Z46?psc=1,"https://www.google.com/shopping/product/9071176987435926733/offers?q=194389578929&prds=cid:9071176987435926733,cond:1",New Balance,109.99,186.98,207.88,207.88,Y,V,3612657808165548521
"New Balance Boy's 515 V1 New-b Hook and Loop Sneaker, Artic Grey/Team Royal, 4.5 Toddler",254592,89577,,,,,,-,,B0BJ76XVFD,196941202303,196941202303,B0CVN758R2,New Balance,,GB196941202303,https://www.google.com/search?q=196941202303+New+Balance+Boy%27s+515+V1+New-b+Hook+and+Loop+Sneaker%2C+Artic+Grey%2FTeam+Royal%2C+4.5+Toddler&tbm=shop,Y,https://www.amazon.com/dp/B0BJ76XVFD?psc=1,"https://www.google.com/shopping/product/14075816611138709449/offers?q=196941202303&prds=cid:14075816611138709449,cond:1",Zappos.com,56.7,96.39,107.16,107.16,Y,V,359443121004216355
"New Balance Women's Fresh Foam Roav V1 Sneaker, Whisper Grey/Oyster Pink, 7",262,516,,,,,,-,,B08KGYCLWK,195481453930,195481453930,B089S7TS2F,New Balance,,GB195481453930,https://www.google.com/search?q=195481453930+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Whisper+Grey%2FOyster+Pink%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B08KGYCLWK?psc=1,"https://www.google.com/shopping/product/7707576542449070266/offers?q=195481453930&prds=cid:7707576542449070266,cond:1",Shoe Carnival,79.98,135.97,151.16,151.16,Y,V,3470160925686395823
"New Balance Mens Fresh Foam Running Shoes, 880V11, Sulphur Yellow/DEEP Ocean Grey, 9.5",66275,70809,,,176.93,,,A2B9B9OGF1VYTL,1,B093ZRZL4Y,195481416546,195481416546,B08T5QPWY7,New Balance,,GB195481416546,https://www.google.com/search?q=195481416546+New+Balance+Mens+Fresh+Foam+Running+Shoes%2C+880V11%2C+Sulphur+Yellow%2FDEEP+Ocean+Grey%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B093ZRZL4Y?psc=1,"https://www.google.com/shopping/product/18266476182389512418/offers?q=195481416546&prds=cid:18266476182389512418,cond:1",Confluence Running,94.88,161.3,179.32,175.93,Y,V,3454562764494848528
"New Balance Women's Fresh Foam SPT V4 Running Shoe, Raincloud/Gum 020/Washed Pink, 7.5",23231,22985,,,,,,-,,B09YGPHN1F,196432946587,196432946587,B09YH7679P,New Balance,yes,GB196432946587,https://www.google.com/search?q=196432946587+New+Balance+Women%27s+Fresh+Foam+SPT+V4+Running+Shoe%2C+Raincloud%2FGum+020%2FWashed+Pink%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B09YGPHN1F?psc=1,"https://www.google.com/shopping/product/5122755154514608025/offers?q=196432946587&prds=cid:5122755154514608025,cond:1",Karavel Shoes,92.5,157.25,174.82,174.82,Y,V,3164794584616026733
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Night Tide/Blue, 6.5 Wide",273,532,,10,,,,-,0,B093QJHW5Y,195907563243,195907563243,B089S7TS2F,New Balance,,GB195907563243,https://www.google.com/search?q=195907563243+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Night+Tide%2FBlue%2C+6.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B093QJHW5Y?psc=1,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563243&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y,V,3132781547025229292
"New Balance Kid's Fresh Foam Roav V1 Lace-up Running Shoe Running Shoe, Harbor Grey/Neon Dragonfly/Cosmic Pineapple, 7 Wide Big Kid",13384,24145,,,,,,-,,B0B39R5QYS,196652356944,196652356944,B0BPJ3HMYP,New Balance,,GB196652356944,https://www.google.com/search?q=196652356944+New+Balance+Kid%27s+Fresh+Foam+Roav+V1+Lace-up+Running+Shoe+Running+Shoe%2C+Harbor+Grey%2FNeon+Dragonfly%2FCosmic+Pineapple%2C+7+Wide+Big+Kid&tbm=shop,Y,https://www.amazon.com/dp/B0B39R5QYS?psc=1,"https://www.google.com/shopping/product/5244419625369325313/offers?q=196652356944&prds=cid:5244419625369325313,cond:1",New Balance,59.94,101.9,113.29,113.29,Y,V,3091470003848660128
"New Balance Men's Fresh Foam 3000 V5 Metal Baseball Shoe, Synthetic Black, 7 Wide",99924,151244,,,,,,-,0,B0815VFVCW,194389576918,194389576918,B08R1LKMQF,New Balance,yes,GB194389576918,https://www.google.com/search?q=194389576918+New+Balance+Men%27s+Fresh+Foam+3000+V5+Metal+Baseball+Shoe%2C+Synthetic+Black%2C+7+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0815VFVCW?psc=1,"https://www.google.com/shopping/product/15558652054792971667/offers?q=194389576918&prds=cid:15558652054792971667,cond:1",New Balance,87.99,149.58,166.3,166.3,Y,V,3081854306813305260
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, Black/Phantom, 8 XW",46359,56202,,,,,,-,,B096WKQVSD,195481446727,195481446727,B0B8THVT7V,New Balance,,GB195481446727,https://www.google.com/search?q=195481446727+New+Balance+Women%27s+Fresh+Foam+X+860+V12+Running+Shoe%2C+Black%2FPhantom%2C+8+XW&tbm=shop,Y,https://www.amazon.com/dp/B096WKQVSD?psc=1,"https://www.google.com/shopping/product/6758981166364706145/offers?q=195481446727&prds=cid:6758981166364706145,cond:1",Chiappetta Shoes,125.47,213.3,237.14,237.14,Y,V,3071137731849811829
"New Balance Men's 574 V2 Evergreen Sneaker, Grey/Grey, 14",54996,52356,,,174.97,,,A2B9B9OGF1VYTL,1,B06Y2ZQFPJ,739655800658,739655800658,B07KYSSC9C,New Balance,,GB739655800658,https://www.google.com/search?q=739655800658+New+Balance+Men%27s+574+V2+Evergreen+Sneaker%2C+Grey%2FGrey%2C+14&tbm=shop,Y,https://www.amazon.com/dp/B06Y2ZQFPJ?psc=1,"https://www.google.com/shopping/product/17473517607712303173/offers?q=739655800658&prds=cid:17473517607712303173,cond:1",New Balance,99.99,169.98,188.98,173.97,Y,V,3030137663923056676
"New Balance Men's Fresh Foam X 860 V12 Running Shoe, Black/Eclipse, 9 XW",34929,49495,,,,,,-,,B096WKX512,195481439903,195481439903,B0B9BRT7LY,New Balance,,GB195481439903,https://www.google.com/search?q=195481439903+New+Balance+Men%27s+Fresh+Foam+X+860+V12+Running+Shoe%2C+Black%2FEclipse%2C+9+XW&tbm=shop,Y,https://www.amazon.com/dp/B096WKX512?psc=1,"https://www.google.com/shopping/product/13872860547396705390/offers?q=195481439903&prds=cid:13872860547396705390,cond:1",Running Room USA,110,187,207.9,207.9,Y,V,3017651708457958534
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Angora/Gum, 10.5 Wide",1078,1767,,,,,,-,,B09XRDJW13,196432835119,196432835119,B096PR9JCT,New Balance,,GB196432835119,https://www.google.com/search?q=196432835119+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Angora%2FGum%2C+10.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09XRDJW13?psc=1,"https://www.google.com/shopping/product/17910692258860427516/offers?q=196432835119&prds=cid:17910692258860427516,cond:1",Peltz Shoes,84.95,144.41,160.56,160.56,Y,V,2965845494031147856
"New Balance Boy's Kids 237 Bungee Sneaker, Black/Team Carolina, 3 Little",506647,197580,,,96.16,,,-,0,B096NDFY8B,195907507582,195907507582,B0BZQNWFYJ,New Balance,,GB195907507582,https://www.google.com/search?q=195907507582+New+Balance+Boy%27s+Kids+237+Bungee+Sneaker%2C+Black%2FTeam+Carolina%2C+3+Little&tbm=shop,Y,https://www.amazon.com/dp/B096NDFY8B?psc=1,"https://www.google.com/shopping/product/1561613478339347997/offers?q=195907507582&prds=cid:1561613478339347997,cond:1",Famous Footwear,55.98,95.17,105.8,95.16,Y,V,2747703938628809472
"New Balance Men's 1540 V3 Running Shoe, Grey/Black, 9 Wide",22973,27937,,,,,,-,,B07RMVNGP6,193684556434,193684556434,B07SBTGNWK,New Balance,,GB193684556434,https://www.google.com/search?q=193684556434+New+Balance+Men%27s+1540+V3+Running+Shoe%2C+Grey%2FBlack%2C+9+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07RMVNGP6?psc=1,"https://www.google.com/shopping/product/6390971745722056394/offers?q=193684556434&prds=cid:6390971745722056394,cond:1",Holabird Sports,179.95,305.91,340.11,340.11,Y,V,2715441132978514998
"New Balance Women's 237 Laceup Sneakers, Mushroom/Space Pink, 5.5 Medium US",2310,3755,,,129.32,,,ANZYNJW9IIF9C,1,B09LZ3G6CS,195481235901,195481235901,B08M39MS47,New Balance,,GB195481235901,https://www.google.com/search?q=195481235901+New+Balance+Women%27s+237+Laceup+Sneakers%2C+Mushroom%2FSpace+Pink%2C+5.5+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B09LZ3G6CS?psc=1,"https://www.google.com/shopping/product/16423603257043477563/offers?q=195481235901&prds=cid:16423603257043477563,cond:1",ssense.com,70,119,132.3,128.32,Y,V,2641834179017062664
"New Balance Men's Fresh Foam Garoe Mid V1 Trail Running Shoe, Shadow Grey/Grey Matter/Blaze Orange, 9 X-Wide",44708,59727,,,,,,-,,B0BJ7H55ZW,196941166001,196941166001,B0C78RPMBS,New Balance,,GB196941166001,https://www.google.com/search?q=196941166001+New+Balance+Men%27s+Fresh+Foam+Garoe+Mid+V1+Trail+Running+Shoe%2C+Shadow+Grey%2FGrey+Matter%2FBlaze+Orange%2C+9+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7H55ZW?psc=1,"https://www.google.com/shopping/product/10703485580902198249/offers?q=196941166001&prds=cid:10703485580902198249,cond:1",Nordstrom Rack,105.97,180.15,200.28,200.28,Y,V,2602633878504505841
"New Balance Men's FreezeLX V4 Low Lacrosse Shoe, Bright Lapis/Sky Blue/Polar Blue, 8",23287,55169,,,188.97,,,-,0,B09K4T5H2W,196307535847,196307535847,B09K54QPNJ,New Balance,,GB196307535847,https://www.google.com/search?q=196307535847+New+Balance+Men%27s+FreezeLX+V4+Low+Lacrosse+Shoe%2C+Bright+Lapis%2FSky+Blue%2FPolar+Blue%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B09K4T5H2W?psc=1,"https://www.google.com/shopping/product/12475287934439695170/offers?q=196307535847&prds=cid:12475287934439695170,cond:1",New Balance,104.99,178.48,198.43,187.97,Y,V,2543364522157625250
"New Balance Women's Fresh Foam 680 V7 Running Shoe, Logwood/Ocean Grey, 9 Wide",6546,7708,,,,,,-,,B08P2BYT6R,195481316679,195481316679,B08M4R6YKJ,New Balance,,GB195481316679,https://www.google.com/search?q=195481316679+New+Balance+Women%27s+Fresh+Foam+680+V7+Running+Shoe%2C+Logwood%2FOcean+Grey%2C+9+Wide&tbm=shop,Y,https://www.amazon.com/dp/B08P2BYT6R?psc=1,"https://www.google.com/shopping/product/17499647842183594902/offers?q=195481316679&prds=cid:17499647842183594902,cond:1",Rack Room Shoes,79.97,135.95,151.14,151.14,Y,V,2541419899848669526
"New Balance Men's Fresh Foam Roav Elite V1 Running Shoe, Magnet/Sea Salt, 13 Wide",72623,80599,,,,,,-,,B09K4VMWCD,196307421270,196307421270,B0CLLRFZLV,New Balance,,GB196307421270,https://www.google.com/search?q=196307421270+New+Balance+Men%27s+Fresh+Foam+Roav+Elite+V1+Running+Shoe%2C+Magnet%2FSea+Salt%2C+13+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09K4VMWCD?psc=1,"https://www.google.com/shopping/product/9787891969194263747/offers?q=196307421270&prds=cid:9787891969194263747,cond:1",Sun & Ski Sports,79.82,135.69,150.86,150.86,Y,V,2524279394852818005
New Balance Men's Fresh Foam X 880v13 Running Shoe Mercury Blue/Thirty Watt 12 X-Wide,173696,426104,,,,,,-,,B0CBHDYTG1,196652778197,196652778197,B0CS4K92NZ,New Balance,,GB196652778197,https://www.google.com/search?q=196652778197+New+Balance+Men%27s+Fresh+Foam+X+880v13+Running+Shoe+Mercury+Blue%2FThirty+Watt+12+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B0CBHDYTG1?psc=1,"https://www.google.com/shopping/product/11931877156926179162/offers?q=196652778197&prds=cid:11931877156926179162,cond:1",Fleet Feet,105,178.5,198.45,198.45,Y,V,2487182952132142219
"New Balance Women's Fresh Foam SPT V4 Running Shoe, White/Timberwolf, 11 Wide",23452,23094,,,,,,-,,B0BJ7GZ4ZM,196652982181,196652982181,B09YH7679P,New Balance,yes,GB196652982181,https://www.google.com/search?q=196652982181+New+Balance+Women%27s+Fresh+Foam+SPT+V4+Running+Shoe%2C+White%2FTimberwolf%2C+11+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7GZ4ZM?psc=1,"https://www.google.com/shopping/product/10612539917851947438/offers?q=196652982181&prds=cid:10612539917851947438,cond:1",New Balance,119.99,203.98,226.78,226.78,Y,V,2464772874334518652
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Neon Dragonfly/Black, 10",1430,1374,,,,,$89.32 ,-,,B09YGW69YV,196432896127,196432896127,B09K52X9QR,New Balance,yes,GB196432896127,https://www.google.com/search?q=196432896127+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Neon+Dragonfly%2FBlack%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B09YGW69YV?psc=1,"https://www.google.com/shopping/product/10975486418241358245/offers?q=196432896127&prds=cid:10975486418241358245,cond:1",New Balance,65.94,112.1,124.63,124.63,Y,V,2452464006553499045
"New Balance Men's Fresh Foam 1080 V11 Running Shoe, Deep Ocean Grey/Deep Violet, 16 Wide",58155,79789,,,235.5,,,AYN5A0CZC142X,1,B08PCFN6T9,195481419417,195481419417,B07RMK42HW,New Balance,,GB195481419417,https://www.google.com/search?q=195481419417+New+Balance+Men%27s+Fresh+Foam+1080+V11+Running+Shoe%2C+Deep+Ocean+Grey%2FDeep+Violet%2C+16+Wide&tbm=shop,Y,https://www.amazon.com/dp/B08PCFN6T9?psc=1,"https://www.google.com/shopping/product/163360497209569879/offers?q=195481419417&prds=cid:163360497209569879,cond:1",Fleet Feet,101.25,172.12,191.36,234.5,Y,V,2384573395948848762
"New Balance Women's FuelCore Nergize Sport V1 Sneaker, Logwood/Pale Blue, 10",421557,415505,,,,,,-,,B07RL67MF1,194182205862,194182205862,B0BZQLHTWV,New Balance,yes,GB194182205862,https://www.google.com/search?q=194182205862+New+Balance+Women%27s+FuelCore+Nergize+Sport+V1+Sneaker%2C+Logwood%2FPale+Blue%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B07RL67MF1?psc=1,"https://www.google.com/shopping/product/13740431342349457718/offers?q=194182205862&prds=cid:13740431342349457718,cond:1",Champs Sports,74.99,127.48,141.73,141.73,Y,V,2350922695950298515
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11",174,260,,,,,,-,,B08CZZLSK6,194768210112,194768210112,B093XKL7WZ,New Balance,,GB194768210112,https://www.google.com/search?q=194768210112+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B08CZZLSK6?psc=1,"https://www.google.com/shopping/product/18073909829559129488/offers?q=194768210112&prds=cid:18073909829559129488,cond:1",New Balance,69.94,118.9,132.19,132.19,Y,V,2325183477323985033
"New Balance Women's Dynasoft Nergize V3 Cross Trainer, Black/White, 7.5",1319,1402,,,,,,-,,B093QJZNSQ,195907586020,195907586020,B0BKM7P9Z4,New Balance,,GB195907586020,https://www.google.com/search?q=195907586020+New+Balance+Women%27s+Dynasoft+Nergize+V3+Cross+Trainer%2C+Black%2FWhite%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B093QJZNSQ?psc=1,"https://www.google.com/shopping/product/16049035989453951390/offers?q=195907586020&prds=cid:16049035989453951390,cond:1",Rack Room Shoes,69.97,118.95,132.24,132.24,Y,V,231037706124049537
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/White, 12 Wide",1080,1818,,,,,,-,,B0BHJNNTDV,196652951309,196652951309,B096PR9JCT,New Balance,,GB196652951309,https://www.google.com/search?q=196652951309+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FWhite%2C+12+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BHJNNTDV?psc=1,"https://www.google.com/shopping/product/3531897822357745491/offers?q=196652951309&prds=cid:3531897822357745491,cond:1",shoebacca.com,79.95,135.91,151.11,151.11,Y,V,2169914509155270060
"New Balance Women's FuelCore Nergize Sport V1 Sneaker, Rain Cloud/Oyster Pink, 6.5 Medium US",8784,9110,78.04,1,78.04,,,-,0,B08PCFM8SV,195173889511,195173889511,B0C7LWK3HG,New Balance,,GB195173889511,https://www.google.com/search?q=195173889511+New+Balance+Women%27s+FuelCore+Nergize+Sport+V1+Sneaker%2C+Rain+Cloud%2FOyster+Pink%2C+6.5+Medium+US&tbm=shop,Y,https://www.amazon.com/dp/B08PCFM8SV?psc=1,"https://www.google.com/shopping/product/11971277479205293701/offers?q=195173889511&prds=cid:11971277479205293701,cond:1",DICK'S Sporting Goods,42.96,73.03,81.19,77.04,Y,V,1990866550816998330
"New Balance Men's 237 V1 Sneaker, White/Grey Matter, 7",63829,34334,,,,,,-,,B0BJ7M9FYF,196941315867,196941315867,B0BHMR9X78,New Balance,,GB196941315867,https://www.google.com/search?q=196941315867+New+Balance+Men%27s+237+V1+Sneaker%2C+White%2FGrey+Matter%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7M9FYF?psc=1,"https://www.google.com/shopping/product/15656863276921413492/offers?q=196941315867&prds=cid:15656863276921413492,cond:1",DICK'S Sporting Goods,89.99,152.98,170.08,170.08,Y,V,1988833392581808431
"New Balance Men's 340 V1 Flip-Flop, Black/Magnet, 11",126532,93223,,,,,,-,0,B07PKZV3T9,193684245024,193684245024,B085LV6321,New Balance,,GB193684245024,https://www.google.com/search?q=193684245024+New+Balance+Men%27s+340+V1+Flip-Flop%2C+Black%2FMagnet%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B07PKZV3T9?psc=1,"https://www.google.com/shopping/product/17809341390759277876/offers?q=193684245024&prds=cid:17809341390759277876,cond:1",New Balance,63.99,108.78,120.94,120.94,Y,V,1973799397803186153
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Angora/Gum, 7.5 Wide",1150,1825,,,,,,-,0,B09XRGKQCL,196432835058,196432835058,B096PR9JCT,New Balance,yes,GB196432835058,https://www.google.com/search?q=196432835058+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Angora%2FGum%2C+7.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09XRGKQCL?psc=1,"https://www.google.com/shopping/product/17088864177638773620/offers?q=196432835058&prds=cid:17088864177638773620,cond:1",Peltz Shoes,69.95,118.92,132.21,132.21,Y,V,1954956194527219181
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Grey, 6.5",263,515,,,,,,-,,B093QH7S11,195907563687,195907563687,B089S7TS2F,New Balance,,GB195907563687,https://www.google.com/search?q=195907563687+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGrey%2C+6.5&tbm=shop,Y,https://www.amazon.com/dp/B093QH7S11?psc=1,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563687&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y,V,195473679820818710
"New Balance Men's 237 V1 Classic Sneaker, Incense/Bone/Team Royal, 12",63310,377479,,,,,,-,,B09H3C7YGW,195481237080,195481237080,B0BHMR9X78,New Balance,,GB195481237080,https://www.google.com/search?q=195481237080+New+Balance+Men%27s+237+V1+Classic+Sneaker%2C+Incense%2FBone%2FTeam+Royal%2C+12&tbm=shop,Y,https://www.amazon.com/dp/B09H3C7YGW?psc=1,"https://www.google.com/shopping/product/8271832428433710291/offers?q=195481237080&prds=cid:8271832428433710291,cond:1",Sun & Ski Sports,73.82,125.49,139.52,139.52,Y,V,1894342736453107275
"New Balance Men's Fresh Foam X 3000 V6 Metal Baseball Shoe, White/Castlerock, 15 Wide",8358,19340,,,,,,-,0,B09YBMRDK9,196307528573,196307528573,B0CSK8299J,New Balance,,GB196307528573,https://www.google.com/search?q=196307528573+New+Balance+Men%27s+Fresh+Foam+X+3000+V6+Metal+Baseball+Shoe%2C+White%2FCastlerock%2C+15+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09YBMRDK9?psc=1,"https://www.google.com/shopping/product/6121526163239670792/offers?q=196307528573&prds=cid:6121526163239670792,cond:1",New Balance,109.99,186.98,207.88,207.88,Y,V,18335899096899166476
"New Balance Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 8",274,536,,,,,,-,,B09K4TWFTN,195907041710,195907041710,B089S7TS2F,New Balance,,GB195907041710,https://www.google.com/search?q=195907041710+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FCobalt%2FEnergy+Lime%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B09K4TWFTN?psc=1,"https://www.google.com/shopping/product/5453325658412694206/offers?q=195907041710&prds=cid:5453325658412694206,cond:1",Champs Sports,74.99,127.48,141.73,141.73,Y,V,18206696167367883821
"New Balance Women's 997H V1 Sneaker, Pink Moon/Grey Matter, 12",20448,22605,,,,,,-,,B0BJ7FR991,196941005645,196941005645,B07RYL5ZXM,New Balance,yes,GB196941005645,https://www.google.com/search?q=196941005645+New+Balance+Women%27s+997H+V1+Sneaker%2C+Pink+Moon%2FGrey+Matter%2C+12&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7FR991?psc=1,"https://www.google.com/shopping/product/4148469511103241151/offers?q=196941005645&prds=cid:4148469511103241151,cond:1",Sun & Ski Sports,99.99,169.98,188.98,188.98,Y,V,18117493289170695419
"Tory Burch Women's Spark Gold Leather Eleanor Slides Shoes (us_footwear_size_system, adult, women, numeric, medium, numeric_9_point_5)",2196374,2764882,,,,,,-,,B0BJDMC1WN,196133181362,196133181362,B0BNKN97JC,Tory Burch,,GB196133181362.0,https://www.google.com/search?q=196133181362.0+Tory+Burch+Women%27s+Spark+Gold+Leather+Eleanor+Slides+Shoes+%28us_footwear_size_system%2C+adult%2C+women%2C+numeric%2C+medium%2C+numeric_9_point_5%29&tbm=shop,N,https://www.amazon.com/dp/B0BJDMC1WN?psc=1,"https://www.google.com/shopping/product/11860403306103161138/offers?q=196133181362&prds=cid:11860403306103161138,cond:1",Neiman Marcus,261,443.7,493.29,493.29,Y,V,17975209327082647202
