Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,Referral Fee %,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Black_list,PID
"New Balance Women's 997H V1 Sneaker, Sandstone/White, 6",22740,22909,,,,,,-,,B09XRDTFND,196432864270,196432864270,B07RYL5ZXM,New Balance,,GB196432864270,https://www.google.com/search?q=196432864270+New+Balance+Women%27s+997H+V1+Sneaker%2C+Sandstone%2FWhite%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B09XRDTFND?psc=1,"https://www.google.com/shopping/product/14207006068707749955/offers?q=196432864270&prds=cid:14207006068707749955,cond:1",Sun & Ski Sports,99.99,169.98,188.98,188.98,Y,V,1352106728950570814
"New Balance Women's Fresh Foam X-70 V1 Sneaker, Black/White, 8.5",97659,87776,,,,,,-,,B08162KHP1,194389698023,194389698023,B07RGTX14M,New Balance,no,GB194389698023,https://www.google.com/search?q=194389698023+New+Balance+Women%27s+Fresh+Foam+X-70+V1+Sneaker%2C+Black%2FWhite%2C+8.5&tbm=shop,Y,https://www.amazon.com/dp/B08162KHP1?psc=1,"https://www.google.com/shopping/product/4205046938885553548/offers?q=194389698023&prds=cid:4205046938885553548,cond:1",Holabird Sports,164.95,280.41,311.76,311.76,Y,V,13494163126917014557
"New Balance Women's Dynasoft Nergize V3 Cross Trainer, Grey/Black, 9 Wide",1314,1410,,,,,,-,,B096NKZ9XZ,195907587935,195907587935,B0BKM7P9Z4,New Balance,,GB195907587935,https://www.google.com/search?q=195907587935+New+Balance+Women%27s+Dynasoft+Nergize+V3+Cross+Trainer%2C+Grey%2FBlack%2C+9+Wide&tbm=shop,Y,https://www.amazon.com/dp/B096NKZ9XZ?psc=1,"https://www.google.com/shopping/product/8775786690210651874/offers?q=195907587935&prds=cid:8775786690210651874,cond:1",Rack Room Shoes,69.97,118.95,132.24,132.24,Y,V,13428621148868312512
"New Balance Men's 442 V2 Team FG Soccer Shoe, White/Black, 8.5 Wide",24323,59946,107.99,8,99.99,,,AH5DM4EY4AHK5,1,B096N981XH,195907262672,195907262672,B096NTGXMS,New Balance,,GB195907262672,https://www.google.com/search?q=195907262672+New+Balance+Men%27s+442+V2+Team+FG+Soccer+Shoe%2C+White%2FBlack%2C+8.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B096N981XH?psc=1,"https://www.google.com/shopping/product/2967295894859952601/offers?q=195907262672&prds=cid:2967295894859952601,cond:1",Zappos.com,57.99,98.58,109.6,106.99,Y,V,13315806475536472756
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Neon Dragonfly/Black, 11",1436,1369,,,,,,-,,B09YGQF341,196432896141,196432896141,B09K52X9QR,New Balance,yes,GB196432896141,https://www.google.com/search?q=196432896141+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Neon+Dragonfly%2FBlack%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B09YGQF341?psc=1,"https://www.google.com/shopping/product/17325775210841785978/offers?q=196432896141&prds=cid:17325775210841785978,cond:1",Lyst,79.99,135.98,151.18,151.18,Y,V,13305780439898556220
"New Balance Boy's FuelCell V7 Youth Turf-Trainer Baseball Shoe, Optic White/Raincloud, 3.5 Big Kid",73136,64740,,,,,,-,,B0BJ7KSVBB,196941410067,196941410067,B0BJ82GQY6,New Balance,,GB196941410067,https://www.google.com/search?q=196941410067+New+Balance+Boy%27s+FuelCell+V7+Youth+Turf-Trainer+Baseball+Shoe%2C+Optic+White%2FRaincloud%2C+3.5+Big+Kid&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7KSVBB?psc=1,"https://www.google.com/shopping/product/10953791934280659740/offers?q=196941410067&prds=cid:10953791934280659740,cond:1",New Balance,79.94,135.9,151.09,151.09,Y,V,1329367800560080016
"New Balance Girls PLAYGRUV V2 Bungee Sneaker, Shell Pink/Quartz Grey, 11 Little Kid",18960,24231,,,,,,-,,B09YCBXC7G,196432669202,196432669202,B09FDG4FRD,New Balance,,GB196432669202,https://www.google.com/search?q=196432669202+New+Balance+Girls+PLAYGRUV+V2+Bungee+Sneaker%2C+Shell+Pink%2FQuartz+Grey%2C+11+Little+Kid&tbm=shop,Y,https://www.amazon.com/dp/B09YCBXC7G?psc=1,"https://www.google.com/shopping/product/15193369978285242348/offers?q=196432669202&prds=cid:15193369978285242348,cond:1",Zappos.com,62.66,106.52,118.43,118.43,Y,V,13268385944752207036
"New Balance Men's Fresh Foam 510 V6 Trail Running Shoe, Magnet/Black/Hot Marigold, 10.5 X-Wide",5442,8573,,,,,,-,,B0BHKLWK9M,196941133805,196941133805,B09YB6BWLM,New Balance,,GB196941133805,https://www.google.com/search?q=196941133805+New+Balance+Men%27s+Fresh+Foam+510+V6+Trail+Running+Shoe%2C+Magnet%2FBlack%2FHot+Marigold%2C+10.5+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BHKLWK9M?psc=1,"https://www.google.com/shopping/product/13696405355548317014/offers?q=196941133805&prds=cid:13696405355548317014,cond:1",Sportsman's Guide,89.94,152.9,169.99,169.99,Y,V,13134370013561950445
"New Balance Women's 840 V5 Running Shoe, Cyclone/Eclipse/Magenta Pop, 5.5",9640,9846,,,,,,-,0,B096N8LJ7Q,196071083254,196071083254,B08PDDRL4X,New Balance,,GB196071083254,https://www.google.com/search?q=196071083254+New+Balance+Women%27s+840+V5+Running+Shoe%2C+Cyclone%2FEclipse%2FMagenta+Pop%2C+5.5&tbm=shop,Y,https://www.amazon.com/dp/B096N8LJ7Q?psc=1,"https://www.google.com/shopping/product/9911574944804771990/offers?q=196071083254&prds=cid:9911574944804771990,cond:1",Sole to Soul Footwear,194.99,331.48,368.53,368.53,Y,V,1312173425720860588
New Balance Men's Fresh Foam X 880v13 Running Shoe White/Dark Silver Metallic 10.5 Wide,11655,635713,,,236.68,,$218.13 ,A2B9B9OGF1VYTL,1,B0BRKQ7YS2,196432344192,196432344192,B0CVTVNGJ8,New Balance,yes,GB196432344192,https://www.google.com/search?q=196432344192+New+Balance+Men%27s+Fresh+Foam+X+880v13+Running+Shoe+White%2FDark+Silver+Metallic+10.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BRKQ7YS2?psc=1,"https://www.google.com/shopping/product/10000332701288802666/offers?q=196432344192&prds=cid:10000332701288802666,cond:1",Fleet Feet,105,178.5,198.45,235.68,Y,V,12994435745099423529
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Angora/Gum, 15 Wide",1081,1813,,,,,,-,,B09XRFJYVL,196432835171,196432835171,B096PR9JCT,New Balance,,GB196432835171,https://www.google.com/search?q=196432835171+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Angora%2FGum%2C+15+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09XRFJYVL?psc=1,"https://www.google.com/shopping/product/13118768948792039984/offers?q=196432835171&prds=cid:13118768948792039984,cond:1",Rack Room Shoes,84.99,144.48,160.63,160.63,Y,V,12952125358443349915
"New Balance Women's Fresh Foam X 860 V13, Bright Lapis/Bright Mint/Starlight, 7.5 Wide",198496,77715,,,236.68,,$236.68 ,A2B9B9OGF1VYTL,1,B0BB37KVNC,196307627047,196307627047,B0CVTX666Q,New Balance,yes,GB196307627047,https://www.google.com/search?q=196307627047+New+Balance+Women%27s+Fresh+Foam+X+860+V13%2C+Bright+Lapis%2FBright+Mint%2FStarlight%2C+7.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BB37KVNC?psc=1,"https://www.google.com/shopping/product/991022127921539210/offers?q=196307627047&prds=cid:991022127921539210,cond:1",Footwear Express,99.9,169.83,188.81,235.68,Y,V,12866474338884035949
"New Balance 550 Mens Burnt Orange Size 10.5, White",559986,866730,,,181.09,,,AYN5A0CZC142X,1,B0C7LQQL55,196432436804,196432436804,B0C5TL64ML,New Balance,,GB196432436804,https://www.google.com/search?q=196432436804+New+Balance+550+Mens+Burnt+Orange+Size+10.5%2C+White&tbm=shop,Y,https://www.amazon.com/dp/B0C7LQQL55?psc=1,"https://www.google.com/shopping/product/15477171274110109186/offers?q=196432436804&prds=cid:15477171274110109186,cond:1",Hibbett Sports,77.95,132.52,147.33,180.09,Y,V,12862962774608920055
New Balance mens 680 V7 Running Shoe 11.5 Black/Vibrant Spring,6847,6091,,,,,,A3BSCZERD91AOE,4,B093QM6G4N,195907660850,195907660850,B0CLRSJN3V,New Balance,,GB195907660850,https://www.google.com/search?q=195907660850+New+Balance+mens+680+V7+Running+Shoe+11.5+Black%2FVibrant+Spring&tbm=shop,Y,https://www.amazon.com/dp/B093QM6G4N?psc=1,"https://www.google.com/shopping/product/4110693680035565057/offers?q=195907660850&prds=cid:4110693680035565057,cond:1",Scheels,69.99,118.98,132.28,132.28,Y,V,12843455860161262161
New Balance mens 680 V7 Running Shoe 11 X-Wide Black/Thunder,6912,6029,,,,,,-,,B08P2C6ZSL,195481297350,195481297350,B0CLRSJN3V,New Balance,,GB195481297350,https://www.google.com/search?q=195481297350+New+Balance+mens+680+V7+Running+Shoe+11+X-Wide+Black%2FThunder&tbm=shop,Y,https://www.amazon.com/dp/B08P2C6ZSL?psc=1,"https://www.google.com/shopping/product/16338748730070674355/offers?q=195481297350&prds=cid:16338748730070674355,cond:1",6pm.com,69.99,118.98,132.28,132.28,Y,V,12800507299589155767
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Night Tide/Blue, 7.5 Wide",263,509,,,,,,-,0,B093QJHRDY,195907563267,195907563267,B089S7TS2F,New Balance,,GB195907563267,https://www.google.com/search?q=195907563267+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Night+Tide%2FBlue%2C+7.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B093QJHRDY?psc=1,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563267&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y,V,12775357673284179480
"New Balance Men's 847 V4 Walking Shoe, Arctic Fox/Black, 12 XX-Wide",23327,20422,149.95,2,149.95,,,A28BSLDKMISFAW,2,B0815XYCSR,194389090032,194389090032,B0815XM7ZP,New Balance,,GB194389090032,https://www.google.com/search?q=194389090032+New+Balance+Men%27s+847+V4+Walking+Shoe%2C+Arctic+Fox%2FBlack%2C+12+XX-Wide&tbm=shop,Y,https://www.amazon.com/dp/B0815XYCSR?psc=1,"https://www.google.com/shopping/product/14454633711007099949/offers?q=194389090032&prds=cid:14454633711007099949,cond:1",6pm.com,71.5,121.55,135.13,148.95,Y,V,12500995874719600371
New Balance Men's Fresh Foam X 880v13 Running Shoe Cobalt/Black 15,183654,298142,,,,,,-,,B0BHKLW25B,196307587211,196307587211,B0CS4K92NZ,New Balance,,GB196307587211,https://www.google.com/search?q=196307587211+New+Balance+Men%27s+Fresh+Foam+X+880v13+Running+Shoe+Cobalt%2FBlack+15&tbm=shop,Y,https://www.amazon.com/dp/B0BHKLW25B?psc=1,"https://www.google.com/shopping/product/18115278550379368572/offers?q=196307587211&prds=cid:18115278550379368572,cond:1",Fleet Feet,105,178.5,198.45,198.45,Y,V,12473123354026446422
"New Balance Men's 574 Greens Golf Shoe, Black, 8 Wide",63531,70200,,,,,,-,,B07VVMCPQY,889993184535,889993184535,B0CMQX4RYY,New Balance,,GB889993184535,https://www.google.com/search?q=889993184535+New+Balance+Men%27s+574+Greens+Golf+Shoe%2C+Black%2C+8+Wide&tbm=shop,Y,https://www.amazon.com/dp/B07VVMCPQY?psc=1,"https://www.google.com/shopping/product/16839959387738964164/offers?q=889993184535&prds=cid:16839959387738964164,cond:1",Golf Headquarters,89.95,152.91,170.01,170.01,Y,V,1240658609740862481
"New Balance Women's 1540 V3 Running Shoe, Natural Indigo/Natural Indigo, 11.5",27240,42311,,,,,,-,,B07VQY2TVC,194182499599,194182499599,B093R1LFWS,New Balance,,GB194182499599,https://www.google.com/search?q=194182499599+New+Balance+Women%27s+1540+V3+Running+Shoe%2C+Natural+Indigo%2FNatural+Indigo%2C+11.5&tbm=shop,Y,https://www.amazon.com/dp/B07VQY2TVC?psc=1,"https://www.google.com/shopping/product/3749060860129422047/offers?q=194182499599&prds=cid:3749060860129422047,cond:1",Holabird Sports,179.95,305.91,340.11,340.11,Y,V,12382797545571321296
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Paper White/Gum, 7.5 Wide",337,597,,,,,,-,,B09XRFXWXW,196432783830,196432783830,B089S7TS2F,New Balance,yes,GB196432783830,https://www.google.com/search?q=196432783830+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Paper+White%2FGum%2C+7.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09XRFXWXW?psc=1,"https://www.google.com/shopping/product/319882378204733106/offers?q=196432783830&prds=cid:319882378204733106,cond:1",Kohl's,69.99,118.98,132.28,132.28,Y,V,12376685344340758122
"New Balance Women's Fresh Foam X 1080 V12 Running Shoe, Libra/Grey Violet/Tobacco, 9.5 Wide",2623,2966,,,189.99,,,-,0,B09YC18HTC,196432351664,196432351664,B096NKR8NM,New Balance,,GB196432351664,https://www.google.com/search?q=196432351664+New+Balance+Women%27s+Fresh+Foam+X+1080+V12+Running+Shoe%2C+Libra%2FGrey+Violet%2FTobacco%2C+9.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09YC18HTC?psc=1,"https://www.google.com/shopping/product/15690753109966105386/offers?q=196432351664&prds=cid:15690753109966105386,cond:1",Confluence Running,109.88,186.8,207.67,188.99,Y,V,12338773387137870757
"New Balance Men's 515 V3 Sneaker, Deep Olive Green/White, 8",1816,2350,,,,,,-,,B0BJ7HKJXR,196941323145,196941323145,B08YXQNDVB,New Balance,,GB196941323145,https://www.google.com/search?q=196941323145+New+Balance+Men%27s+515+V3+Sneaker%2C+Deep+Olive+Green%2FWhite%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B0BJ7HKJXR?psc=1,"https://www.google.com/shopping/product/7710311956464474465/offers?q=196941323145&prds=cid:7710311956464474465,cond:1",Sun & Ski Sports,69.82,118.69,131.96,131.96,Y,V,12313312622466598192
"New Balance Boy's Furon V6+ Dispatch Junior FG Soccer Shoe, Silver/Brighton Grey/Copper, 4 Wide Big Kid",209426,253557,,,,,,-,,B0BJ799S4Z,196941160924,196941160924,B096GHN9Q1,New Balance,,GB196941160924,https://www.google.com/search?q=196941160924+New+Balance+Boy%27s+Furon+V6%2B+Dispatch+Junior+FG+Soccer+Shoe%2C+Silver%2FBrighton+Grey%2FCopper%2C+4+Wide+Big+Kid&tbm=shop,Y,https://www.amazon.com/dp/B0BJ799S4Z?psc=1,"https://www.google.com/shopping/product/16050165026712925592/offers?q=196941160924&prds=cid:16050165026712925592,cond:1",Soccer.com,79.99,135.98,151.18,151.18,Y,V,12194444664917693867
"New Balance Boy's 574 V1 Familiar Ground Lace-Up Sneaker, Mercury Blue/White, 4.5 Big Kid",54344,43237,,,,,,-,,B0BJ78622Y,196941235585,196941235585,B09ZVGQVZ3,New Balance,,GB196941235585,https://www.google.com/search?q=196941235585+New+Balance+Boy%27s+574+V1+Familiar+Ground+Lace-Up+Sneaker%2C+Mercury+Blue%2FWhite%2C+4.5+Big+Kid&tbm=shop,Y,https://www.amazon.com/dp/B0BJ78622Y?psc=1,"https://www.google.com/shopping/product/12075609221314678949/offers?q=196941235585&prds=cid:12075609221314678949,cond:1",Nordstrom,84.99,144.48,160.63,160.63,Y,V,12075609221314678949
"New Balance Women's Fresh Foam X 860 V12 Running Shoe, White/Blue Chill, 7 XW",46441,56759,,,184.4,,,ANZYNJW9IIF9C,2,B096WLC31X,195481466343,195481466343,B0B8THVT7V,New Balance,,GB195481466343,https://www.google.com/search?q=195481466343+New+Balance+Women%27s+Fresh+Foam+X+860+V12+Running+Shoe%2C+White%2FBlue+Chill%2C+7+XW&tbm=shop,Y,https://www.amazon.com/dp/B096WLC31X?psc=1,"https://www.google.com/shopping/product/991022127921539210/offers?q=195481466343&prds=cid:991022127921539210,cond:1",Footwear Express,99.9,169.83,188.81,183.4,Y,V,11946749775628621402
"New Balance Men's Fresh Foam X 1080 V12 Running Shoe, Steel/Serene Blue/Lead, 10.5 X-Wide",2431,2496,,,,,,A2B9B9OGF1VYTL,2,B096N749L1,195907624470,195907624470,B096NKPSY5,New Balance,,GB195907624470,https://www.google.com/search?q=195907624470+New+Balance+Men%27s+Fresh+Foam+X+1080+V12+Running+Shoe%2C+Steel%2FSerene+Blue%2FLead%2C+10.5+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B096N749L1?psc=1,"https://www.google.com/shopping/product/16052419820812590389/offers?q=195907624470&prds=cid:16052419820812590389,cond:1",Shoolu,119.9,203.83,226.61,226.61,Y,V,11908155882947560948
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 9.5 X-Wide",193,270,,,,,,-,,B08CZZR932,194768210471,194768210471,B093XKL7WZ,New Balance,yes,GB194768210471,https://www.google.com/search?q=194768210471+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+9.5+X-Wide&tbm=shop,Y,https://www.amazon.com/dp/B08CZZR932?psc=1,"https://www.google.com/shopping/product/4919995854883365453/offers?q=194768210471&prds=cid:4919995854883365453,cond:1",New Balance,69.94,118.9,132.19,132.19,Y,V,11864073895295411540
"New Balance Women's Fresh Foam X Hierro V1 Mid-Cut Trail Running Shoe, Bungee/Brindle/Cosmic Jade, 12",52519,69291,179.99,4,179.99,,,-,0,B09MYMST4N,196307055574,196307055574,B09K5355T6,New Balance,,GB196307055574,https://www.google.com/search?q=196307055574+New+Balance+Women%27s+Fresh+Foam+X+Hierro+V1+Mid-Cut+Trail+Running+Shoe%2C+Bungee%2FBrindle%2FCosmic+Jade%2C+12&tbm=shop,Y,https://www.amazon.com/dp/B09MYMST4N?psc=1,"https://www.google.com/shopping/product/7680765883041589305/offers?q=196307055574&prds=cid:7680765883041589305,cond:1",Zappos.com,96.39,163.86,182.18,178.99,Y,V,11853498390962215212
"New Balance Women's FuelCell Propel V4 Running Shoe, Libra/Quartz Grey, 11",12029,31138,,,,,,-,,B0B3BF5V8N,196432363797,196432363797,B0CQ662X2C,New Balance,,GB196432363797,https://www.google.com/search?q=196432363797+New+Balance+Women%27s+FuelCell+Propel+V4+Running+Shoe%2C+Libra%2FQuartz+Grey%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B0B3BF5V8N?psc=1,"https://www.google.com/shopping/product/15807151854916356900/offers?q=196432363797&prds=cid:15807151854916356900,cond:1",New Balance,109.99,186.98,207.88,207.88,Y,V,11846404863468660026
"New Balance Men's Fresh Foam X Hierro Mid GTX V1 Trail Running Shoe, Wren/Bungee/Golden Hour, 7.5 Wide",39540,46501,178.98,1,178.98,,,-,0,B09K4VX18N,196307065306,196307065306,B09K54HHYK,New Balance,,GB196307065306,https://www.google.com/search?q=196307065306+New+Balance+Men%27s+Fresh+Foam+X+Hierro+Mid+GTX+V1+Trail+Running+Shoe%2C+Wren%2FBungee%2FGolden+Hour%2C+7.5+Wide&tbm=shop,Y,https://www.amazon.com/dp/B09K4VX18N?psc=1,"https://www.google.com/shopping/product/7299028514522542231/offers?q=196307065306&prds=cid:7299028514522542231,cond:1",Holabird Sports,99.95,169.91,188.91,177.98,Y,V,1176324780375734198
"New Balance Men's Fresh Foam SPT V4 Running Shoe, White/White, 13",10831,14368,,,,,,-,,B09YGKMWQW,196432984626,196432984626,B09668YVJX,New Balance,,GB196432984626,https://www.google.com/search?q=196432984626+New+Balance+Men%27s+Fresh+Foam+SPT+V4+Running+Shoe%2C+White%2FWhite%2C+13&tbm=shop,Y,https://www.amazon.com/dp/B09YGKMWQW?psc=1,"https://www.google.com/shopping/product/17693070362134194504/offers?q=196432984626&prds=cid:17693070362134194504,cond:1",ShoeMall,149.95,254.91,283.41,283.41,Y,V,11695610054591283692
"New Balance Women's Fresh Foam Velo V2 Metal Softball Shoe, Navy/Carolina Blue/White, 7",102487,187466,,,,,,-,0,B08162N2ZV,194389934183,194389934183,B08163NFK2,New Balance,yes,GB194389934183,https://www.google.com/search?q=194389934183+New+Balance+Women%27s+Fresh+Foam+Velo+V2+Metal+Softball+Shoe%2C+Navy%2FCarolina+Blue%2FWhite%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B08162N2ZV?psc=1,"https://www.google.com/shopping/product/6114685030547732105/offers?q=194389934183&prds=cid:6114685030547732105,cond:1",New Balance,94.99,161.48,179.53,179.53,Y,V,11640327726146764421
"New Balance Men's Standard Premium Performance 9"" Boxer Brief Underwear (2 Pack), Black/Black",72763,81573,,,,,,-,,B07LCQDK7S,721357349405,721357349405,B0CLT4RQ9J,New Balance,,GB721357349405,https://www.google.com/search?q=721357349405+New+Balance+Men%27s+Standard+Premium+Performance+9%22+Boxer+Brief+Underwear+%282+Pack%29%2C+Black%2FBlack&tbm=shop,Y,https://www.amazon.com/dp/B07LCQDK7S?psc=1,"https://www.google.com/shopping/product/4658491057786458819/offers?q=721357349405&prds=cid:4658491057786458819,cond:1",Walmart,31.98,54.37,60.44,60.44,Y,V,11632546423514101220
Mens New Balance Fresh Foam X 1080v12,2158,2755,,,198,,$204.96 ,A3ERVGYWNCMJRK,1,B0B8X69ZGV,196307488792,196307488792,B096NKPSY5,New Balance,no,GB196307488792,https://www.google.com/search?q=196307488792+Mens+New+Balance+Fresh+Foam+X+1080v12&tbm=shop,Y,https://www.amazon.com/dp/B0B8X69ZGV?psc=1,"https://www.google.com/shopping/product/11715841910553243323/offers?q=196307488792&prds=cid:11715841910553243323,cond:1",Sole Provisions,109.95,186.91,207.81,197,Y,V,11502363238091026672
New Balance Men's Fresh Foam X 880v13 Running Shoe Light Arctic Grey/Natural Indigo 16 Wide,578580,1174283,,,,,,-,,B0BHKPL7X2,196307588041,196307588041,B0CS4K92NZ,New Balance,,GB196307588041,https://www.google.com/search?q=196307588041+New+Balance+Men%27s+Fresh+Foam+X+880v13+Running+Shoe+Light+Arctic+Grey%2FNatural+Indigo+16+Wide&tbm=shop,Y,https://www.amazon.com/dp/B0BHKPL7X2?psc=1,"https://www.google.com/shopping/product/1572057222008644769/offers?q=196307588041&prds=cid:1572057222008644769,cond:1",Holabird Sports,139.95,237.91,264.51,264.51,Y,V,11381906260000252652
"New Balance Men's 574-V2 Lace-up Sneaker, Grey/Grey, 12",149169,139554,,,,,,-,,B096NKB7KL,195907825495,195907825495,B0CLNCTLSK,New Balance,,GB195907825495,https://www.google.com/search?q=195907825495+New+Balance+Men%27s+574-V2+Lace-up+Sneaker%2C+Grey%2FGrey%2C+12&tbm=shop,Y,https://www.amazon.com/dp/B096NKB7KL?psc=1,"https://www.google.com/shopping/product/3488046238566162024/offers?q=195907825495&prds=cid:3488046238566162024,cond:1",New Balance,99.99,169.98,188.98,188.98,Y,V,11337752202170022787
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Grey, 7.5",272,535,,,,,,-,,B093QJV8JS,195907563700,195907563700,B089S7TS2F,New Balance,,GB195907563700,https://www.google.com/search?q=195907563700+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGrey%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B093QJV8JS?psc=1,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563700&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y,V,11291939085039240634
"New Balance Boys’ Sweatpants – 4 Pack Active Tricot Jogger Sweatpants – Performance Track Pants with Pockets for Boys (4-20), Size 4, Black/Eclipse",23358,21516,49.95,95,49.95,,,-,0,B09TQ3ZYKH,195187650916,195187650916,B08ZJQSSST,New Balance,yes,GB195187650916,https://www.google.com/search?q=195187650916+New+Balance+Boys%E2%80%99+Sweatpants+%E2%80%93+4+Pack+Active+Tricot+Jogger+Sweatpants+%E2%80%93+Performance+Track+Pants+with+Pockets+for+Boys+%284-20%29%2C+Size+4%2C+Black%2FEclipse&tbm=shop,Y,https://www.amazon.com/dp/B09TQ3ZYKH?psc=1,"https://www.google.com/shopping/product/6462788723346111912/offers?q=195187650916&prds=cid:6462788723346111912,cond:1",Baseball Savings.com,17.25,29.32,32.6,48.95,Y,V,11220223458454257103
Mens New Balance Fresh Foam X 1080v12,2418,2499,,,,,,-,,B0B8X6PRKN,196307488686,196307488686,B096NKPSY5,New Balance,,GB196307488686,https://www.google.com/search?q=196307488686+Mens+New+Balance+Fresh+Foam+X+1080v12&tbm=shop,Y,https://www.amazon.com/dp/B0B8X6PRKN?psc=1,"https://www.google.com/shopping/product/3202738360708349292/offers?q=196307488686&prds=cid:3202738360708349292,cond:1",Zappos.com,117.19,199.22,221.49,221.49,Y,V,11176449715943915821
"New Balance Boy's 515 V1 Lace-Up Sneaker, Artic Grey/Team Royal, 12 Little Kid",14547,25069,,,,,,-,,B0BJ79DB89,196941197524,196941197524,B0CLB5SKTZ,New Balance,,GB196941197524,https://www.google.com/search?q=196941197524+New+Balance+Boy%27s+515+V1+Lace-Up+Sneaker%2C+Artic+Grey%2FTeam+Royal%2C+12+Little+Kid&tbm=shop,Y,https://www.amazon.com/dp/B0BJ79DB89?psc=1,"https://www.google.com/shopping/product/17977943179286895074/offers?q=196941197524&prds=cid:17977943179286895074,cond:1",Rack Room Shoes,69.99,118.98,132.28,132.28,Y,V,11162914509299287577
"New Balance Men's Fresh Foam 510 V6 Trail Running Shoe, Magnet/Black/Hot Marigold, 9.5",5690,8610,,,,,,-,,B0BHJPR5Z5,196941133478,196941133478,B09YB6BWLM,New Balance,yes,GB196941133478,https://www.google.com/search?q=196941133478+New+Balance+Men%27s+Fresh+Foam+510+V6+Trail+Running+Shoe%2C+Magnet%2FBlack%2FHot+Marigold%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0BHJPR5Z5?psc=1,"https://www.google.com/shopping/product/10243431141651607656/offers?q=196941133478&prds=cid:10243431141651607656,cond:1",Sportsman's Guide,52.98,90.07,100.13,100.13,Y,V,11064896806467321044
"New Balance Men's FuelCell 4040 V6 Turf-Trainer Baseball Shoe, Black/Pebble/Bison, 11",21263,22781,,,130.75,,,-,0,B094YTS7ZJ,195907087930,195907087930,B08PDDWXZL,New Balance,,GB195907087930,https://www.google.com/search?q=195907087930+New+Balance+Men%27s+FuelCell+4040+V6+Turf-Trainer+Baseball+Shoe%2C+Black%2FPebble%2FBison%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B094YTS7ZJ?psc=1,"https://www.google.com/shopping/product/16531388517075352026/offers?q=195907087930&prds=cid:16531388517075352026,cond:1",Baseball Savings.com,49.98,84.97,94.46,129.75,Y,V,11019658354768275562
"New Balance Women's 410 V7 Trail Running Shoe, Black/Deep Violet, 11",42127,36661,,,,,,-,,B08MWSNB49,195481275587,195481275587,B08P38S66Q,New Balance,,GB195481275587,https://www.google.com/search?q=195481275587+New+Balance+Women%27s+410+V7+Trail+Running+Shoe%2C+Black%2FDeep+Violet%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B08MWSNB49?psc=1,"https://www.google.com/shopping/product/2383491464340409733/offers?q=195481275587&prds=cid:2383491464340409733,cond:1",ShoeMall,159.95,271.91,302.31,302.31,Y,V,10836026819439129774
