Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Steve Madden Women's Annie Heeled Sandal, Champagne, 9.5",127128.0,155541.0,99.95,22.0,99.95,$99.95 ,,-,0.0,B0B7R7WWN1,0196361425184,196361425184,B0B5YH5W9H,Steve Madden,yes,GB196361425184,https://www.google.com/search?q=196361425184+Steve+Madden+Women%27s+Annie+Heeled+Sandal%2C+Champagne%2C+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0B7R7WWN1?psc=1,"https://www.google.com/shopping/product/12007763282715795053/offers?q=196361425184&prds=cid:12007763282715795053,cond:1",Zappos.com,109.95,186.91,207.81,,N
"Steve Madden Women's Kandi Mule, Taupe Crocodile, 9.5 M US",128619.0,146988.0,62.65,16.0,62.65,$141.21 ,,-,0.0,B07SS3PXMQ,0193408509210,193408509210,B01NAAHF31,Steve Madden,yes,GB193408509210,https://www.google.com/search?q=193408509210+Steve+Madden+Women%27s+Kandi+Mule%2C+Taupe+Crocodile%2C+9.5+M+US&tbm=shop,Y,https://www.amazon.com/dp/B07SS3PXMQ?psc=1,"https://www.google.com/shopping/product/11944015540132015275/offers?q=193408509210&prds=cid:11944015540132015275,cond:1",Not Found,,,,,N
"Steve Madden Women's Kandi Mule, Taupe Crocodile, 10 M US",137496.0,148892.0,63.98,18.0,63.98,$141.21 ,,-,0.0,B07SPMD5M7,0193408509227,193408509227,B01NAAHF31,Steve Madden,yes,GB193408509227,https://www.google.com/search?q=193408509227+Steve+Madden+Women%27s+Kandi+Mule%2C+Taupe+Crocodile%2C+10+M+US&tbm=shop,Y,https://www.amazon.com/dp/B07SPMD5M7?psc=1,"https://www.google.com/shopping/product/7194365088966574907/offers?q=193408509227&prds=cid:7194365088966574907,cond:1",Shop Premium Outlets,78.99,134.28,149.29,,N
"Steve Madden Women's DINA Flat Sandal, Rose Gold, 7.5",88166.0,105477.0,68.56,1.0,68.56,$69.95 ,,-,0.0,B0742F9JZ5,0829105165175,829105165175,B0B2HSX8BT,Steve Madden,yes,GB829105165175,https://www.google.com/search?q=829105165175+Steve+Madden+Women%27s+DINA+Flat+Sandal%2C+Rose+Gold%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B0742F9JZ5?psc=1,"https://www.google.com/shopping/product/17192061165102743123/offers?q=829105165175&prds=cid:17192061165102743123,cond:1",Not Found,,,,,N
"Steve Madden Women's Dina Flat Sandal, Rhinestone, 6",86464.0,107240.0,43.99,1.0,43.99,$80.00 ,,-,0.0,B09Z36WSXX,0196361293646,196361293646,B0B2HSX8BT,Steve Madden,yes,GB196361293646,https://www.google.com/search?q=196361293646+Steve+Madden+Women%27s+Dina+Flat+Sandal%2C+Rhinestone%2C+6&tbm=shop,Y,https://www.amazon.com/dp/B09Z36WSXX?psc=1,"https://www.google.com/shopping/product/12725130594991511520/offers?q=196361293646&prds=cid:12725130594991511520,cond:1",BHFO,40.99,69.68,77.47,,N
"Steve Madden Women's Dina Flat Sandal, Black/Tan, 7.5",91409.0,106954.0,59.95,7.0,59.95,$64.96 ,,-,0.0,B09P29D7PL,0196361076072,196361076072,B0B2HSX8BT,Steve Madden,yes,GB196361076072,https://www.google.com/search?q=196361076072+Steve+Madden+Women%27s+Dina+Flat+Sandal%2C+Black%2FTan%2C+7.5&tbm=shop,Y,https://www.amazon.com/dp/B09P29D7PL?psc=1,"https://www.google.com/shopping/product/8636155540297065714/offers?q=196361076072&prds=cid:8636155540297065714,cond:1",Zappos.com,62.0,105.4,117.18,,N
"Steve Madden Women's DINA Flat Sandal, White Leather, 8",90764.0,107369.0,65.0,,65.0,$130.00 ,,-,0.0,B07BG9HJMV,0824095105828,824095105828,B0B2HSX8BT,Steve Madden,yes,GB824095105828,https://www.google.com/search?q=824095105828+Steve+Madden+Women%27s+DINA+Flat+Sandal%2C+White+Leather%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B07BG9HJMV?psc=1,"https://www.google.com/shopping/product/9708202694630220765/offers?q=824095105828&prds=cid:9708202694630220765,cond:1",Zappos.com,63.16,107.37,119.37,,N
"Steve Madden Women's DINA Flat Sandal, White Leather, 10",86113.0,103247.0,65.0,,65.0,$132.99 ,,-,0.0,B07BGFSLFP,0824095105866,824095105866,B0B2HSX8BT,Steve Madden,yes,GB824095105866,https://www.google.com/search?q=824095105866+Steve+Madden+Women%27s+DINA+Flat+Sandal%2C+White+Leather%2C+10&tbm=shop,Y,https://www.amazon.com/dp/B07BGFSLFP?psc=1,"https://www.google.com/shopping/product/9708202694630220765/offers?q=824095105866&prds=cid:9708202694630220765,cond:1",Zappos.com,63.16,107.37,119.37,,N
"Steve Madden Women's Lessa Heeled Sandal, Leopard Velvet, 9",82246.0,68890.0,,,121.09,$121.09 ,$121.09 ,A1195MQ583AB5O,1.0,B09TDF7FS5,0196361874166,196361874166,B0CW1XQLJ7,Steve Madden,no,GB196361874166,https://www.google.com/search?q=196361874166+Steve+Madden+Women%27s+Lessa+Heeled+Sandal%2C+Leopard+Velvet%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B09TDF7FS5?psc=1,"https://www.google.com/shopping/product/8469429712897472495/offers?q=196361874166&prds=cid:8469429712897472495,cond:1",Not Found,,,,,N
"Steve Madden Women's Lessa Heeled Sandal, Black Satin, 5.5",81162.0,2516398.0,54.97,,54.97,$109.95 ,,-,0.0,B0BJ361WTB,0196361698519,196361698519,B0CW1XQLJ7,Steve Madden,yes,GB196361698519,https://www.google.com/search?q=196361698519+Steve+Madden+Women%27s+Lessa+Heeled+Sandal%2C+Black+Satin%2C+5.5&tbm=shop,Y,https://www.amazon.com/dp/B0BJ361WTB?psc=1,"https://www.google.com/shopping/product/7109101959180171531/offers?q=196361698519&prds=cid:7109101959180171531,cond:1",Not Found,,,,,N
