Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Black_list,PID
Nike Hydrastrong Solid Cut-Out One Piece,105805.0,88379.0,47.22,2.0,46.85,$76.80,$48.95,A218NCVVSLQN1Q,5.0,B083TK5D1N,30673192559,30673192559,B08Y5918P7,Nike,no,GB030673192559,https://www.google.com/search?q=030673192559+Nike+Hydrastrong+Solid+Cut-Out+One+Piece&tbm=shop,N,https://www.amazon.com/dp/B083TK5D1N?psc=1,"https://www.google.com/shopping/product/2147567381991178051/offers?q=30673192559&prds=cid:2147567381991178051,cond:1",Not Found,,,,,N,V,2147567381991178051
Nike Force Zoom Trout 8 Elite Metal Baseball Cleats,700796.0,695155.0,,,129.99,$202.35,$152.67,A1YSV4FL7WKBZC,2.0,B0BRP52J39,196152279477,196152279477,B0C4JZ7YQV,Nike,no,GB196152279477,https://www.google.com/search?q=196152279477+Nike+Force+Zoom+Trout+8+Elite+Metal+Baseball+Cleats&tbm=shop,N,https://www.amazon.com/dp/B0BRP52J39?psc=1,"https://www.google.com/shopping/product/2122041655584494206/offers?q=196152279477&prds=cid:2122041655584494206,cond:1",Not Found,,,,,N,V,2122041655584494206
Nike Force Ultimate Football Mouthguard Black | White,256010.0,309648.0,24.95,2.0,24.95,$24.95,$24.22,"A38NC52YZMEYGW, A1A7F8YHOZFUXY",3.0,B09BK8WSJQ,887791412997,887791412997,B0CV8344BZ,Nike,no,GB887791412997,https://www.google.com/search?q=887791412997+Nike+Force+Ultimate+Football+Mouthguard+Black+%7C+White&tbm=shop,N,https://www.amazon.com/dp/B09BK8WSJQ?psc=1,"https://www.google.com/shopping/product/211949265854969921/offers?q=887791412997&prds=cid:211949265854969921,cond:1",Not Found,,,,,N,V,211949265854969921
Nike Narrow Cooling Headband Royal Tint/Navy/Royal Tint One Size,779876.0,779876.0,14.95,10.0,14.95,$19.95,$15.07,A38NC52YZMEYGW,1.0,B075ZYS3YL,887791169617,887791169617,B07G9MJJGQ,Nike,no,GB887791169617,https://www.google.com/search?q=887791169617+Nike+Narrow+Cooling+Headband+Royal+Tint%2FNavy%2FRoyal+Tint+One+Size&tbm=shop,N,https://www.amazon.com/dp/B075ZYS3YL?psc=1,"https://www.google.com/shopping/product/211219627833617830/offers?q=887791169617&prds=cid:211219627833617830,cond:1",Not Found,,,,,N,V,211219627833617830
Nike Jordan Mens Air 1 Low GS 553560 061 Black/Very Berry - Size 5.5Y,50171.0,37244.0,276.38,1.0,276.38,$276.38,$276.38,A91K1E580IRV2,1.0,B09BTQVV75,195238857882,195238857882,B0CPV7VHXN,Nike,no,GB195238857882,https://www.google.com/search?q=195238857882+Nike+Jordan+Mens+Air+1+Low+GS+553560+061+Black%2FVery+Berry+-+Size+5.5Y&tbm=shop,Y,https://www.amazon.com/dp/B09BTQVV75?psc=1,"https://www.google.com/shopping/product/2100894353252430312/offers?q=195238857882&prds=cid:2100894353252430312,cond:1",Not Found,,,,,N,V,2100894353252430312
"Nike Womens Dri-Fit Academy Pro Short Sleeve Top K (as1, Alpha, m, Regular, Regular, Hyper Turq/Washed Teal)",274596.0,370072.0,44.0,1.0,44.0,$49.99,$43.88,A6NI94LTQOFCS,1.0,B0BRQX7L9G,195244591923,195244591923,B0BRQXSRT2,Nike,no,GB195244591923,https://www.google.com/search?q=195244591923+Nike+Womens+Dri-Fit+Academy+Pro+Short+Sleeve+Top+K+%28as1%2C+Alpha%2C+m%2C+Regular%2C+Regular%2C+Hyper+Turq%2FWashed+Teal%29&tbm=shop,N,https://www.amazon.com/dp/B0BRQX7L9G?psc=1,"https://www.google.com/shopping/product/2087693655077170246/offers?q=195244591923&prds=cid:2087693655077170246,cond:1",,,,,,N,V,2087693655077170246
"Nike Dri-FIT ADV TW Men's Golf Polo (US, Alpha, Large, Regular, Regular, Gym Red/White)",361314.0,303279.0,74.9,2.0,74.9,$84.99,$79.10,AIMC7EES4LT9C,1.0,B0CLT23ZNH,196155465112,196155465112,B0CPTFM4NM,Nike,no,GB196155465112,https://www.google.com/search?q=196155465112+Nike+Dri-FIT+ADV+TW+Men%27s+Golf+Polo+%28US%2C+Alpha%2C+Large%2C+Regular%2C+Regular%2C+Gym+Red%2FWhite%29&tbm=shop,Y,https://www.amazon.com/dp/B0CLT23ZNH?psc=1,"https://www.google.com/shopping/product/2085424301973385789/offers?q=196155465112&prds=cid:2085424301973385789,cond:1",eBay - rio_deals,69.99,118.98,132.28,,N,V,2085424301973385789
Jordan Womens WMNS Air 1 Mid BQ6472 007 Shadow - Size 9W,17865.0,16337.0,237.26,1.0,220.66,$329.99,$221.89,A3389DDRKC5SNE,3.0,B0B2QBFTGD,195866340428,195866340428,B0CGTHVB44,Nike,no,GB195866340428,https://www.google.com/search?q=195866340428+Jordan+Womens+WMNS+Air+1+Mid+BQ6472+007+Shadow+-+Size+9W&tbm=shop,Y,https://www.amazon.com/dp/B0B2QBFTGD?psc=1,"https://www.google.com/shopping/product/2083344766021775480/offers?q=195866340428&prds=cid:2083344766021775480,cond:1",eBay,174.94,297.4,330.64,,N,V,2083344766021775480
Nike Club Fleece Crew - CJ1614 - Navy - 4XL,10216.0,6554.0,60.95,11.0,60.95,$72.95,$60.95,A4QCB252L7I67,1.0,B09WT2VPD5,194272728813,194272728813,B0CPTGTVF3,Nike,no,GB194272728813,https://www.google.com/search?q=194272728813+Nike+Club+Fleece+Crew+-+CJ1614+-+Navy+-+4XL&tbm=shop,Y,https://www.amazon.com/dp/B09WT2VPD5?psc=1,"https://www.google.com/shopping/product/2068754641754791713/offers?q=194272728813&prds=cid:2068754641754791713,cond:1",eBay - dexsport,48.98,83.27,92.57,,N,V,2068754641754791713
Nike Mens Challenger OG CW7645 100 White/University Red - Size 13,212201.0,152496.0,193.3,1.0,193.28,$247.97,$196.42,A3389DDRKC5SNE,2.0,B092CHLL83,194955931424,194955931424,B08D8DHHT4,Nike,no,GB194955931424,https://www.google.com/search?q=194955931424+Nike+Mens+Challenger+OG+CW7645+100+White%2FUniversity+Red+-+Size+13&tbm=shop,Y,https://www.amazon.com/dp/B092CHLL83?psc=1,"https://www.google.com/shopping/product/2067557960822583534/offers?q=194955931424&prds=cid:2067557960822583534,cond:1",Not Found,,,,,N,V,2067557960822583534
"NIKE Men's Air Vapormax 2020 Fk' Running Shoe, White Summit White, 9",447950.0,464618.0,283.41,2.0,273.0,$367.00,$273.00,A1SJ83JM1A9B3L,3.0,B08J48HBZS,194494922693,194494922693,B08JW8Z7KZ,Nike,no,GB194494922693,https://www.google.com/search?q=194494922693+NIKE+Men%27s+Air+Vapormax+2020+Fk%27+Running+Shoe%2C+White+Summit+White%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B08J48HBZS?psc=1,"https://www.google.com/shopping/product/2051532204134658212/offers?q=194494922693&prds=cid:2051532204134658212,cond:1",eBay,124.9,212.33,236.06,282.41,Y,V,2051532204134658212
"Nike Unisex – Adult's Logo Knit Headband, Black/White, Standard Size",5442.0,5841.0,18.99,6.0,15.99,$28.84,$20.01,A1QT1Z3HGMASWY,5.0,B08CRZ5PQ9,887791363497,887791363497,B0CH2CRLWM,Nike,no,GB887791363497,https://www.google.com/search?q=887791363497+Nike+Unisex+%E2%80%93+Adult%27s+Logo+Knit+Headband%2C+Black%2FWhite%2C+Standard+Size&tbm=shop,Y,https://www.amazon.com/dp/B08CRZ5PQ9?psc=1,"https://www.google.com/shopping/product/2045752374695487110/offers?q=887791363497&prds=cid:2045752374695487110,cond:1",Not Found,,,,,N,V,2045752374695487110
"Nike Men's Air Jordan 1 Mid Sneaker, White/Black-volt, 10.5",107244.0,111718.0,160.0,7.0,160.0,$309.95,$172.60,"A1I3ED1S7A2F60, AURITBVDBH2KR",7.0,B08TBNTVHF,194501149891,194501149891,B0CPTDDDNJ,Nike,no,GB194501149891,https://www.google.com/search?q=194501149891+Nike+Men%27s+Air+Jordan+1+Mid+Sneaker%2C+White%2FBlack-volt%2C+10.5&tbm=shop,Y,https://www.amazon.com/dp/B08TBNTVHF?psc=1,"https://www.google.com/shopping/product/2041896512371279500/offers?q=194501149891&prds=cid:2041896512371279500,cond:1",eBay,114.94,195.4,217.24,,N,V,2041896512371279500
"Nike Legend Essential 2 Men's Running Shoes, Iron Grey/White-dk Smoke Grey, 12 M US",44611.0,41693.0,91.99,1.0,91.99,$92.00,$91.13,A1B45OCAUQONTY,1.0,B096QYVZB3,194956780236,194956780236,B0CPTFQQKC,Nike,no,GB194956780236,https://www.google.com/search?q=194956780236+Nike+Legend+Essential+2+Men%27s+Running+Shoes%2C+Iron+Grey%2FWhite-dk+Smoke+Grey%2C+12+M+US&tbm=shop,Y,https://www.amazon.com/dp/B096QYVZB3?psc=1,"https://www.google.com/shopping/product/2022307243948710399/offers?q=194956780236&prds=cid:2022307243948710399,cond:1",Not Found,,,,,N,V,2022307243948710399
"Nike Men's Legend 2.0 Short Sleeve Tee, Obsidian/Black/Black, Medium",190700.0,607146.0,35.0,3.0,35.0,$38.59,$35.00,A3NH0SP20MOZF2,1.0,B010RRX908,823229513775,823229513775,B08J4JD41N,Nike,no,GB823229513775,https://www.google.com/search?q=823229513775+Nike+Men%27s+Legend+2.0+Short+Sleeve+Tee%2C+Obsidian%2FBlack%2FBlack%2C+Medium&tbm=shop,Y,https://www.amazon.com/dp/B010RRX908?psc=1,"https://www.google.com/shopping/product/2022284324166457707/offers?q=823229513775&prds=cid:2022284324166457707,cond:1",Best Buy Soccer,34.99,59.48,66.13,,N,V,2022284324166457707
Nike Air Force One Sneaker-Children Sizes White 1.5,259565.0,266215.0,115.56,4.0,106.57,$189.54,$113.08,A1ME9LZAEMLUMT,2.0,B001U5ERXA,826218009853,826218009853,B0B2T77W91,Nike,no,GB826218009853,https://www.google.com/search?q=826218009853+Nike+Air+Force+One+Sneaker-Children+Sizes+White+1.5&tbm=shop,Y,https://www.amazon.com/dp/B001U5ERXA?psc=1,"https://www.google.com/shopping/product/2019161115787831508/offers?q=826218009853&prds=cid:2019161115787831508,cond:1",Foot Locker,90.0,153.0,170.1,,N,V,2019161115787831508
"Nike Air Force 1 Shadow Women's Shoes (FQ8885-100, White/Fireberry/Light Lemon) Size 12",60416.0,203098.0,192.53,4.0,182.63,$182.63,$192.59,A1ME9LZAEMLUMT,2.0,B0CSJ7NJN4,196969726294,196969726294,B0CQ3W9CMX,Nike,no,GB196969726294,https://www.google.com/search?q=196969726294+Nike+Air+Force+1+Shadow+Women%27s+Shoes+%28FQ8885-100%2C+White%2FFireberry%2FLight+Lemon%29+Size+12&tbm=shop,N,https://www.amazon.com/dp/B0CSJ7NJN4?psc=1,"https://www.google.com/shopping/product/2018497159920499871/offers?q=196969726294&prds=cid:2018497159920499871,cond:1",Not Found,,,,,N,V,2018497159920499871
Air Jordan 1 Women's Mid,17953.0,16500.0,229.0,1.0,229.0,$439.00,$229.00,AFW7WNX55N5K4,2.0,B07ZTTKLKT,193154389647,193154389647,B0CGTHVB44,Nike,no,GB193154389647,https://www.google.com/search?q=193154389647+Air+Jordan+1+Women%27s+Mid&tbm=shop,N,https://www.amazon.com/dp/B07ZTTKLKT?psc=1,"https://www.google.com/shopping/product/2013195045326179308/offers?q=193154389647&prds=cid:2013195045326179308,cond:1",Not Found,,,,,N,V,2013195045326179308
Nike Women's Air Max SC Summit White/Platinum Tint/Hemp/Sail (CW4554 108) - 5,137831.0,258551.0,109.95,6.0,103.8,$149.95,$109.84,AURITBVDBH2KR,4.0,B0BDZTLLR4,195869211701,195869211701,B0CN3FNZPP,Nike,no,GB195869211701,https://www.google.com/search?q=195869211701+Nike+Women%27s+Air+Max+SC+Summit+White%2FPlatinum+Tint%2FHemp%2FSail+%28CW4554+108%29+-+5&tbm=shop,Y,https://www.amazon.com/dp/B0BDZTLLR4?psc=1,"https://www.google.com/shopping/product/2007218660080881204/offers?q=195869211701&prds=cid:2007218660080881204,cond:1",Nike,78.97,134.25,149.25,,N,V,2007218660080881204
Nike Men's Victory Solid Dri-Fit Polo,16473.0,27415.0,50.0,1.0,50.0,$118.00,$50.00,"ACKGMP8ZWCBQ3, A3BBNVES5FA8ML",5.0,B0CL3ZWM9J,195866114654,195866114654,B07S2GWVH8,Nike,no,GB195866114654,https://www.google.com/search?q=195866114654+Nike+Men%27s+Victory+Solid+Dri-Fit+Polo&tbm=shop,N,https://www.amazon.com/dp/B0CL3ZWM9J?psc=1,"https://www.google.com/shopping/product/2005440157499673290/offers?q=195866114654&prds=cid:2005440157499673290,cond:1",Not Found,,,,,N,V,2005440157499673290
Nike Mens Revolution 6 NN DC3728 300 - Size 13,339036.0,311744.0,59.96,1.0,59.96,$109.00,$59.96,AQWTQJ9YCH31Y,3.0,B0B2PKK823,196149101224,196149101224,B09N2PR89N,Nike,no,GB196149101224,https://www.google.com/search?q=196149101224+Nike+Mens+Revolution+6+NN+DC3728+300+-+Size+13&tbm=shop,Y,https://www.amazon.com/dp/B0B2PKK823?psc=1,"https://www.google.com/shopping/product/200252565242264279/offers?q=196149101224&prds=cid:200252565242264279,cond:1",Not Found,,,,,N,V,200252565242264279
"Nike Women's Running Shoe, Black White, 8",152520.0,167570.0,134.36,1.0,130.0,$213.87,$132.14,A3LFEJOOJO8PI,3.0,B07ZJPRYJ1,193657765252,193657765252,B0C9RTVQY8,Nike,no,GB193657765252,https://www.google.com/search?q=193657765252+Nike+Women%27s+Running+Shoe%2C+Black+White%2C+8&tbm=shop,N,https://www.amazon.com/dp/B07ZJPRYJ1?psc=1,"https://www.google.com/shopping/product/1998201004171102194/offers?q=193657765252&prds=cid:1998201004171102194,cond:1",,,,,,N,V,1998201004171102194
"Nike Womens Women's Victory Compression Bra Plus (as1, Alpha, m, Regular, Regular, Pinksicle/White)",29349.0,28080.0,44.44,22.0,39.95,$41.99,$44.44,A1459MH1HWD7UB,1.0,B0BSLTG35F,196152346780,196152346780,B0CPTC8WW9,Nike,no,GB196152346780,https://www.google.com/search?q=196152346780+Nike+Womens+Women%27s+Victory+Compression+Bra+Plus+%28as1%2C+Alpha%2C+m%2C+Regular%2C+Regular%2C+Pinksicle%2FWhite%29&tbm=shop,Y,https://www.amazon.com/dp/B0BSLTG35F?psc=1,"https://www.google.com/shopping/product/1997618717511184912/offers?q=196152346780&prds=cid:1997618717511184912,cond:1",eBay - angela12252014,59.99,101.98,113.38,,N,V,1997618717511184912
Jordan Youth Air 1 Mid GS 554725 077 Royal 2020 - Size 5Y,45923.0,43247.0,132.0,2.0,132.0,$265.08,$142.92,AFW7WNX55N5K4,5.0,B08Q8S6H92,194501206020,194501206020,B0CR45LZCC,Nike,no,GB194501206020,https://www.google.com/search?q=194501206020+Jordan+Youth+Air+1+Mid+GS+554725+077+Royal+2020+-+Size+5Y&tbm=shop,Y,https://www.amazon.com/dp/B08Q8S6H92?psc=1,"https://www.google.com/shopping/product/199321370672519321/offers?q=194501206020&prds=cid:199321370672519321,cond:1",Sneakersnstuff,87.0,147.9,164.43,,N,V,199321370672519321
Jordan Mens Air Jordan 1 Retro High OG 555088 033 Patina/Rust Shadow - Size 9.5,104352.0,112007.0,249.99,1.0,249.99,$399.95,$267.82,A1I3ED1S7A2F60,2.0,B091ZG64FG,194501149679,194501149679,B0CPTDDDNJ,Nike,no,GB194501149679,https://www.google.com/search?q=194501149679+Jordan+Mens+Air+Jordan+1+Retro+High+OG+555088+033+Patina%2FRust+Shadow+-+Size+9.5&tbm=shop,Y,https://www.amazon.com/dp/B091ZG64FG?psc=1,"https://www.google.com/shopping/product/1990801187316706795/offers?q=194501149679&prds=cid:1990801187316706795,cond:1",eBay,194.94,331.4,368.44,,N,V,1990801187316706795
Nike Youth FC Barcelona Stadium Jersey [Night Maroon] (XL),286601.0,313746.0,63.98,12.0,59.99,$80.00,$63.98,A21NYBZ973TA6V,1.0,B07457LCDQ,883419924613,883419924613,B07BHZ4FB8,Nike,no,GB883419924613,https://www.google.com/search?q=883419924613+Nike+Youth+FC+Barcelona+Stadium+Jersey+%5BNight+Maroon%5D+%28XL%29&tbm=shop,N,https://www.amazon.com/dp/B07457LCDQ?psc=1,"https://www.google.com/shopping/product/1987685722211308923/offers?q=883419924613&prds=cid:1987685722211308923,cond:1",Not Found,,,,,N,V,1987685722211308923
"Nike Men's Air Max 90 G Spikeless Golf Shoes (Iron Grey/White-Black, us_Footwear_Size_System, Adult, Men, Numeric, Medium, Numeric_11)",333505.0,325677.0,119.48,2.0,111.53,$149.99,$117.50,AF4GO035LHAA2,9.0,B0C6JK1PJQ,196151841569,196151841569,B0CJ68BMTH,Nike,no,GB196151841569,https://www.google.com/search?q=196151841569+Nike+Men%27s+Air+Max+90+G+Spikeless+Golf+Shoes+%28Iron+Grey%2FWhite-Black%2C+us_Footwear_Size_System%2C+Adult%2C+Men%2C+Numeric%2C+Medium%2C+Numeric_11%29&tbm=shop,Y,https://www.amazon.com/dp/B0C6JK1PJQ?psc=1,"https://www.google.com/shopping/product/1981053153242093606/offers?q=196151841569&prds=cid:1981053153242093606,cond:1",DICK'S Sporting Goods,129.99,220.98,245.68,,N,V,1981053153242093606
Nike Alpha Menace Elite 3 CT6648-414 Game Royal-University Blue-Summit White-White Men's Football Cleats 11 US,440361.0,440361.0,185.73,10.0,185.73,$250.10,$189.98,A2RVBBPJL0UQFK,4.0,B0CSC5NN2S,196604196703,196604196703,B0C4G7LNX8,Nike,no,GB196604196703,https://www.google.com/search?q=196604196703+Nike+Alpha+Menace+Elite+3+CT6648-414+Game+Royal-University+Blue-Summit+White-White+Men%27s+Football+Cleats+11+US&tbm=shop,Y,https://www.amazon.com/dp/B0CSC5NN2S?psc=1,"https://www.google.com/shopping/product/1961619324453692235/offers?q=196604196703&prds=cid:1961619324453692235,cond:1",Scheels,65.0,110.5,122.85,184.73,Y,V,1961619324453692235
Nike Alpha Menace Pro 2 Mid AQ3209-301 Pine Green-Black Mens Football Cleats 10 US,363735.0,356273.0,137.94,2.0,137.94,$299.99,$137.94,"AV7ONLNVV0KD, A1OHIZ8GALV8P9, A14ZQM18JF6W7S, AQKP42KBZQ4BH",6.0,B09B3BVVVX,193658278201,193658278201,B0CPTFW1SB,Nike,no,GB193658278201,https://www.google.com/search?q=193658278201+Nike+Alpha+Menace+Pro+2+Mid+AQ3209-301+Pine+Green-Black+Mens+Football+Cleats+10+US&tbm=shop,Y,https://www.amazon.com/dp/B09B3BVVVX?psc=1,"https://www.google.com/shopping/product/1957331413063444364/offers?q=193658278201&prds=cid:1957331413063444364,cond:1",SVSports,79.99,135.98,151.18,136.94,Y,V,1957331413063444364
"Nike Women's Swoosh Bra 2.0 (Navy, X-Small)",170240.0,290268.0,90.71,1.0,90.71,$99.08,$90.71,A1B43WMIJ58I3U,2.0,B08R953N3Q,194276051559,194276051559,B08R95WB1N,Nike,no,GB194276051559,https://www.google.com/search?q=194276051559+Nike+Women%27s+Swoosh+Bra+2.0+%28Navy%2C+X-Small%29&tbm=shop,Y,https://www.amazon.com/dp/B08R953N3Q?psc=1,"https://www.google.com/shopping/product/1950967749877062873/offers?q=194276051559&prds=cid:1950967749877062873,cond:1",Macy's,36.25,61.62,68.51,89.71,Y,V,1950967749877062873
"Nike mens Air Max Plus Shoes, Safety Orange/University Gold, 9",708720.0,593794.0,150.0,1.0,149.0,$199.00,$147.04,A3KCLKFFWT76LN,4.0,B0BHZQMJ97,196149375083,196149375083,B0CPSPDK55,Nike,no,GB196149375083,https://www.google.com/search?q=196149375083+Nike+mens+Air+Max+Plus+Shoes%2C+Safety+Orange%2FUniversity+Gold%2C+9&tbm=shop,Y,https://www.amazon.com/dp/B0BHZQMJ97?psc=1,"https://www.google.com/shopping/product/1942321065108561481/offers?q=196149375083&prds=cid:1942321065108561481,cond:1",Foot Locker,139.99,237.98,264.58,,N,V,1942321065108561481
"Nike Men's Low-top Trainer Sneaker, Black White Barely Volt Black, 13.5 US",70589.0,67512.0,70.0,1.0,55.0,$145.90,$55.00,A1C2YXYSTSG21L,9.0,B0983MJBSF,195243503224,195243503224,B07MGK94CY,Nike,no,GB195243503224,https://www.google.com/search?q=195243503224+Nike+Men%27s+Low-top+Trainer+Sneaker%2C+Black+White+Barely+Volt+Black%2C+13.5+US&tbm=shop,N,https://www.amazon.com/dp/B0983MJBSF?psc=1,"https://www.google.com/shopping/product/1942048857993512206/offers?q=195243503224&prds=cid:1942048857993512206,cond:1",Not Found,,,,,N,V,1942048857993512206
"Nike Air Max Sc Womens Shoes Size 9, Color: White/Black-Magic Ember",79711.0,73476.0,90.42,2.0,90.42,$172.77,$116.50,A1EK7LD4ZSCFPB,1.0,B0BPLH5W57,196152185143,196152185143,B0CN1SG6SH,Nike,no,GB196152185143,https://www.google.com/search?q=196152185143+Nike+Air+Max+Sc+Womens+Shoes+Size+9%2C+Color%3A+White%2FBlack-Magic+Ember&tbm=shop,N,https://www.amazon.com/dp/B0BPLH5W57?psc=1,"https://www.google.com/shopping/product/1938424879957125839/offers?q=196152185143&prds=cid:1938424879957125839,cond:1",Not Found,,,,,N,V,1938424879957125839
Nike Elite Doublewide Wristbands (2-Pack) - Unisex (Black),153015.0,177091.0,14.95,20.0,8.98,$19.95,$14.29,A38NC52YZMEYGW,2.0,B0BDFH9ZKL,887791730138,887791730138,B0BLTD47YB,Nike,no,GB887791730138,https://www.google.com/search?q=887791730138+Nike+Elite+Doublewide+Wristbands+%282-Pack%29+-+Unisex+%28Black%29&tbm=shop,N,https://www.amazon.com/dp/B0BDFH9ZKL?psc=1,"https://www.google.com/shopping/product/1935028211673580526/offers?q=887791730138&prds=cid:1935028211673580526,cond:1",,,,,,N,V,1935028211673580526
Nike Men's Vapor Edge Speed 360 2 Molded Football Cleats,526667.0,526667.0,119.99,1.0,119.99,$190.90,$119.99,A1HUBJ4H8FIZG0,2.0,B0CTKYM2CH,196153804470,196153804470,B0CTHKVRLL,Nike,no,GB196153804470,https://www.google.com/search?q=196153804470+Nike+Men%27s+Vapor+Edge+Speed+360+2+Molded+Football+Cleats&tbm=shop,N,https://www.amazon.com/dp/B0CTKYM2CH?psc=1,"https://www.google.com/shopping/product/1928835586731675477/offers?q=196153804470&prds=cid:1928835586731675477,cond:1",Not Found,,,,,N,V,1928835586731675477
Nike Mens 1 Mid 554724 078 Light Smoke Grey 2.0 - Size 10,12899.0,120993.0,251.0,4.0,219.0,$350.00,$226.99,AO9C7X136AJHK,5.0,B09TBCG6WM,195866401563,195866401563,B0CPTHD1FB,Nike,no,GB195866401563,https://www.google.com/search?q=195866401563+Nike+Mens+1+Mid+554724+078+Light+Smoke+Grey+2.0+-+Size+10&tbm=shop,Y,https://www.amazon.com/dp/B09TBCG6WM?psc=1,"https://www.google.com/shopping/product/1925664236507018488/offers?q=195866401563&prds=cid:1925664236507018488,cond:1",eBay,179.94,305.9,340.09,,N,V,1925664236507018488
Nike Boy's Vapor Edge Shark 2 Football Cleats,141105.0,255860.0,72.99,2.0,65.04,$99.99,$70.39,-,9.0,B0C75PCYSH,196153816237,196153816237,B0C75P2RLJ,Nike,no,GB196153816237,https://www.google.com/search?q=196153816237+Nike+Boy%27s+Vapor+Edge+Shark+2+Football+Cleats&tbm=shop,Y,https://www.amazon.com/dp/B0C75PCYSH?psc=1,"https://www.google.com/shopping/product/1921648614756392239/offers?q=196153816237&prds=cid:1921648614756392239,cond:1",Champs Sports,54.99,93.48,103.93,,N,V,1921648614756392239
Nike Hyperfuel 32 Oz Bottle 2.0 Black | Black | Black,1438655.0,1395432.0,39.99,2.0,39.99,$75.84,$39.99,"A23EH840UI5QQY, A1EK7LD4ZSCFPB",3.0,B094YSZM5V,887791390233,887791390233,,Nike,no,GB887791390233,https://www.google.com/search?q=887791390233+Nike+Hyperfuel+32+Oz+Bottle+2.0+Black+%7C+Black+%7C+Black&tbm=shop,N,https://www.amazon.com/dp/B094YSZM5V?psc=1,"https://www.google.com/shopping/product/191662977848142624/offers?q=887791390233&prds=cid:191662977848142624,cond:1",Not Found,,,,,N,V,191662977848142624
Nike Mens Air Force 1 Low CZ7928 001 Kith - Black - Size 9.5,65210.0,55049.0,231.0,1.0,225.0,$299.50,$246.25,A2O4XN2BBGRDQ,2.0,B0B35C5SPC,194499728641,194499728641,B099YTGZZV,Nike,no,GB194499728641,https://www.google.com/search?q=194499728641+Nike+Mens+Air+Force+1+Low+CZ7928+001+Kith+-+Black+-+Size+9.5&tbm=shop,Y,https://www.amazon.com/dp/B0B35C5SPC?psc=1,"https://www.google.com/shopping/product/1899544313027533257/offers?q=194499728641&prds=cid:1899544313027533257,cond:1",eBay,114.95,195.41,217.26,230.0,Y,V,1899544313027533257
Jordan Womens WMNS Air 1 Mid BQ6472 015 Grey Fog - Size 11W,18046.0,16483.0,212.0,1.0,212.0,$329.99,$243.99,AFW7WNX55N5K4,2.0,B09KSZ2KTJ,195243796435,195243796435,B0CGTHVB44,Nike,no,GB195243796435,https://www.google.com/search?q=195243796435+Jordan+Womens+WMNS+Air+1+Mid+BQ6472+015+Grey+Fog+-+Size+11W&tbm=shop,Y,https://www.amazon.com/dp/B09KSZ2KTJ?psc=1,"https://www.google.com/shopping/product/1890919690922245129/offers?q=195243796435&prds=cid:1890919690922245129,cond:1",farfetch.com,120.0,204.0,226.8,211.0,Y,V,1890919690922245129
"Nike Mens Sportswear Club Fleece Crew (as1, alpha, 3x_l, regular, regular, Court Purple/White)",193416.0,177479.0,54.94,1.0,54.94,$80.00,$55.78,A238HMELT6PYFY,4.0,B0BSB52X88,196152593870,196152593870,B0CPTGTQTX,Nike,no,GB196152593870,https://www.google.com/search?q=196152593870+Nike+Mens+Sportswear+Club+Fleece+Crew+%28as1%2C+alpha%2C+3x_l%2C+regular%2C+regular%2C+Court+Purple%2FWhite%29&tbm=shop,Y,https://www.amazon.com/dp/B0BSB52X88?psc=1,"https://www.google.com/shopping/product/1871854607051905495/offers?q=196152593870&prds=cid:1871854607051905495,cond:1",Foot Locker,60.0,102.0,113.4,,N,V,1871854607051905495
"NIKE Jordan Nu Retro 1 Low Mens Shoes (DV5141-611, Varsity RED/White/Black) Size 7",1090942.0,1150958.0,149.84,5.0,140.85,$140.85,$150.56,A1ME9LZAEMLUMT,2.0,B0CSJ62WCJ,196969189822,196969189822,B0C1K6BTDT,Nike,no,GB196969189822,https://www.google.com/search?q=196969189822+NIKE+Jordan+Nu+Retro+1+Low+Mens+Shoes+%28DV5141-611%2C+Varsity+RED%2FWhite%2FBlack%29+Size+7&tbm=shop,Y,https://www.amazon.com/dp/B0CSJ62WCJ?psc=1,"https://www.google.com/shopping/product/1871756328679202089/offers?q=196969189822&prds=cid:1871756328679202089,cond:1",ShopWSS,99.99,169.98,188.98,,N,V,1871756328679202089
"Nike mens Air Force 1 07 Leather Trainers, White/Light Bordeaux-white, 8",456127.0,500333.0,147.0,,147.0,$199.50,$161.02,A3389DDRKC5SNE,2.0,B0B2T3NFV2,195866281080,195866281080,B0CSXVLJQK,Nike,no,GB195866281080,https://www.google.com/search?q=195866281080+Nike+mens+Air+Force+1+07+Leather+Trainers%2C+White%2FLight+Bordeaux-white%2C+8&tbm=shop,Y,https://www.amazon.com/dp/B0B2T3NFV2?psc=1,"https://www.google.com/shopping/product/1870775191097110931/offers?q=195866281080&prds=cid:1870775191097110931,cond:1",Not Found,,,,,N,V,1870775191097110931
