Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List,Black_list,PID
Nike Youth Dunk Low GS DH9765 600 Triple Pink - Size 6.5Y,50673.0,52019.0,222.3,1.0,222.3,$455.00,$232.73,A1657OE9TWXBSM,6.0,B0B42MQ3XD,196149536156,196149536156,B0CLNK8K72,Nike,no,GB196149536156,https://www.google.com/search?q=196149536156+Nike+Youth+Dunk+Low+GS+DH9765+600+Triple+Pink+-+Size+6.5Y&tbm=shop,Y,https://www.amazon.com/dp/B0B42MQ3XD?psc=1,"https://www.google.com/shopping/product/9868274146217866737/offers?q=196149536156&prds=cid:9868274146217866737,cond:1",Not Found,,,,,N,V,9868274146217866737
"Nike Pro Dri-FIT Men's 1/4-Zip Hyper Dry Training Top, Obsidian/Game Royal/Black, Medium",312452.0,280929.0,56.0,50.0,56.0,$64.99,$61.85,A1EK7LD4ZSCFPB,1.0,B0BQJNH74H,195245007607,195245007607,B0BQJPGFGZ,Nike,no,GB195245007607,https://www.google.com/search?q=195245007607+Nike+Pro+Dri-FIT+Men%27s+1%2F4-Zip+Hyper+Dry+Training+Top%2C+Obsidian%2FGame+Royal%2FBlack%2C+Medium&tbm=shop,Y,https://www.amazon.com/dp/B0BQJNH74H?psc=1,"https://www.google.com/shopping/product/985411565121791649/offers?q=195245007607&prds=cid:985411565121791649,cond:1",eBay - wheelsrideshop,44.99,76.48,85.03,,N,V,985411565121791649
Nike Hydrastrong Solid Cut-Out One Piece,105053.0,88453.0,42.94,1.0,42.94,$76.80,$42.94,AX3KFJ045B2MD,7.0,B083TTTSY9,30673192528,30673192528,B08Y5918P7,Nike,no,GB030673192528,https://www.google.com/search?q=030673192528+Nike+Hydrastrong+Solid+Cut-Out+One+Piece&tbm=shop,Y,https://www.amazon.com/dp/B083TTTSY9?psc=1,"https://www.google.com/shopping/product/9853964198966216528/offers?q=30673192528&prds=cid:9853964198966216528,cond:1",SwimOutlet.com,57.59,97.9,108.85,,N,V,9853964198966216528
Jordan Youth Air Jordan 1 Low GS 553560 500 Court Purple - Size 7Y,182537.0,170998.0,177.0,5.0,177.0,$406.16,$195.20,A3KCLKFFWT76LN,4.0,B08Q4JQD7D,194498267615,194498267615,B0BT843D6R,Nike,no,GB194498267615,https://www.google.com/search?q=194498267615+Jordan+Youth+Air+Jordan+1+Low+GS+553560+500+Court+Purple+-+Size+7Y&tbm=shop,Y,https://www.amazon.com/dp/B08Q4JQD7D?psc=1,"https://www.google.com/shopping/product/9850189046301193158/offers?q=194498267615&prds=cid:9850189046301193158,cond:1",farfetch.com,157.0,266.9,296.73,,N,V,9850189046301193158
Nike Boy's Grade School Kawa Slides Pink | White Size 5 Medium,13442.0,28129.0,24.95,3.0,10.9,$54.22,$15.89,A2CBAU2OGKLCXY,4.0,B08NYKNYX9,194953063943,194953063943,B071FK3X8F,Nike,no,GB194953063943,https://www.google.com/search?q=194953063943+Nike+Boy%27s+Grade+School+Kawa+Slides+Pink+%7C+White+Size+5+Medium&tbm=shop,N,https://www.amazon.com/dp/B08NYKNYX9?psc=1,"https://www.google.com/shopping/product/9844977648771415140/offers?q=194953063943&prds=cid:9844977648771415140,cond:1",Not Found,,,,,N,V,9844977648771415140
"NIKE Men's AIR MAX 95 PRM Running Shoe, Black MTLC Silver Game Royal Univ Red Opti Yellow, 11",134746.0,3100340.0,190.0,1.0,190.0,$190.00,$190.00,A1IOIMNAGA8QW8,1.0,B08QBDC3XQ,194955657706,194955657706,B0CTCDM4VW,Nike,no,GB194955657706,https://www.google.com/search?q=194955657706+NIKE+Men%27s+AIR+MAX+95+PRM+Running+Shoe%2C+Black+MTLC+Silver+Game+Royal+Univ+Red+Opti+Yellow%2C+11&tbm=shop,Y,https://www.amazon.com/dp/B08QBDC3XQ?psc=1,"https://www.google.com/shopping/product/9841424101372922838/offers?q=194955657706&prds=cid:9841424101372922838,cond:1",DTLR,159.98,271.97,302.36,,N,V,9841424101372922838
Nike Boy's Vapor Select Piped Baseball Pants M Gray | Black,826284.0,1181050.0,35.76,12.0,35.76,$67.93,$50.45,-,5.0,B08HSDJ2C9,193150214608,193150214608,B08HSDBFWM,Nike,no,GB193150214608,https://www.google.com/search?q=193150214608+Nike+Boy%27s+Vapor+Select+Piped+Baseball+Pants+M+Gray+%7C+Black&tbm=shop,Y,https://www.amazon.com/dp/B08HSDJ2C9?psc=1,"https://www.google.com/shopping/product/9821062378423640865/offers?q=193150214608&prds=cid:9821062378423640865,cond:1",eBay - djla-3567,32.5,55.25,61.42,,N,V,9821062378423640865
Nike JR Magista ONDA II DF FG Boys Soccer-Shoes 917776-002_1.5Y - Black/White-Cool Grey-Stadium Green,164660.0,4413547.0,71.77,1.0,64.99,$64.99,$71.77,A2N509IQSABIY5,2.0,B005K9SUSA,886059398868,886059398868,B0C6TVW8HN,Nike,no,GB886059398868,https://www.google.com/search?q=886059398868+Nike+JR+Magista+ONDA+II+DF+FG+Boys+Soccer-Shoes+917776-002_1.5Y+-+Black%2FWhite-Cool+Grey-Stadium+Green&tbm=shop,Y,https://www.amazon.com/dp/B005K9SUSA?psc=1,"https://www.google.com/shopping/product/9816826850635110381/offers?q=886059398868&prds=cid:9816826850635110381,cond:1",eBay - ito56,89.99,152.98,170.08,,N,V,9816826850635110381
Jordan Youth Air 1 Mid SE (GS) DC7248 103 - Size 5.5Y Black/University Red-White,45559.0,43193.0,206.0,2.0,206.0,$269.99,$207.74,AFW7WNX55N5K4,1.0,B09GS4LZSV,195243076261,195243076261,B0CR45LZCC,Nike,no,GB195243076261,https://www.google.com/search?q=195243076261+Jordan+Youth+Air+1+Mid+SE+%28GS%29+DC7248+103+-+Size+5.5Y+Black%2FUniversity+Red-White&tbm=shop,Y,https://www.amazon.com/dp/B09GS4LZSV?psc=1,"https://www.google.com/shopping/product/9811296804812441614/offers?q=195243076261&prds=cid:9811296804812441614,cond:1",Not Found,,,,,N,V,9811296804812441614
Nike Sportswear Cuffed Fleece Pants,718042.0,1543888.0,74.04,1.0,54.05,$99.95,$74.58,A3ESQJRCCGC8F8,1.0,B008PJWCHW,886548452910,886548452910,B07K5L491R,Nike,no,GB886548452910,https://www.google.com/search?q=886548452910+Nike+Sportswear+Cuffed+Fleece+Pants&tbm=shop,Y,https://www.amazon.com/dp/B008PJWCHW?psc=1,"https://www.google.com/shopping/product/9803443292156834477/offers?q=886548452910&prds=cid:9803443292156834477,cond:1",DICK'S Sporting Goods,47.98,81.57,90.68,,N,V,9803443292156834477
Nike Mens Air Max Plus 3 Tiger Cd7005 001 - Size 7.5,303359.0,247844.0,229.0,1.0,229.0,$317.00,$229.00,A2O4XN2BBGRDQ,1.0,B08J8KV9WY,193154400816,193154400816,B09KHB7L6C,Nike,no,GB193154400816,https://www.google.com/search?q=193154400816+Nike+Mens+Air+Max+Plus+3+Tiger+Cd7005+001+-+Size+7.5&tbm=shop,Y,https://www.amazon.com/dp/B08J8KV9WY?psc=1,"https://www.google.com/shopping/product/9798934000099844866/offers?q=193154400816&prds=cid:9798934000099844866,cond:1",farfetch.com,281.0,477.7,531.09,,N,V,9798934000099844866
"NIKE Unisex Performance Cushion No-Show Training Socks (3 Pairs), White/Black, Small",55608.0,58664.0,35.0,2.0,35.0,$64.00,$35.00,A1T89BUZK8PZX7,4.0,B002URF2RC,676556693500,676556693500,B06Y4DVTC4,Nike,no,GB676556693500,https://www.google.com/search?q=676556693500+NIKE+Unisex+Performance+Cushion+No-Show+Training+Socks+%283+Pairs%29%2C+White%2FBlack%2C+Small&tbm=shop,Y,https://www.amazon.com/dp/B002URF2RC?psc=1,"https://www.google.com/shopping/product/9795426924261872683/offers?q=676556693500&prds=cid:9795426924261872683,cond:1",Not Found,,,,,N,V,9795426924261872683
