Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Amazon_link,Match,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 11.5 X-Wide",172,263,,,103.39,$112.24 ,AF4GO035LHAA2,1.0,B07YZNNSCF,194182875485,194182875485,B093XKL7WZ,New Balance,no,GB194182875485,https://www.google.com/search?q=194182875485+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+11.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZNNSCF?psc=1,Y,"https://www.google.com/shopping/product/15708578933164586921/offers?q=194182875485&prds=cid:15708578933164586921,cond:1",Kohl's,79.99,135.98,151.18,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9.5",177,265,116.67,2.0,108.72,$120.68 ,AF4GO035LHAA2,1.0,B07YZRSRW9,194182875058,194182875058,B093XKL7WZ,New Balance,no,GB194182875058,https://www.google.com/search?q=194182875058+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9.5&tbm=shop,https://www.amazon.com/dp/B07YZRSRW9?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875058&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8.5 X-Wide",172,263,,,101.07,$109.19 ,AF4GO035LHAA2,1.0,B07YZQCZVH,194182875423,194182875423,B093XKL7WZ,New Balance,no,GB194182875423,https://www.google.com/search?q=194182875423+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZQCZVH?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 14 XX-Wide",177,264,,,,,-,,B0BPN4DH89,196941576107,196941576107,B093XKL7WZ,New Balance,yes,GB196941576107,https://www.google.com/search?q=196941576107+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+14+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN4DH89?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8",173,263,,,98.3,$115.57 ,-,1.0,B07YZRKYTC,194182875027,194182875027,B093XKL7WZ,New Balance,no,GB194182875027,https://www.google.com/search?q=194182875027+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8&tbm=shop,https://www.amazon.com/dp/B07YZRKYTC?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875027&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 11 XX-Wide",177,264,,,,,-,,B0BPN1246H,196941576053,196941576053,B093XKL7WZ,New Balance,yes,GB196941576053,https://www.google.com/search?q=196941576053+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+11+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN1246H?psc=1,Y,"https://www.google.com/shopping/product/5976872976123764786/offers?q=196941576053&prds=cid:5976872976123764786,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 13",176,260,,,101.13,$110.30 ,AF4GO035LHAA2,1.0,B07YZPNXG3,194182875126,194182875126,B093XKL7WZ,New Balance,yes,GB194182875126,https://www.google.com/search?q=194182875126+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+13&tbm=shop,https://www.amazon.com/dp/B07YZPNXG3?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875126&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 15",174,260,74.95,13.0,74.95,$74.95 ,A1BNXE6U3W2NOH,1.0,B089DBTMQN,194768277504,194768277504,B093XKL7WZ,New Balance,no,GB194768277504,https://www.google.com/search?q=194768277504+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+15&tbm=shop,https://www.amazon.com/dp/B089DBTMQN?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194768277504&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 13 XX-Wide",177,267,,,,,-,,B0BPN65YSR,196941576091,196941576091,B093XKL7WZ,New Balance,yes,GB196941576091,https://www.google.com/search?q=196941576091+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+13+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN65YSR?psc=1,Y,"https://www.google.com/shopping/product/18073909829559129488/offers?q=196941576091&prds=cid:18073909829559129488,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 12 X-Wide",174,259,142.38,2.0,134.43,$142.38 ,AF4GO035LHAA2,1.0,B07YZNHKS6,194182875492,194182875492,B093XKL7WZ,New Balance,no,GB194182875492,https://www.google.com/search?q=194182875492+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+12+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZNHKS6?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11",174,260,,,,,-,,B08CZZLSK6,194768210112,194768210112,B093XKL7WZ,New Balance,yes,GB194768210112,https://www.google.com/search?q=194768210112+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+11&tbm=shop,https://www.amazon.com/dp/B08CZZLSK6?psc=1,Y,"https://www.google.com/shopping/product/18073909829559129488/offers?q=194768210112&prds=cid:18073909829559129488,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10.5 X-Wide",176,262,118.99,2.0,111.04,$118.99 ,AF4GO035LHAA2,1.0,B07YZRQKDX,194182875461,194182875461,B093XKL7WZ,New Balance,no,GB194182875461,https://www.google.com/search?q=194182875461+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZRQKDX?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8 X-Wide",171,257,138.04,2.0,130.09,$138.04 ,AF4GO035LHAA2,1.0,B07YZPG6SR,194182875416,194182875416,B093XKL7WZ,New Balance,no,GB194182875416,https://www.google.com/search?q=194182875416+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZPG6SR?psc=1,Y,"https://www.google.com/shopping/product/8355556137795946276/offers?q=194182875416&prds=cid:8355556137795946276,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9",173,264,138.54,2.0,130.59,$138.54 ,AF4GO035LHAA2,1.0,B07YZQZLMN,194182875041,194182875041,B093XKL7WZ,New Balance,no,GB194182875041,https://www.google.com/search?q=194182875041+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9&tbm=shop,https://www.amazon.com/dp/B07YZQZLMN?psc=1,Y,"https://www.google.com/shopping/product/6864103075836704332/offers?q=194182875041&prds=cid:6864103075836704332,cond:1",2BigFeet,94.95,161.41,179.46,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10.5",176,264,,,104.39,$112.34 ,AF4GO035LHAA2,1.0,B07YZNJ4K6,194182875072,194182875072,B093XKL7WZ,New Balance,yes,GB194182875072,https://www.google.com/search?q=194182875072+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10.5&tbm=shop,https://www.amazon.com/dp/B07YZNJ4K6?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9 X-Wide",176,264,106.25,2.0,98.3,$111.26 ,AF4GO035LHAA2,1.0,B07YZSLMHZ,194182875430,194182875430,B093XKL7WZ,New Balance,no,GB194182875430,https://www.google.com/search?q=194182875430+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZSLMHZ?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875430&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 8",173,263,,,,,-,,B0923D46S9,194768210051,194768210051,B093XKL7WZ,New Balance,yes,GB194768210051,https://www.google.com/search?q=194768210051+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+8&tbm=shop,https://www.amazon.com/dp/B0923D46S9?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10",174,257,,,97.33,$110.97 ,AF4GO035LHAA2,1.0,B07YZQZGPY,194182875065,194182875065,B093XKL7WZ,New Balance,yes,GB194182875065,https://www.google.com/search?q=194182875065+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10&tbm=shop,https://www.amazon.com/dp/B07YZQZGPY?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875065&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8.5",173,261,136.54,2.0,128.59,$138.36 ,AF4GO035LHAA2,1.0,B07YZR5QS3,194182875034,194182875034,B093XKL7WZ,New Balance,no,GB194182875034,https://www.google.com/search?q=194182875034+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8.5&tbm=shop,https://www.amazon.com/dp/B07YZR5QS3?psc=1,Y,"https://www.google.com/shopping/product/14314635610129797123/offers?q=194182875034&prds=cid:14314635610129797123,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9.5 X-Wide",178,259,,,98.3,$107.25 ,AF4GO035LHAA2,1.0,B07YZRZRWC,194182875447,194182875447,B093XKL7WZ,New Balance,yes,GB194182875447,https://www.google.com/search?q=194182875447+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZRZRWC?psc=1,Y,"https://www.google.com/shopping/product/2306989719821698988/offers?q=194182875447&prds=cid:2306989719821698988,cond:1",New Balance,63.99,108.78,120.94,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 11 X-Wide",174,261,112.34,2.0,104.39,$113.55 ,AF4GO035LHAA2,1.0,B07YZS97TQ,194182875478,194182875478,B093XKL7WZ,New Balance,no,GB194182875478,https://www.google.com/search?q=194182875478+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+11+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZS97TQ?psc=1,Y,"https://www.google.com/shopping/product/4231708485010448476/offers?q=194182875478&prds=cid:4231708485010448476,cond:1",New Balance,63.99,108.78,120.94,111.34,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 15 X-Wide",177,261,74.95,4.0,74.95,$74.95 ,A1BNXE6U3W2NOH,1.0,B089DBS68Q,194768277894,194768277894,B093XKL7WZ,New Balance,no,GB194768277894,https://www.google.com/search?q=194768277894+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+15+X-Wide&tbm=shop,https://www.amazon.com/dp/B089DBS68Q?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 13 X-Wide",175,264,142.38,2.0,134.43,$142.38 ,AF4GO035LHAA2,1.0,B07YZQZK26,194182875515,194182875515,B093XKL7WZ,New Balance,no,GB194182875515,https://www.google.com/search?q=194182875515+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+13+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZQZK26?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875515&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 10",175,260,,,,,-,,B08D11FD8L,194768210099,194768210099,B093XKL7WZ,New Balance,no,GB194768210099,https://www.google.com/search?q=194768210099+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+10&tbm=shop,https://www.amazon.com/dp/B08D11FD8L?psc=1,Y,"https://www.google.com/shopping/product/3779422549417537850/offers?q=194768210099&prds=cid:3779422549417537850,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 12",174,262,111.84,2.0,103.89,$131.45 ,AF4GO035LHAA2,1.0,B07YZRT8LG,194182875102,194182875102,B093XKL7WZ,New Balance,no,GB194182875102,https://www.google.com/search?q=194182875102+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+12&tbm=shop,https://www.amazon.com/dp/B07YZRT8LG?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 11.5",173,260,141.38,2.0,133.43,$141.38 ,AF4GO035LHAA2,1.0,B07YZR765D,194182875096,194182875096,B093XKL7WZ,New Balance,no,GB194182875096,https://www.google.com/search?q=194182875096+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+11.5&tbm=shop,https://www.amazon.com/dp/B07YZR765D?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875096&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 10 X-Wide",174,262,74.95,1.0,74.95,$74.95 ,A1BNXE6U3W2NOH,1.0,B089D8YK88,194768277818,194768277818,B093XKL7WZ,New Balance,no,GB194768277818,https://www.google.com/search?q=194768277818+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+10+X-Wide&tbm=shop,https://www.amazon.com/dp/B089D8YK88?psc=1,Y,"https://www.google.com/shopping/product/17683445135084277949/offers?q=194768277818&prds=cid:17683445135084277949,cond:1",New Balance,63.99,108.78,120.94,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Black/Vivid Coral/White, 6.5",271,534,,,116.0,$117.43 ,A2650U6VN1Z6TA,1.0,B08QKXWPFT,195481880620,195481880620,B089S7TS2F,New Balance,yes,GB195481880620,https://www.google.com/search?q=195481880620+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FVivid+Coral%2FWhite%2C+6.5&tbm=shop,https://www.amazon.com/dp/B08QKXWPFT?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 8.5",273,532,,,99.08,$121.36 ,A1L771VVVO0RJK,1.0,B09XRF21PZ,196432783427,196432783427,B089S7TS2F,New Balance,yes,GB196432783427,https://www.google.com/search?q=196432783427+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+8.5&tbm=shop,https://www.amazon.com/dp/B09XRF21PZ?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Pink Glo/Blue Chill/Black, 5.5",275,538,,,,$58.00 ,-,0.0,B09K4VBV1C,195907037829,195907037829,B089S7TS2F,New Balance,yes,GB195907037829,https://www.google.com/search?q=195907037829+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Pink+Glo%2FBlue+Chill%2FBlack%2C+5.5&tbm=shop,https://www.amazon.com/dp/B09K4VBV1C?psc=1,Y,"https://www.google.com/shopping/product/2779931657793745573/offers?q=195907037829&prds=cid:2779931657793745573,cond:1",Shoe Carnival,79.98,135.97,151.16,151.16,Y
"New Balance Women's Fresh Foam Roav V1 Sneaker, Iodine Violet/Peony, 6",275,538,103.74,,103.74,$105.45 ,A2B9B9OGF1VYTL,1.0,B07HG47TWM,193362433200,193362433200,B089S7TS2F,New Balance,no,GB193362433200,https://www.google.com/search?q=193362433200+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Iodine+Violet%2FPeony%2C+6&tbm=shop,https://www.amazon.com/dp/B07HG47TWM?psc=1,Y,"https://www.google.com/shopping/product/2281052635033094343/offers?q=193362433200&prds=cid:2281052635033094343,cond:1",LacrosseMonkey.com,49.98,84.97,94.46,102.74,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Turtledove/Sea Salt, 9",271,538,,,,,-,,B0BHKMYBPV,196652997185,196652997185,B089S7TS2F,New Balance,yes,GB196652997185,https://www.google.com/search?q=196652997185+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Turtledove%2FSea+Salt%2C+9&tbm=shop,https://www.amazon.com/dp/B0BHKMYBPV?psc=1,Y,"https://www.google.com/shopping/product/290884593032226650/offers?q=196652997185&prds=cid:290884593032226650,cond:1",Shoe Carnival,79.98,135.97,151.16,151.16,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 7",272,533,,,108.99,$124.17 ,A1L771VVVO0RJK,2.0,B09XRG6MK6,196432783397,196432783397,B089S7TS2F,New Balance,yes,GB196432783397,https://www.google.com/search?q=196432783397+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+7&tbm=shop,https://www.amazon.com/dp/B09XRG6MK6?psc=1,Y,"https://www.google.com/shopping/product/9014719914884025025/offers?q=196432783397&prds=cid:9014719914884025025,cond:1",Champs Sports,59.99,101.98,113.38,107.99,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 8",274,536,,,,,-,,B09K4TWFTN,195907041710,195907041710,B089S7TS2F,New Balance,no,GB195907041710,https://www.google.com/search?q=195907041710+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FCobalt%2FEnergy+Lime%2C+8&tbm=shop,https://www.amazon.com/dp/B09K4TWFTN?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=195907041710&prds=cid:5453325658412694206,cond:1",Champs Sports,74.99,127.48,141.73,141.73,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Paper White/Gum, 7 Wide",271,538,,,,$74.95 ,-,,B09XRFQMPQ,196432783823,196432783823,B089S7TS2F,New Balance,yes,GB196432783823,https://www.google.com/search?q=196432783823+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Paper+White%2FGum%2C+7+Wide&tbm=shop,https://www.amazon.com/dp/B09XRFQMPQ?psc=1,Y,"https://www.google.com/shopping/product/8444145444394452221/offers?q=196432783823&prds=cid:8444145444394452221,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Paper White/Gum, 10.5",274,535,,,,$84.95 ,-,,B09XRH33PW,196432783755,196432783755,B089S7TS2F,New Balance,yes,GB196432783755,https://www.google.com/search?q=196432783755+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Paper+White%2FGum%2C+10.5&tbm=shop,https://www.amazon.com/dp/B09XRH33PW?psc=1,Y,"https://www.google.com/shopping/product/15360533333623709479/offers?q=196432783755&prds=cid:15360533333623709479,cond:1",Not Found,,,,,N
"New Balance womens Fresh Foam Roav V1 Running Shoe Sneaker, Nb White/Black, 10.5 Wide US",272,537,,,140.16,$140.16 ,ANZYNJW9IIF9C,1.0,B08KGYHM5J,195481453855,195481453855,B089S7TS2F,New Balance,yes,GB195481453855,https://www.google.com/search?q=195481453855+New+Balance+womens+Fresh+Foam+Roav+V1+Running+Shoe+Sneaker%2C+Nb+White%2FBlack%2C+10.5+Wide+US&tbm=shop,https://www.amazon.com/dp/B08KGYHM5J?psc=1,Y,"https://www.google.com/shopping/product/2280079918099215324/offers?q=195481453855&prds=cid:2280079918099215324,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 6",275,539,,,99.08,$124.14 ,A1L771VVVO0RJK,1.0,B09XRFX2HJ,196432783373,196432783373,B089S7TS2F,New Balance,yes,GB196432783373,https://www.google.com/search?q=196432783373+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+6&tbm=shop,https://www.amazon.com/dp/B09XRFX2HJ?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=196432783373&prds=cid:5453325658412694206,cond:1",Champs Sports,74.99,127.48,141.73,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Grey, 9.5",271,534,,,107.7,$92.63 ,A31AXZ2ONSA7MG,2.0,B0CLB8M2ZK,197376554876,197376554876,B089S7TS2F,New Balance,yes,GB197376554876,https://www.google.com/search?q=197376554876+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Grey%2C+9.5&tbm=shop,https://www.amazon.com/dp/B0CLB8M2ZK?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Grey Matter/Summer Aqua/Cosmic Rose, 12 Wide",273,538,,,,,-,,B0B3BPL7QZ,196652340547,196652340547,B089S7TS2F,New Balance,yes,GB196652340547,https://www.google.com/search?q=196652340547+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Grey+Matter%2FSummer+Aqua%2FCosmic+Rose%2C+12+Wide&tbm=shop,https://www.amazon.com/dp/B0B3BPL7QZ?psc=1,Y,"https://www.google.com/shopping/product/4947097830781167222/offers?q=196652340547&prds=cid:4947097830781167222,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 9",273,535,,,,$111.39 ,-,,B09K4VZJNX,195907041734,195907041734,B089S7TS2F,New Balance,no,GB195907041734,https://www.google.com/search?q=195907041734+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FCobalt%2FEnergy+Lime%2C+9&tbm=shop,https://www.amazon.com/dp/B09K4VZJNX?psc=1,Y,"https://www.google.com/shopping/product/15360533333623709479/offers?q=195907041734&prds=cid:15360533333623709479,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Grey, 8.5 Wide",273,537,,,,,-,,B093QLDS16,195907563861,195907563861,B089S7TS2F,New Balance,yes,GB195907563861,https://www.google.com/search?q=195907563861+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGrey%2C+8.5+Wide&tbm=shop,https://www.amazon.com/dp/B093QLDS16?psc=1,Y,"https://www.google.com/shopping/product/16405623774787294959/offers?q=195907563861&prds=cid:16405623774787294959,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 8",272,534,,,99.08,$125.26 ,A1L771VVVO0RJK,1.0,B09XS55WD3,196432783410,196432783410,B089S7TS2F,New Balance,yes,GB196432783410,https://www.google.com/search?q=196432783410+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+8&tbm=shop,https://www.amazon.com/dp/B09XS55WD3?psc=1,Y,"https://www.google.com/shopping/product/5994988693246761788/offers?q=196432783410&prds=cid:5994988693246761788,cond:1",Kohl's,69.99,118.98,132.28,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Grey, 7.5",272,535,,,,,-,,B093QJV8JS,195907563700,195907563700,B089S7TS2F,New Balance,yes,GB195907563700,https://www.google.com/search?q=195907563700+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGrey%2C+7.5&tbm=shop,https://www.amazon.com/dp/B093QJV8JS?psc=1,Y,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563700&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Night Tide/Blue, 6.5 Wide",273,532,,10.0,,,-,0.0,B093QJHW5Y,195907563243,195907563243,B089S7TS2F,New Balance,yes,GB195907563243,https://www.google.com/search?q=195907563243+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Night+Tide%2FBlue%2C+6.5+Wide&tbm=shop,https://www.amazon.com/dp/B093QJHW5Y?psc=1,Y,"https://www.google.com/shopping/product/9131067252017368360/offers?q=195907563243&prds=cid:9131067252017368360,cond:1",Rack Room Shoes,89.99,152.98,170.08,170.08,Y
"New Balance Women's Fresh Foam Roav V1 Sneaker, Black/Vivid Coral/White, 6",272,535,88.98,1.0,88.98,$95.34 ,AGZNCPYPVIGLY,1.0,B08QLCFS93,195481880613,195481880613,B089S7TS2F,New Balance,no,GB195481880613,https://www.google.com/search?q=195481880613+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FVivid+Coral%2FWhite%2C+6&tbm=shop,https://www.amazon.com/dp/B08QLCFS93?psc=1,Y,"https://www.google.com/shopping/product/18307991032008570813/offers?q=195481880613&prds=cid:18307991032008570813,cond:1",Champs Sports,59.99,101.98,113.38,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 9 Wide",272,538,,,,,-,,B093QJWDZH,195907563588,195907563588,B089S7TS2F,New Balance,yes,GB195907563588,https://www.google.com/search?q=195907563588+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Gray%2FGray%2C+9+Wide&tbm=shop,https://www.amazon.com/dp/B093QJWDZH?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=195907563588&prds=cid:5453325658412694206,cond:1",Not Found,,,,,N
