Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box 🚚: Current,Buy Box 🚚: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Box: Current,Buy Box: Stock,Match,Custom_SKU,Google_Search_Link,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 8.5 Medium US",80828,116693,$ 195.00,3.0,195.0,$ 385.71,$ 195.00,A3GWW7CQGYIHXP,1.0,B08T87RHLX,0192485763782,192485763782,B08ZHLS235,Tory Burch,no,,,N,GB192485763782,https://www.google.com/search?q=192485763782+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T87RHLX?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, New Cream/Perfect Navy, Off White, 9 Medium US",79447,115689,$ 264.02,1.0,248.0,$ 268.00,$ 264.02,A22XJXTXTCFKGS,1.0,B0995WYQPZ,0192485959451,192485959451,B08ZHLS235,Tory Burch,no,,,Y,GB192485959451,https://www.google.com/search?q=192485959451+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Cream%2FPerfect+Navy%2C+Off+White%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0995WYQPZ?psc=1,"https://www.google.com/shopping/product/17741835273468598200/offers?q=192485959451&prds=cid:17741835273468598200,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 5.5 Medium US",81533,114329,$ 198.00,3.0,198.0,$ 238.00,$ 329.92,ANZYNJW9IIF9C,1.0,B09TTW88NV,0196133169681,196133169681,B08ZHLS235,Tory Burch,yes,,,Y,GB196133169681,https://www.google.com/search?q=196133169681+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Bourbon+Miele%2C+Tan%2C+5.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTW88NV?psc=1,"https://www.google.com/shopping/product/1052743207064613452/offers?q=196133169681&prds=cid:1052743207064613452,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Cloud Sandals, Petunia, Pink, Tan, 8 Medium US",84763,116894,,,248.0,$ 248.00,$ 264.23,A22XJXTXTCFKGS,1.0,B0BB84MPNF,0196133603475,196133603475,B08ZHLS235,Tory Burch,no,,,Y,GB196133603475,https://www.google.com/search?q=196133603475+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Petunia%2C+Pink%2C+Tan%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BB84MPNF?psc=1,"https://www.google.com/shopping/product/5874797408129310466/offers?q=196133603475&prds=cid:5874797408129310466,cond:1",BHFO,193.99,329.78,366.64,,N
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 9.5 Medium US",79369,116854,$ 198.70,5.0,198.0,$ 385.71,$ 337.18,ANZYNJW9IIF9C,1.0,B08T7ZNHYX,0192485763805,192485763805,B08ZHLS235,Tory Burch,yes,,,Y,GB192485763805,https://www.google.com/search?q=192485763805+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+9.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T7ZNHYX?psc=1,"https://www.google.com/shopping/product/4767955848278619508/offers?q=192485763805&prds=cid:4767955848278619508,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Spark Gold/Natural, 8.5 Medium US",82329,119938,,,248.0,$ 418.45,$ 264.22,A22XJXTXTCFKGS,1.0,B092ZV9XDD,0192485878806,192485878806,B08ZHLS235,Tory Burch,no,,,Y,GB192485878806,https://www.google.com/search?q=192485878806+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Spark+Gold%2FNatural%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B092ZV9XDD?psc=1,"https://www.google.com/shopping/product/17062844583381773473/offers?q=192485878806&prds=cid:17062844583381773473,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Cloud Sandals, Blazing Yellow, 8 Medium US",81499,117794,$ 214.21,1.0,198.0,$ 228.00,$ 203.58,A22XJXTXTCFKGS,1.0,B0BB867ZZ3,0196133603642,196133603642,B08ZHLS235,Tory Burch,no,,,Y,GB196133603642,https://www.google.com/search?q=196133603642+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Blazing+Yellow%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BB867ZZ3?psc=1,"https://www.google.com/shopping/product/334759185883325036/offers?q=196133603642&prds=cid:334759185883325036,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 8.5 Medium US",80547,115084,$ 198.00,14.0,198.0,$ 238.00,$ 283.18,-,0.0,B09TTZ5QPR,0196133169742,196133169742,B08ZHLS235,Tory Burch,yes,,,N,GB196133169742,https://www.google.com/search?q=196133169742+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Bourbon+Miele%2C+Tan%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTZ5QPR?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 5 Medium US",79589,117328,$ 198.00,3.0,198.0,$ 238.00,,-,0.0,B08T86RYGT,0192485763713,192485763713,B08ZHLS235,Tory Burch,yes,,,N,GB192485763713,https://www.google.com/search?q=192485763713+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T86RYGT?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 6 Medium US",80479,116668,$ 198.00,7.0,198.0,$ 385.71,,-,0.0,B08T87JM89,0192485763737,192485763737,B08ZHLS235,Tory Burch,yes,,,Y,GB192485763737,https://www.google.com/search?q=192485763737+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T87JM89?psc=1,"https://www.google.com/shopping/product/10062930759992913642/offers?q=192485763737&prds=cid:10062930759992913642,cond:1",Nordstrom,208.0,353.6,393.12,,N
Tory Burch Women's Miller Cloud Sandals,80681,114018,$ 263.83,1.0,248.0,$ 268.00,$ 263.83,A22XJXTXTCFKGS,1.0,B09GPJF8JY,0196133021774,196133021774,B08ZHLS235,Tory Burch,no,,,N,GB196133021774,https://www.google.com/search?q=196133021774+Tory+Burch+Women%27s+Miller+Cloud+Sandals&tbm=shop,https://www.amazon.com/dp/B09GPJF8JY?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, New Cream/Perfect Navy, Off White, 8.5 Medium US",80451,114365,$ 249.90,1.0,249.9,$ 268.00,,-,0.0,B099PNXWVZ,0192485959444,192485959444,B08ZHLS235,Tory Burch,yes,,,Y,GB192485959444,https://www.google.com/search?q=192485959444+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Cream%2FPerfect+Navy%2C+Off+White%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PNXWVZ?psc=1,"https://www.google.com/shopping/product/5846610973211004272/offers?q=192485959444&prds=cid:5846610973211004272,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Multi/Cork, 8 Medium US",83301,115533,,,226.0,$ 268.00,$ 233.77,A22XJXTXTCFKGS,1.0,B09HN65DDF,0196133142677,196133142677,B08ZHLS235,Tory Burch,no,,,N,GB196133142677,https://www.google.com/search?q=196133142677+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Multi%2FCork%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B09HN65DDF?psc=1,,,,,,,N
"Tory Burch Women's Red Miller Cloud Sandals Shoes Tory Red (7.5, numeric_7_point_5)",81731,115148,$ 283.88,1.0,268.0,$ 268.00,$ 283.88,A22XJXTXTCFKGS,1.0,B09Z66VDNY,0192485792317,192485792317,B08ZHLS235,Tory Burch,no,,,N,GB192485792317,https://www.google.com/search?q=192485792317+Tory+Burch+Women%27s+Red+Miller+Cloud+Sandals+Shoes+Tory+Red+%287.5%2C+numeric_7_point_5%29&tbm=shop,https://www.amazon.com/dp/B09Z66VDNY?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 12 Medium US",81589,116974,$ 198.00,3.0,198.0,$ 238.00,,-,0.0,B08T86LSY7,0192485793543,192485793543,B08ZHLS235,Tory Burch,yes,,,Y,GB192485793543,https://www.google.com/search?q=192485793543+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+12+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T86LSY7?psc=1,"https://www.google.com/shopping/product/5846610973211004272/offers?q=192485793543&prds=cid:5846610973211004272,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, Multi/Cork, 6.5 Medium US",81828,119499,,,238.0,$ 268.00,$ 254.14,A22XJXTXTCFKGS,1.0,B09HN6YVZX,0196133142646,196133142646,B08ZHLS235,Tory Burch,no,,,N,GB196133142646,https://www.google.com/search?q=196133142646+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Multi%2FCork%2C+6.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09HN6YVZX?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Spark Gold/Natural, 7.5 Medium US",83990,116752,,,258.0,$ 418.45,$ 274.19,A22XJXTXTCFKGS,1.0,B092ZSXFL9,0192485878783,192485878783,B08ZHLS235,Tory Burch,no,,,Y,GB192485878783,https://www.google.com/search?q=192485878783+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Spark+Gold%2FNatural%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B092ZSXFL9?psc=1,"https://www.google.com/shopping/product/17062844583381773473/offers?q=192485878783&prds=cid:17062844583381773473,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Aged Camello, Tan, Brown, 9 Medium US",79916,115269,$ 264.02,1.0,248.0,$ 418.45,$ 263.48,A22XJXTXTCFKGS,1.0,B08SK455XZ,0192485764185,192485764185,B08ZHLS235,Tory Burch,no,,,N,GB192485764185,https://www.google.com/search?q=192485764185+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Aged+Camello%2C+Tan%2C+Brown%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B08SK455XZ?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Perfect Black, 7.5 Medium US",80769,116783,$ 197.30,,195.0,$ 385.71,$ 225.32,A3GWW7CQGYIHXP,3.0,B08T879FHY,0192485763508,192485763508,B08ZHLS235,Tory Burch,yes,,,N,GB192485763508,https://www.google.com/search?q=192485763508+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Perfect+Black%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T879FHY?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 10.5 Medium US",80620,119072,$ 198.00,8.0,198.0,$ 238.00,,-,0.0,B09TTXK4R3,0196133169612,196133169612,B08ZHLS235,Tory Burch,yes,,,Y,GB196133169612,https://www.google.com/search?q=196133169612+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Bourbon+Miele%2C+Tan%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTXK4R3?psc=1,"https://www.google.com/shopping/product/7659143964412520719/offers?q=196133169612&prds=cid:7659143964412520719,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, New Ivory, Off White, 10.5 Medium US",79350,110996,$ 198.00,4.0,198.0,$ 238.00,,-,0.0,B08T867KH6,0192485763690,192485763690,B08ZHLS235,Tory Burch,yes,,,Y,GB192485763690,https://www.google.com/search?q=192485763690+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+New+Ivory%2C+Off+White%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T867KH6?psc=1,"https://www.google.com/shopping/product/10062930759992913642/offers?q=192485763690&prds=cid:10062930759992913642,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, Spark Gold/Natural, 9 Medium US",85341,118017,,,228.0,$ 418.45,$ 232.20,A1639FICRAZRPI,2.0,B092ZV2YSC,0192485878813,192485878813,B08ZHLS235,Tory Burch,yes,,,N,GB192485878813,https://www.google.com/search?q=192485878813+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Spark+Gold%2FNatural%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B092ZV2YSC?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Multi/Cork, 7.5 Medium US",84003,117178,,,238.0,$ 248.00,$ 254.16,A22XJXTXTCFKGS,1.0,B09HN74JZ3,0196133142660,196133142660,B08ZHLS235,Tory Burch,no,,,Y,GB196133142660,https://www.google.com/search?q=196133142660+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Multi%2FCork%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09HN74JZ3?psc=1,"https://www.google.com/shopping/product/17741835273468598200/offers?q=196133142660&prds=cid:17741835273468598200,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, Aged Camello, Tan, Brown, 6.5 Medium US",81338,116467,$ 230.99,1.0,230.99,$ 385.71,,-,0.0,B08T861G8G,0192485764130,192485764130,B08ZHLS235,Tory Burch,yes,,,Y,GB192485764130,https://www.google.com/search?q=192485764130+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Aged+Camello%2C+Tan%2C+Brown%2C+6.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T861G8G?psc=1,"https://www.google.com/shopping/product/17741835273468598200/offers?q=192485764130&prds=cid:17741835273468598200,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Cloud Sandals, Spark Gold/Natural, 9.5 Medium US",81245,119493,,,238.0,$ 418.45,$ 254.30,A22XJXTXTCFKGS,1.0,B092ZTXC5P,0192485878820,192485878820,B08ZHLS235,Tory Burch,yes,,,Y,GB192485878820,https://www.google.com/search?q=192485878820+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Spark+Gold%2FNatural%2C+9.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B092ZTXC5P?psc=1,"https://www.google.com/shopping/product/5584309921740626386/offers?q=192485878820&prds=cid:5584309921740626386,cond:1",Sears - BHFO,155.94,265.1,294.73,,N
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 10 Medium US",79746,116474,$ 198.00,7.0,198.0,$ 238.00,,-,0.0,B09TTXW8R3,0196133169605,196133169605,B08ZHLS235,Tory Burch,yes,,,N,GB196133169605,https://www.google.com/search?q=196133169605+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Bourbon+Miele%2C+Tan%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTXW8R3?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Perfect Black, 10.5 Medium US",80961,116532,$ 198.00,4.0,198.0,$ 385.71,,-,0.0,B08T85SCYH,0192485763430,192485763430,B08ZHLS235,Tory Burch,yes,,,Y,GB192485763430,https://www.google.com/search?q=192485763430+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Perfect+Black%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T85SCYH?psc=1,"https://www.google.com/shopping/product/4787977367625799700/offers?q=192485763430&prds=cid:4787977367625799700,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Bourbon Miele, Tan, 11 Medium US",82617,117643,$ 198.00,3.0,198.0,$ 238.00,,-,0.0,B09TTXR29X,0196133169629,196133169629,B08ZHLS235,Tory Burch,yes,,,N,GB196133169629,https://www.google.com/search?q=196133169629+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Bourbon+Miele%2C+Tan%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTXR29X?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Cloud Sandals, Perfect Black, 11 Medium US",79877,113652,$ 198.00,3.0,198.0,$ 385.71,,-,0.0,B08T86WMKZ,0192485763447,192485763447,B08ZHLS235,Tory Burch,yes,,,Y,GB192485763447,https://www.google.com/search?q=192485763447+Tory+Burch+Women%27s+Miller+Cloud+Sandals%2C+Perfect+Black%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B08T86WMKZ?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=192485763447&prds=cid:1989090794547248746,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Sandals, Red, 6.5 Medium US",78887,635110,$ 198.00,2.0,198.0,$ 198.00,,-,0.0,B0BY3ZPY2T,0196133803677,196133803677,B0CTKTRN5R,Tory Burch,yes,,,N,GB196133803677,https://www.google.com/search?q=196133803677+Tory+Burch+Women%27s+Miller+Sandals%2C+Red%2C+6.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY3ZPY2T?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 6.5 Medium US",148367,235597,$ 198.00,23.0,198.0,$ 228.00,$ 306.69,ANZYNJW9IIF9C,1.0,B09SB1GV86,0196133153802,196133153802,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133153802,https://www.google.com/search?q=196133153802+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+6.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB1GV86?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=196133153802&prds=cid:1989090794547248746,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Soft Sandal, Bourbon Miele, Tan, Brown, 6 Medium US",135938,569104,$ 198.00,12.0,198.0,$ 228.00,$ 337.18,ANZYNJW9IIF9C,1.0,B09S9N9V9G,0196133157305,196133157305,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133157305,https://www.google.com/search?q=196133157305+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Bourbon+Miele%2C+Tan%2C+Brown%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B09S9N9V9G?psc=1,"https://www.google.com/shopping/product/9998699982011610088/offers?q=196133157305&prds=cid:9998699982011610088,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Soft Sandal, Bourbon Miele, Tan, Brown, 7.5 Medium US",133345,432835,$ 198.00,32.0,196.02,$ 228.00,$ 196.02,A27XQSHYXYFFJT,2.0,B09SB9NJQD,0196133157336,196133157336,B0CTHJSJJN,Tory Burch,yes,,,N,GB196133157336,https://www.google.com/search?q=196133157336+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Bourbon+Miele%2C+Tan%2C+Brown%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB9NJQD?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 7.5 Medium US",133384,320293,$ 198.00,38.0,198.0,$ 228.00,$ 228.00,A33N1BDCZWHQT1,2.0,B09SB27HW6,0196133153826,196133153826,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133153826,https://www.google.com/search?q=196133153826+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB27HW6?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=196133153826&prds=cid:1989090794547248746,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Soft Sandal, Bourbon Miele, Tan, Brown, 10 Medium US",134454,373016,$ 198.00,26.0,196.02,$ 228.00,$ 196.02,A27XQSHYXYFFJT,4.0,B09S9TFH8M,0196133157213,196133157213,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133157213,https://www.google.com/search?q=196133157213+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Bourbon+Miele%2C+Tan%2C+Brown%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B09S9TFH8M?psc=1,"https://www.google.com/shopping/product/9998699982011610088/offers?q=196133157213&prds=cid:9998699982011610088,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 9 Medium US",134948,183649,$ 195.00,4.0,194.9,$ 228.00,$ 195.63,A27XQSHYXYFFJT,3.0,B09SB3D2MK,0196133153857,196133153857,B0CTHJSJJN,Tory Burch,no,,,N,GB196133153857,https://www.google.com/search?q=196133153857+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB3D2MK?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Red, 5.5 Medium US",78965,1590262,$ 198.00,1.0,198.0,$ 198.00,,-,0.0,B0BY43X97X,0196133803653,196133803653,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133803653,https://www.google.com/search?q=196133803653+Tory+Burch+Women%27s+Miller+Sandals%2C+Red%2C+5.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY43X97X?psc=1,"https://www.google.com/shopping/product/6889162540707394550/offers?q=196133803653&prds=cid:6889162540707394550,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 12 Medium US",134143,442261,$ 198.00,13.0,198.0,$ 228.00,$ 337.18,ANZYNJW9IIF9C,1.0,B09SB7Q2T1,0196133153734,196133153734,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133153734,https://www.google.com/search?q=196133153734+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+12+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB7Q2T1?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=196133153734&prds=cid:1989090794547248746,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 6 Medium US",134466,248086,$ 198.00,25.0,198.0,$ 228.00,$ 337.18,ANZYNJW9IIF9C,1.0,B09SB23GJR,0196133153796,196133153796,B0CTHJSJJN,Tory Burch,yes,,,Y,GB196133153796,https://www.google.com/search?q=196133153796+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SB23GJR?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=196133153796&prds=cid:1989090794547248746,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Sandals, Red, 10 Medium US",78321,878374,,,,$ 198.00,$ 198.00,-,,B0BY412GVT,0196133803615,196133803615,B0CTKTRN5R,Tory Burch,yes,,,N,GB196133803615,https://www.google.com/search?q=196133803615+Tory+Burch+Women%27s+Miller+Sandals%2C+Red%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY412GVT?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Red, 9 Medium US",81510,321029,,,,$ 198.00,$ 198.00,-,,B0BY42FPDM,0196133803721,196133803721,B0CTKTRN5R,Tory Burch,no,,,Y,GB196133803721,https://www.google.com/search?q=196133803721+Tory+Burch+Women%27s+Miller+Sandals%2C+Red%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY42FPDM?psc=1,"https://www.google.com/shopping/product/11592945620179261115/offers?q=196133803721&prds=cid:11592945620179261115,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Washed Berry, Pink, 6 Medium US",82922,952613,$ 198.00,2.0,198.0,$ 198.00,,-,0.0,B0BY3ZZFQ4,0196133897256,196133897256,B0CTKTRN5R,Tory Burch,yes,,,N,GB196133897256,https://www.google.com/search?q=196133897256+Tory+Burch+Women%27s+Miller+Sandals%2C+Washed+Berry%2C+Pink%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY3ZZFQ4?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Washed Berry, Pink, 9 Medium US",81571,205357,$ 198.00,1.0,198.0,$ 198.00,,-,0.0,B0BY3ZKKBS,0196133897317,196133897317,B0CTKTRN5R,Tory Burch,yes,,,N,GB196133897317,https://www.google.com/search?q=196133897317+Tory+Burch+Women%27s+Miller+Sandals%2C+Washed+Berry%2C+Pink%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY3ZKKBS?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Almond Flour, Tan, 7.5 Medium US",82225,907564,$ 198.00,6.0,198.0,$ 198.00,$ 198.00,A33N1BDCZWHQT1,1.0,B0C7KDXY6B,0196133966648,196133966648,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133966648,https://www.google.com/search?q=196133966648+Tory+Burch+Women%27s+Miller+Sandals%2C+Almond+Flour%2C+Tan%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0C7KDXY6B?psc=1,"https://www.google.com/shopping/product/332852025510033834/offers?q=196133966648&prds=cid:332852025510033834,cond:1",Shopbop,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Sandals, Coral Crush, Pink, 8.5 Medium US",81482,177258,$ 198.00,2.0,198.0,$ 198.00,$ 198.00,A33N1BDCZWHQT1,1.0,B0C937BL96,0196133963128,196133963128,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133963128,https://www.google.com/search?q=196133963128+Tory+Burch+Women%27s+Miller+Sandals%2C+Coral+Crush%2C+Pink%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0C937BL96?psc=1,"https://www.google.com/shopping/product/4477943602471041644/offers?q=196133963128&prds=cid:4477943602471041644,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 10.5 Medium US",134067,301173,$ 198.00,17.0,198.0,$ 228.00,$ 337.18,ANZYNJW9IIF9C,1.0,B09SBBZ2R1,0196133153710,196133153710,B0CTHJSJJN,Tory Burch,yes,,,N,GB196133153710,https://www.google.com/search?q=196133153710+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B09SBBZ2R1?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Optic White, 10 Medium US",80768,539799,$ 198.00,6.0,198.0,$ 198.00,$ 198.00,A33N1BDCZWHQT1,1.0,B0BW2V46PN,0196133680254,196133680254,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133680254,https://www.google.com/search?q=196133680254+Tory+Burch+Women%27s+Miller+Sandals%2C+Optic+White%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2V46PN?psc=1,"https://www.google.com/shopping/product/15316172465981161256/offers?q=196133680254&prds=cid:15316172465981161256,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
