Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box 🚚: Current,Buy Box 🚚: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Box: Current,Buy Box: Stock,Match,Custom_SKU,Google_Search_Link,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Tory Burch Women's Miller Patent Thong Sandal, Black, 9 Medium US",39338,51055,,,229.99,$ 406.99,$ 337.18,ANZYNJW9IIF9C,1.0,B00HG3EWMQ,0884089308512,884089308512,B07BHJGWD5,Tory Burch,yes,,,N,GB884089308512,https://www.google.com/search?q=884089308512+Tory+Burch+Women%27s+Miller+Patent+Thong+Sandal%2C+Black%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B00HG3EWMQ?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Vintage Vachetta, Brown, Tan, 9 Medium US",39093,50674,$ 198.00,1.0,198.0,$ 406.99,$ 333.57,ANZYNJW9IIF9C,1.0,B00LC4QT44,0888736088574,888736088574,B07BHJGWD5,Tory Burch,yes,,,Y,GB888736088574,https://www.google.com/search?q=888736088574+Tory+Burch+Women%27s+Miller+Sandals%2C+Vintage+Vachetta%2C+Brown%2C+Tan%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B00LC4QT44?psc=1,"https://www.google.com/shopping/product/5874797408129310466/offers?q=888736088574&prds=cid:5874797408129310466,cond:1",BHFO,193.99,329.78,366.64,,N
"Tory Burch Women's Miller Sandals, Petunia, Pink, 9.5 Medium US",39398,50861,$ 198.00,1.0,198.0,$ 198.00,$ 198.00,A3AQGBEJ7K4ZZ8,1.0,B0BCL5T89F,0196133580219,196133580219,B07BHJGWD5,Tory Burch,no,,,Y,GB196133580219,https://www.google.com/search?q=196133580219+Tory+Burch+Women%27s+Miller+Sandals%2C+Petunia%2C+Pink%2C+9.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BCL5T89F?psc=1,"https://www.google.com/shopping/product/3141183513733199323/offers?q=196133580219&prds=cid:3141183513733199323,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Vintage Vachetta, Brown, Tan, 6 Medium US",39191,50358,$ 198.00,17.0,198.0,$ 461.99,,-,0.0,B00LC4QIYA,0888736088512,888736088512,B07BHJGWD5,Tory Burch,yes,,,Y,GB888736088512,https://www.google.com/search?q=888736088512+Tory+Burch+Women%27s+Miller+Sandals%2C+Vintage+Vachetta%2C+Brown%2C+Tan%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B00LC4QIYA?psc=1,"https://www.google.com/shopping/product/6599022376082889560/offers?q=888736088512&prds=cid:6599022376082889560,cond:1",Sears - BHFO,195.94,333.1,370.33,,N
"Tory Burch Women's Miller Patent Thong Sandal, Black, 8.5 Medium US",40766,51178,$ 198.00,3.0,190.89,$ 406.99,$ 325.65,A3QFDCCY1NEHXW,2.0,B00DYXO132,0884089308574,884089308574,B07BHJGWD5,Tory Burch,yes,,,Y,GB884089308574,https://www.google.com/search?q=884089308574+Tory+Burch+Women%27s+Miller+Patent+Thong+Sandal%2C+Black%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B00DYXO132?psc=1,"https://www.google.com/shopping/product/1934285229632251723/offers?q=884089308574&prds=cid:1934285229632251723,cond:1",BHFO,192.99,328.08,364.75,,N
"Tory Burch Women's Miller Sandals, Seashell Pink, 5.5 Medium US",40573,51340,$ 198.00,2.0,198.0,$ 198.00,,-,0.0,B0BY3ZK6LC,0196133799727,196133799727,B07BHJGWD5,Tory Burch,yes,,,Y,GB196133799727,https://www.google.com/search?q=196133799727+Tory+Burch+Women%27s+Miller+Sandals%2C+Seashell+Pink%2C+5.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY3ZK6LC?psc=1,"https://www.google.com/shopping/product/5787123615880606319/offers?q=196133799727&prds=cid:5787123615880606319,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Sandals, Merlot, Purple, 8 Medium US",39085,50840,$ 209.99,2.0,209.99,$ 238.00,$ 253.77,-,0.0,B0BW2SQ3SX,0196133790328,196133790328,B07BHJGWD5,Tory Burch,yes,,,Y,GB196133790328,https://www.google.com/search?q=196133790328+Tory+Burch+Women%27s+Miller+Sandals%2C+Merlot%2C+Purple%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2SQ3SX?psc=1,"https://www.google.com/shopping/product/14692376224448332739/offers?q=196133790328&prds=cid:14692376224448332739,cond:1",Zappos.com,170.69,290.17,322.6,,N
"Tory Burch Women's Miller Thong Sandals, Spark Gold, 6 Medium US",44258,54393,$ 198.00,1.0,198.0,$ 368.49,,-,0.0,B01LZBCZWV,0190041344420,190041344420,B07BHJGWD5,Tory Burch,yes,,,N,GB190041344420,https://www.google.com/search?q=190041344420+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Spark+Gold%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B01LZBCZWV?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Argento, Silver, Metallic, 5 Medium US",40941,52352,$ 198.00,2.0,198.0,$ 198.00,,-,0.0,B0BW2L464M,0196133790137,196133790137,B07BHJGWD5,Tory Burch,yes,,,Y,GB196133790137,https://www.google.com/search?q=196133790137+Tory+Burch+Women%27s+Miller+Sandals%2C+Argento%2C+Silver%2C+Metallic%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2L464M?psc=1,"https://www.google.com/shopping/product/5947395177945432149/offers?q=196133790137&prds=cid:5947395177945432149,cond:1",Zappos.com,158.5,269.45,299.56,,N
"Tory Burch Women's Miller Sandals, Bright Rainbow/Royal Navy, Blue, Stripe, 7.5 Medium US",39889,52902,$ 253.88,2.0,238.0,$ 337.18,$ 253.88,A22XJXTXTCFKGS,1.0,B07XW81SJM,0192485323719,192485323719,B07BHJGWD5,Tory Burch,no,,,N,GB192485323719,https://www.google.com/search?q=192485323719+Tory+Burch+Women%27s+Miller+Sandals%2C+Bright+Rainbow%2FRoyal+Navy%2C+Blue%2C+Stripe%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B07XW81SJM?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Patent Thong Sandal, Black, 6 Medium US",39421,51312,$ 198.00,3.0,198.0,$ 461.99,$ 330.63,ANZYNJW9IIF9C,1.0,B00CP8Y0EM,0884089308482,884089308482,B07BHJGWD5,Tory Burch,yes,,,N,GB884089308482,https://www.google.com/search?q=884089308482+Tory+Burch+Women%27s+Miller+Patent+Thong+Sandal%2C+Black%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B00CP8Y0EM?psc=1,Not Found,Not Found,,,,,N
Tory Burch Women's Miller Leather Laser Cut T-Strap Thong Sandal Gray Size 6,40144,50874,,,337.18,$ 357.52,$ 337.18,ANZYNJW9IIF9C,1.0,B08CKFK59P,0192485590203,192485590203,B07BHJGWD5,Tory Burch,yes,,,Y,GB192485590203,https://www.google.com/search?q=192485590203+Tory+Burch+Women%27s+Miller+Leather+Laser+Cut+T-Strap+Thong+Sandal+Gray+Size+6&tbm=shop,https://www.amazon.com/dp/B08CKFK59P?psc=1,"https://www.google.com/shopping/product/15350983902302167352/offers?q=192485590203&prds=cid:15350983902302167352,cond:1",Bloomingdale's,198.0,336.6,374.22,336.18,Y
"Tory Burch Women's Miller Sandals, Vintage Vachetta, Brown, Tan, 10.5 Medium US",40741,51281,$ 198.00,13.0,198.0,$ 406.99,$ 337.18,ANZYNJW9IIF9C,1.0,B00LC4QYPS,0888736088604,888736088604,B07BHJGWD5,Tory Burch,yes,,,Y,GB888736088604,https://www.google.com/search?q=888736088604+Tory+Burch+Women%27s+Miller+Sandals%2C+Vintage+Vachetta%2C+Brown%2C+Tan%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B00LC4QYPS?psc=1,"https://www.google.com/shopping/product/4563329454707133725/offers?q=888736088604&prds=cid:4563329454707133725,cond:1",BHFO,193.99,329.78,366.64,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 8 Medium US",38120,66187,$ 87.25,10.0,87.25,$ 88.00,,-,0.0,B0BQKWZKMZ,0196133576007,196133576007,B0CKHFG5ZV,Tory Burch,yes,,,N,GB196133576007,https://www.google.com/search?q=196133576007+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKWZKMZ?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 10 Medium US",38817,69742,$ 88.00,22.0,88.0,$ 165.09,$ 160.22,ANZYNJW9IIF9C,1.0,B0BQKZNLTF,0196133575956,196133575956,B0CKHFG5ZV,Tory Burch,yes,,,Y,GB196133575956,https://www.google.com/search?q=196133575956+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKZNLTF?psc=1,"https://www.google.com/shopping/product/11422911875017195333/offers?q=196133575956&prds=cid:11422911875017195333,cond:1",Not Found,,,,,N
Tory Burch Women's Miller Leather Laser Cut T-Strap Thong Sandal Gray Size 10.5,40759,51611,,,337.18,$ 337.18,$ 337.18,ANZYNJW9IIF9C,1.0,B08CKCRWCY,0192485590166,192485590166,B07BHJGWD5,Tory Burch,no,,,Y,GB192485590166,https://www.google.com/search?q=192485590166+Tory+Burch+Women%27s+Miller+Leather+Laser+Cut+T-Strap+Thong+Sandal+Gray+Size+10.5&tbm=shop,https://www.amazon.com/dp/B08CKCRWCY?psc=1,"https://www.google.com/shopping/product/2076990116470407750/offers?q=192485590166&prds=cid:2076990116470407750,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Thong Sandals, Tan, 10.5 Medium US",41506,50711,$ 198.00,11.0,198.0,$ 337.18,$ 337.18,ANZYNJW9IIF9C,1.0,B08GZ91RZR,0192485618327,192485618327,B07BHJGWD5,Tory Burch,yes,,,Y,GB192485618327,https://www.google.com/search?q=192485618327+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GZ91RZR?psc=1,"https://www.google.com/shopping/product/11974354357277542/offers?q=192485618327&prds=cid:11974354357277542,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Thong Sandals, Spark Gold, 8 Medium US",42258,51771,$ 264.74,1.0,198.0,$ 428.00,$ 264.74,A22XJXTXTCFKGS,1.0,B01M19A5BQ,0190041344468,190041344468,B07BHJGWD5,Tory Burch,no,,,N,GB190041344468,https://www.google.com/search?q=190041344468+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Spark+Gold%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B01M19A5BQ?psc=1,Not Found,Not Found,,,,,N
Tory Burch Women's Miller Leather Laser Cut T-Strap Thong Sandal Gray Size 11,40482,51186,,,337.18,$ 337.18,$ 337.18,ANZYNJW9IIF9C,1.0,B08CKBL78S,0192485590173,192485590173,B07BHJGWD5,Tory Burch,no,,,N,GB192485590173,https://www.google.com/search?q=192485590173+Tory+Burch+Women%27s+Miller+Leather+Laser+Cut+T-Strap+Thong+Sandal+Gray+Size+11&tbm=shop,https://www.amazon.com/dp/B08CKBL78S?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Thong Sandals, Tan, 7.5 Medium US",39310,51231,$ 198.00,20.0,198.0,$ 365.60,$ 243.78,A22XJXTXTCFKGS,1.0,B08GYN9MZF,0192485618396,192485618396,B07BHJGWD5,Tory Burch,yes,,,N,GB192485618396,https://www.google.com/search?q=192485618396+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GYN9MZF?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Thong Sandals, Tan, 9 Medium US",40196,50926,$ 198.00,20.0,198.0,$ 365.60,,-,0.0,B08GZC51SW,0192485618426,192485618426,B07BHJGWD5,Tory Burch,yes,,,Y,GB192485618426,https://www.google.com/search?q=192485618426+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GZC51SW?psc=1,"https://www.google.com/shopping/product/11974354357277542/offers?q=192485618426&prds=cid:11974354357277542,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Thong Sandals, Tan, 8 Medium US",39071,50662,$ 198.00,13.0,198.0,$ 365.60,,-,0.0,B08GZDN3JQ,0192485618402,192485618402,B07BHJGWD5,Tory Burch,yes,,,Y,GB192485618402,https://www.google.com/search?q=192485618402+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GZDN3JQ?psc=1,"https://www.google.com/shopping/product/8022228898244843725/offers?q=192485618402&prds=cid:8022228898244843725,cond:1","Walmart - BHFO, Inc.",189.99,322.98,359.08,,N
"Tory Burch Women's Miller Thong Sandals, Tan, 7 Medium US",39516,50248,$ 198.00,9.0,198.0,$ 365.60,,-,0.0,B08GZCF17H,0192485618389,192485618389,B07BHJGWD5,Tory Burch,yes,,,N,GB192485618389,https://www.google.com/search?q=192485618389+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GZCF17H?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 5 Medium US",38262,67422,$ 88.00,18.0,88.0,$ 88.00,$ 160.22,ANZYNJW9IIF9C,1.0,B0BQKPZTDM,0196133575970,196133575970,B0CKHFG5ZV,Tory Burch,yes,,,Y,GB196133575970,https://www.google.com/search?q=196133575970+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKPZTDM?psc=1,"https://www.google.com/shopping/product/16885108308450301794/offers?q=196133575970&prds=cid:16885108308450301794,cond:1",Bloomingdale's,278.0,472.6,525.42,,N
"Tory Burch Women's Miller Sandals, Seashell Pink, 5 Medium US",39997,50868,$ 198.00,2.0,198.0,$ 198.00,,-,0.0,B0BY41KV1D,0196133799710,196133799710,B07BHJGWD5,Tory Burch,yes,,,N,GB196133799710,https://www.google.com/search?q=196133799710+Tory+Burch+Women%27s+Miller+Sandals%2C+Seashell+Pink%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY41KV1D?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Seashell Pink, 8.5 Medium US",39438,51812,$ 198.00,3.0,198.0,$ 198.00,$ 198.00,-,0.0,B0BY42C1NQ,0196133799789,196133799789,B07BHJGWD5,Tory Burch,yes,,,Y,GB196133799789,https://www.google.com/search?q=196133799789+Tory+Burch+Women%27s+Miller+Sandals%2C+Seashell+Pink%2C+8.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY42C1NQ?psc=1,"https://www.google.com/shopping/product/5787123615880606319/offers?q=196133799789&prds=cid:5787123615880606319,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Sandals, Merlot, Purple, 10 Medium US",39336,52042,,,238.0,$ 238.00,$ 253.85,A22XJXTXTCFKGS,1.0,B0BW2KZRLR,0196133790236,196133790236,B07BHJGWD5,Tory Burch,yes,,,N,GB196133790236,https://www.google.com/search?q=196133790236+Tory+Burch+Women%27s+Miller+Sandals%2C+Merlot%2C+Purple%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2KZRLR?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Ivory/Ivory/Ivory Eva, White, Off White, 10 Medium US",37605,67611,$ 88.00,17.0,88.0,$ 165.08,$ 160.22,ANZYNJW9IIF9C,1.0,B0BQKZKD9Z,0196133575741,196133575741,B0CKHFG5ZV,Tory Burch,yes,,,N,GB196133575741,https://www.google.com/search?q=196133575741+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Ivory%2FIvory%2FIvory+Eva%2C+White%2C+Off+White%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKZKD9Z?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Stargazer, Blue, 6 Medium US",38549,65159,$ 88.00,3.0,88.0,$ 88.00,,-,0.0,B0BY414SFZ,0196133841082,196133841082,B0CKHFG5ZV,Tory Burch,yes,,,N,GB196133841082,https://www.google.com/search?q=196133841082+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Stargazer%2C+Blue%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY414SFZ?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 7 Medium US",36926,66930,$ 89.50,14.0,88.0,$ 88.00,$ 105.95,A1O7UYH9UE8MSQ,1.0,B0BQKT5Y7N,0196133575994,196133575994,B0CKHFG5ZV,Tory Burch,yes,,,N,GB196133575994,https://www.google.com/search?q=196133575994+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKT5Y7N?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 9 Medium US",38042,65469,$ 88.00,36.0,88.0,$ 165.08,$ 160.22,ANZYNJW9IIF9C,1.0,B0BQKKDG7H,0196133576014,196133576014,B0CKHFG5ZV,Tory Burch,yes,,,Y,GB196133576014,https://www.google.com/search?q=196133576014+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKKDG7H?psc=1,"https://www.google.com/shopping/product/1405028178145530947/offers?q=196133576014&prds=cid:1405028178145530947,cond:1",Not Found,,,,,N
"Tory Burch Women's Kira Flip Flops, Perfect Black/Gold, 6 Medium US",37916,68518,$ 88.00,32.0,88.0,$ 88.00,,-,0.0,B0BQKQM5V7,0196133575987,196133575987,B0CKHFG5ZV,Tory Burch,yes,,,N,GB196133575987,https://www.google.com/search?q=196133575987+Tory+Burch+Women%27s+Kira+Flip+Flops%2C+Perfect+Black%2FGold%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BQKQM5V7?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's KIRA FLIP FLOPs, MEADOWSWEET/GOLD, Pink, 11 Medium US",38392,65816,,,,$ 88.00,$ 88.00,-,,B0BY3ZP2LF,0196133841235,196133841235,B0CKHFG5ZV,Tory Burch,no,,,Y,GB196133841235,https://www.google.com/search?q=196133841235+Tory+Burch+Women%27s+KIRA+FLIP+FLOPs%2C+MEADOWSWEET%2FGOLD%2C+Pink%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY3ZP2LF?psc=1,"https://www.google.com/shopping/product/3680492851462105826/offers?q=196133841235&prds=cid:3680492851462105826,cond:1",Not Found,,,,,N
Tory Burch Women's Miller Leather Laser Cut T-Strap Thong Sandal Gray Size 9.5,41220,52476,,,337.18,$ 337.18,$ 337.18,ANZYNJW9IIF9C,1.0,B08CKLV8XH,0192485590272,192485590272,B07BHJGWD5,Tory Burch,no,,,Y,GB192485590272,https://www.google.com/search?q=192485590272+Tory+Burch+Women%27s+Miller+Leather+Laser+Cut+T-Strap+Thong+Sandal+Gray+Size+9.5&tbm=shop,https://www.amazon.com/dp/B08CKLV8XH?psc=1,"https://www.google.com/shopping/product/11285427609941927299/offers?q=192485590272&prds=cid:11285427609941927299,cond:1",Nordstrom,208.0,353.6,393.12,,N
Tory Burch Miller Sandal (10.5 New Ivory),40015,50489,,,337.18,$ 365.60,$ 337.18,ANZYNJW9IIF9C,1.0,B08CK5CD1K,0192485590296,192485590296,B07BHJGWD5,Tory Burch,no,,,N,GB192485590296,https://www.google.com/search?q=192485590296+Tory+Burch+Miller+Sandal+%2810.5+New+Ivory%29&tbm=shop,https://www.amazon.com/dp/B08CK5CD1K?psc=1,Not Found,Not Found,,,,,N
Tory Burch Women's Miller Leather Laser Cut T-Strap Thong Sandal Gray Size 10,40840,50580,,,337.18,$ 337.18,$ 337.18,ANZYNJW9IIF9C,1.0,B08CJZ1PQG,0192485590159,192485590159,B07BHJGWD5,Tory Burch,no,,,Y,GB192485590159,https://www.google.com/search?q=192485590159+Tory+Burch+Women%27s+Miller+Leather+Laser+Cut+T-Strap+Thong+Sandal+Gray+Size+10&tbm=shop,https://www.amazon.com/dp/B08CJZ1PQG?psc=1,"https://www.google.com/shopping/product/17149349090317685981/offers?q=192485590159&prds=cid:17149349090317685981,cond:1",Worldofwatches.com,174.98,297.47,330.71,336.18,Y
"Tory Burch Women's Miller Thong Sandals, Tan, 11 Medium US",40593,50860,$ 198.00,6.0,198.0,$ 365.60,,-,0.0,B08GZB2K4K,0192485618334,192485618334,B07BHJGWD5,Tory Burch,yes,,,Y,GB192485618334,https://www.google.com/search?q=192485618334+Tory+Burch+Women%27s+Miller+Thong+Sandals%2C+Tan%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B08GZB2K4K?psc=1,"https://www.google.com/shopping/product/17437509457549919249/offers?q=192485618334&prds=cid:17437509457549919249,cond:1",Nordstrom,208.0,353.6,393.12,,N
"Tory Burch Women's Miller Sandals, Vintage Vachetta, Brown, Tan, 12 Medium US",40471,51320,$ 198.00,5.0,198.0,$ 365.60,,-,0.0,B00LC4R1SW,0888736088628,888736088628,B07BHJGWD5,Tory Burch,yes,,,N,GB888736088628,https://www.google.com/search?q=888736088628+Tory+Burch+Women%27s+Miller+Sandals%2C+Vintage+Vachetta%2C+Brown%2C+Tan%2C+12+Medium+US&tbm=shop,https://www.amazon.com/dp/B00LC4R1SW?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Mini Miller Thong Flip Flops, Perfect Black, 7 Medium US",38993,48671,$ 98.00,35.0,98.0,$ 278.00,,-,0.0,B010U3KVD2,0888736212979,888736212979,B07PVL1TX6,Tory Burch,yes,,,Y,GB888736212979,https://www.google.com/search?q=888736212979+Tory+Burch+Women%27s+Mini+Miller+Thong+Flip+Flops%2C+Perfect+Black%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B010U3KVD2?psc=1,"https://www.google.com/shopping/product/6054279973064480311/offers?q=888736212979&prds=cid:6054279973064480311,cond:1",BHFO,165.99,282.18,313.72,,N
"Tory Burch Women's Mini Miller Thong Flip Flops, Perfect Black, 9 Medium US",38986,48621,$ 98.00,37.0,98.0,$ 269.99,$ 162.24,A22XJXTXTCFKGS,2.0,B01AEDIVEO,0888736212993,888736212993,B07PVL1TX6,Tory Burch,yes,,,N,GB888736212993,https://www.google.com/search?q=888736212993+Tory+Burch+Women%27s+Mini+Miller+Thong+Flip+Flops%2C+Perfect+Black%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B01AEDIVEO?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Mini Miller Thong Flip Flops, Perfect Black, 8 Medium US",39321,48726,$ 92.99,10.0,92.99,$ 269.99,,-,0.0,B010U3KYDO,0888736212986,888736212986,B07PVL1TX6,Tory Burch,yes,,,Y,GB888736212986,https://www.google.com/search?q=888736212986+Tory+Burch+Women%27s+Mini+Miller+Thong+Flip+Flops%2C+Perfect+Black%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B010U3KYDO?psc=1,"https://www.google.com/shopping/product/6054279973064480311/offers?q=888736212986&prds=cid:6054279973064480311,cond:1",BHFO,165.99,282.18,313.72,,N
"Tory Burch Women's Mini Miller Flat Thong, Poppy Coral, 8 M",38464,47766,,,228.0,$ 325.00,$ 245.95,A23KEHMQ196DRV,1.0,B00MBKSJJ6,0888736215147,888736215147,B07PVL1TX6,Tory Burch,no,,,Y,GB888736215147,https://www.google.com/search?q=888736215147+Tory+Burch+Women%27s+Mini+Miller+Flat+Thong%2C+Poppy+Coral%2C+8+M&tbm=shop,https://www.amazon.com/dp/B00MBKSJJ6?psc=1,"https://www.google.com/shopping/product/5465402372387381943/offers?q=888736215147&prds=cid:5465402372387381943,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch TY7143U Sunglasses 170913-56 -, womens, Dk Brown Gradient TY7143U-170913-56",41844,56363,$ 66.08,7.0,64.87,$ 155.00,$ 77.22,A24G5KE2858J1Q,7.0,B081HDMR24,0725125084130,725125084130,,Tory Burch,yes,,,Y,GB725125084130,https://www.google.com/search?q=725125084130+Tory+Burch+TY7143U+Sunglasses+170913-56+-%2C+womens%2C+Dk+Brown+Gradient+TY7143U-170913-56&tbm=shop,https://www.amazon.com/dp/B081HDMR24?psc=1,"https://www.google.com/shopping/product/4203602985743604668/offers?q=725125084130&prds=cid:4203602985743604668,cond:1",EZContacts.com,115.98,197.17,219.2,,N
"Tory Burch Women's Miller Sandals, Optic White, 11 Medium US",78139,1168005,$ 198.00,4.0,198.0,$ 198.00,,-,0.0,B0BW2NY3ZY,0196133680278,196133680278,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133680278,https://www.google.com/search?q=196133680278+Tory+Burch+Women%27s+Miller+Sandals%2C+Optic+White%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2NY3ZY?psc=1,"https://www.google.com/shopping/product/3613228463996098789/offers?q=196133680278&prds=cid:3613228463996098789,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Miller Sandals, Washed Berry, Pink, 7.5 Medium US",77090,475866,$ 198.00,1.0,198.0,$ 198.00,,-,0.0,B0BY412L8L,0196133897287,196133897287,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133897287,https://www.google.com/search?q=196133897287+Tory+Burch+Women%27s+Miller+Sandals%2C+Washed+Berry%2C+Pink%2C+7.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY412L8L?psc=1,"https://www.google.com/shopping/product/4967609397329812163/offers?q=196133897287&prds=cid:4967609397329812163,cond:1",Neiman Marcus,198.0,336.6,374.22,,N
"Tory Burch for Women Eau de Parfum Rollerball, Floral, 0.2 Oz",74160,84699,$ 38.99,69.0,38.99,$ 95.99,$ 39.99,A1875HYRIMJINM,3.0,B00HX5CSPU,"0022548311394, 0885148986948, 0751986839121","751986839121, 022548311394, 885148986948",B0CD86GWQG,Tory Burch,no,,,N,"GB751986839121, 022548311394, 885148986948",https://www.google.com/search?q=751986839121%2C+022548311394%2C+885148986948+Tory+Burch+for+Women+Eau+de+Parfum+Rollerball%2C+Floral%2C+0.2+Oz&tbm=shop,https://www.amazon.com/dp/B00HX5CSPU?psc=1,"https://www.google.com/shopping/product/17001418998447581002/offers?q=751986839121&prds=cid:17001418998447581002,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Sandals, Washed Berry, Pink, 11 Medium US",80007,226033,$ 198.00,1.0,198.0,$ 198.00,,-,0.0,B0BY427W3T,0196133897201,196133897201,B0CTKTRN5R,Tory Burch,yes,,,Y,GB196133897201,https://www.google.com/search?q=196133897201+Tory+Burch+Women%27s+Miller+Sandals%2C+Washed+Berry%2C+Pink%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BY427W3T?psc=1,"https://www.google.com/shopping/product/5787123615880606319/offers?q=196133897201&prds=cid:5787123615880606319,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
