Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box 🚚: Stock,New: Current,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Amazon_link,Match,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 9",959,1866,,,111.0,$ 119.44,A31AXZ2ONSA7MG,5.0,B0BJ7FZ534,0196941304700,196941304700,B08QNBXYG3,New Balance,yes,GB196941304700,https://www.google.com/search?q=196941304700+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+9&tbm=shop,https://www.amazon.com/dp/B0BJ7FZ534?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304700&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 8",963,1847,,,111.0,$ 119.44,A31AXZ2ONSA7MG,5.0,B0BJ7F2ZSH,0196941304687,196941304687,B08QNBXYG3,New Balance,yes,GB196941304687,https://www.google.com/search?q=196941304687+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+8&tbm=shop,https://www.amazon.com/dp/B0BJ7F2ZSH?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304687&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 10",957,1832,,,111.0,$ 119.40,A31AXZ2ONSA7MG,4.0,B0BJ7FQ1HZ,0196941304724,196941304724,B08QNBXYG3,New Balance,yes,GB196941304724,https://www.google.com/search?q=196941304724+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+10&tbm=shop,https://www.amazon.com/dp/B0BJ7FQ1HZ?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304724&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 8.5",959,1891,,,113.06,$ 119.45,A31AXZ2ONSA7MG,3.0,B0BJ7FT6TK,0196941304694,196941304694,B08QNBXYG3,New Balance,yes,GB196941304694,https://www.google.com/search?q=196941304694+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+8.5&tbm=shop,https://www.amazon.com/dp/B0BJ7FT6TK?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304694&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's Classic Sneaker, Nimbus Cloud with White, 9",960,1856,,,111.58,$ 120.07,A31AXZ2ONSA7MG,2.0,B093R1JTTC,0195907795385,195907795385,B08QNBXYG3,New Balance,yes,GB195907795385,https://www.google.com/search?q=195907795385+New+Balance+Women%27s+Classic+Sneaker%2C+Nimbus+Cloud+with+White%2C+9&tbm=shop,https://www.amazon.com/dp/B093R1JTTC?psc=1,Y,"https://www.google.com/shopping/product/3546514876809299360/offers?q=195907795385&prds=cid:3546514876809299360,cond:1",Holabird Sports,89.95,152.91,170.01,,N
"New Balance Women's 574 Core Sneaker, Black/White, 8 Wide",966,1854,,,,,-,,B093QLRXBQ,0195907796795,195907796795,B08QNBXYG3,New Balance,yes,GB195907796795,https://www.google.com/search?q=195907796795+New+Balance+Women%27s+574+Core+Sneaker%2C+Black%2FWhite%2C+8+Wide&tbm=shop,https://www.amazon.com/dp/B093QLRXBQ?psc=1,Y,"https://www.google.com/shopping/product/7115854884638905921/offers?q=195907796795&prds=cid:7115854884638905921,cond:1",Holabird Sports,89.95,152.91,170.01,170.01,Y
"New Balance Women's 574 Core Sneaker, Grey/White, 8 Wide",957,1836,,,,,-,,B093QHC47J,0195907796474,195907796474,B08QNBXYG3,New Balance,yes,GB195907796474,https://www.google.com/search?q=195907796474+New+Balance+Women%27s+574+Core+Sneaker%2C+Grey%2FWhite%2C+8+Wide&tbm=shop,https://www.amazon.com/dp/B093QHC47J?psc=1,Y,"https://www.google.com/shopping/product/1912670534644468371/offers?q=195907796474&prds=cid:1912670534644468371,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 7",957,1838,,,111.0,$ 119.14,A31AXZ2ONSA7MG,5.0,B0BJ7HPPSH,0196941304663,196941304663,B08QNBXYG3,New Balance,yes,GB196941304663,https://www.google.com/search?q=196941304663+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+7&tbm=shop,https://www.amazon.com/dp/B0BJ7HPPSH?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304663&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Daydream Sneaker, Granite/Bright Lavender/Quartz Grey, 7.5",958,1859,,,111.0,$ 119.39,A31AXZ2ONSA7MG,5.0,B0BJ7FLFN2,0196941304670,196941304670,B08QNBXYG3,New Balance,yes,GB196941304670,https://www.google.com/search?q=196941304670+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Granite%2FBright+Lavender%2FQuartz+Grey%2C+7.5&tbm=shop,https://www.amazon.com/dp/B0BJ7FLFN2?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941304670&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Women's 574 V2 Plant Café Sneaker, Blacktop/Sea Salt/White, 6",972,1842,,,,,-,,B09YBVZ3P6,0196432909179,196432909179,B08QNBXYG3,New Balance,yes,GB196432909179,https://www.google.com/search?q=196432909179+New+Balance+Women%27s+574+V2+Plant+Caf%C3%A9+Sneaker%2C+Blacktop%2FSea+Salt%2FWhite%2C+6&tbm=shop,https://www.amazon.com/dp/B09YBVZ3P6?psc=1,Y,"https://www.google.com/shopping/product/17615250421017738741/offers?q=196432909179&prds=cid:17615250421017738741,cond:1",Champs Sports,84.99,144.48,160.63,160.63,Y
"New Balance Women's 574 V2 Daydream Sneaker, Dark Juniper/Quartz Pink/Angora, 9.5",950,1846,,,,,-,,B0BJ7GPNWS,0196941305028,196941305028,B08QNBXYG3,New Balance,yes,GB196941305028,https://www.google.com/search?q=196941305028+New+Balance+Women%27s+574+V2+Daydream+Sneaker%2C+Dark+Juniper%2FQuartz+Pink%2FAngora%2C+9.5&tbm=shop,https://www.amazon.com/dp/B0BJ7GPNWS?psc=1,Y,"https://www.google.com/shopping/product/16928100147987494078/offers?q=196941305028&prds=cid:16928100147987494078,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 11",1153,1815,,,99.1,$ 115.86,AF4GO035LHAA2,3.0,B09XRD5NVG,0196432835294,196432835294,B096PR9JCT,New Balance,yes,GB196432835294,https://www.google.com/search?q=196432835294+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+11&tbm=shop,https://www.amazon.com/dp/B09XRD5NVG?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Nb White/Pigment, 14 M US",1166,1839,,,81.0,$ 105.39,A31AXZ2ONSA7MG,3.0,B083ZW9PKF,0194768225574,194768225574,B096PR9JCT,New Balance,no,GB194768225574,https://www.google.com/search?q=194768225574+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Nb+White%2FPigment%2C+14+M+US&tbm=shop,https://www.amazon.com/dp/B083ZW9PKF?psc=1,Y,"https://www.google.com/shopping/product/319882378204733106/offers?q=194768225574&prds=cid:319882378204733106,cond:1",Kohl's,69.99,118.98,132.28,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/Serene Blue/Vibrant Orange, 11 Wide",1166,1842,,,,,-,,B09K4PZDZC,0196307847858,196307847858,B096PR9JCT,New Balance,yes,GB196307847858,https://www.google.com/search?q=196307847858+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FSerene+Blue%2FVibrant+Orange%2C+11+Wide&tbm=shop,https://www.amazon.com/dp/B09K4PZDZC?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196307847858&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,151.11,Y
"New Balance Men's Fresh Foam Roav V1 Running Shoe, White/True Red, 9.5",1158,1833,,,113.37,$ 106.38,A13YPU2RMMMB45,1.0,B09H3N459W,0196307414883,196307414883,B096PR9JCT,New Balance,yes,GB196307414883,https://www.google.com/search?q=196307414883+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FTrue+Red%2C+9.5&tbm=shop,https://www.amazon.com/dp/B09H3N459W?psc=1,Y,"https://www.google.com/shopping/product/9603798208782738430/offers?q=196307414883&prds=cid:9603798208782738430,cond:1",Rogans Shoes,84.95,144.41,160.56,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, White/Light Aluminum/Cobalt, 9.5 M US",1155,1822,,,,$ 118.99,-,,B08P2D3RPZ,0195481695675,195481695675,B096PR9JCT,New Balance,yes,GB195481695675,https://www.google.com/search?q=195481695675+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+White%2FLight+Aluminum%2FCobalt%2C+9.5+M+US&tbm=shop,https://www.amazon.com/dp/B08P2D3RPZ?psc=1,Y,"https://www.google.com/shopping/product/9823655325410668287/offers?q=195481695675&prds=cid:9823655325410668287,cond:1",Peltz Shoes,84.95,144.41,160.56,160.56,Y
"New Balance Men's Fresh Foam Roav V1 Running Shoe, White/Eclipse, 10.5",1146,1835,,,107.22,$ 113.52,A31AXZ2ONSA7MG,2.0,B093QJC5R6,0195907653562,195907653562,B096PR9JCT,New Balance,yes,GB195907653562,https://www.google.com/search?q=195907653562+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FEclipse%2C+10.5&tbm=shop,https://www.amazon.com/dp/B093QJC5R6?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Olive/Green, 11",1153,1835,,,109.95,$ 94.12,A33GL2HIAH4JQY,1.0,B093QJ9RMM,0195907653920,195907653920,B096PR9JCT,New Balance,no,GB195907653920,https://www.google.com/search?q=195907653920+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Olive%2FGreen%2C+11&tbm=shop,https://www.amazon.com/dp/B093QJ9RMM?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=195907653920&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,,N
"New Balance Women's FuelCore Nergize V1 Sneaker, Black/Magnet, 8.5",6438,7698,,,,,-,,B07C2JXT2G,0192662909811,192662909811,B0C9TWS5B4,New Balance,yes,GB192662909811,https://www.google.com/search?q=192662909811+New+Balance+Women%27s+FuelCore+Nergize+V1+Sneaker%2C+Black%2FMagnet%2C+8.5&tbm=shop,https://www.amazon.com/dp/B07C2JXT2G?psc=1,Y,"https://www.google.com/shopping/product/5067654366054243001/offers?q=192662909811&prds=cid:5067654366054243001,cond:1",Shoe Station,69.98,118.97,132.26,132.26,Y
"New Balance Men's Fresh Foam Roav V1 Sneaker, White/Ocean Grey/Habanero, 11 M US",1167,1839,,,,$ 129.99,-,,B08BMPVT53,0194768675799,194768675799,B096PR9JCT,New Balance,yes,GB194768675799,https://www.google.com/search?q=194768675799+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+White%2FOcean+Grey%2FHabanero%2C+11+M+US&tbm=shop,https://www.amazon.com/dp/B08BMPVT53?psc=1,Y,"https://www.google.com/shopping/product/5678992519833335495/offers?q=194768675799&prds=cid:5678992519833335495,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/Serene Blue/Vibrant Orange, 12 Wide",1160,1828,,,,,-,,B09K4RZ49C,0196307847872,196307847872,B096PR9JCT,New Balance,yes,GB196307847872,https://www.google.com/search?q=196307847872+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FSerene+Blue%2FVibrant+Orange%2C+12+Wide&tbm=shop,https://www.amazon.com/dp/B09K4RZ49C?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196307847872&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,151.11,Y
"New Balance Men's Fresh Foam Roav V1 Sneaker, Magnet/Black, 10.5",1148,1840,,,,$ 133.40,-,,B07DVHDCW3,0192983369424,192983369424,B096PR9JCT,New Balance,yes,GB192983369424,https://www.google.com/search?q=192983369424+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Magnet%2FBlack%2C+10.5&tbm=shop,https://www.amazon.com/dp/B07DVHDCW3?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=192983369424&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,151.11,Y
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 8",1154,1838,,,96.27,$ 116.26,AF4GO035LHAA2,3.0,B09XRDJRFQ,0196432835232,196432835232,B096PR9JCT,New Balance,yes,GB196432835232,https://www.google.com/search?q=196432835232+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+8&tbm=shop,https://www.amazon.com/dp/B09XRDJRFQ?psc=1,Y,"https://www.google.com/shopping/product/8657729229976942717/offers?q=196432835232&prds=cid:8657729229976942717,cond:1",Kohl's,84.99,144.48,160.63,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, White/Virtual Sky/Lemonade, 10.5 Wide",1152,1834,,,99.99,$ 99.99,A3KIY9XAB84JHF,1.0,B09K4TFMXS,0196307848190,196307848190,B096PR9JCT,New Balance,yes,GB196307848190,https://www.google.com/search?q=196307848190+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FVirtual+Sky%2FLemonade%2C+10.5+Wide&tbm=shop,https://www.amazon.com/dp/B09K4TFMXS?psc=1,Y,"https://www.google.com/shopping/product/9603798208782738430/offers?q=196307848190&prds=cid:9603798208782738430,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Light Aluminum, 13",1153,1829,,,113.0,$ 91.95,A2650U6VN1Z6TA,5.0,B07RGTK9XD,0193684935888,193684935888,B096PR9JCT,New Balance,yes,GB193684935888,https://www.google.com/search?q=193684935888+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FLight+Aluminum%2C+13&tbm=shop,https://www.amazon.com/dp/B07RGTK9XD?psc=1,Y,"https://www.google.com/shopping/product/16965630319871076993/offers?q=193684935888&prds=cid:16965630319871076993,cond:1",New Balance,84.94,144.4,160.54,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Summer Fog, 9.5 M US",1175,1838,118.55,2.0,112.56,$ 118.55,A31AXZ2ONSA7MG,1.0,B07HG52DP1,0193362411703,193362411703,B096PR9JCT,New Balance,no,GB193362411703,https://www.google.com/search?q=193362411703+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FSummer+Fog%2C+9.5+M+US&tbm=shop,https://www.amazon.com/dp/B07HG52DP1?psc=1,Y,"https://www.google.com/shopping/product/11628937976036595050/offers?q=193362411703&prds=cid:11628937976036595050,cond:1",Kohl's,84.99,144.48,160.63,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 13 Wide",1151,1825,,,,,-,,B09XRDQPKP,0196432835508,196432835508,B096PR9JCT,New Balance,yes,GB196432835508,https://www.google.com/search?q=196432835508+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+13+Wide&tbm=shop,https://www.amazon.com/dp/B09XRDQPKP?psc=1,Y,"https://www.google.com/shopping/product/9055334421857040650/offers?q=196432835508&prds=cid:9055334421857040650,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Light Aluminum, 14 M US",1148,1825,,,110.8,$ 92.26,AF4GO035LHAA2,2.0,B07RGTKG2N,0193684935895,193684935895,B096PR9JCT,New Balance,no,GB193684935895,https://www.google.com/search?q=193684935895+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FLight+Aluminum%2C+14+M+US&tbm=shop,https://www.amazon.com/dp/B07RGTKG2N?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=193684935895&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Angora/Gum, 10.5",1163,1831,,,110.0,$ 99.77,A13YPU2RMMMB45,2.0,B09XRH6SR8,0196432834938,196432834938,B096PR9JCT,New Balance,yes,GB196432834938,https://www.google.com/search?q=196432834938+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Angora%2FGum%2C+10.5&tbm=shop,https://www.amazon.com/dp/B09XRH6SR8?psc=1,Y,"https://www.google.com/shopping/product/9603798208782738430/offers?q=196432834938&prds=cid:9603798208782738430,cond:1",Rogans Shoes,84.95,144.41,160.56,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Light Aluminum, 17 M US",1164,1828,,,,,-,,B07RL5R2RD,0193684935925,193684935925,B096PR9JCT,New Balance,no,GB193684935925,https://www.google.com/search?q=193684935925+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FLight+Aluminum%2C+17+M+US&tbm=shop,https://www.amazon.com/dp/B07RL5R2RD?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Summer Fog, 8 M US",1155,1834,,,107.22,$ 114.17,A31AXZ2ONSA7MG,1.0,B07HFZXNCT,0193362411673,193362411673,B096PR9JCT,New Balance,yes,GB193362411673,https://www.google.com/search?q=193362411673+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FSummer+Fog%2C+8+M+US&tbm=shop,https://www.amazon.com/dp/B07HFZXNCT?psc=1,Y,"https://www.google.com/shopping/product/16969762637777263923/offers?q=193362411673&prds=cid:16969762637777263923,cond:1",Shoe Station,94.99,161.48,179.53,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 14 Wide",1149,1828,,,,,-,,B09XRG7X77,0196432835515,196432835515,B096PR9JCT,New Balance,yes,GB196432835515,https://www.google.com/search?q=196432835515+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+14+Wide&tbm=shop,https://www.amazon.com/dp/B09XRG7X77?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196432835515&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,151.11,Y
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 12",1157,1833,,,99.1,$ 117.07,AF4GO035LHAA2,3.0,B09XRF4JDJ,0196432835317,196432835317,B096PR9JCT,New Balance,yes,GB196432835317,https://www.google.com/search?q=196432835317+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+12&tbm=shop,https://www.amazon.com/dp/B09XRF4JDJ?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196432835317&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, White/Virtual Sky/Lemonade, 7.5",1175,1863,,,,,-,,B09K4TP47L,0196307847957,196307847957,B096PR9JCT,New Balance,yes,GB196307847957,https://www.google.com/search?q=196307847957+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FVirtual+Sky%2FLemonade%2C+7.5&tbm=shop,https://www.amazon.com/dp/B09K4TP47L?psc=1,Y,"https://www.google.com/shopping/product/13118768948792039984/offers?q=196307847957&prds=cid:13118768948792039984,cond:1",Rack Room Shoes,84.99,144.48,160.63,160.63,Y
"New Balance Women's FuelCore Nergize V1 Sneaker, Black/Leopard, 5",6439,7391,,,,,-,,B082G8C1N6,0194389131391,194389131391,B0C9TWS5B4,New Balance,yes,GB194389131391,https://www.google.com/search?q=194389131391+New+Balance+Women%27s+FuelCore+Nergize+V1+Sneaker%2C+Black%2FLeopard%2C+5&tbm=shop,https://www.amazon.com/dp/B082G8C1N6?psc=1,Y,"https://www.google.com/shopping/product/6357005510635322289/offers?q=194389131391&prds=cid:6357005510635322289,cond:1",Not Found,,,,,N
"New Balance Women's FuelCore Nergize V1 Sneaker, Black/Leopard, 6.5",6454,7563,,,,$ 61.78,-,,B082G8NSNY,0194389131421,194389131421,B0C9TWS5B4,New Balance,yes,GB194389131421,https://www.google.com/search?q=194389131421+New+Balance+Women%27s+FuelCore+Nergize+V1+Sneaker%2C+Black%2FLeopard%2C+6.5&tbm=shop,https://www.amazon.com/dp/B082G8NSNY?psc=1,Y,"https://www.google.com/shopping/product/10387995683717398544/offers?q=194389131421&prds=cid:10387995683717398544,cond:1",Not Found,,,,,N
"New Balance Women's FuelCore Nergize V1 Sneaker, White Summer Fog Butrmilk Hg1, 12",6410,7633,,,,,-,,B07DJ6KVQH,0192662796701,192662796701,B0C9TWS5B4,New Balance,no,GB192662796701,https://www.google.com/search?q=192662796701+New+Balance+Women%27s+FuelCore+Nergize+V1+Sneaker%2C+White+Summer+Fog+Butrmilk+Hg1%2C+12&tbm=shop,https://www.amazon.com/dp/B07DJ6KVQH?psc=1,Y,"https://www.google.com/shopping/product/18136898325015837365/offers?q=192662796701&prds=cid:18136898325015837365,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Blacktop/Gum, 9",1440,1410,,,,,-,,B09XRD1D53,0196432852611,196432852611,B09K52X9QR,New Balance,yes,GB196432852611,https://www.google.com/search?q=196432852611+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Blacktop%2FGum%2C+9&tbm=shop,https://www.amazon.com/dp/B09XRD1D53?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's Fresh Foam Arishi V4 Running Shoe, Vintage Indigo/Natural Indigo/Gum 2, 14 X-Wide",1443,1412,,,80.72,$ 111.32,AF4GO035LHAA2,3.0,B09H3N7PZ1,0196307413015,196307413015,B09K52X9QR,New Balance,yes,GB196307413015,https://www.google.com/search?q=196307413015+New+Balance+Men%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Vintage+Indigo%2FNatural+Indigo%2FGum+2%2C+14+X-Wide&tbm=shop,https://www.amazon.com/dp/B09H3N7PZ1?psc=1,Y,"https://www.google.com/shopping/product/12999207115623698819/offers?q=196307413015&prds=cid:12999207115623698819,cond:1",ShoeMall,62.97,107.05,119.01,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Summer Fog, 9 M US",1157,1841,,,118.89,$ 124.88,A31AXZ2ONSA7MG,1.0,B07HFZTW2D,0193362411697,193362411697,B096PR9JCT,New Balance,no,GB193362411697,https://www.google.com/search?q=193362411697+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FSummer+Fog%2C+9+M+US&tbm=shop,https://www.amazon.com/dp/B07HFZTW2D?psc=1,Y,"https://www.google.com/shopping/product/1116576824423848623/offers?q=193362411697&prds=cid:1116576824423848623,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Black/Light Aluminum, 11 W US",1156,1828,,,133.68,$ 116.57,ANZYNJW9IIF9C,1.0,B07RGTKHJB,0193684936038,193684936038,B096PR9JCT,New Balance,yes,GB193684936038,https://www.google.com/search?q=193684936038+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FLight+Aluminum%2C+11+W+US&tbm=shop,https://www.amazon.com/dp/B07RGTKHJB?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=193684936038&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 14",1156,1826,,,102.63,$ 117.93,AF4GO035LHAA2,1.0,B09XRHRV6L,0196432835331,196432835331,B096PR9JCT,New Balance,no,GB196432835331,https://www.google.com/search?q=196432835331+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+14&tbm=shop,https://www.amazon.com/dp/B09XRHRV6L?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196432835331&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,,N
"New Balance Men's Fresh Foam Roav V1 Sneaker, Lead/Light Aluminum, 16 W US",1161,1849,,,134.97,$ 134.97,A1F9MAEG3DSUIX,1.0,B07RK1XX3Y,0193684934690,193684934690,B096PR9JCT,New Balance,yes,GB193684934690,https://www.google.com/search?q=193684934690+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Lead%2FLight+Aluminum%2C+16+W+US&tbm=shop,https://www.amazon.com/dp/B07RK1XX3Y?psc=1,Y,"https://www.google.com/shopping/product/3131986401157740472/offers?q=193684934690&prds=cid:3131986401157740472,cond:1",Kohl's,84.99,144.48,160.63,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, White/Reflection, 7",1163,1870,,,,,-,,B0BHJP6HTD,0196652952818,196652952818,B096PR9JCT,New Balance,yes,GB196652952818,https://www.google.com/search?q=196652952818+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FReflection%2C+7&tbm=shop,https://www.amazon.com/dp/B0BHJP6HTD?psc=1,Y,"https://www.google.com/shopping/product/3189282945584078778/offers?q=196652952818&prds=cid:3189282945584078778,cond:1",Not Found,,,,,N
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Black/White, 8.5 Wide",1151,1817,,,,,-,,B0BHJNJN68,0196652951231,196652951231,B096PR9JCT,New Balance,yes,GB196652951231,https://www.google.com/search?q=196652951231+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FWhite%2C+8.5+Wide&tbm=shop,https://www.amazon.com/dp/B0BHJNJN68?psc=1,Y,"https://www.google.com/shopping/product/7895485527199960712/offers?q=196652951231&prds=cid:7895485527199960712,cond:1",Baseball Express,79.95,135.91,151.11,151.11,Y
"New Balance Men's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 9.5",1159,1827,,,96.27,$ 112.52,AF4GO035LHAA2,3.0,B09XRH2FD6,0196432835263,196432835263,B096PR9JCT,New Balance,yes,GB196432835263,https://www.google.com/search?q=196432835263+New+Balance+Men%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+9.5&tbm=shop,https://www.amazon.com/dp/B09XRH2FD6?psc=1,Y,"https://www.google.com/shopping/product/13582008803715205304/offers?q=196432835263&prds=cid:13582008803715205304,cond:1",Not Found,,,,,N
