Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box 🚚: Stock,New: Current,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Amazon_link,Match,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 13",190,269,,,101.13,$ 111.11,AF4GO035LHAA2,1.0,B07YZPNXG3,0194182875126,194182875126,B093XKL7WZ,New Balance,yes,GB194182875126,https://www.google.com/search?q=194182875126+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+13&tbm=shop,https://www.amazon.com/dp/B07YZPNXG3?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875126&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 12 Wide",192,274,,,,,-,,B0923BB8FN,0194768210334,194768210334,B093XKL7WZ,New Balance,yes,GB194768210334,https://www.google.com/search?q=194768210334+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+12+Wide&tbm=shop,https://www.amazon.com/dp/B0923BB8FN?psc=1,Y,"https://www.google.com/shopping/product/13903692763939176866/offers?q=194768210334&prds=cid:13903692763939176866,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 10",340,596,,,109.99,$ 124.49,A1L771VVVO0RJK,1.0,B09XRFN2HV,0196432783458,196432783458,B089S7TS2F,New Balance,yes,GB196432783458,https://www.google.com/search?q=196432783458+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+10&tbm=shop,https://www.amazon.com/dp/B09XRFN2HV?psc=1,Y,"https://www.google.com/shopping/product/9486904938213561349/offers?q=196432783458&prds=cid:9486904938213561349,cond:1",Shoe Station,89.98,152.97,170.06,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Black, 5 M US",341,599,,,107.98,$ 116.34,AF4GO035LHAA2,2.0,B08KH1QTKQ,0195481453602,195481453602,B089S7TS2F,New Balance,yes,GB195481453602,https://www.google.com/search?q=195481453602+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Nb+White%2FBlack%2C+5+M+US&tbm=shop,https://www.amazon.com/dp/B08KH1QTKQ?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 17",191,274,,,,$ 74.95,-,,B089DBSTX8,0194768277528,194768277528,B093XKL7WZ,New Balance,no,GB194768277528,https://www.google.com/search?q=194768277528+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+17&tbm=shop,https://www.amazon.com/dp/B089DBSTX8?psc=1,Y,"https://www.google.com/shopping/product/16225070214042062951/offers?q=194768277528&prds=cid:16225070214042062951,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 8.5 XX-Wide",193,272,,,,$ 58.45,-,,B0BPN4ZCBG,0196941576008,196941576008,B093XKL7WZ,New Balance,yes,GB196941576008,https://www.google.com/search?q=196941576008+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+8.5+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN4ZCBG?psc=1,Y,"https://www.google.com/shopping/product/9990854979965399134/offers?q=196941576008&prds=cid:9990854979965399134,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11 X-Wide",191,273,,,,,-,,B08D11SDZW,0194768210501,194768210501,B093XKL7WZ,New Balance,yes,GB194768210501,https://www.google.com/search?q=194768210501+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+11+X-Wide&tbm=shop,https://www.amazon.com/dp/B08D11SDZW?psc=1,Y,"https://www.google.com/shopping/product/18073909829559129488/offers?q=194768210501&prds=cid:18073909829559129488,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10.5",191,274,,,104.39,$ 112.34,AF4GO035LHAA2,1.0,B07YZNJ4K6,0194182875072,194182875072,B093XKL7WZ,New Balance,yes,GB194182875072,https://www.google.com/search?q=194182875072+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10.5&tbm=shop,https://www.amazon.com/dp/B07YZNJ4K6?psc=1,N,,,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Team Away Grey/Castlerock, 14 X-Wide",194,259,,,93.33,$ 92.21,AF4GO035LHAA2,1.0,B07F21DLR2,0192983452065,192983452065,B093XKL7WZ,New Balance,yes,GB192983452065,https://www.google.com/search?q=192983452065+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Team+Away+Grey%2FCastlerock%2C+14+X-Wide&tbm=shop,https://www.amazon.com/dp/B07F21DLR2?psc=1,Y,"https://www.google.com/shopping/product/6222448170737564522/offers?q=192983452065&prds=cid:6222448170737564522,cond:1",Kohl's,79.99,135.98,151.18,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Night Tide/Blue, 8.5",335,596,,,,,-,,B093QL6WWT,0195907563144,195907563144,B089S7TS2F,New Balance,yes,GB195907563144,https://www.google.com/search?q=195907563144+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Night+Tide%2FBlue%2C+8.5&tbm=shop,https://www.amazon.com/dp/B093QL6WWT?psc=1,Y,"https://www.google.com/shopping/product/1343744886360012007/offers?q=195907563144&prds=cid:1343744886360012007,cond:1",Zappos.com,84.95,144.41,160.56,160.56,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Green/White, 8.5 Wide",339,597,,,,,-,,B096NDTC3Q,0196071176925,196071176925,B089S7TS2F,New Balance,yes,GB196071176925,https://www.google.com/search?q=196071176925+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGreen%2FWhite%2C+8.5+Wide&tbm=shop,https://www.amazon.com/dp/B096NDTC3Q?psc=1,Y,"https://www.google.com/shopping/product/319882378204733106/offers?q=196071176925&prds=cid:319882378204733106,cond:1",Kohl's,69.99,118.98,132.28,132.28,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 12",193,270,,,,,-,,B08CZZNXV4,0194768210136,194768210136,B093XKL7WZ,New Balance,no,GB194768210136,https://www.google.com/search?q=194768210136+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+12&tbm=shop,https://www.amazon.com/dp/B08CZZNXV4?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194768210136&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8 X-Wide",189,267,138.04,2.0,130.09,$ 138.10,AF4GO035LHAA2,1.0,B07YZPG6SR,0194182875416,194182875416,B093XKL7WZ,New Balance,no,GB194182875416,https://www.google.com/search?q=194182875416+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZPG6SR?psc=1,Y,"https://www.google.com/shopping/product/2924002567472190880/offers?q=194182875416&prds=cid:2924002567472190880,cond:1",Rogans Shoes,78.0,132.6,147.42,137.04,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 10 X-Wide",194,274,,,,,-,,B08CZZZXZV,0194768210488,194768210488,B093XKL7WZ,New Balance,yes,GB194768210488,https://www.google.com/search?q=194768210488+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+10+X-Wide&tbm=shop,https://www.amazon.com/dp/B08CZZZXZV?psc=1,Y,"https://www.google.com/shopping/product/14868506716877906121/offers?q=194768210488&prds=cid:14868506716877906121,cond:1",Kohl's,74.99,127.48,141.73,141.73,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 12 XX-Wide",192,273,,,,,-,,B0BPN3Q44J,0196941576077,196941576077,B093XKL7WZ,New Balance,yes,GB196941576077,https://www.google.com/search?q=196941576077+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+12+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN3Q44J?psc=1,Y,"https://www.google.com/shopping/product/9990854979965399134/offers?q=196941576077&prds=cid:9990854979965399134,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 10",191,269,,,,,-,,B08D11FD8L,0194768210099,194768210099,B093XKL7WZ,New Balance,no,GB194768210099,https://www.google.com/search?q=194768210099+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+10&tbm=shop,https://www.amazon.com/dp/B08D11FD8L?psc=1,Y,"https://www.google.com/shopping/product/3779422549417537850/offers?q=194768210099&prds=cid:3779422549417537850,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 9.5 XX-Wide",196,258,,,,,-,,B0BPN4FP66,0196941576022,196941576022,B093XKL7WZ,New Balance,yes,GB196941576022,https://www.google.com/search?q=196941576022+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+9.5+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN4FP66?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 11.5 X-Wide",187,272,,,103.39,$ 116.18,AF4GO035LHAA2,1.0,B07YZNNSCF,0194182875485,194182875485,B093XKL7WZ,New Balance,no,GB194182875485,https://www.google.com/search?q=194182875485+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+11.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZNNSCF?psc=1,Y,"https://www.google.com/shopping/product/15708578933164586921/offers?q=194182875485&prds=cid:15708578933164586921,cond:1",Kohl's,79.99,135.98,151.18,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10 Wide",190,270,,,,,-,,B07YZR883L,0194182875263,194182875263,B093XKL7WZ,New Balance,no,GB194182875263,https://www.google.com/search?q=194182875263+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10+Wide&tbm=shop,https://www.amazon.com/dp/B07YZR883L?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875263&prds=cid:6084824764254171725,cond:1",New Balance,109.99,186.98,207.88,207.88,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 15",189,269,74.95,15.0,74.95,$ 74.95,A1BNXE6U3W2NOH,1.0,B089DBTMQN,0194768277504,194768277504,B093XKL7WZ,New Balance,no,GB194768277504,https://www.google.com/search?q=194768277504+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+15&tbm=shop,https://www.amazon.com/dp/B089DBTMQN?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194768277504&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 10 XX-Wide",193,277,,,,,-,,B0BPN1SJDK,0196941576039,196941576039,B093XKL7WZ,New Balance,yes,GB196941576039,https://www.google.com/search?q=196941576039+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+10+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN1SJDK?psc=1,Y,"https://www.google.com/shopping/product/9990854979965399134/offers?q=196941576039&prds=cid:9990854979965399134,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8",190,272,,,106.57,$ 118.62,AF4GO035LHAA2,1.0,B07YZRKYTC,0194182875027,194182875027,B093XKL7WZ,New Balance,no,GB194182875027,https://www.google.com/search?q=194182875027+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8&tbm=shop,https://www.amazon.com/dp/B07YZRKYTC?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875027&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 12.5 Wide",189,270,,,,,-,,B089DBNGN6,0194768277672,194768277672,B093XKL7WZ,New Balance,no,GB194768277672,https://www.google.com/search?q=194768277672+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+12.5+Wide&tbm=shop,https://www.amazon.com/dp/B089DBNGN6?psc=1,Y,"https://www.google.com/shopping/product/10323294823748841728/offers?q=194768277672&prds=cid:10323294823748841728,cond:1",New Balance,63.99,108.78,120.94,120.94,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 15 XX-Wide",193,258,,,,,-,,B0BPMZ23H4,0196941576114,196941576114,B093XKL7WZ,New Balance,yes,GB196941576114,https://www.google.com/search?q=196941576114+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+15+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPMZ23H4?psc=1,Y,"https://www.google.com/shopping/product/4919995854883365453/offers?q=196941576114&prds=cid:4919995854883365453,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9 X-Wide",190,274,106.25,2.0,98.3,$ 115.06,AF4GO035LHAA2,1.0,B07YZSLMHZ,0194182875430,194182875430,B093XKL7WZ,New Balance,no,GB194182875430,https://www.google.com/search?q=194182875430+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZSLMHZ?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875430&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9.5",192,274,121.04,2.0,113.09,$ 123.40,AF4GO035LHAA2,1.0,B07YZRSRW9,0194182875058,194182875058,B093XKL7WZ,New Balance,no,GB194182875058,https://www.google.com/search?q=194182875058+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9.5&tbm=shop,https://www.amazon.com/dp/B07YZRSRW9?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875058&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy, 11 XX-Wide",192,274,,,,,-,,B0BPN1246H,0196941576053,196941576053,B093XKL7WZ,New Balance,yes,GB196941576053,https://www.google.com/search?q=196941576053+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2C+11+XX-Wide&tbm=shop,https://www.amazon.com/dp/B0BPN1246H?psc=1,Y,"https://www.google.com/shopping/product/5976872976123764786/offers?q=196941576053&prds=cid:5976872976123764786,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 14 X-Wide",196,273,,,,,-,,B08D11GV64,0194768210556,194768210556,B093XKL7WZ,New Balance,no,GB194768210556,https://www.google.com/search?q=194768210556+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+14+X-Wide&tbm=shop,https://www.amazon.com/dp/B08D11GV64?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194768210556&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Team Away Grey/Castlerock, 15 X-Wide",189,256,74.95,8.0,74.95,$ 74.95,A1BNXE6U3W2NOH,1.0,B07F1N3Z3L,0192983452072,192983452072,B093XKL7WZ,New Balance,no,GB192983452072,https://www.google.com/search?q=192983452072+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Team+Away+Grey%2FCastlerock%2C+15+X-Wide&tbm=shop,https://www.amazon.com/dp/B07F1N3Z3L?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=192983452072&prds=cid:6084824764254171725,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8.5",190,271,138.54,2.0,130.59,$ 138.54,AF4GO035LHAA2,1.0,B07YZR5QS3,0194182875034,194182875034,B093XKL7WZ,New Balance,no,GB194182875034,https://www.google.com/search?q=194182875034+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8.5&tbm=shop,https://www.amazon.com/dp/B07YZR5QS3?psc=1,Y,"https://www.google.com/shopping/product/3256067117976494261/offers?q=194182875034&prds=cid:3256067117976494261,cond:1",New Balance,69.94,118.9,132.19,137.54,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 10",191,267,,,103.39,$ 111.65,AF4GO035LHAA2,1.0,B07YZQZGPY,0194182875065,194182875065,B093XKL7WZ,New Balance,yes,GB194182875065,https://www.google.com/search?q=194182875065+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+10&tbm=shop,https://www.amazon.com/dp/B07YZQZGPY?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875065&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Iodine Violet/Peony, 6",341,597,,,104.74,$ 105.98,A1B43WMIJ58I3U,2.0,B07HG47TWM,0193362433200,193362433200,B089S7TS2F,New Balance,no,GB193362433200,https://www.google.com/search?q=193362433200+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Iodine+Violet%2FPeony%2C+6&tbm=shop,https://www.amazon.com/dp/B07HG47TWM?psc=1,Y,"https://www.google.com/shopping/product/2281052635033094343/offers?q=193362433200&prds=cid:2281052635033094343,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 6",341,600,,,99.08,$ 128.78,A1L771VVVO0RJK,2.0,B09XRFX2HJ,0196432783373,196432783373,B089S7TS2F,New Balance,yes,GB196432783373,https://www.google.com/search?q=196432783373+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+6&tbm=shop,https://www.amazon.com/dp/B09XRFX2HJ?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=196432783373&prds=cid:5453325658412694206,cond:1",Champs Sports,74.99,127.48,141.73,,N
"New Balance Men's 6"" Boxer Brief Fly Front with Pouch, 3-Pack, Medium",32599,11128,,,,$ 24.49,-,,B07VD94Y9C,0721357369878,721357369878,B0CTMX3W2N,New Balance,yes,GB721357369878,https://www.google.com/search?q=721357369878+New+Balance+Men%27s+6%22+Boxer+Brief+Fly+Front+with+Pouch%2C+3-Pack%2C+Medium&tbm=shop,https://www.amazon.com/dp/B07VD94Y9C?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Black, 12 M US",337,599,,,110.8,$ 119.14,AF4GO035LHAA2,1.0,B08KH2BDFT,0195481453732,195481453732,B089S7TS2F,New Balance,yes,GB195481453732,https://www.google.com/search?q=195481453732+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Nb+White%2FBlack%2C+12+M+US&tbm=shop,https://www.amazon.com/dp/B08KH2BDFT?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 10.5 Wide",190,267,,,,,-,,B089D8K2YC,0194768277634,194768277634,B093XKL7WZ,New Balance,no,GB194768277634,https://www.google.com/search?q=194768277634+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+10.5+Wide&tbm=shop,https://www.amazon.com/dp/B089D8K2YC?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 15 X-Wide",196,271,74.95,4.0,74.95,$ 74.95,A1BNXE6U3W2NOH,1.0,B089DBS68Q,0194768277894,194768277894,B093XKL7WZ,New Balance,no,GB194768277894,https://www.google.com/search?q=194768277894+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+15+X-Wide&tbm=shop,https://www.amazon.com/dp/B089DBS68Q?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 8.5",192,269,,,,,-,,B089DD6XW1,0194768277399,194768277399,B093XKL7WZ,New Balance,no,GB194768277399,https://www.google.com/search?q=194768277399+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+8.5&tbm=shop,https://www.amazon.com/dp/B089DD6XW1?psc=1,Y,"https://www.google.com/shopping/product/15708578933164586921/offers?q=194768277399&prds=cid:15708578933164586921,cond:1",Kohl's,79.99,135.98,151.18,151.18,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 9.5 X-Wide",193,270,,,,,-,,B08CZZR932,0194768210471,194768210471,B093XKL7WZ,New Balance,yes,GB194768210471,https://www.google.com/search?q=194768210471+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+9.5+X-Wide&tbm=shop,https://www.amazon.com/dp/B08CZZR932?psc=1,Y,"https://www.google.com/shopping/product/4919995854883365453/offers?q=194768210471&prds=cid:4919995854883365453,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 8.5",194,272,,,,,-,,B08CZYSYPL,0194768210068,194768210068,B093XKL7WZ,New Balance,no,GB194768210068,https://www.google.com/search?q=194768210068+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+8.5&tbm=shop,https://www.amazon.com/dp/B08CZYSYPL?psc=1,Y,"https://www.google.com/shopping/product/4919995854883365453/offers?q=194768210068&prds=cid:4919995854883365453,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11.5",194,270,,,,,-,,B08CZZPRBF,0194768210129,194768210129,B093XKL7WZ,New Balance,yes,GB194768210129,https://www.google.com/search?q=194768210129+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+11.5&tbm=shop,https://www.amazon.com/dp/B08CZZPRBF?psc=1,Y,"https://www.google.com/shopping/product/4919995854883365453/offers?q=194768210129&prds=cid:4919995854883365453,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 11.5",188,269,141.38,2.0,133.43,$ 141.38,AF4GO035LHAA2,1.0,B07YZR765D,0194182875096,194182875096,B093XKL7WZ,New Balance,no,GB194182875096,https://www.google.com/search?q=194182875096+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+11.5&tbm=shop,https://www.amazon.com/dp/B07YZR765D?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194182875096&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 12",191,269,,,,,-,,B089DBXZY4,0194768277467,194768277467,B093XKL7WZ,New Balance,no,GB194768277467,https://www.google.com/search?q=194768277467+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+12&tbm=shop,https://www.amazon.com/dp/B089DBXZY4?psc=1,Y,"https://www.google.com/shopping/product/15708578933164586921/offers?q=194768277467&prds=cid:15708578933164586921,cond:1",Kohl's,79.99,135.98,151.18,151.18,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 9",188,258,138.54,2.0,130.59,$ 138.54,AF4GO035LHAA2,1.0,B07YZQZLMN,0194182875041,194182875041,B093XKL7WZ,New Balance,no,GB194182875041,https://www.google.com/search?q=194182875041+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+9&tbm=shop,https://www.amazon.com/dp/B07YZQZLMN?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 8.5 Wide",193,274,,,,,-,,B09238N41T,0194768210266,194768210266,B093XKL7WZ,New Balance,no,GB194768210266,https://www.google.com/search?q=194768210266+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+8.5+Wide&tbm=shop,https://www.amazon.com/dp/B09238N41T?psc=1,Y,"https://www.google.com/shopping/product/5976872976123764786/offers?q=194768210266&prds=cid:5976872976123764786,cond:1",New Balance,69.94,118.9,132.19,132.19,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 13 Wide",192,274,,,,$ 75.32,-,,B0923B6NSN,0194768210358,194768210358,B093XKL7WZ,New Balance,no,GB194768210358,https://www.google.com/search?q=194768210358+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+13+Wide&tbm=shop,https://www.amazon.com/dp/B0923B6NSN?psc=1,Y,"https://www.google.com/shopping/product/15888048326742949868/offers?q=194768210358&prds=cid:15888048326742949868,cond:1",Not Found,,,,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Grey Dark, 14",196,275,,,,,-,,B089DBYHQ1,0194768277498,194768277498,B093XKL7WZ,New Balance,no,GB194768277498,https://www.google.com/search?q=194768277498+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Grey+Dark%2C+14&tbm=shop,https://www.amazon.com/dp/B089DBYHQ1?psc=1,Y,"https://www.google.com/shopping/product/15708578933164586921/offers?q=194768277498&prds=cid:15708578933164586921,cond:1",Kohl's,79.99,135.98,151.18,151.18,Y
