Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,"New, 3rd Party FBM: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Amazon offer),Custom_SKU,Google_Search_Link,Amazon_link,Match,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 11 Wide",206,276,,,,,-,,B0923C7C5B,0194768210310,194768210310,B093XKL7WZ,New Balance,yes,GB194768210310,https://www.google.com/search?q=194768210310+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+11+Wide&tbm=shop,https://www.amazon.com/dp/B0923C7C5B?psc=1,Y,"https://www.google.com/shopping/product/13637089744858206057/offers?q=194768210310&prds=cid:13637089744858206057,cond:1",Kohl's,69.99,118.98,132.28,132.28,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, Team Away Grey/Castlerock, 15 X-Wide",203,257,74.95,7.0,74.95,74.95 $,Peltz Shoes (94% A1BNXE6U3W2NOH),1.0,B07F1N3Z3L,0192983452072,192983452072,B093XKL7WZ,New Balance,no,GB192983452072,https://www.google.com/search?q=192983452072+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+Team+Away+Grey%2FCastlerock%2C+15+X-Wide&tbm=shop,https://www.amazon.com/dp/B07F1N3Z3L?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=192983452072&prds=cid:6084824764254171725,cond:1",Shoe Station,79.98,135.97,151.16,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8.5",206,275,138.54,2.0,130.59,138.54 $,Ever Onwards Store (83% AF4GO035LHAA2),1.0,B07YZR5QS3,0194182875034,194182875034,B093XKL7WZ,New Balance,no,GB194182875034,https://www.google.com/search?q=194182875034+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8.5&tbm=shop,https://www.amazon.com/dp/B07YZR5QS3?psc=1,Y,"https://www.google.com/shopping/product/3256067117976494261/offers?q=194182875034&prds=cid:3256067117976494261,cond:1",Kohl's,64.99,110.48,122.83,137.54,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8 X-Wide",203,272,138.04,2.0,130.09,138.16 $,Ever Onwards Store (83% AF4GO035LHAA2),1.0,B07YZPG6SR,0194182875416,194182875416,B093XKL7WZ,New Balance,no,GB194182875416,https://www.google.com/search?q=194182875416+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8+X-Wide&tbm=shop,https://www.amazon.com/dp/B07YZPG6SR?psc=1,Y,"https://www.google.com/shopping/product/2924002567472190880/offers?q=194182875416&prds=cid:2924002567472190880,cond:1",Rogans Shoes,82.25,139.82,155.45,,N
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Navy/Red, 10",205,273,,,,,-,,B08D11FD8L,0194768210099,194768210099,B093XKL7WZ,New Balance,no,GB194768210099,https://www.google.com/search?q=194768210099+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FNavy%2FRed%2C+10&tbm=shop,https://www.amazon.com/dp/B08D11FD8L?psc=1,Y,"https://www.google.com/shopping/product/3779422549417537850/offers?q=194768210099&prds=cid:3779422549417537850,cond:1",New Balance,84.94,144.4,160.54,160.54,Y
"New Balance Men's 608 V5 Casual Comfort Cross Trainer, White/Black/Silver, 8",203,276,,,121.57,118.37 $,-,1.0,B07YZRKYTC,0194182875027,194182875027,B093XKL7WZ,New Balance,no,GB194182875027,https://www.google.com/search?q=194182875027+New+Balance+Men%27s+608+V5+Casual+Comfort+Cross+Trainer%2C+White%2FBlack%2FSilver%2C+8&tbm=shop,https://www.amazon.com/dp/B07YZRKYTC?psc=1,Y,"https://www.google.com/shopping/product/6084824764254171725/offers?q=194182875027&prds=cid:6084824764254171725,cond:1",Shoe Station,79.98,135.97,151.16,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Night Tide/Blue, 8.5",374,620,,,,,-,,B093QL6WWT,0195907563144,195907563144,B089S7TS2F,New Balance,yes,GB195907563144,https://www.google.com/search?q=195907563144+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Night+Tide%2FBlue%2C+8.5&tbm=shop,https://www.amazon.com/dp/B093QL6WWT?psc=1,Y,"https://www.google.com/shopping/product/1343744886360012007/offers?q=195907563144&prds=cid:1343744886360012007,cond:1",Zappos.com,84.95,144.41,160.56,160.56,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Grey, 8.5 Wide",381,620,,,,,-,,B093QLDS16,0195907563861,195907563861,B089S7TS2F,New Balance,yes,GB195907563861,https://www.google.com/search?q=195907563861+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Black%2FGrey%2C+8.5+Wide&tbm=shop,https://www.amazon.com/dp/B093QLDS16?psc=1,Y,"https://www.google.com/shopping/product/16405623774787294959/offers?q=195907563861&prds=cid:16405623774787294959,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Nimbus Cloud/Peach Glaze/Vibrant Pink, 11",377,618,76.78,2.0,76.78,,-,,B09K4VW2YC,0196307847032,196307847032,B089S7TS2F,New Balance,yes,GB196307847032,https://www.google.com/search?q=196307847032+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Nimbus+Cloud%2FPeach+Glaze%2FVibrant+Pink%2C+11&tbm=shop,https://www.amazon.com/dp/B09K4VW2YC?psc=1,Y,"https://www.google.com/shopping/product/14791733826567678314/offers?q=196307847032&prds=cid:14791733826567678314,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 8",376,618,,,,119.00 $,-,,B09K4TWFTN,0195907041710,195907041710,B089S7TS2F,New Balance,no,GB195907041710,https://www.google.com/search?q=195907041710+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FCobalt%2FEnergy+Lime%2C+8&tbm=shop,https://www.amazon.com/dp/B09K4TWFTN?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=195907041710&prds=cid:5453325658412694206,cond:1",Kohl's,84.99,144.48,160.63,160.63,Y
"New Balance Women's Fresh Foam Roav V1 Sneaker, Iodine Violet/Peony, 6.5",375,617,,,104.74,106.54 $,Numoon Collection (94% A1B43WMIJ58I3U),2.0,B07HG47TX8,0193362433217,193362433217,B089S7TS2F,New Balance,no,GB193362433217,https://www.google.com/search?q=193362433217+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Iodine+Violet%2FPeony%2C+6.5&tbm=shop,https://www.amazon.com/dp/B07HG47TX8?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 9 Wide",375,621,,,,,-,,B093QJWDZH,0195907563588,195907563588,B089S7TS2F,New Balance,yes,GB195907563588,https://www.google.com/search?q=195907563588+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Gray%2FGray%2C+9+Wide&tbm=shop,https://www.amazon.com/dp/B093QJWDZH?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 5",375,618,,180.0,,129.44 $,"ELTCO (48% AUZHYMZYT39ZN), Warehouse Island LLC (70% AYN5A0CZC142X)",2.0,B093QH2QXT,0195907563366,195907563366,B089S7TS2F,New Balance,yes,GB195907563366,https://www.google.com/search?q=195907563366+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Gray%2FGray%2C+5&tbm=shop,https://www.amazon.com/dp/B093QH2QXT?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=195907563366&prds=cid:5453325658412694206,cond:1",Kohl's,84.99,144.48,160.63,160.63,Y
"New Balance Women's Fresh Foam Roav V1 Sneaker, Black/Sea Salt, 5",375,618,,,,107.54 $,-,,B07HFZQPJB,0193362433477,193362433477,B089S7TS2F,New Balance,no,GB193362433477,https://www.google.com/search?q=193362433477+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FSea+Salt%2C+5&tbm=shop,https://www.amazon.com/dp/B07HFZQPJB?psc=1,Y,"https://www.google.com/shopping/product/4261188213572682030/offers?q=193362433477&prds=cid:4261188213572682030,cond:1",LacrosseMonkey.com,49.98,84.97,94.46,94.46,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Nimbus Cloud/Peach Glaze/Dusk Blue, 7.5 Wide",373,616,,,,,-,,B09K4V81H6,0196307846813,196307846813,B089S7TS2F,New Balance,yes,GB196307846813,https://www.google.com/search?q=196307846813+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Nimbus+Cloud%2FPeach+Glaze%2FDusk+Blue%2C+7.5+Wide&tbm=shop,https://www.amazon.com/dp/B09K4V81H6?psc=1,Y,"https://www.google.com/shopping/product/14170757692472382079/offers?q=196307846813&prds=cid:14170757692472382079,cond:1",Foot Locker,79.99,135.98,151.18,151.18,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 12",374,617,,24.0,,68.48 $,Innovative techs (77% A2141PAN4SCCIJ),1.0,B093QKZB2G,0195907563496,195907563496,B089S7TS2F,New Balance,yes,GB195907563496,https://www.google.com/search?q=195907563496+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Gray%2FGray%2C+12&tbm=shop,https://www.amazon.com/dp/B093QKZB2G?psc=1,Y,"https://www.google.com/shopping/product/16717502736715200645/offers?q=195907563496&prds=cid:16717502736715200645,cond:1",Rack Room Shoes,89.97,152.95,170.04,170.04,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Electric Purple/Multi, 7",378,619,,,,141.06 $,-,,B09H3NQHLV,0196307425438,196307425438,B089S7TS2F,New Balance,yes,GB196307425438,https://www.google.com/search?q=196307425438+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Electric+Purple%2FMulti%2C+7&tbm=shop,https://www.amazon.com/dp/B09H3NQHLV?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Iodine Violet/Peony, 6",376,618,,,104.74,106.90 $,Numoon Collection (94% A1B43WMIJ58I3U),2.0,B07HG47TWM,0193362433200,193362433200,B089S7TS2F,New Balance,no,GB193362433200,https://www.google.com/search?q=193362433200+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Iodine+Violet%2FPeony%2C+6&tbm=shop,https://www.amazon.com/dp/B07HG47TWM?psc=1,Y,"https://www.google.com/shopping/product/2281052635033094343/offers?q=193362433200&prds=cid:2281052635033094343,cond:1",GoalieMonkey.com,49.98,84.97,94.46,103.74,Y
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 7",374,617,,,109.99,128.18 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09XRG6MK6,0196432783397,196432783397,B089S7TS2F,New Balance,yes,GB196432783397,https://www.google.com/search?q=196432783397+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+7&tbm=shop,https://www.amazon.com/dp/B09XRG6MK6?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Moonbeam/Light Aluminum, 7.5 Wide",380,620,,,,,-,,B07RFVZ442,0194182041040,194182041040,B089S7TS2F,New Balance,yes,GB194182041040,https://www.google.com/search?q=194182041040+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Moonbeam%2FLight+Aluminum%2C+7.5+Wide&tbm=shop,https://www.amazon.com/dp/B07RFVZ442?psc=1,Y,"https://www.google.com/shopping/product/14603654854114227730/offers?q=194182041040&prds=cid:14603654854114227730,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 9",373,618,,,,129.80 $,-,,B09XRG65KK,0196432783434,196432783434,B089S7TS2F,New Balance,yes,GB196432783434,https://www.google.com/search?q=196432783434+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+9&tbm=shop,https://www.amazon.com/dp/B09XRG65KK?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Gunmetal/Light Aluminum, 5",374,620,107.24,1.0,107.24,107.24 $,D & S WHOLESALERS LLC (69% A2B9B9OGF1VYTL),1.0,B07HG25B25,0193362434054,193362434054,B089S7TS2F,New Balance,no,GB193362434054,https://www.google.com/search?q=193362434054+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Gunmetal%2FLight+Aluminum%2C+5&tbm=shop,https://www.amazon.com/dp/B07HG25B25?psc=1,Y,"https://www.google.com/shopping/product/5453325658412694206/offers?q=193362434054&prds=cid:5453325658412694206,cond:1",Kohl's,84.99,144.48,160.63,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 7.5 M",373,612,,,,121.22 $,-,,B09XRD68SX,0196432783403,196432783403,B089S7TS2F,New Balance,yes,GB196432783403,https://www.google.com/search?q=196432783403+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+7.5+M&tbm=shop,https://www.amazon.com/dp/B09XRD68SX?psc=1,Y,"https://www.google.com/shopping/product/7707576542449070266/offers?q=196432783403&prds=cid:7707576542449070266,cond:1",Shoe Carnival,79.98,135.97,151.16,151.16,Y
"New Balance Women's Fresh Foam Roav V1 Sneaker, Nb White/Pigment, 12 Wide",375,619,,,,,-,,B08BV78MSZ,0194768225147,194768225147,B089S7TS2F,New Balance,yes,GB194768225147,https://www.google.com/search?q=194768225147+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Nb+White%2FPigment%2C+12+Wide&tbm=shop,https://www.amazon.com/dp/B08BV78MSZ?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, White/Cobalt/Energy Lime, 8.5",376,621,,,113.0,73.79 $,Carousell USA (86% A2650U6VN1Z6TA),1.0,B09K4TLYC5,0195907041727,195907041727,B089S7TS2F,New Balance,yes,GB195907041727,https://www.google.com/search?q=195907041727+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+White%2FCobalt%2FEnergy+Lime%2C+8.5&tbm=shop,https://www.amazon.com/dp/B09K4TLYC5?psc=1,Y,"https://www.google.com/shopping/product/5854454531129481045/offers?q=195907041727&prds=cid:5854454531129481045,cond:1",Peltz Shoes,84.95,144.41,160.56,,N
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Blacktop/Gum, 8.5",375,617,,,109.99,124.06 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09XRF21PZ,0196432783427,196432783427,B089S7TS2F,New Balance,yes,GB196432783427,https://www.google.com/search?q=196432783427+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Running+Shoe%2C+Blacktop%2FGum%2C+8.5&tbm=shop,https://www.amazon.com/dp/B09XRF21PZ?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Black/Vivid Coral/White, 7.5",375,622,,,,,-,,B08QKV2MZF,0195481880644,195481880644,B089S7TS2F,New Balance,yes,GB195481880644,https://www.google.com/search?q=195481880644+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Black%2FVivid+Coral%2FWhite%2C+7.5&tbm=shop,https://www.amazon.com/dp/B08QKV2MZF?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Roav V1 Sneaker, Whisper Grey/Oyster Pink, 6",374,626,,,90.0,99.63 $,Foxy Sandwich LLC (89% A3KIY9XAB84JHF),1.0,B08KGZ59BX,0195481453916,195481453916,B089S7TS2F,New Balance,no,GB195481453916,https://www.google.com/search?q=195481453916+New+Balance+Women%27s+Fresh+Foam+Roav+V1+Sneaker%2C+Whisper+Grey%2FOyster+Pink%2C+6&tbm=shop,https://www.amazon.com/dp/B08KGZ59BX?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Sea Salt/Sea Salt, 8.5",903,1751,,,99.99,114.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09YGQDNSD,0196432883578,196432883578,B0CLVR2J3M,New Balance,yes,GB196432883578,https://www.google.com/search?q=196432883578+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Sea+Salt%2FSea+Salt%2C+8.5&tbm=shop,https://www.amazon.com/dp/B09YGQDNSD?psc=1,Y,"https://www.google.com/shopping/product/7863633228949915796/offers?q=196432883578&prds=cid:7863633228949915796,cond:1",Shoe Station,69.98,118.97,132.26,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Concrete/Brighton Grey/Angora, 6.5",904,1759,,,90.23,109.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B0C29B1ZX1,0197375608693,197375608693,B0CLVR2J3M,New Balance,yes,GB197375608693,https://www.google.com/search?q=197375608693+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Concrete%2FBrighton+Grey%2FAngora%2C+6.5&tbm=shop,https://www.amazon.com/dp/B0C29B1ZX1?psc=1,Y,"https://www.google.com/shopping/product/11343538676371685709/offers?q=197375608693&prds=cid:11343538676371685709,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Washed Pink/Gum, 6",916,1834,,,105.95,97.54 $,Fashion Forge (100% A13YPU2RMMMB45),1.0,B09XRCCB5X,0196432795192,196432795192,B0CLVR2J3M,New Balance,yes,GB196432795192,https://www.google.com/search?q=196432795192+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Washed+Pink%2FGum%2C+6&tbm=shop,https://www.amazon.com/dp/B09XRCCB5X?psc=1,Y,"https://www.google.com/shopping/product/14871421744375574684/offers?q=196432795192&prds=cid:14871421744375574684,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Sea Salt/Sea Salt, 10",942,1753,,,99.99,114.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09YGMCZ4N,0196432883608,196432883608,B0CLVR2J3M,New Balance,yes,GB196432883608,https://www.google.com/search?q=196432883608+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Sea+Salt%2FSea+Salt%2C+10&tbm=shop,https://www.amazon.com/dp/B09YGMCZ4N?psc=1,Y,"https://www.google.com/shopping/product/7863633228949915796/offers?q=196432883608&prds=cid:7863633228949915796,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Sea Salt/Sea Salt, 7",928,1727,,,99.99,114.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09YGS14M6,0196432883547,196432883547,B0CLVR2J3M,New Balance,no,GB196432883547,https://www.google.com/search?q=196432883547+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Sea+Salt%2FSea+Salt%2C+7&tbm=shop,https://www.amazon.com/dp/B09YGS14M6?psc=1,Y,"https://www.google.com/shopping/product/7563620699410622323/offers?q=196432883547&prds=cid:7563620699410622323,cond:1",Zappos.com,79.99,135.98,151.18,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, White/Pixel Green/Bright Lapis, 8 Wide",899,1728,,,99.01,99.01 $,ShopperStores (100% A2L9RNVXU1JUYD),1.0,B09H3NNLNX,0196307442619,196307442619,B0CLVR2J3M,New Balance,no,GB196307442619,https://www.google.com/search?q=196307442619+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+White%2FPixel+Green%2FBright+Lapis%2C+8+Wide&tbm=shop,https://www.amazon.com/dp/B09H3NNLNX?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Raw Sugar/Gum, 7",907,1818,,,108.0,101.89 $,Carousell USA (86% A2650U6VN1Z6TA),2.0,B09XRF16TC,0196432902576,196432902576,B0CLVR2J3M,New Balance,yes,GB196432902576,https://www.google.com/search?q=196432902576+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Raw+Sugar%2FGum%2C+7&tbm=shop,https://www.amazon.com/dp/B09XRF16TC?psc=1,Y,"https://www.google.com/shopping/product/1940483271540957642/offers?q=196432902576&prds=cid:1940483271540957642,cond:1",Shoe Station,69.98,118.97,132.26,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Sea Salt/Sea Salt, 6",926,1598,,,99.99,114.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09YGC8427,0196432883523,196432883523,B0CLVR2J3M,New Balance,no,GB196432883523,https://www.google.com/search?q=196432883523+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Sea+Salt%2FSea+Salt%2C+6&tbm=shop,https://www.amazon.com/dp/B09YGC8427?psc=1,Y,"https://www.google.com/shopping/product/6419600712344819958/offers?q=196432883523&prds=cid:6419600712344819958,cond:1",ShoeMall,69.95,118.92,132.21,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Magnet/Light Dragonfly/Electric Purple, 8 Wide",903,1735,,,,,-,,B09H3PQ1XD,0196307423564,196307423564,B0CLVR2J3M,New Balance,yes,GB196307423564,https://www.google.com/search?q=196307423564+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Magnet%2FLight+Dragonfly%2FElectric+Purple%2C+8+Wide&tbm=shop,https://www.amazon.com/dp/B09H3PQ1XD?psc=1,Y,"https://www.google.com/shopping/product/7863633228949915796/offers?q=196307423564&prds=cid:7863633228949915796,cond:1",Shoe Station,69.98,118.97,132.26,132.26,Y
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Lilac Chalk/Violet Shadow/Light Gold Metallic, 12 Wide",905,1761,,,,,-,,B09H3PKFM1,0196307424219,196307424219,B0CLVR2J3M,New Balance,yes,GB196307424219,https://www.google.com/search?q=196307424219+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Lilac+Chalk%2FViolet+Shadow%2FLight+Gold+Metallic%2C+12+Wide&tbm=shop,https://www.amazon.com/dp/B09H3PKFM1?psc=1,Y,"https://www.google.com/shopping/product/14871421744375574684/offers?q=196307424219&prds=cid:14871421744375574684,cond:1",Zappos.com,67.15,114.16,126.91,126.91,Y
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, White/Pixel Green/Bright Lapis, 9.5 Wide",903,1853,,,,,-,,B09H3NJG42,0196307442640,196307442640,B0CLVR2J3M,New Balance,no,GB196307442640,https://www.google.com/search?q=196307442640+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+White%2FPixel+Green%2FBright+Lapis%2C+9.5+Wide&tbm=shop,https://www.amazon.com/dp/B09H3NJG42?psc=1,Y,"https://www.google.com/shopping/product/10393257451283964061/offers?q=196307442640&prds=cid:10393257451283964061,cond:1",Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Sea Salt/Sea Salt, 6.5",922,1764,,,99.99,114.94 $,Jai Industries LLC (77% A1L771VVVO0RJK),1.0,B09YGNSVP5,0196432883530,196432883530,B0CLVR2J3M,New Balance,yes,GB196432883530,https://www.google.com/search?q=196432883530+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Sea+Salt%2FSea+Salt%2C+6.5&tbm=shop,https://www.amazon.com/dp/B09YGNSVP5?psc=1,Y,"https://www.google.com/shopping/product/10393257451283964061/offers?q=196432883530&prds=cid:10393257451283964061,cond:1",New Balance,79.94,135.9,151.09,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Dolce/Gold/Angora, 7.5 Wide",912,1745,,,,,-,,B0C29GGFD2,0197375608273,197375608273,B0CLVR2J3M,New Balance,yes,GB197375608273,https://www.google.com/search?q=197375608273+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Dolce%2FGold%2FAngora%2C+7.5+Wide&tbm=shop,https://www.amazon.com/dp/B0C29GGFD2?psc=1,Y,"https://www.google.com/shopping/product/10393257451283964061/offers?q=197375608273&prds=cid:10393257451283964061,cond:1",New Balance,79.94,135.9,151.09,151.09,Y
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Lilac Chalk/Violet Shadow/Light Gold Metallic, 8.5",898,1736,,,,,-,,B09H3NRR1T,0196307424011,196307424011,B0CLVR2J3M,New Balance,yes,GB196307424011,https://www.google.com/search?q=196307424011+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Lilac+Chalk%2FViolet+Shadow%2FLight+Gold+Metallic%2C+8.5&tbm=shop,https://www.amazon.com/dp/B09H3NRR1T?psc=1,Y,"https://www.google.com/shopping/product/7863633228949915796/offers?q=196307424011&prds=cid:7863633228949915796,cond:1",Shoe Station,69.98,118.97,132.26,132.26,Y
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Washed Pink/Gum, 5.5 Wide",901,1823,71.35,1.0,71.35,88.39 $,Shut Shop (94% A31AFALODO9N5A),1.0,B09XRF1M38,0196432795321,196432795321,B0CLVR2J3M,New Balance,no,GB196432795321,https://www.google.com/search?q=196432795321+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Washed+Pink%2FGum%2C+5.5+Wide&tbm=shop,https://www.amazon.com/dp/B09XRF1M38?psc=1,Y,"https://www.google.com/shopping/product/14871421744375574684/offers?q=196432795321&prds=cid:14871421744375574684,cond:1",Zappos.com,67.15,114.16,126.91,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, White/Tobacco, 8",894,1811,64.95,1.0,64.95,96.51 $,-,,B0BHKY5SS1,0196652986134,196652986134,B0CLVR2J3M,New Balance,yes,GB196652986134,https://www.google.com/search?q=196652986134+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+White%2FTobacco%2C+8&tbm=shop,https://www.amazon.com/dp/B0BHKY5SS1?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Lilac Chalk/Violet Shadow/Light Gold Metallic, 9.5",907,1746,,,,,-,,B09H3PPM6X,0196307424035,196307424035,B0CLVR2J3M,New Balance,yes,GB196307424035,https://www.google.com/search?q=196307424035+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Lilac+Chalk%2FViolet+Shadow%2FLight+Gold+Metallic%2C+9.5&tbm=shop,https://www.amazon.com/dp/B09H3PPM6X?psc=1,N,Not Found,Not Found,,,,,N
"New Balance Women's Fresh Foam Arishi V4 Running Shoe, Zinc/Light Zinc/Lilac Chalk, 9.5",911,1743,,,,,-,,B09H3P7FGZ,0196307428804,196307428804,B0CLVR2J3M,New Balance,yes,GB196307428804,https://www.google.com/search?q=196307428804+New+Balance+Women%27s+Fresh+Foam+Arishi+V4+Running+Shoe%2C+Zinc%2FLight+Zinc%2FLilac+Chalk%2C+9.5&tbm=shop,https://www.amazon.com/dp/B09H3P7FGZ?psc=1,N,Not Found,Not Found,,,,,N
